anime_id,title,score,rank,popularity,members,synopsis,start_date,end_date,type,episodes,image_url
13245,Shin Tennis no Oujisama Specials,7.47,2173,6329,13017,"Shouhei Zenya (The Night Before The Invitation) Prior to the U-17 training camp invitations, the middle schoolers spend their last few days of leisure relaxing and goofing off with each other. Kami no Ko vs Koutei (Child of God vs. Emperor) The tiebreaker-style elimination match between Rikkai University-Affiliated Middle School's Seiichi Yukimura and Genichirou Sanada pits two of the ""Three Demons'' against each other. As the two fight to stay in the camp, the history between the ""Child of God"" and the ""Emperor'' is revealed. Densetsu wo Tsugusha-tachi (The One That Stands On Top) In the next set of tiebreaker-style elimination matches, Shitenhouji Middle School's Kenya Oshitari and Kuranosuke Shiraishi must face off. As both players have been harboring heavy feelings since the Nationals one year prior, they decide to settle it in this high-stakes match. Shousha no Imi (What it Means to be a Winner) Following the elimination matches, the winners are treated to a luxurious experience after a brutal training session. Some of the middle schoolers contend with each other over the point of the camp now that the losers are gone. They decide to settle their disagreements in the most appropriate way possible: by playing table tennis. Otoko-tachi no Kizuna (Bonds Between Men) After Hyoutei Academy's Choutarou Ootori loses his first court shuffle match, he becomes disheartened and begins to question if he deserves to stay in the camp. Rikkai's Bunta Marui decides to give him some advice to help him overcome his defeat. Tenshi to Seijo (Angel and Bible) The court shuffle matches between Courts 3 and 5 pairs Rikkai's Akaya Kirihara and Shitenhouji's Kuranosuke Shiraishi together. As the game grows progressively more difficult, Kirihara becomes agitated by their opponents. Remembering a promise he made to Kirihara's teammate, Shiraishi must prevent the young boy from losing control of his temper at all costs. Himitsu no Oujisama (Prince of Secrets) The middle schoolers become restless and irritated when the camp's food supply begins to run low from a harsh storm. Seishun Academy's Satoshi Horio must deliver a bag to his teammate, Ryouma Echizen, but the angry middle schoolers start to believe that he is hiding food from them. In an attempt to claim the bag's contents, they all begin to fight each other as Horio tries to outsmart and run past them. [Written by MAL Rewrite]",2012-01-01,2013-01-01,Special,7,https://cdn.myanimelist.net/images/anime/7/39891.jpg
13629,Furiko,7.47,2154,5278,20976,"Furiko , meaning ""pendulum,"" shows the highs and lows of a family of two—a high schooler, and his future wife, whom he rescues from delinquents. From the brilliant mind of comedian Tekken, comes a heartwarming story of a couple overcoming their differences even as they struggle through life. Not a moment goes by without meaning or expression in these four and a half minutes. [Written by MAL Rewrite]",2012-01-01,2012-01-01,Special,1,https://cdn.myanimelist.net/images/anime/2/68985.jpg
352,Motto! Ojamajo Doremi,7.47,2166,4977,23995,"After losing their magical abilities, the girls once again become witches. However, now they have to go through tests from the Witches of the Witch World. They also meet a new member from New York, Momoko.",2001-01-01,2002-01-01,TV,50,https://cdn.myanimelist.net/images/anime/5/36629.jpg
22693,Lady Jewelpet,7.47,2164,6331,13005,"Momona is an ordinary junior-high school student hailing from Jewel Land. At her cousin's wedding, she envies the bride, Lady Diana, due to the fact that she is marrying the cousin who she had a slight crush on. However, once she sees Lady Diana and her cousin together, Momona begins to like her, and accepts her as her cousin's bride. Just as Lady Diana is about to properly meet her and introduce herself, Momona is transported to a snowy place in Jewel Land where the ruler, Lady Jewel, is giving a speech to the Petit Ladies, girls who are chosen as Jewel Candidates to be the next Lady Jewel. Momona meets her partner and mentor, Ruby, a white rabbit, who will guide her through the tasks in becoming Lady Jewel. Whoever passes the most tasks wins and becomes the next Lady Jewel, but standing in her way is Lillian, a girl who also aims to win the title of Lady Jewel, so she can choose her brother, Cayenne, to be her King alongside her. Momona soon also begins to fall in love with Cayenne, yet Lillian doesn't want her to get too close to him. Cayenne also seems to harbor feelings for Momona, but who will be chosen in the end as Lady Jewel to decide it all? And will Momona and Lillian ever become true friends and will Cayenne and Momona ever be together? (Source: Wikipedia)",2014-01-01,2015-01-01,TV,52,https://cdn.myanimelist.net/images/anime/4/73960.jpg
15775,Saint☆Oniisan,7.47,2171,2381,96748,"Jesus Christ and Gautama Buddha, the founders of Christianity and Buddhism, are living together as roommates in a Tokyo apartment while taking a vacation on Earth. The comedy often involves jokes about Christianity, Buddhism, and all things related, as well as the main characters' attempts to hide their identities and understand modern society in Japan.",2012-01-01,2013-01-01,OVA,2,https://cdn.myanimelist.net/images/anime/1676/150182.jpg
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.47,2174,345,681692,"There is a popular saying: ""you can never be too careful."" It is very important to prepare for every situation you may face, even if it seems like an unnecessary waste of time. Also, in games like RPGs, it is good to exceed the level of your enemies to achieve total victory. These words describe Seiya Ryuuguuin a little too perfectly. After being summoned by the goddess Ristarte to save the world of Gaeabrande from destruction, the hero prepares himself for his noble journey. While this might be normal, he spends a very long time training himself, despite having overpowered stats. He fights weak enemies using his strongest skills and buys excessive amounts of supplies and potions—all to stay safe. While his attitude may be a bit annoying, it might just be the saving grace of Gaeabrande, especially considering that it is a world where the forces of evil dominate each and every expectation. [Written by MAL Rewrite]",2019-01-01,2019-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1715/103419.jpg
1663,Haha wo Tazunete Sanzenri,7.47,2157,6405,12652,"Based on a short section of the novel Cuore by the Italian Edmondo de Amicis, Marco is a young boy living in Genoa, Italy, together with his father Pietro. But the family is not complete, for Marco's mother left for Argentina around a year earlier in order to find work. Letters from her arrive regularly until one day they suddenly stop. Worry for his mother and what might have happened to her overcomes the young boy. Marco thus decides to embark upon a journey to Argentina in the hope of being reunited with his mother. At first, Pietro is opposed to Marco's plan, but moved by his son's enthusiasm, he eventually allows the boy to go. So begins Marco's long journey of the heart. Marco encounters many people throughout his travels, and finds maturity and self-acceptance as a result of his experiences. (Source: Nippon Animation)",1976-01-01,1976-01-01,TV,52,https://cdn.myanimelist.net/images/anime/9/80523.jpg
13267,Shinryaku!! Ika Musume,7.47,2176,4532,29970,"Original anime DVD bundled with the 12th, 14th, and 17th volumes of the manga.",2012-01-01,2014-01-01,OVA,3,https://cdn.myanimelist.net/images/anime/4/39055.jpg
44807,Ryuu to Sobakasu no Hime,7.47,2169,1458,184259,"""U"" is a popular social media platform where people can create a virtual persona and start a new life. Among its five billion users, one newcomer is quickly gaining attention: Belle, a beautiful singer whose alluring melodies slowly capture the hearts of the masses. But in this space where everyone hides behind an avatar, curiosity arises over who the mysterious girl truly is. Suzu Naito—a shy girl from the countryside—can no longer sing following past trauma, all her efforts resulting in breakdowns and illness. However, when Suzu joins U, she is once again able to project her voice. Under the alias ""Belle,"" her vocals soon go viral, receiving both love and hatred. Meanwhile, rumors spread of a chaotic beast within U, known only as ""The Dragon."" After a chance meeting during her concert, Belle finds he is not as evil as the stories suggest. Now, both online and in the real world, Suzu has to face the struggles of identity, fame, and opening one's heart. [Written by MAL Rewrite]",2021-01-01,2021-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1081/115716.jpg
50221,Shine Post,7.47,2175,4597,29007,"Haru Nabatame, Rio Seibu, and Kyouka Tamaki's idol unit, TiNgS, is on the verge of disbandment. However, if they can fill all two thousand seats in their upcoming anniversary concert, their idol careers will live to see another day. This quota is seemingly impossible for a group like them, especially when the most people they have had at a show is 37. Fortunately, they are placed under a new talented manager—Naoki Hinase. While initially reluctant due to past experiences, Naoki takes charge of TiNgS after sensing Haru's genuine passion for idols with his own remarkable ability to see the shine of someone who is lying. Despite the challenges she faces in this ambitious endeavor, Haru wants everyone in the world to love idols, even willing to become the shining guidepost—shine post—to accomplish her dream. [Written by MAL Rewrite]",2022-01-01,2022-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1976/123710.jpg
56717,Xian Wu Chuan 2nd Season,7.47,2182,12119,2181,"Ye Chen, the outcast disciple, is banished from the sect and becomes homeless. Through a series of coincidences, he receives a True Flame and once again steps on the path of cultivation. This is a world where demons and deities co-exist and an era where all realms in the world are overrun by chaos. Ye Chen's journey to defying heaven begins, and after going through all kinds of trials and tribulations, he finally reaches the pinnacle of cultivation. (Source: Youku)",2023-01-01,,ONA,156,https://cdn.myanimelist.net/images/anime/1269/150045.jpg
