Sample,δ13C,δ18O mineral,Δ47 Ghosh,Δ47 ARF,Acid digest T (°C),Temperature,Acid correction factor,Reference
LX-K1-5(1),-3.04 ,-8.16 ,/,0.595 ,90,,0.088,"Jin, T.J., Zhang, L.M., Huntington, K.W., Wen, Y.X., Schauer, A.J., Gu, X., Wang, C.S., 2023. Differential paleoelevation changes in North China during the late Mesozoic: Evidence from stable isotopes and clumped isotopes. Global and Planetary Change 236."
LX-K1-5(1),-3.06 ,-8.21 ,/,0.586 ,90,,0.088,"Jin, T.J., Zhang, L.M., Huntington, K.W., Wen, Y.X., Schauer, A.J., Gu, X., Wang, C.S., 2023. Differential paleoelevation changes in North China during the late Mesozoic: Evidence from stable isotopes and clumped isotopes. Global and Planetary Change 236."
LX-K1-5(2),-3.76 ,-8.40 ,/,0.575 ,90,,0.088,"Jin, T.J., Zhang, L.M., Huntington, K.W., Wen, Y.X., Schauer, A.J., Gu, X., Wang, C.S., 2023. Differential paleoelevation changes in North China during the late Mesozoic: Evidence from stable isotopes and clumped isotopes. Global and Planetary Change 236."
LX-K1-5(2),-3.80 ,-8.33 ,/,0.612 ,90,,0.088,"Jin, T.J., Zhang, L.M., Huntington, K.W., Wen, Y.X., Schauer, A.J., Gu, X., Wang, C.S., 2023. Differential paleoelevation changes in North China during the late Mesozoic: Evidence from stable isotopes and clumped isotopes. Global and Planetary Change 236."
LX-K1-5(2),-3.82 ,-8.38 ,/,0.586 ,90,,0.088,"Jin, T.J., Zhang, L.M., Huntington, K.W., Wen, Y.X., Schauer, A.J., Gu, X., Wang, C.S., 2023. Differential paleoelevation changes in North China during the late Mesozoic: Evidence from stable isotopes and clumped isotopes. Global and Planetary Change 236."
AF-NCF-TS-17-ElyLS,2.19 ,-6.46 ,/,0.415 ,90,114.00 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS-17-ElyLS,2.29 ,-6.53 ,/,0.433 ,90,101.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS-17-ElyLS,2.29 ,-5.97 ,/,0.427 ,90,105.20 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS-17-ElyLS,2.26 ,-5.69 ,/,0.476 ,90,75.30 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS-17-ElyLSspar,-0.46 ,-16.50 ,/,0.385 ,90,138.00 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS-17-ElyLSspar,-0.34 ,-16.40 ,/,0.420 ,90,110.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS-17-ElyLSspar,-0.32 ,-16.51 ,/,0.429 ,90,104.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS-17-ElyLSspar.gen2,-0.60 ,-17.52 ,/,0.421 ,90,109.20 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS-17-ElyLSspar.gen2,-0.54 ,-17.51 ,/,0.407 ,90,119.90 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-02,-5.09 ,-9.59 ,/,0.569 ,90,33.80 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-02,-5.09 ,-9.23 ,/,0.550 ,90,41.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-02,-4.93 ,-10.12 ,/,0.545 ,90,43.00 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-02,-4.92 ,-9.51 ,/,0.544 ,90,43.30 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-02,-4.82 ,-10.13 ,/,0.544 ,90,43.30 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-02,-4.78 ,-9.66 ,/,0.570 ,90,33.50 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-03,-3.46 ,-9.88 ,/,0.545 ,90,43.00 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-03,-3.41 ,-9.79 ,/,0.542 ,90,44.20 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-03,-3.42 ,-9.89 ,/,0.554 ,90,39.50 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-03,-3.47 ,-9.69 ,/,0.551 ,90,40.80 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-09,-3.95 ,-7.67 ,/,0.512 ,90,57.40 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-09,-4.05 ,-7.73 ,/,0.526 ,90,50.90 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-09,-3.92 ,-7.23 ,/,0.517 ,90,55.20 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-10,-4.37 ,-9.39 ,/,0.498 ,90,63.90 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-12,-3.69 ,-8.57 ,/,0.539 ,90,45.50 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-12,-3.75 ,-8.29 ,/,0.549 ,90,41.50 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-12,-3.79 ,-7.87 ,/,0.555 ,90,39.30 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-12,-3.97 ,-8.63 ,/,0.527 ,90,50.50 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-14,-3.47 ,-6.36 ,/,0.555 ,90,39.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-14,-3.46 ,-6.55 ,/,0.549 ,90,41.60 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-14,-3.43 ,-5.99 ,/,0.579 ,90,30.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-14,-3.45 ,-6.86 ,/,0.574 ,90,31.80 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-17,-3.22 ,-6.22 ,/,0.523 ,90,52.20 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-17,-3.15 ,-6.09 ,/,0.593 ,90,25.40 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-17,-3.34 ,-6.55 ,/,0.556 ,90,38.80 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-17,-3.12 ,-5.59 ,/,0.584 ,90,28.50 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-17,-2.94 ,-5.69 ,/,0.590 ,90,26.40 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-19,-4.08 ,-8.41 ,/,0.543 ,90,43.80 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-19,-3.99 ,-9.07 ,/,0.524 ,90,51.80 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-19,-4.12 ,-9.33 ,/,0.514 ,90,56.30 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-19,-4.01 ,-8.46 ,/,0.510 ,90,58.20 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-19,-3.99 ,-8.65 ,/,0.476 ,90,75.40 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-19,-3.98 ,-9.10 ,/,0.544 ,90,43.50 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-21,-3.42 ,-4.67 ,/,0.538 ,90,45.90 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-21,-3.35 ,-4.67 ,/,0.534 ,90,47.50 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-21,-3.35 ,-4.77 ,/,0.553 ,90,40.00 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-21,-3.56 ,-4.61 ,/,0.587 ,90,27.30 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-22,-4.36 ,-8.90 ,/,0.506 ,90,60.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-22,-4.33 ,-9.29 ,/,0.504 ,90,61.00 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-22,-4.31 ,-8.30 ,/,0.545 ,90,43.20 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-22,-4.32 ,-9.30 ,/,0.511 ,90,58.00 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-24,-3.54 ,-9.18 ,/,0.542 ,90,44.40 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-24,-3.22 ,-9.60 ,/,0.582 ,90,29.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-24,-3.58 ,-8.82 ,/,0.543 ,90,43.90 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-24,-3.48 ,-8.27 ,/,0.560 ,90,37.30 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-24,-3.58 ,-8.50 ,/,0.561 ,90,36.80 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-26,-3.61 ,-7.92 ,/,0.565 ,90,35.30 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-26,-3.61 ,-7.49 ,/,0.553 ,90,39.90 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-26,-3.74 ,-7.41 ,/,0.539 ,90,45.50 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-26,-3.71 ,-7.81 ,/,0.546 ,90,42.70 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-31.red,-3.87 ,-5.42 ,/,0.551 ,90,40.60 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-31.red,-3.87 ,-6.04 ,/,0.547 ,90,42.40 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-31.red,-3.87 ,-5.88 ,/,0.582 ,90,28.90 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-31.yellow,-4.11 ,-7.94 ,/,0.525 ,90,51.50 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-31.yellow,-4.01 ,-8.13 ,/,0.515 ,90,56.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-31_spar,-2.61 ,-9.36 ,/,0.389 ,90,134.50 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5A.dark,-4.12 ,-5.73 ,/,0.543 ,90,43.70 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5A.dark,-3.96 ,-6.01 ,/,0.535 ,90,47.00 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5A.dark,-3.99 ,-6.10 ,/,0.515 ,90,56.20 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5A.light,-4.51 ,-8.91 ,/,0.516 ,90,55.40 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5A.light,-4.43 ,-8.66 ,/,0.482 ,90,72.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5A.light,-4.47 ,-8.78 ,/,0.522 ,90,52.80 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5B,-5.47 ,-9.19 ,/,0.552 ,90,40.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5B,-5.32 ,-9.67 ,/,0.523 ,90,52.40 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5B,-5.21 ,-9.42 ,/,0.552 ,90,40.20 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5B,-5.14 ,-9.30 ,/,0.553 ,90,40.00 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5B,-5.11 ,-9.51 ,/,0.533 ,90,48.10 ,,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
