期号 ,前区1,前区2,前区3,前区4,前区5,后区1,后区2,开奖日期
10108,1,10,13,19,34,9,12,9/15/2010
10107,14,17,22,27,34,3,5,9/13/2010
10106,5,27,28,29,34,9,12,9/11/2010
10105,5,17,26,27,35,8,9,9/8/2010
10104,14,25,30,32,33,1,11,9/6/2010
10103,10,14,29,30,35,5,8,9/4/2010
10102,4,15,19,24,35,1,10,9/1/2010
10101,11,15,22,27,35,5,8,8/30/2010
10100,19,20,30,33,35,6,8,8/28/2010
10099,3,11,17,21,30,1,8,8/25/2010
10098,2,3,12,13,25,1,7,8/23/2010
10097,9,17,21,28,29,2,8,8/21/2010
10096,4,9,24,30,35,1,10,8/18/2010
10095,12,14,16,19,25,1,6,8/16/2010
10094,20,32,33,34,35,6,7,8/14/2010
10093,2,4,9,28,29,5,8,8/11/2010
10092,2,15,29,30,34,2,12,8/9/2010
10091,6,10,23,26,31,5,7,8/7/2010
10090,8,24,26,31,32,7,9,8/4/2010
10089,4,10,13,18,23,8,10,8/2/2010
10088,3,5,14,30,35,3,6,7/31/2010
10087,1,12,20,21,24,2,8,7/28/2010
10086,1,2,12,19,35,5,7,7/26/2010
10085,2,10,16,18,34,2,3,7/24/2010
10084,3,13,14,22,26,2,5,7/21/2010
10083,7,11,21,22,35,4,7,7/19/2010
10082,5,8,24,29,30,4,6,7/17/2010
10081,14,18,20,24,27,5,10,7/14/2010
10080,8,19,27,29,34,4,10,7/12/2010
10079,1,4,21,22,24,2,5,7/10/2010
10078,2,3,15,28,35,1,11,7/7/2010
10077,6,7,9,17,24,2,12,7/5/2010
10076,9,12,16,19,35,2,12,7/3/2010
10075,10,12,17,23,27,5,7,6/30/2010
10074,3,7,20,27,32,2,12,6/28/2010
10073,4,9,11,30,32,1,11,6/26/2010
10072,5,10,17,23,25,3,10,6/23/2010
10071,7,12,26,30,32,2,7,6/21/2010
10070,5,14,23,25,28,11,12,6/19/2010
10069,6,17,18,25,29,8,9,6/16/2010
10068,11,17,19,20,34,6,10,6/14/2010
10067,1,11,19,30,32,3,10,6/12/2010
10066,15,21,22,24,27,1,6,6/9/2010
10065,5,8,13,14,32,8,11,6/7/2010
10064,7,10,12,20,21,6,9,6/5/2010
10063,7,14,16,30,31,3,6,6/2/2010
10062,6,7,18,30,31,7,8,5/31/2010
10061,5,12,14,17,22,5,7,5/29/2010
10060,10,13,22,33,34,1,5,5/26/2010
10059,6,10,14,25,34,1,3,5/24/2010
10058,6,15,17,19,30,1,12,5/22/2010
10057,15,17,24,32,35,7,9,5/19/2010
10056,5,9,23,25,30,9,12,5/17/2010
10055,13,14,17,27,32,2,10,5/15/2010
10054,12,25,29,30,33,10,11,5/12/2010
10053,9,19,22,26,34,9,11,5/10/2010
10052,4,6,25,29,32,5,6,5/8/2010
10051,6,10,20,24,32,6,10,5/5/2010
10050,7,8,15,30,35,5,10,5/3/2010
10049,1,25,29,31,33,4,10,5/1/2010
10048,2,3,10,12,25,3,9,4/28/2010
10047,4,8,11,30,31,2,8,4/26/2010
10046,2,15,19,26,27,5,6,4/24/2010
10045,8,17,18,20,28,9,10,4/21/2010
10044,6,21,24,28,30,2,7,4/19/2010
10043,5,8,10,33,35,2,10,4/17/2010
10042,1,5,19,34,35,6,7,4/14/2010
10041,16,22,28,29,34,4,12,4/12/2010
10040,13,20,26,31,35,2,11,4/10/2010
10039,7,19,26,28,32,1,8,4/7/2010
10038,8,10,25,29,33,1,2,4/5/2010
10037,19,21,26,34,35,1,9,4/3/2010
10036,19,25,28,31,33,1,8,3/31/2010
10035,14,16,20,31,34,1,7,3/29/2010
10034,1,6,19,25,26,3,9,3/27/2010
10033,12,19,28,29,30,5,8,3/24/2010
10032,13,16,23,24,33,7,11,3/22/2010
10031,5,13,16,17,35,6,8,3/20/2010
10030,10,12,19,32,35,2,7,3/17/2010
10029,21,22,33,34,35,3,4,3/15/2010
10028,1,2,7,20,35,1,3,3/13/2010
10027,5,23,26,32,34,2,9,3/10/2010
10026,5,23,25,31,35,7,10,3/8/2010
10025,9,11,13,14,25,1,7,3/6/2010
10024,3,14,19,24,25,4,11,3/3/2010
10023,11,13,29,32,33,2,8,3/1/2010
10022,2,11,13,14,25,2,5,2/27/2010
10021,11,20,23,24,25,7,9,2/24/2010
10020,8,18,26,32,33,1,6,2/22/2010
10019,3,11,19,26,27,2,9,2/20/2010
10018,3,10,26,32,33,4,12,2/10/2010
10017,13,21,23,27,34,9,12,2/8/2010
10016,10,12,20,23,32,4,10,2/6/2010
10015,3,10,14,18,28,8,10,2/3/2010
10014,18,19,30,33,35,2,4,2/1/2010
10013,18,21,22,26,34,9,12,1/30/2010
10012,20,24,30,31,33,5,12,1/27/2010
10011,2,3,11,27,32,8,11,1/25/2010
10010,15,22,24,32,35,2,9,1/23/2010
10009,2,5,13,27,32,3,11,1/20/2010
10008,11,23,25,31,32,5,11,1/18/2010
10007,7,23,26,29,32,8,11,1/16/2010
10006,3,13,19,30,34,2,5,1/13/2010
10005,4,17,19,22,30,2,3,1/11/2010
10004,3,6,21,24,34,4,6,1/9/2010
10003,5,14,23,27,30,2,8,1/6/2010
10002,4,23,25,26,30,7,10,1/4/2010
10001,2,6,7,12,27,2,8,1/2/2010
9153,21,22,30,32,34,3,7,12/30/2009
9152,1,23,29,30,32,7,12,12/28/2009
9151,3,8,14,30,31,4,9,12/26/2009
9150,4,11,18,25,34,5,7,12/23/2009
9149,1,3,10,12,20,2,7,12/21/2009
9148,2,4,13,14,33,1,9,12/19/2009
9147,6,12,18,22,29,5,8,12/16/2009
9146,11,17,23,24,25,3,6,12/14/2009
9145,5,11,14,22,35,3,10,12/12/2009
9144,18,26,32,33,34,4,6,12/9/2009
9143,1,9,10,11,22,1,12,12/7/2009
9142,5,6,13,24,31,3,11,12/5/2009
9141,13,14,21,30,33,2,8,12/2/2009
9140,7,8,19,26,30,1,12,11/30/2009
9139,14,16,20,22,32,5,9,11/28/2009
9138,3,4,14,28,32,9,10,11/25/2009
9137,12,28,29,30,34,1,9,11/23/2009
9136,7,13,23,24,29,6,10,11/21/2009
9135,6,8,15,20,32,5,6,11/18/2009
9134,2,16,19,28,33,7,11,11/16/2009
9133,1,8,24,27,34,10,11,11/14/2009
9132,2,10,12,15,28,4,7,11/11/2009
9131,2,3,8,33,34,3,11,11/9/2009
9130,9,14,25,32,34,2,8,11/7/2009
9129,2,10,18,32,33,3,8,11/4/2009
9128,6,21,28,32,34,4,7,11/2/2009
9127,5,9,27,32,34,5,8,10/31/2009
9126,14,23,27,28,33,8,12,10/28/2009
9125,8,20,23,29,31,2,11,10/26/2009
9124,1,3,14,32,35,7,11,10/24/2009
9123,10,21,28,29,32,6,10,10/21/2009
9122,1,2,11,31,33,5,6,10/19/2009
9121,4,5,8,11,22,2,10,10/17/2009
9120,11,23,27,28,32,2,5,10/14/2009
9119,3,12,22,23,28,4,12,10/12/2009
9118,10,17,18,21,34,5,11,10/10/2009
9117,7,21,29,31,33,9,10,10/7/2009
9116,12,15,23,30,33,9,12,10/5/2009
9115,1,2,6,8,26,5,12,10/3/2009
9114,2,8,25,29,33,3,7,9/30/2009
9113,3,4,10,18,27,6,8,9/28/2009
9112,2,8,12,34,35,4,5,9/26/2009
9111,4,11,13,19,35,10,12,9/23/2009
9110,22,28,30,31,34,7,9,9/21/2009
9109,2,11,13,26,35,6,10,9/19/2009
9108,1,9,14,29,30,7,10,9/16/2009
9107,11,12,33,34,35,1,10,9/14/2009
9106,11,21,22,25,34,6,9,9/12/2009
9105,1,25,26,34,35,6,11,9/9/2009
9104,15,25,29,32,33,10,11,9/7/2009
9103,16,20,28,32,33,1,2,9/5/2009
9102,11,13,29,32,35,10,12,9/2/2009
9101,2,10,14,22,26,4,9,8/31/2009
9100,16,20,25,29,33,1,8,8/29/2009
9099,3,9,21,23,33,6,10,8/26/2009
9098,11,17,19,25,26,2,10,8/24/2009
9097,6,13,14,22,25,1,4,8/22/2009
9096,7,12,28,32,33,1,3,8/19/2009
9095,8,18,24,30,33,1,6,8/17/2009
9094,1,5,21,23,29,5,12,8/15/2009
9093,7,9,22,30,33,9,11,8/12/2009
9092,10,21,22,27,29,8,12,8/10/2009
9091,1,5,17,32,34,3,7,8/8/2009
9090,18,25,30,33,34,4,10,8/5/2009
9089,3,6,11,19,27,2,7,8/3/2009
9088,13,16,27,32,34,3,9,8/1/2009
9087,10,24,28,30,33,1,10,7/29/2009
9086,1,2,7,26,29,10,12,7/27/2009
9085,6,13,27,33,34,9,12,7/25/2009
9084,5,9,19,26,35,2,10,7/22/2009
9083,2,5,28,34,35,1,7,7/20/2009
9082,5,11,26,29,32,8,11,7/18/2009
9081,2,15,20,25,33,3,6,7/15/2009
9080,7,16,19,29,35,2,11,7/13/2009
9079,1,2,7,13,34,4,10,7/11/2009
9078,11,23,26,31,34,5,11,7/8/2009
9077,7,20,28,32,34,6,8,7/6/2009
9076,3,9,11,18,24,4,5,7/4/2009
9075,1,7,11,32,33,9,11,7/1/2009
9074,15,17,19,23,32,1,11,6/29/2009
9073,1,10,19,21,30,1,4,6/27/2009
9072,23,26,29,32,33,5,10,6/24/2009
9071,4,20,29,30,33,2,11,6/22/2009
9070,10,21,24,30,31,3,10,6/20/2009
9069,14,16,27,30,33,8,12,6/17/2009
9068,2,12,15,20,28,1,12,6/15/2009
9067,3,6,25,28,32,2,5,6/13/2009
9066,1,8,19,24,31,6,12,6/10/2009
9065,1,12,24,27,32,2,11,6/8/2009
9064,6,10,11,17,34,11,12,6/6/2009
9063,5,6,18,21,22,1,7,6/3/2009
9062,4,22,23,29,31,5,11,6/1/2009
9061,2,10,21,26,34,2,10,5/30/2009
9060,18,28,29,30,31,4,8,5/27/2009
9059,2,13,14,29,33,4,11,5/25/2009
9058,8,10,14,27,32,2,7,5/23/2009
9057,6,15,22,27,30,2,9,5/20/2009
9056,4,13,17,32,35,3,6,5/18/2009
9055,5,8,14,23,24,5,6,5/16/2009
9054,2,12,19,29,30,7,12,5/13/2009
9053,5,9,24,31,33,5,6,5/11/2009
9052,23,24,30,34,35,1,3,5/9/2009
9051,3,11,22,26,29,5,12,5/6/2009
9050,5,15,28,32,33,8,9,5/4/2009
9049,5,16,28,29,34,11,12,5/2/2009
9048,5,6,22,25,27,11,12,4/29/2009
9047,13,18,21,24,29,3,6,4/27/2009
9046,1,9,24,34,35,4,9,4/25/2009
9045,1,9,14,24,35,6,9,4/22/2009
9044,1,7,18,29,34,3,9,4/20/2009
9043,5,21,22,32,35,2,5,4/18/2009
9042,11,24,25,26,31,2,7,4/15/2009
9041,5,9,20,23,29,4,10,4/13/2009
9040,3,16,30,32,33,1,10,4/11/2009
9039,1,3,7,10,33,3,4,4/8/2009
9038,6,17,20,29,32,4,5,4/6/2009
9037,17,18,19,25,31,1,11,4/4/2009
9036,2,12,26,31,33,9,10,4/1/2009
9035,3,7,9,28,33,3,8,3/30/2009
9034,5,19,31,32,35,4,9,3/28/2009
9033,2,8,18,21,32,8,11,3/25/2009
9032,4,12,20,26,29,6,10,3/23/2009
9031,7,11,19,21,22,1,11,3/21/2009
9030,1,7,27,30,32,1,4,3/18/2009
9029,3,4,13,17,24,4,11,3/16/2009
9028,6,20,30,32,35,9,11,3/14/2009
9027,3,22,26,33,34,9,10,3/11/2009
9026,24,30,31,32,34,10,12,3/9/2009
9025,3,17,22,23,33,4,10,3/7/2009
9024,29,31,32,33,35,10,11,3/4/2009
9023,15,17,21,27,33,7,11,3/2/2009
9022,12,14,17,34,35,4,11,2/28/2009
9021,1,15,31,32,34,3,8,2/25/2009
9020,5,16,18,32,35,2,11,2/23/2009
9019,4,29,31,32,35,4,10,2/21/2009
9018,1,6,13,28,29,3,9,2/18/2009
9017,5,11,23,26,33,4,12,2/16/2009
9016,10,11,20,26,27,9,11,2/14/2009
9015,1,5,10,16,27,3,4,2/11/2009
9014,8,14,15,25,26,7,9,2/9/2009
9013,5,24,26,30,35,5,12,2/7/2009
9012,2,5,20,25,31,10,12,2/4/2009
9011,2,11,13,14,21,2,4,2/2/2009
9010,2,9,12,21,29,7,11,1/24/2009
9009,12,18,23,26,32,6,9,1/21/2009
9008,4,17,21,29,31,2,12,1/19/2009
9007,6,14,15,29,35,6,11,1/17/2009
9006,2,4,22,31,35,9,12,1/14/2009
9005,10,11,15,31,32,5,8,1/12/2009
9004,1,3,22,32,35,6,10,1/10/2009
9003,16,18,23,30,32,2,11,1/7/2009
9002,1,4,7,12,30,5,10,1/5/2009
9001,1,15,23,27,30,4,10,1/3/2009
8154,5,7,10,29,32,4,6,12/31/2008
8153,2,4,6,25,26,2,5,12/29/2008
8152,3,5,14,20,33,7,11,12/27/2008
8151,7,10,27,31,34,8,9,12/24/2008
8150,1,9,10,15,25,3,8,12/22/2008
8149,2,5,6,27,29,3,4,12/20/2008
8148,3,7,20,33,35,4,7,12/17/2008
8147,16,18,19,24,35,11,12,12/15/2008
8146,9,23,24,26,33,7,12,12/13/2008
8145,5,16,27,29,30,5,11,12/10/2008
8144,10,19,27,28,33,5,12,12/8/2008
8143,1,2,22,29,32,1,4,12/6/2008
8142,6,18,21,30,35,8,9,12/3/2008
8141,9,15,18,30,34,4,5,12/1/2008
8140,2,9,11,29,32,8,9,11/29/2008
8139,1,6,10,14,22,6,8,11/26/2008
8138,4,5,18,22,35,7,8,11/24/2008
8137,1,10,25,32,35,5,9,11/22/2008
8136,3,28,29,32,34,1,6,11/19/2008
8135,7,22,25,29,33,1,12,11/17/2008
8134,11,13,15,28,35,8,10,11/15/2008
8133,10,12,15,33,35,3,9,11/12/2008
8132,6,14,24,27,29,5,9,11/10/2008
8131,8,9,12,21,32,7,11,11/8/2008
8130,3,5,22,29,34,7,12,11/5/2008
8129,13,16,20,25,27,4,5,11/3/2008
8128,12,15,23,24,25,10,11,11/1/2008
8127,8,21,22,31,33,1,7,10/29/2008
8126,9,29,32,34,35,1,8,10/27/2008
8125,1,4,28,33,34,6,11,10/25/2008
8124,2,10,13,29,33,6,10,10/22/2008
8123,1,6,12,28,31,8,9,10/20/2008
8122,3,6,12,20,29,9,12,10/18/2008
8121,11,23,24,32,35,4,10,10/15/2008
8120,21,23,24,25,32,3,4,10/13/2008
8119,1,2,10,19,27,1,11,10/11/2008
8118,6,9,19,25,30,6,12,10/8/2008
8117,13,23,24,25,30,2,8,10/6/2008
8116,6,8,15,24,31,1,3,10/4/2008
8115,7,9,19,21,33,7,10,10/1/2008
8114,2,3,22,27,31,6,7,9/29/2008
8113,11,14,17,19,22,1,8,9/27/2008
8112,4,18,26,32,33,5,8,9/24/2008
8111,2,11,12,14,19,5,9,9/22/2008
8110,5,16,25,27,33,4,9,9/20/2008
8109,1,10,18,28,34,5,8,9/17/2008
8108,11,16,24,29,32,9,11,9/15/2008
8107,1,2,13,15,16,4,9,9/13/2008
8106,3,5,21,28,33,2,6,9/10/2008
8105,12,21,22,26,35,4,5,9/8/2008
8104,7,8,10,24,34,8,11,9/6/2008
8103,2,11,22,30,34,4,9,9/3/2008
8102,5,25,26,29,35,3,10,9/1/2008
8101,10,13,23,31,33,4,11,8/30/2008
8100,12,20,26,29,30,2,6,8/27/2008
8099,3,18,23,25,30,6,10,8/25/2008
8098,7,10,22,27,33,4,8,8/23/2008
8097,1,10,31,33,35,3,10,8/20/2008
8096,6,7,12,25,28,2,12,8/18/2008
8095,3,4,11,21,25,1,7,8/16/2008
8094,7,12,19,27,34,11,12,8/13/2008
8093,6,7,10,24,30,5,8,8/11/2008
8092,3,23,26,32,34,4,9,8/9/2008
8091,9,13,19,22,25,4,10,8/6/2008
8090,4,11,18,33,34,2,6,8/4/2008
8089,8,13,24,32,33,3,9,8/2/2008
8088,7,11,19,27,31,2,3,7/30/2008
8087,14,22,32,33,35,1,5,7/28/2008
8086,1,6,10,22,35,3,7,7/26/2008
8085,3,7,13,15,19,2,10,7/23/2008
8084,2,17,20,22,25,5,11,7/21/2008
8083,6,14,15,30,31,3,10,7/19/2008
8082,15,19,29,33,35,1,2,7/16/2008
8081,7,8,20,22,29,4,7,7/14/2008
8080,6,9,29,31,33,5,11,7/12/2008
8079,20,23,26,32,33,5,12,7/9/2008
8078,8,17,20,28,31,7,11,7/7/2008
8077,1,8,21,33,34,5,7,7/5/2008
8076,3,5,10,27,34,1,12,7/2/2008
8075,1,10,13,30,33,6,7,6/30/2008
8074,10,13,22,31,35,4,12,6/28/2008
8073,2,5,6,7,31,8,10,6/25/2008
8072,10,25,32,33,34,3,9,6/23/2008
8071,1,5,11,14,25,1,9,6/21/2008
8070,9,17,18,21,31,1,5,6/18/2008
8069,5,13,16,29,33,6,8,6/16/2008
8068,6,9,11,33,34,6,10,6/14/2008
8067,3,10,14,15,22,4,7,6/11/2008
8066,2,7,21,22,25,4,12,6/9/2008
8065,19,22,23,25,32,6,12,6/7/2008
8064,14,18,24,27,31,6,7,6/4/2008
8063,7,11,24,30,35,6,8,6/2/2008
8062,1,15,27,28,29,3,10,5/31/2008
8061,7,10,14,19,32,3,6,5/28/2008
8060,3,13,17,23,30,1,11,5/26/2008
8059,7,13,21,25,31,8,10,5/24/2008
8058,3,9,11,29,33,3,12,5/21/2008
8057,5,8,9,17,33,5,6,5/19/2008
8056,15,19,25,30,31,3,9,5/17/2008
8055,2,14,28,30,35,4,12,5/14/2008
8054,5,14,23,31,35,2,6,5/12/2008
8053,1,13,21,23,32,3,6,5/10/2008
8052,3,18,19,30,35,5,9,5/7/2008
8051,1,7,9,11,33,3,11,5/5/2008
8050,1,5,11,26,27,3,7,5/3/2008
8049,1,11,14,28,30,3,10,4/30/2008
8048,1,13,22,25,27,2,10,4/28/2008
8047,12,18,22,23,30,6,12,4/26/2008
8046,11,25,26,27,35,7,8,4/23/2008
8045,14,32,33,34,35,2,4,4/21/2008
8044,2,21,23,27,32,10,11,4/19/2008
8043,5,8,10,31,33,2,4,4/16/2008
8042,5,10,13,32,35,4,5,4/14/2008
8041,7,17,21,22,28,5,10,4/12/2008
8040,4,8,19,22,29,8,11,4/9/2008
8039,7,11,15,27,35,4,7,4/7/2008
8038,12,13,19,32,33,2,10,4/5/2008
8037,11,20,24,31,35,4,10,4/2/2008
8036,9,19,22,30,32,1,10,3/31/2008
8035,2,12,13,29,30,5,7,3/29/2008
8034,6,7,18,34,35,5,10,3/26/2008
8033,3,10,21,23,30,1,9,3/24/2008
8032,3,9,19,27,33,9,10,3/22/2008
8031,14,20,23,27,28,2,4,3/19/2008
8030,3,21,23,26,35,5,8,3/17/2008
8029,6,11,18,29,30,4,11,3/15/2008
8028,3,11,17,19,26,7,12,3/12/2008
8027,5,17,23,31,32,4,8,3/10/2008
8026,1,21,22,24,25,8,10,3/8/2008
8025,6,10,12,15,28,4,12,3/5/2008
8024,8,12,17,20,30,1,2,3/3/2008
8023,6,26,31,32,34,7,10,3/1/2008
8022,9,12,13,25,31,8,10,2/27/2008
8021,5,10,13,21,24,4,9,2/25/2008
8020,4,5,15,17,33,4,8,2/23/2008
8019,8,24,25,29,31,4,5,2/20/2008
8018,3,6,7,11,30,2,3,2/18/2008
8017,2,14,25,29,32,1,6,2/16/2008
8016,8,10,11,17,19,6,9,2/13/2008
8015,9,18,20,27,33,6,9,2/4/2008
8014,4,7,10,28,34,1,6,2/2/2008
8013,1,11,19,22,35,5,9,1/30/2008
8012,2,10,29,32,35,2,3,1/28/2008
8011,14,20,22,24,27,7,10,1/26/2008
8010,6,23,24,27,29,6,8,1/23/2008
8009,4,8,12,24,30,5,8,1/21/2008
8008,2,6,8,17,32,8,9,1/19/2008
8007,3,4,5,12,28,3,12,1/16/2008
8006,10,12,26,29,34,5,7,1/14/2008
8005,18,25,29,31,34,9,10,1/12/2008
8004,9,22,24,31,33,8,9,1/9/2008
8003,1,11,13,32,35,2,7,1/7/2008
8002,1,12,24,31,32,10,12,1/5/2008
8001,1,2,11,34,35,3,10,1/2/2008
7093,6,8,16,25,27,8,12,12/31/2007
7092,6,19,27,28,29,6,10,12/29/2007
7091,7,12,26,31,32,3,8,12/26/2007
7090,4,20,24,31,33,9,12,12/24/2007
7089,8,13,24,30,34,1,12,12/22/2007
7088,17,18,21,23,33,6,10,12/19/2007
7087,8,18,30,31,33,4,9,12/17/2007
7086,14,18,19,26,28,3,9,12/15/2007
7085,17,24,28,29,33,2,5,12/12/2007
7084,5,11,18,29,34,10,11,12/10/2007
7083,1,5,20,21,24,3,4,12/8/2007
7082,3,5,14,33,34,7,8,12/5/2007
7081,6,18,20,22,35,4,9,12/3/2007
7080,1,15,20,25,27,5,10,12/1/2007
7079,6,9,25,26,31,2,8,11/28/2007
7078,9,12,14,22,23,1,2,11/26/2007
7077,4,6,12,13,24,1,4,11/24/2007
7076,2,9,12,15,31,9,10,11/21/2007
7075,5,11,20,30,32,7,11,11/19/2007
7074,16,17,23,24,31,5,10,11/17/2007
7073,4,5,9,12,23,2,11,11/14/2007
7072,21,24,26,27,33,1,5,11/12/2007
7071,10,22,32,33,35,1,7,11/10/2007
7070,7,26,29,30,35,3,4,11/7/2007
7069,2,13,16,21,35,1,5,11/5/2007
7068,4,9,13,14,33,6,10,11/3/2007
7067,11,18,25,30,31,4,9,10/31/2007
7066,4,7,8,19,24,7,12,10/29/2007
7065,19,20,24,29,31,9,10,10/27/2007
7064,2,16,32,33,35,5,10,10/24/2007
7063,10,31,33,34,35,7,12,10/22/2007
7062,1,4,10,14,29,11,12,10/20/2007
7061,2,10,19,28,29,2,9,10/17/2007
7060,12,13,29,30,31,4,7,10/15/2007
7059,4,15,23,31,33,3,9,10/13/2007
7058,8,21,25,28,33,2,6,10/10/2007
7057,14,16,30,32,35,6,7,10/8/2007
7056,4,11,17,20,21,5,9,10/6/2007
7055,10,16,24,31,33,7,10,10/3/2007
7054,4,10,19,29,34,3,6,10/1/2007
7053,11,16,19,21,25,1,10,9/29/2007
7052,1,14,29,32,33,5,10,9/26/2007
7051,3,7,24,28,35,8,11,9/24/2007
7050,13,21,22,30,35,1,11,9/22/2007
7049,9,10,15,17,32,4,6,9/19/2007
7048,8,25,26,29,35,6,8,9/17/2007
7047,1,6,15,19,35,2,9,9/15/2007
7046,4,16,18,23,30,1,10,9/12/2007
7045,9,16,20,26,35,11,12,9/10/2007
7044,4,5,7,12,26,1,10,9/8/2007
7043,4,9,22,24,31,2,6,9/5/2007
7042,7,10,22,31,35,5,6,9/3/2007
7041,3,16,17,22,35,1,8,9/1/2007
7040,5,21,25,28,35,1,4,8/29/2007
7039,10,11,20,21,35,7,11,8/27/2007
7038,6,21,25,27,32,8,9,8/25/2007
7037,1,6,7,17,31,11,12,8/22/2007
7036,15,18,21,27,34,1,2,8/20/2007
7035,7,11,16,31,32,1,12,8/18/2007
7034,6,8,11,13,22,2,11,8/15/2007
7033,1,5,8,14,22,3,12,8/13/2007
7032,1,13,21,23,32,4,11,8/11/2007
7031,3,21,27,31,32,6,8,8/8/2007
7030,11,14,27,33,35,2,7,8/6/2007
7029,15,22,25,29,35,9,11,8/4/2007
7028,20,26,30,34,35,3,10,8/1/2007
7027,2,3,10,19,27,6,10,7/30/2007
7026,5,9,13,33,35,1,8,7/28/2007
7025,22,24,26,27,34,2,10,7/25/2007
7024,6,16,20,25,31,4,9,7/23/2007
7023,8,10,23,32,34,8,10,7/21/2007
7022,8,10,12,23,25,3,10,7/18/2007
7021,2,4,24,29,33,1,2,7/16/2007
7020,2,6,11,12,18,5,12,7/14/2007
7019,3,6,17,22,23,4,6,7/11/2007
7018,3,4,16,23,28,6,9,7/9/2007
7017,13,14,29,32,34,3,12,7/7/2007
7016,1,14,19,24,31,3,12,7/4/2007
7015,2,8,12,13,17,11,12,7/2/2007
7014,1,2,7,29,32,6,7,6/30/2007
7013,12,17,27,29,34,6,9,6/27/2007
7012,3,12,15,29,34,7,11,6/25/2007
7011,29,32,33,34,35,9,10,6/23/2007
7010,6,8,18,29,34,9,11,6/20/2007
7009,1,3,9,19,34,9,12,6/18/2007
7008,2,8,11,21,23,4,7,6/16/2007
7007,14,16,25,26,35,4,9,6/13/2007
7006,1,16,20,23,28,3,6,6/11/2007
7005,1,9,19,20,30,2,11,6/9/2007
7004,6,10,16,17,25,2,4,6/6/2007
7003,3,4,18,23,32,1,6,6/4/2007
7002,15,22,31,34,35,5,12,6/2/2007
7001,22,24,29,31,35,4,11,5/30/2007
