country,region,year,vehicle_segment,powertrain_type,ev_sales,petrol_car_sales,diesel_car_sales,total_vehicle_sales,ev_market_share,charging_stations,fast_chargers_share,avg_ev_range_km,fuel_price_usd_per_liter,electricity_price_usd_per_kwh,gdp_per_capita,urban_population_percent,co2_emissions_transport_mt,ev_subsidy_usd,emission_regulation_score,ev_growth_rate_yoy,is_ev_dominant
Poland,Europe,2012,mass_market,ICE,39,170818,23293,194150,0.02,69,1.9,148,1.187,0.14,12537,60.5,44.9,908,37.8,61.25,0
Poland,Europe,2012,premium,ICE,24,75579,6572,82175,0.03,69,1.9,148,1.187,0.14,12537,60.5,44.9,908,37.8,54.92,0
Poland,Europe,2013,commercial,ICE,8,29076,19388,48472,0.02,108,3.2,130,1.153,0.139,12431,60.7,46.0,1382,39.9,16.96,0
Poland,Europe,2013,mass_market,ICE,39,172737,23555,196331,0.02,108,3.2,130,1.153,0.139,12431,60.7,46.0,1382,39.9,37.51,0
Poland,Europe,2013,premium,ICE,24,75395,6556,81975,0.03,108,3.2,130,1.153,0.139,12431,60.7,46.0,1382,39.9,33.89,0
Poland,Europe,2014,commercial,ICE,6,34065,22710,56781,0.01,131,4.0,148,1.127,0.141,12560,60.3,47.3,1820,40.2,6.27,0
Poland,Europe,2014,mass_market,ICE,66,193494,26385,219945,0.03,131,4.0,148,1.127,0.141,12560,60.3,47.3,1820,40.2,48.88,0
Poland,Europe,2014,premium,ICE,40,85002,7391,92433,0.04,131,4.0,148,1.127,0.141,12560,60.3,47.3,1820,40.2,49.38,0
Poland,Europe,2015,commercial,ICE,15,36476,24318,60809,0.02,153,5.3,175,1.113,0.143,12237,60.1,48.3,2277,42.6,14.47,0
Poland,Europe,2015,mass_market,ICE,171,214912,29306,244389,0.07,153,5.3,175,1.113,0.143,12237,60.1,48.3,2277,42.6,63.67,0
Poland,Europe,2015,premium,ICE,102,92290,8025,100417,0.1,153,5.3,175,1.113,0.143,12237,60.1,48.3,2277,42.6,61.98,0
Poland,Europe,2016,commercial,ICE,28,40343,26895,67266,0.04,193,6.2,193,1.12,0.146,13412,60.1,49.4,2813,44.6,51.83,0
Poland,Europe,2016,mass_market,ICE,316,231719,31598,263633,0.12,193,6.2,193,1.12,0.146,13412,60.1,49.4,2813,44.6,84.8,0
Poland,Europe,2016,premium,ICE,196,103600,9009,112805,0.17,193,6.2,193,1.12,0.146,13412,60.1,49.4,2813,44.6,92.16,0
Poland,Europe,2017,commercial,ICE,63,43333,28889,72285,0.09,493,9.0,219,1.133,0.153,14136,60.0,50.9,3230,47.0,118.98,0
Poland,Europe,2017,mass_market,ICE,738,259167,35341,295246,0.25,493,9.0,219,1.133,0.153,14136,60.0,50.9,3230,47.0,133.54,0
Poland,Europe,2017,premium,ICE,447,112972,9824,123243,0.36,493,9.0,219,1.133,0.153,14136,60.0,50.9,3230,47.0,128.06,0
Poland,Europe,2018,commercial,ICE,106,46607,31071,77784,0.14,839,9.8,257,1.157,0.161,14976,60.2,53.3,3696,49.6,91.9,0
Poland,Europe,2018,mass_market,ICE,1209,271637,37041,309887,0.39,839,9.8,257,1.157,0.161,14976,60.2,53.3,3696,49.6,63.82,0
Poland,Europe,2018,premium,ICE,728,117738,10238,128704,0.57,839,9.8,257,1.157,0.161,14976,60.2,53.3,3696,49.6,62.86,0
Poland,Europe,2019,commercial,ICE,149,51111,34074,85334,0.17,1260,11.4,303,1.237,0.17,15509,60.0,52.6,4064,53.8,40.57,0
Poland,Europe,2019,mass_market,ICE,1708,299075,40783,341566,0.5,1260,11.4,303,1.237,0.17,15509,60.0,52.6,4064,53.8,41.27,0
Poland,Europe,2019,premium,ICE,1019,128419,11167,140605,0.72,1260,11.4,303,1.237,0.17,15509,60.0,52.6,4064,53.8,39.97,0
Poland,Europe,2020,commercial,ICE,490,37373,24916,62779,0.78,1992,13.1,349,1.367,0.176,16573,59.9,51.8,4593,56.1,228.86,0
Poland,Europe,2020,mass_market,ICE,5688,219472,29928,255088,2.23,1992,13.1,349,1.367,0.176,16573,59.9,51.8,4593,56.1,233.02,0
Poland,Europe,2020,premium,ICE,3407,93811,8158,105376,3.23,1992,13.1,349,1.367,0.176,16573,59.9,51.8,4593,56.1,234.35,0
Poland,Europe,2021,commercial,ICE,1102,41026,27351,69479,1.59,2871,17.1,374,1.52,0.183,17483,59.8,50.1,4576,58.6,124.9,0
Poland,Europe,2021,mass_market,ICE,12559,232928,31763,277250,4.53,2871,17.1,374,1.52,0.183,17483,59.8,50.1,4576,58.6,120.8,0
Poland,Europe,2021,premium,ICE,7626,99794,8678,116098,6.57,2871,17.1,374,1.52,0.183,17483,59.8,50.1,4576,58.6,123.83,0
Poland,Europe,2022,commercial,ICE,1275,36659,24440,62374,2.04,3706,18.0,413,1.587,0.192,17979,59.8,51.5,4565,61.8,15.7,0
Poland,Europe,2022,mass_market,ICE,14464,205221,27985,247670,5.84,3706,18.0,413,1.587,0.192,17979,59.8,51.5,4565,61.8,15.17,0
Poland,Europe,2022,premium,ICE,8901,88520,7697,105118,8.47,3706,18.0,413,1.587,0.192,17979,59.8,51.5,4565,61.8,16.72,0
Poland,Europe,2023,commercial,ICE,1743,41951,27968,71662,2.43,6012,20.6,435,1.573,0.201,18919,60.1,52.1,4615,65.7,36.71,0
Poland,Europe,2023,mass_market,ICE,19746,232642,31724,284112,6.95,6012,20.6,435,1.573,0.201,18919,60.1,52.1,4615,65.7,36.52,0
Poland,Europe,2023,premium,ICE,12221,100326,8724,121271,10.08,6012,20.6,435,1.573,0.201,18919,60.1,52.1,4615,65.7,37.3,0
Poland,Europe,2024,commercial,ICE,2028,45012,30008,77048,2.63,7734,21.9,456,1.517,0.21,19914,60.4,50.3,4544,66.5,16.35,0
Poland,Europe,2024,mass_market,ICE,22966,248546,33893,305405,7.52,7734,21.9,456,1.517,0.21,19914,60.4,50.3,4544,66.5,16.31,0
Poland,Europe,2024,premium,ICE,13898,104478,9085,127461,10.9,7734,21.9,456,1.517,0.21,19914,60.4,50.3,4544,66.5,13.72,0
Poland,Europe,2025,commercial,ICE,2578,47227,31485,81290,3.17,10596,26.5,472,1.48,0.218,20523,60.6,46.6,4658,70.4,27.12,0
Poland,Europe,2025,mass_market,ICE,28676,253297,34540,316513,9.06,10596,26.5,472,1.48,0.218,20523,60.6,46.6,4658,70.4,24.86,0
Poland,Europe,2025,premium,ICE,17421,105973,9215,132609,13.14,10596,26.5,472,1.48,0.218,20523,60.6,46.6,4658,70.4,25.35,0
Portugal,Europe,2010,commercial,ICE,8,20810,13878,34696,0.02,49,2.1,121,1.41,0.169,22798,60.6,18.0,0,49.4,0.0,0
Portugal,Europe,2010,mass_market,ICE,28,122492,16703,139223,0.02,49,2.1,121,1.41,0.169,22798,60.6,18.0,0,49.4,0.0,0
Portugal,Europe,2010,premium,ICE,17,53142,4621,57780,0.03,49,2.1,121,1.41,0.169,22798,60.6,18.0,0,49.4,0.0,0
Portugal,Europe,2011,commercial,ICE,6,16483,10988,27477,0.02,429,2.9,128,1.38,0.181,21749,61.2,17.7,376,50.1,-25.0,0
Portugal,Europe,2011,mass_market,ICE,66,97297,13268,110631,0.06,429,2.9,128,1.38,0.181,21749,61.2,17.7,376,50.1,135.71,0
Portugal,Europe,2011,premium,ICE,40,42700,3713,46453,0.09,429,2.9,128,1.38,0.181,21749,61.2,17.7,376,50.1,135.29,0
Portugal,Europe,2012,commercial,ICE,7,14078,9385,23470,0.03,875,4.2,136,1.38,0.192,21225,62.0,17.1,749,51.5,-6.46,0
Portugal,Europe,2012,mass_market,ICE,84,81786,11153,93023,0.09,875,4.2,136,1.38,0.192,21225,62.0,17.1,749,51.5,73.21,0
Portugal,Europe,2012,premium,ICE,50,35212,3062,38324,0.13,875,4.2,136,1.38,0.192,21225,62.0,17.1,749,51.5,71.5,0
Portugal,Europe,2013,commercial,ICE,10,10482,6988,17480,0.06,1243,5.6,147,1.38,0.204,20646,62.4,16.7,1095,51.8,7.72,0
Portugal,Europe,2013,mass_market,ICE,116,59897,8168,68181,0.17,1243,5.6,147,1.38,0.204,20646,62.4,16.7,1095,51.8,60.61,0
Portugal,Europe,2013,premium,ICE,71,26519,2306,28896,0.25,1243,5.6,147,1.38,0.204,20646,62.4,16.7,1095,51.8,61.04,0
Portugal,Europe,2014,commercial,ICE,44,13321,8880,22245,0.2,1363,6.8,152,1.357,0.212,19761,63.1,16.2,1508,55.7,94.28,0
Portugal,Europe,2014,mass_market,ICE,505,77530,10572,88607,0.57,1363,6.8,152,1.357,0.212,19761,63.1,16.2,1508,55.7,300.0,0
Portugal,Europe,2014,premium,ICE,310,34206,2974,37490,0.83,1363,6.8,152,1.357,0.212,19761,63.1,16.2,1508,55.7,97.89,0
Portugal,Europe,2015,commercial,ICE,76,15697,10464,26237,0.29,1501,8.2,170,1.347,0.217,19169,63.7,16.4,1870,55.9,121.43,0
Portugal,Europe,2015,mass_market,ICE,893,93878,12802,107573,0.83,1501,8.2,170,1.347,0.217,19169,63.7,16.4,1870,55.9,76.83,0
Portugal,Europe,2015,premium,ICE,538,40647,3534,44719,1.2,1501,8.2,170,1.347,0.217,19169,63.7,16.4,1870,55.9,73.55,0
Portugal,Europe,2016,commercial,ICE,116,18361,12240,30717,0.38,1739,9.3,182,1.373,0.218,20325,64.1,16.5,2291,60.0,126.37,0
Portugal,Europe,2016,mass_market,ICE,1340,108005,14728,124073,1.08,1739,9.3,182,1.373,0.218,20325,64.1,16.5,2291,60.0,50.06,0
Portugal,Europe,2016,premium,ICE,794,45891,3990,50675,1.57,1739,9.3,182,1.373,0.218,20325,64.1,16.5,2291,60.0,47.58,0
Portugal,Europe,2017,commercial,ICE,157,19738,13159,33054,0.47,1932,10.7,217,1.437,0.217,21696,64.5,16.9,2498,62.0,35.34,0
Portugal,Europe,2017,mass_market,ICE,1815,115847,15797,133459,1.36,1932,10.7,217,1.437,0.217,21696,64.5,16.9,2498,62.0,35.45,0
Portugal,Europe,2017,premium,ICE,1088,49744,4326,55158,1.97,1932,10.7,217,1.437,0.217,21696,64.5,16.9,2498,62.0,37.03,0
Portugal,Europe,2018,commercial,ICE,395,21907,14604,36906,1.07,2257,11.0,266,1.447,0.219,21825,64.6,17.2,2757,64.4,151.59,0
Portugal,Europe,2018,mass_market,ICE,4587,127886,17439,149912,3.06,2257,11.0,266,1.447,0.219,21825,64.6,17.2,2757,64.4,152.73,0
Portugal,Europe,2018,premium,ICE,2754,54575,4746,62075,4.44,2257,11.0,266,1.447,0.219,21825,64.6,17.2,2757,64.4,153.12,0
Portugal,Europe,2019,commercial,ICE,601,22952,15302,38855,1.55,3013,13.6,295,1.527,0.219,22947,65.5,16.5,2984,67.8,52.15,0
Portugal,Europe,2019,mass_market,ICE,6792,129248,17625,153665,4.42,3013,13.6,295,1.527,0.219,22947,65.5,16.5,2984,67.8,48.07,0
Portugal,Europe,2019,premium,ICE,4272,57398,4991,66661,6.41,3013,13.6,295,1.527,0.219,22947,65.5,16.5,2984,67.8,55.12,0
Portugal,Europe,2020,commercial,ICE,953,15551,10368,26872,3.55,3578,17.5,340,1.64,0.222,23176,65.8,15.8,3333,69.7,58.57,0
Portugal,Europe,2020,mass_market,ICE,10643,83093,11331,105067,10.13,3578,17.5,340,1.64,0.222,23176,65.8,15.8,3333,69.7,56.7,0
Portugal,Europe,2020,premium,ICE,6419,34299,2982,43700,14.69,3578,17.5,340,1.64,0.222,23176,65.8,15.8,3333,69.7,50.26,0
Portugal,Europe,2021,commercial,ICE,1517,16851,11234,29602,5.12,5374,18.4,373,1.813,0.224,23680,66.9,15.4,3685,72.6,59.18,0
Portugal,Europe,2021,mass_market,ICE,17313,88830,12113,118256,14.64,5374,18.4,373,1.813,0.224,23680,66.9,15.4,3685,72.6,62.67,0
Portugal,Europe,2021,premium,ICE,10419,35568,3093,49080,21.23,5374,18.4,373,1.813,0.224,23680,66.9,15.4,3685,72.6,62.32,0
Portugal,Europe,2022,commercial,ICE,1663,14831,9888,26382,6.3,6903,21.5,407,1.893,0.23,24734,66.9,15.8,4001,76.1,9.62,0
Portugal,Europe,2022,mass_market,ICE,18855,75537,10301,104693,18.01,6903,21.5,407,1.893,0.23,24734,66.9,15.8,4001,76.1,8.91,0
Portugal,Europe,2022,premium,ICE,11655,30336,2638,44629,26.12,6903,21.5,407,1.893,0.23,24734,66.9,15.8,4001,76.1,11.86,0
Portugal,Europe,2023,commercial,ICE,2234,17279,11519,31032,7.2,10197,21.9,441,1.903,0.233,26212,67.1,15.7,4041,77.8,34.34,0
Portugal,Europe,2023,mass_market,ICE,25210,85664,11682,122556,20.57,10197,21.9,441,1.903,0.233,26212,67.1,15.7,4041,77.8,33.7,0
Portugal,Europe,2023,premium,ICE,15526,33606,2922,52054,29.83,10197,21.9,441,1.903,0.233,26212,67.1,15.7,4041,77.8,33.21,0
Portugal,Europe,2024,commercial,ICE,2794,18281,12188,33263,8.4,13503,25.2,455,1.83,0.235,27719,67.6,14.9,4012,81.7,25.07,0
Portugal,Europe,2024,mass_market,ICE,31173,86870,11846,129889,24.0,13503,25.2,455,1.83,0.235,27719,67.6,14.9,4012,81.7,23.65,0
Portugal,Europe,2024,premium,ICE,18839,32473,2824,54136,34.8,13503,25.2,455,1.83,0.235,27719,67.6,14.9,4012,81.7,21.34,0
Portugal,Europe,2025,commercial,ICE,3052,18297,12198,33547,9.1,17905,25.3,480,1.71,0.233,28316,68.0,14.0,3961,85.3,9.23,0
Portugal,Europe,2025,mass_market,ICE,34942,87563,11940,134445,25.99,17905,25.3,480,1.71,0.233,28316,68.0,14.0,3961,85.3,12.09,0
Portugal,Europe,2025,premium,ICE,21237,32307,2809,56353,37.69,17905,25.3,480,1.71,0.233,28316,68.0,14.0,3961,85.3,12.73,0
South Korea,APAC,2010,commercial,ICE,8,132527,88351,220886,0.0,94,4.7,122,1.4,0.078,22535,82.4,99.3,0,41.8,0.0,0
South Korea,APAC,2010,mass_market,ICE,88,776204,105846,882138,0.01,94,4.7,122,1.4,0.078,22535,82.4,99.3,0,41.8,0.0,0
South Korea,APAC,2010,premium,ICE,53,338527,29437,368017,0.01,94,4.7,122,1.4,0.078,22535,82.4,99.3,0,41.8,0.0,0
South Korea,APAC,2011,commercial,ICE,16,135049,90033,225098,0.01,226,7.8,127,1.347,0.084,22707,82.0,98.5,1253,44.6,100.0,0
South Korea,APAC,2011,mass_market,ICE,180,793239,108169,901588,0.02,226,7.8,127,1.347,0.084,22707,82.0,98.5,1253,44.6,104.55,0
South Korea,APAC,2011,premium,ICE,110,347858,30249,378217,0.03,226,7.8,127,1.347,0.084,22707,82.0,98.5,1253,44.6,107.55,0
South Korea,APAC,2012,commercial,ICE,25,141188,94126,235339,0.01,362,11.6,127,1.303,0.089,24299,81.7,99.2,2566,46.1,76.78,0
South Korea,APAC,2012,mass_market,ICE,276,808794,110290,919360,0.03,362,11.6,127,1.303,0.089,24299,81.7,99.2,2566,46.1,53.33,0
South Korea,APAC,2012,premium,ICE,172,362744,31543,394459,0.04,362,11.6,127,1.303,0.089,24299,81.7,99.2,2566,46.1,56.36,0
South Korea,APAC,2013,commercial,ICE,95,135405,90270,225770,0.04,522,14.1,147,1.26,0.094,25261,81.6,101.7,3736,48.8,128.15,0
South Korea,APAC,2013,mass_market,ICE,1054,771844,105252,878150,0.12,522,14.1,147,1.26,0.094,25261,81.6,101.7,3736,48.8,281.88,0
South Korea,APAC,2013,premium,ICE,669,353288,30721,384678,0.17,522,14.1,147,1.26,0.094,25261,81.6,101.7,3736,48.8,288.95,0
South Korea,APAC,2014,commercial,ICE,159,150940,100627,251726,0.06,1746,15.5,161,1.237,0.097,26036,81.5,102.4,4893,50.9,114.99,0
South Korea,APAC,2014,mass_market,ICE,1813,884602,120627,1007042,0.18,1746,15.5,161,1.237,0.097,26036,81.5,102.4,4893,50.9,72.01,0
South Korea,APAC,2014,premium,ICE,1113,391455,34040,426608,0.26,1746,15.5,161,1.237,0.097,26036,81.5,102.4,4893,50.9,66.37,0
South Korea,APAC,2015,commercial,ICE,383,172691,115128,288202,0.13,2993,20.3,171,1.22,0.1,27373,81.6,103.3,5367,51.5,140.88,0
South Korea,APAC,2015,mass_market,ICE,4455,1027725,140144,1172324,0.38,2993,20.3,171,1.22,0.1,27373,81.6,103.3,5367,51.5,145.73,0
South Korea,APAC,2015,premium,ICE,2636,437685,38060,478381,0.55,2993,20.3,171,1.22,0.1,27373,81.6,103.3,5367,51.5,136.84,0
South Korea,APAC,2016,commercial,ICE,601,163106,108738,272445,0.22,5735,23.8,193,1.233,0.101,28247,81.8,102.6,5706,55.9,56.92,0
South Korea,APAC,2016,mass_market,ICE,6875,954205,130119,1091199,0.63,5735,23.8,193,1.233,0.101,28247,81.8,102.6,5706,55.9,54.32,0
South Korea,APAC,2016,premium,ICE,4139,413048,35917,453104,0.91,5735,23.8,193,1.233,0.101,28247,81.8,102.6,5706,55.9,57.02,0
South Korea,APAC,2017,commercial,ICE,1104,163948,109298,274350,0.4,9749,27.1,213,1.25,0.101,29706,81.6,102.7,6151,60.3,83.69,0
South Korea,APAC,2017,mass_market,ICE,12482,944137,128746,1085365,1.15,9749,27.1,213,1.25,0.101,29706,81.6,102.7,6151,60.3,81.56,0
South Korea,APAC,2017,premium,ICE,7561,410177,35668,453406,1.67,9749,27.1,213,1.25,0.101,29706,81.6,102.7,6151,60.3,82.68,0
South Korea,APAC,2018,commercial,ICE,1696,160513,107009,269218,0.63,22623,29.5,266,1.27,0.101,30357,81.4,101.5,6456,62.5,53.62,0
South Korea,APAC,2018,mass_market,ICE,19841,952523,129890,1102254,1.8,22623,29.5,266,1.27,0.101,30357,81.4,101.5,6456,62.5,58.96,0
South Korea,APAC,2018,premium,ICE,11922,409273,35589,456784,2.61,22623,29.5,266,1.27,0.101,30357,81.4,101.5,6456,62.5,57.68,0
South Korea,APAC,2019,commercial,ICE,2242,158104,105403,265749,0.84,31425,32.3,298,1.327,0.099,31971,81.7,98.4,6351,66.1,32.19,0
South Korea,APAC,2019,mass_market,ICE,25517,909285,123993,1058795,2.41,31425,32.3,298,1.327,0.099,31971,81.7,98.4,6351,66.1,28.61,0
South Korea,APAC,2019,premium,ICE,15642,397430,34559,447631,3.49,31425,32.3,298,1.327,0.099,31971,81.7,98.4,6351,66.1,31.2,0
South Korea,APAC,2020,commercial,ICE,2353,168775,112517,283645,0.83,56558,33.6,344,1.41,0.101,31531,81.4,96.0,6386,67.9,4.95,0
South Korea,APAC,2020,mass_market,ICE,26865,973863,132800,1133528,2.37,56558,33.6,344,1.41,0.101,31531,81.4,96.0,6386,67.9,5.28,0
South Korea,APAC,2020,premium,ICE,16229,419556,36483,472268,3.44,56558,33.6,344,1.41,0.101,31531,81.4,96.0,6386,67.9,3.75,0
South Korea,APAC,2021,commercial,ICE,4968,151579,101053,257600,1.93,91122,38.2,371,1.527,0.103,32350,81.2,94.6,5930,72.1,111.13,0
South Korea,APAC,2021,mass_market,ICE,56488,852459,116244,1025191,5.51,91122,38.2,371,1.527,0.103,32350,81.2,94.6,5930,72.1,110.27,0
South Korea,APAC,2021,premium,ICE,33891,359081,31224,424196,7.99,91122,38.2,371,1.527,0.103,32350,81.2,94.6,5930,72.1,108.83,0
South Korea,APAC,2022,commercial,ICE,9271,149487,99658,258416,3.59,127353,38.0,402,1.573,0.111,32123,81.3,93.9,5455,74.6,86.61,0
South Korea,APAC,2022,mass_market,ICE,103921,800753,109194,1013868,10.25,127353,38.0,402,1.573,0.111,32123,81.3,93.9,5455,74.6,83.97,0
South Korea,APAC,2022,premium,ICE,63946,337000,29304,430250,14.86,127353,38.0,402,1.573,0.111,32123,81.3,93.9,5455,74.6,88.68,0
South Korea,APAC,2023,commercial,ICE,9985,147944,98630,256559,3.89,172705,39.6,430,1.587,0.117,33307,81.4,91.9,5356,76.2,7.7,0
South Korea,APAC,2023,mass_market,ICE,115542,812687,110821,1039050,11.12,172705,39.6,430,1.587,0.117,33307,81.4,91.9,5356,76.2,11.18,0
South Korea,APAC,2023,premium,ICE,68756,329053,28613,426422,16.12,172705,39.6,430,1.587,0.117,33307,81.4,91.9,5356,76.2,7.52,0
South Korea,APAC,2024,commercial,ICE,11947,144313,96208,252468,4.73,211626,42.4,456,1.547,0.125,34764,81.5,88.9,5171,79.1,19.65,0
South Korea,APAC,2024,mass_market,ICE,138551,779889,106348,1024788,13.52,211626,42.4,456,1.547,0.125,34764,81.5,88.9,5171,79.1,19.91,0
South Korea,APAC,2024,premium,ICE,82777,312313,27158,422248,19.6,211626,42.4,456,1.547,0.125,34764,81.5,88.9,5171,79.1,20.39,0
South Korea,APAC,2025,commercial,ICE,13924,145444,96962,256330,5.43,249268,44.6,480,1.51,0.13,35678,81.4,87.1,5060,83.3,16.55,0
South Korea,APAC,2025,mass_market,ICE,161254,772425,105331,1039010,15.52,249268,44.6,480,1.51,0.13,35678,81.4,87.1,5060,83.3,16.39,0
South Korea,APAC,2025,premium,ICE,97283,308206,26801,432290,22.5,249268,44.6,480,1.51,0.13,35678,81.4,87.1,5060,83.3,17.52,0
Spain,Europe,2010,commercial,ICE,5,87781,58520,146306,0.0,51,2.2,125,1.21,0.181,30720,78.7,89.9,0,47.5,0.0,0
Spain,Europe,2010,mass_market,ICE,57,503052,68598,571707,0.01,51,2.2,125,1.21,0.181,30720,78.7,89.9,0,47.5,0.0,0
Spain,Europe,2010,premium,ICE,36,225706,19627,245369,0.01,51,2.2,125,1.21,0.181,30720,78.7,89.9,0,47.5,0.0,0
Spain,Europe,2011,commercial,ICE,9,79589,53059,132657,0.01,194,2.6,129,1.187,0.191,29742,78.7,87.8,684,49.0,80.0,0
Spain,Europe,2011,mass_market,ICE,109,478930,65309,544348,0.02,194,2.6,129,1.187,0.191,29742,78.7,87.8,684,49.0,91.23,0
Spain,Europe,2011,premium,ICE,65,206014,17914,223993,0.03,194,2.6,129,1.187,0.191,29742,78.7,87.8,684,49.0,80.56,0
Spain,Europe,2012,commercial,ICE,17,70979,47320,118316,0.01,343,2.9,146,1.173,0.198,28432,78.7,85.6,1392,49.2,84.39,0
Spain,Europe,2012,mass_market,ICE,197,432966,59041,492204,0.04,343,2.9,146,1.173,0.198,28432,78.7,85.6,1392,49.2,80.73,0
Spain,Europe,2012,premium,ICE,115,181784,15807,197706,0.06,343,2.9,146,1.173,0.198,28432,78.7,85.6,1392,49.2,78.73,0
Spain,Europe,2013,commercial,ICE,48,63243,42162,105453,0.05,513,3.6,151,1.17,0.206,27959,79.3,84.3,2102,53.6,112.53,0
Spain,Europe,2013,mass_market,ICE,559,377628,51495,429682,0.13,513,3.6,151,1.17,0.206,27959,79.3,84.3,2102,53.6,183.76,0
Spain,Europe,2013,premium,ICE,334,162708,14148,177190,0.19,513,3.6,151,1.17,0.206,27959,79.3,84.3,2102,53.6,190.43,0
Spain,Europe,2014,commercial,ICE,84,79781,53187,133052,0.06,1289,4.4,159,1.17,0.216,26581,79.7,82.6,2788,54.9,110.55,0
Spain,Europe,2014,mass_market,ICE,963,470168,64114,535245,0.18,1289,4.4,159,1.17,0.216,26581,79.7,82.6,2788,54.9,72.27,0
Spain,Europe,2014,premium,ICE,582,204450,17778,222810,0.26,1289,4.4,159,1.17,0.216,26581,79.7,82.6,2788,54.9,74.25,0
Spain,Europe,2015,commercial,ICE,156,92038,61358,153552,0.1,2016,5.1,172,1.173,0.221,25880,79.8,83.0,3514,56.1,109.36,0
Spain,Europe,2015,mass_market,ICE,1785,540115,73652,615552,0.29,2016,5.1,172,1.173,0.221,25880,79.8,83.0,3514,56.1,85.36,0
Spain,Europe,2015,premium,ICE,1071,233344,20291,254706,0.42,2016,5.1,172,1.173,0.221,25880,79.8,83.0,3514,56.1,84.02,0
Spain,Europe,2016,commercial,ICE,230,103535,69023,172788,0.13,2922,5.9,186,1.2,0.22,26400,79.8,82.0,3964,57.4,47.44,0
Spain,Europe,2016,mass_market,ICE,2653,612062,83463,698178,0.38,2922,5.9,186,1.2,0.22,26400,79.8,82.0,3964,57.4,48.63,0
Spain,Europe,2016,premium,ICE,1589,263788,22938,288315,0.55,2922,5.9,186,1.2,0.22,26400,79.8,82.0,3964,57.4,48.37,0
Spain,Europe,2017,commercial,ICE,483,111517,74345,186345,0.26,3895,7.8,225,1.237,0.216,27770,80.2,83.6,4460,61.7,110.0,0
Spain,Europe,2017,mass_market,ICE,5682,670676,91456,767814,0.74,3895,7.8,225,1.237,0.216,27770,80.2,83.6,4460,61.7,114.17,0
Spain,Europe,2017,premium,ICE,3417,289810,25201,318428,1.07,3895,7.8,225,1.237,0.216,27770,80.2,83.6,4460,61.7,115.04,0
Spain,Europe,2018,commercial,ICE,711,112464,74976,188151,0.38,5672,9.1,262,1.273,0.217,28848,80.2,83.7,5013,63.6,47.2,0
Spain,Europe,2018,mass_market,ICE,8223,662790,90380,761393,1.08,5672,9.1,262,1.273,0.217,28848,80.2,83.7,5013,63.6,44.72,0
Spain,Europe,2018,premium,ICE,4873,281824,24506,311203,1.57,5672,9.1,262,1.273,0.217,28848,80.2,83.7,5013,63.6,42.61,0
Spain,Europe,2019,commercial,ICE,957,110233,73488,184678,0.52,8112,9.2,290,1.34,0.219,29815,80.5,79.1,5540,67.6,34.6,0
Spain,Europe,2019,mass_market,ICE,10973,642819,87657,741449,1.48,8112,9.2,290,1.34,0.219,29815,80.5,79.1,5540,67.6,33.44,0
Spain,Europe,2019,premium,ICE,6702,281138,24447,312287,2.15,8112,9.2,290,1.34,0.219,29815,80.5,79.1,5540,67.6,37.53,0
Spain,Europe,2020,commercial,ICE,1863,76196,50798,128857,1.45,10324,12.5,342,1.48,0.24,29562,80.8,75.2,6020,69.5,94.67,0
Spain,Europe,2020,mass_market,ICE,21262,434320,59225,514807,4.13,10324,12.5,342,1.48,0.24,29562,80.8,75.2,6020,69.5,93.77,0
Spain,Europe,2020,premium,ICE,12601,181987,15825,210413,5.99,10324,12.5,342,1.48,0.24,29562,80.8,75.2,6020,69.5,88.02,0
Spain,Europe,2021,commercial,ICE,3409,78002,52001,133412,2.56,15373,14.9,363,1.673,0.28,30251,81.2,72.0,6568,72.8,82.98,0
Spain,Europe,2021,mass_market,ICE,38644,431842,58888,529374,7.3,15373,14.9,363,1.673,0.28,30251,81.2,72.0,6568,72.8,81.75,0
Spain,Europe,2021,premium,ICE,23271,180855,15726,219852,10.58,15373,14.9,363,1.673,0.28,30251,81.2,72.0,6568,72.8,84.68,0
Spain,Europe,2022,commercial,ICE,3540,71603,47736,122879,2.88,23376,15.3,398,1.797,0.307,29259,81.2,75.2,7044,75.7,3.84,0
Spain,Europe,2022,mass_market,ICE,40060,393097,53604,486761,8.23,23376,15.3,398,1.797,0.307,29259,81.2,75.2,7044,75.7,3.66,0
Spain,Europe,2022,premium,ICE,24337,165236,14368,203941,11.93,23376,15.3,398,1.797,0.307,29259,81.2,75.2,7044,75.7,4.58,0
Spain,Europe,2023,commercial,ICE,4203,83449,55632,143284,2.93,32345,17.5,431,1.813,0.309,32207,81.2,75.6,7094,78.4,18.73,0
Spain,Europe,2023,mass_market,ICE,48369,465367,63459,577195,8.38,32345,17.5,431,1.813,0.309,32207,81.2,75.6,7094,78.4,20.74,0
Spain,Europe,2023,premium,ICE,29006,192930,16777,238713,12.15,32345,17.5,431,1.813,0.309,32207,81.2,75.6,7094,78.4,19.18,0
Spain,Europe,2024,commercial,ICE,5138,83531,55687,144356,3.56,42696,20.6,461,1.72,0.281,33322,81.3,74.2,7109,80.1,22.25,0
Spain,Europe,2024,mass_market,ICE,60168,467681,63775,591624,10.17,42696,20.6,461,1.72,0.281,33322,81.3,74.2,7109,80.1,24.39,0
Spain,Europe,2024,premium,ICE,35282,187658,16318,239258,14.75,42696,20.6,461,1.72,0.281,33322,81.3,74.2,7109,80.1,21.64,0
