下单数量,购买时间,昨日销售数量,过去七天平均销售数量,过去30天平均销售数量,昨日退回数量,过去七天平均退回数量,过去30天平均退回数量,昨日返利金额,过去七天平均返利金额,过去30天平均返利金额,昨日折扣金额,过去七天平均折扣金额,过去30天平均折扣金额,过去七天平均特批数量,过去30天平均特批数量,过去七天平均特批价格,一周的第几天,距离五一多少日,距离十一多少日,距离双11多少日,距离内购会多少日,距离春节多少日,距离奥运会多少日,距离世界杯多少日,过去7天客户价变动次数,过去7天价格里使用的固定折扣点值
10481,2018-09-24,4594.0,31309.0,30367.0,1.0,75.0,96.0,14471.0,105356.0,85620.0,0.0,4.0,13.0,3297.0,2844.0,1192230.0,1,146,7,48,21,221,1033,1519,1411.0,3.4340000000000024
3000,2018-09-25,10481.0,32789.0,29372.0,3.0,75.0,55.0,123951.0,123063.0,89515.0,0.0,4.0,13.0,3402.0,2820.0,1199601.0,2,147,6,47,22,222,1032,1518,1446.0,3.0020000000000024
25406,2018-09-26,3000.0,31887.0,28968.0,21.0,77.0,55.0,111.0,123079.0,84341.0,0.0,4.0,13.0,3291.0,2802.0,961243.0,3,148,5,46,23,223,1031,1517,1446.0,2.8720000000000026
219,2018-09-27,25406.0,20910.0,27964.0,20.0,53.0,54.0,3060.0,121833.0,81542.0,0.0,4.0,13.0,2806.0,2879.0,977432.0,4,149,4,45,24,224,1030,1516,1377.0,2.1020000000000025
91093,2018-09-28,219.0,15598.0,27337.0,0.0,50.0,53.0,435.0,60497.0,79348.0,0.0,4.0,13.0,2728.0,2596.0,818013.0,5,150,3,44,25,225,1029,1515,1557.0,3.579000000000003
77047,2018-09-29,91093.0,21501.0,29495.0,24.0,18.0,48.0,2145.0,31425.0,77021.0,201.60000000000002,29.0,19.0,2858.0,2671.0,581344.0,6,151,2,43,26,226,1028,1514,1368.0,1.8470000000000024
49743,2018-09-30,77047.0,30263.0,23659.0,209.0,40.0,54.0,135715.0,39984.0,79602.0,0.0,29.0,19.0,2441.0,2578.0,633898.0,7,152,1,42,27,227,1027,1513,1613.0,2.5450000000000026
44142,2018-10-01,49743.0,36713.0,24818.0,220.0,71.0,60.0,366628.04000000004,90292.0,82664.0,67.2,38.0,22.0,3243.0,2728.0,822025.0,1,153,0,41,28,228,1026,1512,1025.0,3.0330000000000026
27676,2018-10-02,44142.0,41521.0,25874.0,7.0,72.0,58.0,715070.0,174738.0,105270.0,2071.92,334.0,91.0,3575.0,2786.0,924636.0,2,154,1,40,29,229,1025,1511,1119.0,3.7070000000000025
1021,2018-10-03,27676.0,45047.0,26554.0,18.0,71.0,58.0,283093.0,215164.0,113431.0,0.0,334.0,91.0,3458.0,2690.0,933716.0,3,155,2,39,30,230,1024,1510,1256.0,3.7070000000000025
2781,2018-10-04,1021.0,41563.0,26546.0,0.0,68.0,58.0,17191.0,217182.0,114004.0,0.0,334.0,91.0,2949.0,2685.0,822855.0,4,156,3,38,31,231,1023,1509,1194.0,3.7670000000000026
28704,2018-10-05,2781.0,41929.0,26464.0,6.0,69.0,58.0,0.0,217120.0,112798.0,0.0,334.0,91.0,2998.0,2673.0,799479.0,5,157,4,37,32,232,1022,1508,1195.0,3.8690000000000015
3686,2018-10-06,28704.0,33016.0,27078.0,21.0,69.0,58.0,1185.0,216983.0,112377.0,0.0,306.0,86.0,2018.0,2543.0,611549.0,6,158,5,36,33,233,1021,1507,889.0,2.392000000000002
384,2018-10-07,3686.0,22536.0,27172.0,0.0,39.0,58.0,0.0,197595.0,111750.0,0.0,306.0,86.0,2116.0,2564.0,469361.0,7,159,6,35,34,234,1020,1506,757.0,2.392000000000002
4329,2018-10-08,384.0,15485.0,26961.0,0.0,7.0,55.0,0.0,145220.0,111675.0,0.0,296.0,86.0,1079.0,2416.0,235941.0,1,160,7,34,35,235,1019,1505,405.0,1.487000000000002
53123,2018-10-09,4329.0,9797.0,26956.0,0.0,6.0,55.0,0.0,43067.0,111475.0,32.7,5.0,87.0,863.0,2384.0,165103.0,2,161,8,33,36,236,1018,1504,309.0,0.999000000000002
46037,2018-10-10,53123.0,13433.0,27284.0,23.0,7.0,50.0,20400.0,5539.0,110637.0,0.0,5.0,87.0,1205.0,2489.0,192535.0,3,162,9,32,37,237,1017,1503,270.0,1.288000000000002
204906,2018-10-11,46037.0,19863.0,28451.0,520.0,81.0,65.0,14726.380000000001,5187.0,103522.0,2257.2200000000003,327.0,162.0,1338.0,2487.0,231257.0,4,163,10,31,38,238,1016,1502,361.0,2.441000000000002
5984,2018-10-12,204906.0,48738.0,34327.0,407.0,139.0,75.0,152047.2,26908.0,106880.0,0.0,327.0,162.0,3614.0,2967.0,665659.0,5,164,11,30,39,239,1015,1501,463.0,2.381000000000002
84258,2018-10-13,5984.0,45493.0,34002.0,19.0,138.0,75.0,1064127.5,178757.0,141130.0,0.0,327.0,162.0,3623.0,2902.0,685601.0,6,165,12,29,40,240,1014,1500,669.0,2.529000000000002
33180,2018-10-14,84258.0,57003.0,36243.0,10.0,140.0,75.0,32750.5,183436.0,139031.0,2071.92,623.0,231.0,3522.0,2819.0,695722.0,7,166,13,28,41,241,1013,1499,685.0,4.2570000000000014
1049,2018-10-15,33180.0,61688.0,36503.0,42.0,146.0,74.0,999.0,183579.0,137606.0,0.0,623.0,231.0,3963.0,2809.0,1108907.0,1,167,14,27,42,242,1012,1498,686.0,4.577000000000003
19774,2018-10-16,1049.0,61220.0,34006.0,4.0,146.0,72.0,6392.0,184492.0,137182.0,0.0,618.0,231.0,3786.0,2750.0,1087823.0,2,168,15,26,43,243,1011,1497,685.0,4.4140000000000015
2385,2018-10-17,19774.0,56455.0,34573.0,2.0,143.0,70.0,1840.0,181840.0,122645.0,0.0,618.0,224.0,4254.0,2942.0,1034482.0,3,169,16,25,44,244,1010,1496,680.0,4.4140000000000015
181043,2018-10-18,2385.0,50219.0,34648.0,3.0,70.0,70.0,10168.0,181189.0,122984.0,0.0,296.0,224.0,4054.0,2946.0,1010959.0,4,170,17,24,45,245,1009,1495,1213.0,7.2870000000000035
2833,2018-10-19,181043.0,46810.0,40373.0,479.0,80.0,86.0,720065.0,262335.0,146986.0,0.0,296.0,224.0,3321.0,3232.0,890676.0,5,171,18,23,46,246,1008,1494,958.0,9.238000000000003
1547,2018-10-20,2833.0,46360.0,37059.0,2.0,77.0,80.0,22897.0,113587.0,147357.0,0.0,296.0,224.0,3449.0,3027.0,1005075.0,6,172,19,22,47,247,1007,1493,876.0,9.238000000000003
77,2018-10-21,1547.0,34544.0,35864.0,49.0,83.0,81.0,25725.5,112584.0,133888.0,0.0,0.0,224.0,3381.0,3004.0,999807.0,7,173,20,21,48,248,1006,1492,666.0,8.988000000000007
89949,2018-10-22,77.0,29815.0,34207.0,10.0,78.0,73.0,0.0,112441.0,127033.0,0.0,0.0,223.0,2884.0,2789.0,573378.0,1,174,21,20,49,249,1005,1491,708.0,9.428000000000006
179452,2018-10-23,89949.0,42515.0,36682.0,883.0,204.0,100.0,50913.51,118801.0,126204.0,6164.74,881.0,429.0,3335.0,2793.0,784370.0,2,175,22,19,50,250,1004,1490,774.0,9.252000000000006
2896,2018-10-24,179452.0,65327.0,42510.0,229.0,236.0,108.0,968620.2,256913.0,158009.0,0.0,881.0,429.0,2547.0,2767.0,894040.0,3,176,23,18,51,251,1003,1489,821.0,9.252000000000006
170413,2018-10-25,2896.0,65400.0,42257.0,6.0,237.0,108.0,48736.0,262422.0,155501.0,0.0,881.0,429.0,2589.0,2756.0,892812.0,4,177,24,17,52,252,1002,1488,935.0,10.272000000000006
103192,2018-10-26,170413.0,63881.0,47838.0,1148.0,332.0,145.0,99188.0,173726.0,158804.0,0.0,881.0,429.0,2376.0,3019.0,874572.0,5,178,25,16,53,253,1001,1487,813.0,7.006000000000005
38463,2018-10-27,103192.0,78218.0,50431.0,1436.0,537.0,193.0,692653.3999999999,269405.0,181790.0,0.0,881.0,429.0,2616.0,2982.0,890612.0,6,179,26,15,54,254,1000,1486,868.0,4.5420000000000025
41314,2018-10-28,38463.0,83492.0,51706.0,50.0,537.0,194.0,90978.49,278727.0,184808.0,0.0,881.0,429.0,2765.0,3013.0,938090.0,7,180,27,14,55,255,999,1485,892.0,4.642000000000002
1026,2018-10-29,41314.0,89383.0,50046.0,11.0,538.0,194.0,5335.0,279489.0,184915.0,0.0,881.0,422.0,2954.0,2811.0,992345.0,1,181,28,13,56,256,998,1484,901.0,4.642000000000002
26909,2018-10-30,1026.0,76679.0,47512.0,0.0,411.0,187.0,3643.0,272736.0,180512.0,0.0,0.0,422.0,2507.0,2808.0,811293.0,2,182,29,12,57,257,997,1483,892.0,2.539000000000002
43452,2018-10-31,26909.0,54888.0,46751.0,333.0,426.0,191.0,28803.0,138477.0,169252.0,0.0,0.0,420.0,2586.0,2613.0,706546.0,3,183,30,11,58,258,996,1482,866.0,2.475000000000002
35864,2018-11-01,43452.0,60681.0,46728.0,107.0,441.0,194.0,23415.0,134859.0,146196.0,0.0,0.0,351.0,2661.0,2543.0,829214.0,4,184,31,10,59,259,995,1481,1069.0,2.475000000000002
49924,2018-11-02,35864.0,41460.0,47001.0,7.0,278.0,194.0,198363.40000000002,149027.0,143372.0,0.0,0.0,351.0,1441.0,2548.0,623177.0,5,185,32,9,60,260,994,1480,993.0,2.035000000000002
16050,2018-11-03,49924.0,33850.0,48631.0,75.0,83.0,196.0,52800.0,57620.0,144559.0,0.0,0.0,351.0,1248.0,2585.0,530623.0,6,186,33,8,61,261,993,1479,544.0,3.1900000000000017
6555,2018-11-04,16050.0,30648.0,49073.0,21.0,79.0,197.0,10120.0,46068.0,144896.0,0.0,0.0,351.0,1612.0,2690.0,663674.0,7,187,34,7,62,262,992,1478,498.0,2.8220000000000023
1011,2018-11-05,6555.0,25683.0,48335.0,15.0,80.0,196.0,33753.0,50128.0,145982.0,0.0,0.0,351.0,1538.0,2699.0,654314.0,1,188,35,6,63,263,991,1477,471.0,2.9870000000000023
10776,2018-11-06,1011.0,25681.0,48246.0,7.0,81.0,197.0,2063.5,49903.0,146051.0,0.0,0.0,351.0,1559.0,2678.0,629831.0,2,189,36,5,64,264,990,1476,503.0,3.0570000000000017
40418,2018-11-07,10776.0,23376.0,48592.0,9.0,34.0,197.0,35605.0,50874.0,147238.0,0.0,0.0,351.0,1389.0,2685.0,631002.0,3,190,37,4,65,265,989,1475,518.0,3.6110000000000015
79777,2018-11-08,40418.0,22943.0,49795.0,2019.0,308.0,264.0,23609.0,50902.0,148025.0,0.0,0.0,350.0,1493.0,2690.0,550757.0,4,191,38,3,66,266,988,1474,515.0,3.5310000000000024
71111,2018-11-09,79777.0,29216.0,50684.0,524.0,381.0,281.0,38880.0,28119.0,148641.0,0.0,0.0,350.0,1407.0,2595.0,519340.0,5,192,39,2,67,267,987,1473,332.0,4.1110000000000015
37057,2018-11-10,71111.0,32243.0,51520.0,1073.0,524.0,299.0,35026.0,25580.0,149317.0,0.0,0.0,275.0,1496.0,2622.0,580161.0,6,193,40,1,68,268,986,1472,358.0,3.5310000000000024
59306,2018-11-11,37057.0,35244.0,45925.0,798.0,635.0,312.0,44370.240000000005,30472.0,145728.0,0.0,0.0,275.0,1197.0,2126.0,481479.0,7,194,41,0,69,269,985,1471,890.0,1.8060000000000016
30533,2018-11-12,59306.0,42779.0,47702.0,2177.0,944.0,384.0,369233.5,78398.0,122565.0,0.0,0.0,275.0,1289.0,2154.0,467485.0,1,195,42,1,70,270,984,1470,921.0,1.5340000000000018
25702,2018-11-13,30533.0,46997.0,45911.0,29.0,947.0,385.0,1873.0,78371.0,121536.0,0.0,0.0,205.0,1866.0,2292.0,471932.0,2,196,43,2,71,271,983,1469,1015.0,1.5550000000000022
21517,2018-11-14,25702.0,49129.0,45662.0,43.0,952.0,385.0,39600.8,78942.0,122822.0,0.0,0.0,205.0,2065.0,2242.0,520531.0,3,197,44,3,72,272,982,1468,1763.0,5.525000000000004
55295,2018-11-15,21517.0,46429.0,46344.0,80.0,675.0,388.0,513258.0,148892.0,139718.0,0.0,0.0,205.0,2034.0,2281.0,545494.0,4,198,45,4,73,273,981,1467,1865.0,5.126000000000004
14237,2018-11-16,55295.0,42932.0,47528.0,116.0,617.0,391.0,71564.70000000003,153561.0,142042.0,0.0,0.0,205.0,2166.0,2108.0,572028.0,5,199,46,5,74,274,980,1466,2226.0,5.586000000000004
77850,2018-11-17,14237.0,34807.0,47923.0,40.0,469.0,393.0,207115.0,178145.0,148607.0,0.0,0.0,205.0,2109.0,2168.0,504826.0,6,200,47,6,75,275,979,1465,2301.0,5.006000000000004
1950,2018-11-18,77850.0,40634.0,44484.0,158.0,378.0,382.0,141897.0,192077.0,129335.0,0.0,0.0,205.0,2110.0,1843.0,458091.0,7,201,48,7,76,276,978,1464,2263.0,5.438000000000003
2337,2018-11-19,1950.0,32441.0,44454.0,202.0,95.0,388.0,46395.0,145958.0,130118.0,0.0,0.0,205.0,2033.0,1824.0,448212.0,1,202,49,8,77,277,977,1463,1724.0,6.394000000000004
63933,2018-11-20,2337.0,28413.0,44480.0,17.0,94.0,387.0,0.0,145690.0,129260.0,0.0,0.0,205.0,1610.0,1879.0,465799.0,2,203,50,9,78,278,976,1462,1775.0,7.382000000000002
14983,2018-11-21,63933.0,33874.0,46609.0,205.0,117.0,394.0,69919.0,150021.0,131591.0,0.0,0.0,205.0,1657.0,1956.0,474854.0,3,204,51,10,79,279,975,1461,2012.0,7.240000000000004
90418,2018-11-23,0.0,29215.0,39443.0,0.0,126.0,374.0,0.0,104993.0,106649.0,0.0,0.0,0.0,1639.0,1905.0,388994.0,5,206,53,12,81,281,973,1459,1463.0,3.982000000000002
54760,2018-11-24,90418.0,41912.0,42461.0,161.0,146.0,379.0,200946.0,103965.0,111898.0,0.0,0.0,0.0,1906.0,2012.0,507190.0,6,207,54,13,82,282,972,1458,1575.0,3.907000000000002
3302,2018-11-25,54760.0,38064.0,38473.0,286.0,168.0,349.0,217251.0,116524.0,115969.0,72.0,12.0,2.0,2115.0,1771.0,714099.0,7,208,55,14,83,283,971,1457,1313.0,3.591000000000001
7491,2018-11-26,3302.0,38289.0,35029.0,1.0,134.0,300.0,93577.0,124387.0,95311.0,0.0,12.0,2.0,2247.0,1720.0,760621.0,1,209,56,15,84,284,970,1456,1256.0,4.151000000000002
12459,2018-11-27,7491.0,39148.0,33961.0,141.0,155.0,303.0,9661.0,125997.0,92507.0,0.0,12.0,2.0,2344.0,1761.0,908017.0,2,210,57,16,85,285,969,1455,1721.0,3.7190000000000016
122515,2018-11-28,12459.0,30569.0,32966.0,18.0,124.0,303.0,765905.1499999997,241995.0,118734.0,0.0,12.0,2.0,2259.0,1778.0,878865.0,3,211,58,17,86,286,968,1454,1866.0,2.9770000000000016
28839,2018-11-29,122515.0,48491.0,37155.0,1845.0,409.0,367.0,5420.0,215460.0,118795.0,0.0,12.0,2.0,2517.0,1864.0,1054535.0,4,212,59,18,87,287,967,1453,1930.0,2.4370000000000016
18681,2018-11-30,28839.0,45683.0,37221.0,153.0,372.0,361.0,104575.25000000001,199619.0,121408.0,0.0,10.0,2.0,2510.0,1887.0,1073234.0,5,213,60,19,88,288,966,1452,1662.0,2.378000000000001
105336,2018-12-01,18681.0,35435.0,36367.0,8.0,350.0,357.0,93247.0,184234.0,123816.0,20.78,13.0,3.0,2095.0,1876.0,953818.0,6,214,61,20,89,289,965,1451,1605.0,1.7160000000000015
1796,2018-12-02,105336.0,42660.0,38763.0,200.0,338.0,364.0,214485.70000000013,183839.0,124372.0,0.0,3.0,3.0,1958.0,1896.0,849792.0,7,215,62,21,90,290,964,1450,1334.0,1.5710000000000015
1190,2018-12-03,1796.0,42445.0,37103.0,109.0,353.0,365.0,94271.09999999998,183938.0,125802.0,0.0,3.0,3.0,1810.0,1856.0,820380.0,1,216,63,22,91,291,963,1449,1208.0,1.4770000000000016
4269,2018-12-04,1190.0,41545.0,36591.0,40.0,339.0,366.0,1380.0,182755.0,125500.0,0.0,3.0,3.0,1606.0,1760.0,683212.0,2,217,64,23,92,292,962,1448,1159.0,2.841000000000001
64247,2018-12-05,4269.0,40375.0,36512.0,237.0,370.0,373.0,27002.0,77197.0,125268.0,0.0,3.0,3.0,1576.0,1787.0,726476.0,3,218,65,24,93,293,961,1447,702.0,2.9410000000000016
14107,2018-12-06,64247.0,32051.0,38693.0,937.0,241.0,406.0,30457.999999999993,80774.0,126247.0,0.0,3.0,3.0,1600.0,1873.0,612428.0,4,219,66,25,94,294,960,1446,719.0,3.1820000000000017
11926,2018-12-07,14107.0,29947.0,38807.0,558.0,298.0,424.0,241972.24999999997,100402.0,133363.0,0.0,3.0,3.0,1483.0,1909.0,594453.0,5,220,67,26,95,295,959,1445,616.0,3.0140000000000016
9593,2018-12-08,11926.0,28982.0,37825.0,50.0,304.0,357.0,12193.0,88823.0,132969.0,0.0,0.0,3.0,1984.0,1994.0,730859.0,6,221,68,27,96,296,958,1444,601.0,5.439000000000003
4490,2018-12-09,9593.0,15304.0,35405.0,741.0,382.0,364.0,32912.0,62884.0,132763.0,0.0,0.0,3.0,1821.0,1995.0,690507.0,7,222,69,28,97,297,957,1443,465.0,5.399000000000003
2323,2018-12-10,4490.0,15689.0,33108.0,190.0,393.0,334.0,4491.0,50058.0,131710.0,0.0,0.0,3.0,1823.0,1935.0,683578.0,1,223,70,29,98,298,956,1442,517.0,5.689000000000003
76102,2018-12-11,2323.0,15851.0,31910.0,174.0,412.0,312.0,1991.0,50146.0,130249.0,0.0,0.0,3.0,1880.0,1924.0,721231.0,2,224,71,30,99,299,955,1441,622.0,5.834000000000002
5440,2018-12-12,76102.0,26113.0,32489.0,232.0,412.0,245.0,56663.0,54383.0,119471.0,0.0,0.0,3.0,2177.0,2002.0,791593.0,3,225,72,31,100,300,954,1440,673.0,4.130000000000003
9981,2018-12-13,5440.0,17712.0,31624.0,62.0,287.0,246.0,16454.0,52382.0,119974.0,0.0,0.0,3.0,2069.0,1922.0,814681.0,4,226,73,32,101,301,953,1439,983.0,4.294000000000003
29965,2018-12-14,9981.0,17122.0,31082.0,97.0,221.0,248.0,134673.90000000002,37054.0,123252.0,0.0,0.0,3.0,2085.0,1914.0,760564.0,5,227,74,33,102,302,952,1438,975.0,3.839000000000003
45025,2018-12-15,29965.0,19699.0,31373.0,111.0,230.0,249.0,73586.0,45824.0,108091.0,0.0,0.0,3.0,1886.0,1959.0,674316.0,6,228,75,34,103,303,951,1437,1247.0,3.639000000000003
2921,2018-12-16,45025.0,24761.0,31019.0,50.0,131.0,247.0,163595.5,64493.0,111264.0,0.0,0.0,3.0,2562.0,2091.0,729205.0,7,229,76,35,104,304,950,1436,1239.0,1.249000000000002
3630,2018-12-17,2921.0,24537.0,30629.0,3.0,104.0,246.0,7995.0,64994.0,104398.0,0.0,0.0,3.0,2595.0,2052.0,737244.0,1,230,77,36,105,305,949,1435,2462.0,1.1690000000000018
34442,2018-12-18,3630.0,24723.0,28069.0,10.0,81.0,240.0,755904.0,172696.0,125571.0,0.0,0.0,3.0,2651.0,2055.0,733942.0,2,231,78,37,106,306,948,1434,2535.0,1.1390000000000018
10055,2018-12-19,34442.0,18772.0,29190.0,259.0,85.0,242.0,37640.0,169978.0,125269.0,0.0,0.0,3.0,2364.0,2082.0,633609.0,3,232,79,38,107,307,947,1433,2557.0,1.1670000000000018
22481,2018-12-20,10055.0,19431.0,29456.0,31.0,80.0,243.0,26428.0,171403.0,126180.0,0.0,0.0,3.0,2375.0,2107.0,583909.0,4,233,80,39,108,308,946,1432,3046.0,0.9470000000000018
36,2018-12-21,22481.0,21217.0,28026.0,123.0,84.0,240.0,616474.75,240232.0,145027.0,0.0,0.0,3.0,2369.0,2086.0,592221.0,5,234,81,40,109,309,945,1431,2692.0,0.6830000000000018
10821,2018-12-22,36.0,16941.0,27511.0,20.0,71.0,236.0,0.0,229720.0,139350.0,0.0,0.0,3.0,1963.0,2039.0,504069.0,6,235,82,41,110,310,944,1430,2519.0,0.6830000000000018
3,2018-12-23,10821.0,12055.0,26955.0,0.0,64.0,228.0,0.0,206349.0,134705.0,0.0,0.0,3.0,1191.0,1971.0,372113.0,7,236,83,42,111,311,943,1429,2186.0,0.6030000000000019
13795,2018-12-24,3.0,11638.0,23941.0,0.0,63.0,223.0,0.0,205207.0,128007.0,0.0,0.0,3.0,1061.0,1850.0,339605.0,1,237,84,43,112,312,942,1428,2702.0,0.8890000000000019
42681,2018-12-25,13795.0,13090.0,22575.0,2.0,62.0,213.0,987376.0,238274.0,153678.0,0.0,0.0,1.0,1898.0,2006.0,551256.0,2,238,85,44,113,313,941,1427,2364.0,28.209000000000263
53985,2018-12-26,42681.0,14267.0,23888.0,131.0,44.0,218.0,1017254.0,378219.0,184467.0,197975.19999999995,28282.0,6600.0,2590.0,2167.0,1121673.0,3,239,86,45,114,314,940,1426,3237.0,49.47000000000042
14264,2018-12-27,53985.0,20543.0,25438.0,4251.0,647.0,355.0,1015212.5,519474.0,217985.0,85509.22999999985,40498.0,9450.0,3601.0,2408.0,1582277.0,4,240,87,46,115,315,939,1425,3636.0,50.989000000000416
25416,2018-12-28,14264.0,19369.0,25498.0,10.0,631.0,354.0,342227.4,480296.0,203863.0,1914.0,40771.0,9514.0,4235.0,2553.0,1731096.0,5,241,88,47,116,316,938,1424,3899.0,56.75800000000042
16887,2018-12-29,25416.0,22995.0,22261.0,599.0,713.0,313.0,239441.60000000003,514502.0,211663.0,23746.71999999999,44164.0,10306.0,5163.0,2673.0,1984246.0,6,242,89,48,117,317,937,1423,4402.0,57.65800000000041
242705,2018-12-30,16887.0,23862.0,21863.0,42.0,719.0,309.0,331641.20000000007,561879.0,219232.0,2745.17,44556.0,10397.0,5868.0,2755.0,2145499.0,7,243,90,49,118,318,936,1422,5224.0,60.97400000000041
60952,2018-12-31,242705.0,58533.0,29330.0,10176.0,2173.0,648.0,656881.5,655719.0,238020.0,11482.03,46196.0,10779.0,6398.0,2854.0,2308138.0,1,244,91,50,119,319,935,1421,9313.0,61.82400000000041
116415,2019-01-01,60952.0,65270.0,27851.0,121.0,2190.0,646.0,3046169.0,949832.0,332410.0,2982.419999999999,46622.0,10878.0,5377.0,2804.0,2067032.0,2,120,273,314,245,34,934,1420,10321.0,66.6280000000004
2177,2019-01-02,116415.0,75803.0,31672.0,89.0,2184.0,645.0,1014224.9500000001,949400.0,363075.0,20961.230000000003,21334.0,11577.0,4541.0,2804.0,1448870.0,3,119,272,313,244,33,933,1419,9549.0,39.68800000000014
4488,2019-01-03,2177.0,68402.0,31704.0,2.0,1577.0,644.0,93410.0,817714.0,366142.0,0.0,9119.0,11577.0,3471.0,2844.0,956202.0,4,118,271,312,243,32,932,1418,10197.0,18.721999999999973
2240,2019-01-04,4488.0,67006.0,31712.0,21.0,1579.0,636.0,824202.5,886567.0,392716.0,1380.57,9043.0,11623.0,2861.0,2853.0,818345.0,5,117,270,311,242,31,931,1417,9696.0,18.372999999999973
37979,2019-01-05,2240.0,63695.0,29645.0,242.0,1528.0,613.0,26454.0,856140.0,392582.0,914.62,5781.0,11654.0,2089.0,2787.0,651031.0,6,116,269,310,241,30,930,1416,8973.0,12.603999999999976
1157,2019-01-06,37979.0,66708.0,30441.0,58.0,1530.0,597.0,47701.0,815578.0,386107.0,98.65,5403.0,11657.0,1645.0,2793.0,618889.0,7,115,268,309,240,29,929,1415,8561.0,11.757999999999976
2922,2019-01-07,1157.0,32201.0,30082.0,83.0,88.0,598.0,3415.0,722225.0,385814.0,212.57,3793.0,11664.0,1213.0,2674.0,483228.0,1,114,267,308,239,28,928,1414,7784.0,8.643999999999982
21597,2019-01-08,2922.0,23911.0,29859.0,1.0,71.0,573.0,610.0,287145.0,384737.0,662.69,3461.0,11686.0,1329.0,2689.0,553874.0,2,113,266,307,238,27,927,1413,3796.0,8.843999999999982
7854,2019-01-09,21597.0,10366.0,30430.0,81.0,70.0,569.0,18103.5,144842.0,385191.0,331.2,514.0,11697.0,1505.0,2730.0,605348.0,3,112,265,306,237,26,926,1412,2731.0,4.3469999999999915
21316,2019-01-10,7854.0,11177.0,30614.0,27.0,73.0,564.0,31390.59,135982.0,386171.0,753.26,622.0,11722.0,1512.0,2758.0,726300.0,4,111,264,305,236,25,925,1411,2979.0,4.441999999999992
24783,2019-01-11,21316.0,13581.0,28788.0,60.0,79.0,559.0,21012.399999999998,21241.0,384983.0,0.0,425.0,11722.0,1666.0,2734.0,744148.0,5,110,263,304,235,24,924,1410,1761.0,5.1369999999999925
27622,2019-01-12,24783.0,16801.0,29432.0,43.0,50.0,558.0,27288.199999999997,21360.0,385344.0,236.96,328.0,11730.0,1971.0,2764.0,845492.0,6,109,262,303,234,23,923,1409,2239.0,5.692999999999992
22297,2019-01-13,27622.0,15322.0,30020.0,10.0,44.0,555.0,359262.0,65869.0,392830.0,407.62,372.0,11744.0,2055.0,2786.0,823451.0,7,108,261,302,233,22,922,1408,2534.0,6.603999999999992
8695,2019-01-14,22297.0,18342.0,29765.0,49.0,39.0,553.0,468917.98,132369.0,406008.0,0.0,342.0,11744.0,2432.0,2802.0,891802.0,1,107,260,301,232,21,921,1407,2668.0,7.044999999999992
18794,2019-01-15,8695.0,19166.0,28554.0,14.0,41.0,552.0,240546.0,166646.0,408573.0,0.0,247.0,11744.0,2548.0,2686.0,881905.0,2,106,259,300,231,20,920,1406,3062.0,7.523999999999992
22656,2019-01-16,18794.0,18766.0,29083.0,600.0,115.0,572.0,464678.5,230442.0,423796.0,0.0,200.0,11744.0,2577.0,2726.0,876826.0,3,105,258,299,230,19,919,1405,3219.0,10.39799999999999
50720,2019-01-17,22656.0,20880.0,29717.0,409.0,169.0,585.0,91661.0,239052.0,401654.0,0.0,92.0,11744.0,2671.0,2762.0,895010.0,4,104,257,298,229,18,918,1404,2868.0,10.144999999999992
42486,2019-01-18,50720.0,25081.0,30260.0,1857.0,426.0,638.0,251538.04,271985.0,408784.0,0.0,92.0,11744.0,2640.0,2798.0,878761.0,5,103,256,297,228,17,917,1403,3123.0,12.139999999999993
27641,2019-01-19,42486.0,27610.0,31341.0,322.0,466.0,648.0,730970.0,372511.0,432269.0,0.0,58.0,11744.0,2510.0,2796.0,834091.0,6,102,255,296,227,16,916,1402,3611.0,11.159999999999993
26756,2019-01-20,27641.0,27613.0,31513.0,197.0,493.0,651.0,56165.0,329211.0,413592.0,0.0,0.0,11744.0,2835.0,2895.0,976208.0,7,101,254,295,226,15,915,1401,3433.0,9.210999999999991
9232,2019-01-21,26756.0,28250.0,32403.0,117.0,502.0,654.0,14478.0,264291.0,414074.0,0.0,0.0,11744.0,2851.0,3009.0,971083.0,1,100,253,294,225,14,914,1400,3123.0,9.461399999999994
16388,2019-01-22,9232.0,28326.0,32350.0,14.0,502.0,654.0,23891.0,233340.0,414871.0,996.0,142.0,11777.0,2912.0,3088.0,971557.0,2,99,252,293,224,13,913,1399,3341.0,10.338399999999996
21932,2019-01-23,16388.0,27983.0,32897.0,27.0,420.0,655.0,94945.0,180521.0,418036.0,0.0,142.0,11777.0,2986.0,3175.0,1018448.0,3,98,251,292,223,12,912,1398,3676.0,11.997399999999995
30190,2019-01-24,21932.0,27879.0,33168.0,94.0,375.0,658.0,44252.0,173748.0,386598.0,0.0,142.0,11777.0,3075.0,3037.0,1030735.0,4,97,250,291,222,11,911,1397,3985.0,10.315399999999991
1013,2019-01-25,30190.0,24946.0,32752.0,275.0,149.0,663.0,86102.0,150115.0,355560.0,0.0,142.0,5178.0,2907.0,2872.0,1056841.0,5,96,249,290,221,10,910,1396,3860.0,10.06339999999999
194,2019-01-28,0.0,15751.0,31782.0,0.0,82.0,537.0,0.0,51904.0,324294.0,0.0,199.0,1577.0,2127.0,2313.0,892192.0,1,93,246,287,218,7,907,1393,3219.0,7.593399999999992
