gameid,usd,eur,gbp,jpy,rub,date_acquired
650973,9.89,9.89,8.29,,877.0,2025-02-22
630598,59.99,59.99,49.99,,4697.0,2025-02-22
630699,49.99,49.99,39.99,,4431.0,2025-02-22
650629,,,,,,2025-02-22
630857,4.99,4.99,4.99,,442.0,2025-02-22
643079,24.99,24.99,20.99,,2215.0,2025-02-22
650736,9.99,9.99,8.39,,886.0,2025-02-22
630206,9.99,9.99,8.39,,886.0,2025-02-22
630069,,,,,3545.0,2025-02-22
628986,39.99,39.99,31.99,,3545.0,2025-02-22
628876,24.99,24.99,22.49,,2215.0,2025-02-22
629345,49.99,49.99,39.99,,4431.0,2025-02-22
630344,6.99,6.49,5.35,,620.0,2025-02-22
629165,4.99,4.99,4.99,,442.0,2025-02-22
629028,14.99,14.99,11.99,,1329.0,2025-02-22
629039,12.99,12.99,10.74,,1151.0,2025-02-22
617046,4.99,4.99,4.19,,442.0,2025-02-22
629845,59.99,59.99,44.99,,5318.0,2025-02-22
571644,,,,,,2025-02-22
628949,39.99,,41.74,,,2025-02-22
632516,4.99,4.99,4.99,,442.0,2025-02-22
631821,11.99,11.99,9.99,,1063.0,2025-02-22
632755,24.99,39.99,33.49,,3545.0,2025-02-22
631822,11.99,11.99,9.99,,1063.0,2025-02-22
633478,12.49,12.49,10.49,,1107.0,2025-02-22
631663,29.99,29.99,24.99,,2658.0,2025-02-22
633258,19.99,19.99,16.74,,886.0,2025-02-22
631511,7.99,7.99,6.69,,708.0,2025-02-22
632025,5.99,5.99,5.03,,531.0,2025-02-22
627820,,,,,,2025-02-22
621315,39.99,49.99,34.99,,,2025-02-22
625781,19.99,19.99,16.99,,,2025-02-22
626842,69.99,79.99,69.99,,,2025-02-22
631233,24.99,24.99,19.99,,2215.0,2025-02-22
627198,,,,,,2025-02-22
627879,14.99,14.99,12.49,,1329.0,2025-02-22
627638,7.99,7.99,6.69,,708.0,2025-02-22
630862,9.99,9.99,8.39,,886.0,2025-02-22
551035,4.99,4.99,4.19,,442.0,2025-02-22
333116,19.99,19.99,17.99,,2126.0,2025-02-22
551036,4.99,4.99,4.19,,442.0,2025-02-22
18687,29.99,29.99,24.99,,2658.0,2025-02-22
624824,4.99,19.99,3.39,,1772.0,2025-02-22
625649,4.99,4.99,4.99,,442.0,2025-02-22
625603,19.99,19.99,16.74,,1772.0,2025-02-22
620794,24.99,24.99,20.99,,2215.0,2025-02-22
625926,39.99,39.99,34.99,,3545.0,2025-02-22
625644,11.99,11.99,9.99,,1063.0,2025-02-22
624089,9.99,9.99,9.99,,886.0,2025-02-22
625650,4.99,4.99,4.19,,442.0,2025-02-22
624890,,,,,,2025-02-22
626160,9.99,9.99,8.39,,886.0,2025-02-22
625126,19.99,19.99,16.74,,1772.0,2025-02-22
625125,39.99,,34.99,,,2025-02-22
625131,9.99,,8.39,,886.0,2025-02-22
624465,4.99,4.99,4.19,,442.0,2025-02-22
624825,14.99,14.99,12.49,,1329.0,2025-02-22
628152,39.99,,33.49,,3545.0,2025-02-22
624141,24.99,24.99,24.99,,2126.0,2025-02-22
627693,19.99,19.99,15.98,,1772.0,2025-02-22
628136,24.99,24.99,19.99,,2215.0,2025-02-22
627774,10.99,10.99,9.19,,974.0,2025-02-22
623586,19.99,19.99,16.74,,1772.0,2025-02-22
626427,49.99,49.99,41.74,,,2025-02-22
626814,10.99,10.99,9.19,,974.0,2025-02-22
627145,9.99,9.99,8.39,,886.0,2025-02-22
626392,9.99,9.99,8.39,,886.0,2025-02-22
626509,39.99,39.99,34.99,,3545.0,2025-02-22
627371,9.99,9.99,8.39,,886.0,2025-02-22
627235,19.99,19.99,16.74,,1772.0,2025-02-22
627372,14.99,14.99,12.49,,1329.0,2025-02-22
627366,69.99,79.99,69.99,,,2025-02-22
621195,4.99,4.99,4.19,,442.0,2025-02-22
616978,12.99,12.99,10.99,,1151.0,2025-02-22
620621,9.99,9.99,8.39,,886.0,2025-02-22
620866,24.99,24.99,20.99,,1728.0,2025-02-22
617871,,,,,,2025-02-22
620864,39.99,,34.99,,,2025-02-22
621408,24.99,24.99,20.99,,2215.0,2025-02-22
620463,4.99,4.99,4.19,,442.0,2025-02-22
617519,11.99,11.99,9.99,,1063.0,2025-02-22
619589,49.99,49.99,39.99,,4431.0,2025-02-22
616979,,,,,,2025-02-22
728682,29.99,29.99,24.99,,,2025-02-22
620155,11.99,11.99,9.99,,,2025-02-22
619630,11.99,11.99,9.99,,1063.0,2025-02-22
605306,4.99,4.99,4.19,,442.0,2025-02-22
619344,19.99,19.99,14.99,,1772.0,2025-02-22
619273,22.99,22.99,19.24,,2038.0,2025-02-22
622744,19.99,19.99,16.74,,1772.0,2025-02-22
622767,4.99,4.99,4.19,,442.0,2025-02-22
619265,49.99,49.99,44.99,,4431.0,2025-02-22
622702,59.99,69.99,49.99,,6204.0,2025-02-22
619591,14.99,14.99,12.49,,1329.0,2025-02-22
622683,34.99,34.99,29.99,,3102.0,2025-02-22
622696,9.99,9.99,8.39,,886.0,2025-02-22
619781,59.99,59.99,49.99,,5318.0,2025-02-22
619546,9.99,9.99,8.39,,886.0,2025-02-22
617635,17.99,17.99,14.99,,1595.0,2025-02-22
622673,9.99,9.99,8.39,,886.0,2025-02-22
622603,9.99,9.99,8.39,,886.0,2025-02-22
617598,39.99,39.99,33.49,,3545.0,2025-02-22
584391,39.99,39.99,33.49,,3545.0,2025-02-22
622633,9.59,9.59,7.99,,850.0,2025-02-22
580274,9.99,9.99,8.39,,886.0,2025-02-22
617684,14.99,14.99,12.49,,1329.0,2025-02-22
617518,11.99,11.99,9.99,,1063.0,2025-02-22
591425,4.99,4.99,4.19,,442.0,2025-02-22
617494,7.99,7.99,6.69,,708.0,2025-02-22
617059,9.99,9.99,8.39,,886.0,2025-02-22
617520,11.99,11.99,9.99,,1063.0,2025-02-22
617170,14.99,14.99,11.99,,1329.0,2025-02-22
616628,6.99,6.99,5.79,,620.0,2025-02-22
590914,4.99,4.99,4.19,,442.0,2025-02-22
617517,11.99,11.99,9.99,,1063.0,2025-02-22
617008,,,,,,2025-02-22
617542,19.99,19.99,16.74,,1772.0,2025-02-22
616509,12.99,12.99,10.49,,1151.0,2025-02-22
616977,9.99,9.99,9.99,,886.0,2025-02-22
616626,2.99,2.99,2.49,,265.0,2025-02-22
609944,8.99,8.99,7.99,,797.0,2025-02-22
616159,3.03,3.03,2.51,,269.0,2025-02-22
609167,7.99,7.99,6.69,,708.0,2025-02-22
616429,19.99,19.99,16.74,,1772.0,2025-02-22
616477,49.99,49.99,44.99,,4431.0,2025-02-22
611520,12.99,12.99,10.74,,1151.0,2025-02-22
609327,29.99,,24.99,,,2025-02-22
616942,11.99,11.99,9.99,,1063.0,2025-02-22
615067,19.99,19.99,16.74,,1772.0,2025-02-22
613057,14.99,14.99,12.49,,1329.0,2025-02-22
609682,24.99,24.99,19.99,,2215.0,2025-02-22
614714,19.99,19.99,16.74,,1772.0,2025-02-22
766459,14.99,14.99,12.49,,974.0,2025-02-22
611208,5.99,5.99,5.99,,531.0,2025-02-22
191922,29.99,29.99,4.99,,2658.0,2025-02-22
609918,10.99,10.99,9.19,,974.0,2025-02-22
609670,39.99,39.99,34.99,,3545.0,2025-02-22
141290,29.99,29.99,23.99,,2658.0,2025-02-22
609465,4.99,4.99,4.19,,442.0,2025-02-22
615334,19.99,19.99,16.74,,1772.0,2025-02-22
615069,14.99,14.99,12.49,,1329.0,2025-02-22
766492,8.99,8.99,7.49,,797.0,2025-02-22
614878,4.99,4.99,3.99,,442.0,2025-02-22
574264,4.99,4.99,4.19,,442.0,2025-02-22
614045,9.99,9.99,9.99,,886.0,2025-02-22
613906,9.99,9.99,8.39,,886.0,2025-02-22
524905,29.99,29.99,24.99,,2658.0,2025-02-22
615047,19.99,19.99,16.74,,1772.0,2025-02-22
614712,29.99,,24.99,,,2025-02-22
613310,9.99,9.99,7.99,,886.0,2025-02-22
615253,,,,,,2025-02-22
613803,19.99,19.99,16.74,,,2025-02-22
615189,29.99,29.99,24.99,,2658.0,2025-02-22
612540,69.99,79.99,69.99,,,2025-02-22
493757,29.99,29.99,24.99,,,2025-02-22
611519,9.99,9.99,8.39,,886.0,2025-02-22
612863,24.99,24.99,20.99,,2215.0,2025-02-22
611437,19.99,19.99,16.74,,1772.0,2025-02-22
610622,9.99,9.99,8.39,,886.0,2025-02-22
612780,19.99,19.99,16.74,,106367.0,2025-02-22
612509,14.99,14.99,11.99,,1329.0,2025-02-22
610378,9.99,9.99,8.39,,886.0,2025-02-22
610624,9.99,9.99,8.39,,886.0,2025-02-22
609547,39.99,39.99,34.99,,1772.0,2025-02-22
568568,2.99,2.99,2.51,,265.0,2025-02-22
609995,14.99,14.99,12.49,,1329.0,2025-02-22
609802,7.99,7.99,6.69,,708.0,2025-02-22
610991,19.99,19.99,19.99,,1772.0,2025-02-22
609801,2.99,2.99,2.49,,265.0,2025-02-22
609527,9.99,9.99,7.99,,886.0,2025-02-22
608128,19.99,19.99,16.74,,1772.0,2025-02-22
608325,24.99,24.99,20.99,,2215.0,2025-02-22
608040,19.99,19.99,15.74,,1772.0,2025-02-22
596439,19.99,19.99,15.99,,1772.0,2025-02-22
609289,29.99,29.99,24.99,,2215.0,2025-02-22
608201,23.99,23.99,19.99,,2126.0,2025-02-22
452121,14.99,12.49,10.74,,1594.0,2025-02-22
602511,29.99,29.99,24.99,,2658.0,2025-02-22
596795,14.99,14.99,11.99,,1329.0,2025-02-22
766102,3.99,3.99,3.39,,354.0,2025-02-22
604112,4.99,4.99,4.19,,442.0,2025-02-22
605896,,,,,,2025-02-22
604267,14.99,14.99,14.99,,1329.0,2025-02-22
139469,29.99,29.99,24.99,,2658.0,2025-02-22
607192,6.99,6.99,5.79,,620.0,2025-02-22
577202,4.99,4.99,4.19,,442.0,2025-02-22
596727,19.99,19.99,16.74,,1772.0,2025-02-22
601058,,,,,,2025-02-22
607639,19.99,19.99,16.74,,1772.0,2025-02-22
606786,59.99,69.99,59.99,,5318.0,2025-02-22
607055,39.99,38.99,32.99,,,2025-02-22
605835,13.99,13.99,11.74,,1240.0,2025-02-22
427678,4.99,4.99,4.19,,317.0,2025-02-22
601576,24.99,24.99,20.99,,2215.0,2025-02-22
605513,29.99,29.99,24.99,,2658.0,2025-02-22
605297,9.99,9.99,8.39,,886.0,2025-02-22
604710,8.09,8.09,6.79,,717.0,2025-02-22
606629,14.99,14.99,12.49,,1329.0,2025-02-22
602629,15.99,15.99,13.99,,1417.0,2025-02-22
602687,59.99,59.99,54.98,,5318.0,2025-02-22
606856,5.99,5.79,4.99,,531.0,2025-02-22
437764,9.99,9.99,8.39,,886.0,2025-02-22
605515,4.99,4.99,3.99,,442.0,2025-02-22
604065,12.99,12.99,10.74,,1151.0,2025-02-22
602290,9.99,9.99,8.39,,886.0,2025-02-22
602716,4.99,4.99,3.99,,442.0,2025-02-22
557191,69.99,69.99,,,,2025-02-22
601795,1.24,1.24,1.04,,110.0,2025-02-22
602510,6.99,6.99,5.79,,620.0,2025-02-22
599738,19.99,19.99,16.74,,1772.0,2025-02-22
601100,2.49,2.49,2.09,,221.0,2025-02-22
597116,29.99,29.99,24.99,,2658.0,2025-02-22
596879,29.99,29.99,24.99,,2658.0,2025-02-22
602289,10.99,10.99,9.19,,974.0,2025-02-22
601691,13.99,13.99,11.74,,1240.0,2025-02-22
546543,24.99,23.99,19.99,,2126.0,2025-02-22
499967,24.99,24.99,20.99,,2215.0,2025-02-22
597231,4.99,4.99,4.99,,442.0,2025-02-22
546475,4.99,4.99,4.19,,442.0,2025-02-22
596440,19.99,19.99,16.99,,1772.0,2025-02-22
596500,29.99,29.99,24.99,,2658.0,2025-02-22
590893,,,,,,2025-02-22
3949,,,,,,2025-02-22
595116,19.99,19.99,16.74,,1772.0,2025-02-22
599071,29.99,29.99,24.99,,,2025-02-22
593513,29.99,29.99,24.99,,2392.0,2025-02-22
593735,14.99,14.99,12.49,,1329.0,2025-02-22
591988,39.99,49.99,44.99,,4431.0,2025-02-22
602173,,,,,,2025-02-22
590915,19.99,19.99,14.99,,1772.0,2025-02-22
593760,19.99,17.49,15.49,,1550.0,2025-02-22
594763,9.99,9.99,8.39,,886.0,2025-02-22
594905,16.99,16.99,14.24,,1506.0,2025-02-22
593303,19.99,19.99,16.74,,1772.0,2025-02-22
596217,34.99,34.99,29.99,,2481.0,2025-02-22
595390,29.99,29.99,24.99,,2658.0,2025-02-22
600117,14.99,14.99,12.49,,1329.0,2025-02-22
391731,5.99,5.99,4.99,,531.0,2025-02-22
594420,,,,,,2025-02-22
599961,4.99,4.99,4.19,,442.0,2025-02-22
600118,9.99,9.99,9.99,,886.0,2025-02-22
598612,6.99,6.99,5.79,,620.0,2025-02-22
594973,,,,,,2025-02-22
595297,14.99,14.99,12.49,,1329.0,2025-02-22
598426,9.99,9.99,8.39,,886.0,2025-02-22
598167,16.99,16.99,14.24,,1506.0,2025-02-22
599441,7.49,7.49,6.29,,664.0,2025-02-22
597834,14.99,14.99,12.49,,1329.0,2025-02-22
597832,14.99,14.99,12.49,,1329.0,2025-02-22
593935,4.99,4.99,4.19,,442.0,2025-02-22
593931,2.99,2.99,2.49,,265.0,2025-02-22
598404,17.99,17.99,14.99,,1595.0,2025-02-22
598198,7.49,7.49,6.24,,664.0,2025-02-22
593930,4.99,4.99,4.19,,442.0,2025-02-22
544921,24.99,24.99,19.99,,2215.0,2025-02-22
598065,4.99,4.99,3.99,,442.0,2025-02-22
594252,5.99,5.99,5.99,,531.0,2025-02-22
580031,9.99,9.99,8.39,,886.0,2025-02-22
593425,2.99,2.99,2.49,,265.0,2025-02-22
458577,11.99,11.99,5.99,,1063.0,2025-02-22
591457,4.99,4.99,4.19,,442.0,2025-02-22
592518,4.99,4.99,4.19,,442.0,2025-02-22
592516,9.99,9.99,7.99,,886.0,2025-02-22
592367,19.99,19.99,16.74,,,2025-02-22
590800,8.99,8.99,7.49,,797.0,2025-02-22
583420,18.99,18.99,15.74,,1683.0,2025-02-22
590498,19.99,19.99,16.74,,1772.0,2025-02-22
590649,4.99,4.99,4.19,,442.0,2025-02-22
586884,9.99,9.99,8.39,,886.0,2025-02-22
593635,9.99,9.99,8.99,,886.0,2025-02-22
587482,4.99,4.99,4.19,,442.0,2025-02-22
591456,4.99,4.99,4.19,,442.0,2025-02-22
589331,4.99,4.99,4.99,,442.0,2025-02-22
587212,24.99,24.99,20.99,,2215.0,2025-02-22
460651,39.99,39.99,33.49,,4253.0,2025-02-22
588862,4.99,4.99,4.19,,442.0,2025-02-22
158345,19.99,19.99,15.99,,1772.0,2025-02-22
384924,4.99,4.99,4.19,,442.0,2025-02-22
584963,19.99,19.99,16.74,,1772.0,2025-02-22
589334,1.99,1.99,1.67,,176.0,2025-02-22
589759,4.99,4.99,4.99,,442.0,2025-02-22
589330,2.99,2.99,2.49,,265.0,2025-02-22
589295,14.99,14.99,14.99,,1329.0,2025-02-22
589327,4.99,4.99,4.19,,442.0,2025-02-22
589782,4.99,4.99,4.19,,442.0,2025-02-22
590313,14.99,14.99,12.49,,1329.0,2025-02-22
589561,9.99,9.99,8.39,,886.0,2025-02-22
586167,49.99,59.99,49.99,,5318.0,2025-02-22
589026,19.99,19.49,16.74,,1772.0,2025-02-22
588028,18.99,18.99,15.74,,1683.0,2025-02-22
587783,59.99,59.99,49.99,,5318.0,2025-02-22
587481,4.99,4.99,4.19,,442.0,2025-02-22
589017,9.99,9.99,8.49,,886.0,2025-02-22
588757,,,,,,2025-02-22
587423,39.99,39.99,39.99,,,2025-02-22
587795,59.99,79.99,69.99,,7090.0,2025-02-22
587483,59.99,69.99,59.99,,5318.0,2025-02-22
587351,29.99,29.99,24.99,,2658.0,2025-02-22
586998,14.99,14.99,11.99,,1329.0,2025-02-22
586907,29.99,29.99,24.99,,2658.0,2025-02-22
586815,4.99,4.99,4.99,,442.0,2025-02-22
586131,11.99,11.99,9.99,,1063.0,2025-02-22
494337,6.99,6.99,5.79,,620.0,2025-02-22
584872,19.99,19.99,16.99,,1772.0,2025-02-22
584371,4.99,4.99,4.19,,442.0,2025-02-22
586298,14.99,14.99,12.49,,1329.0,2025-02-22
586492,17.99,17.99,14.99,,1595.0,2025-02-22
583531,9.99,9.99,7.99,,886.0,2025-02-22
585614,19.99,19.99,16.74,,1772.0,2025-02-22
583159,29.99,29.99,24.99,,2658.0,2025-02-22
582401,17.99,17.99,14.99,,1595.0,2025-02-22
582902,9.99,9.99,8.74,,,2025-02-22
525603,4.99,4.99,4.19,,442.0,2025-02-22
583823,,,,,,2025-02-22
582128,39.99,,34.99,,,2025-02-22
581652,19.99,19.99,15.74,,,2025-02-22
582846,69.99,79.99,69.99,,,2025-02-22
580273,3.99,3.99,3.29,,354.0,2025-02-22
579269,19.99,19.99,15.99,,1772.0,2025-02-22
567223,14.99,14.99,12.99,,1329.0,2025-02-22
577454,19.99,19.99,16.74,,1772.0,2025-02-22
579166,9.99,9.99,8.39,,886.0,2025-02-22
580096,9.99,9.99,8.39,,886.0,2025-02-22
578961,29.99,29.99,24.99,,2658.0,2025-02-22
138974,29.99,29.98,24.99,,3189.0,2025-02-22
581818,39.99,39.99,33.49,,3545.0,2025-02-22
581788,14.99,14.99,12.49,,1329.0,2025-02-22
330379,24.99,24.99,19.99,,2215.0,2025-02-22
579989,59.99,59.99,49.99,,5318.0,2025-02-22
581316,59.99,,59.99,,,2025-02-22
558792,,29.99,24.99,,3102.0,2025-02-22
580558,9.99,9.99,8.39,,886.0,2025-02-22
579792,9.99,9.99,8.39,,886.0,2025-02-22
580030,9.99,9.99,8.39,,886.0,2025-02-22
580560,9.99,9.99,8.39,,886.0,2025-02-22
456420,4.99,4.99,4.19,,442.0,2025-02-22
581284,14.99,14.99,12.49,,1329.0,2025-02-22
569384,39.99,39.99,34.99,,3545.0,2025-02-22
580262,,,,,,2025-02-22
581496,5.99,5.99,5.99,,531.0,2025-02-22
579273,19.99,16.99,14.24,,1506.0,2025-02-22
570766,29.99,29.99,24.99,,2304.0,2025-02-22
578631,14.99,14.99,12.99,,1329.0,2025-02-22
579272,5.99,5.99,5.99,,531.0,2025-02-22
566929,25.99,25.99,20.99,,2304.0,2025-02-22
578924,24.99,24.99,20.99,,2215.0,2025-02-22
578895,9.99,9.99,8.39,,886.0,2025-02-22
567567,9.99,9.99,7.99,,886.0,2025-02-22
2153,7.99,6.98,6.39,,849.0,2025-02-22
568571,2.99,2.99,2.49,,265.0,2025-02-22
569319,19.99,19.99,16.74,,1772.0,2025-02-22
569040,19.99,19.99,17.99,,1772.0,2025-02-22
568315,9.99,4.99,4.19,,442.0,2025-02-22
567930,19.99,19.99,16.74,,1772.0,2025-02-22
565151,17.99,,14.99,,1595.0,2025-02-22
567141,13.99,13.99,11.74,,1240.0,2025-02-22
568151,15.99,15.99,12.49,,1417.0,2025-02-22
567972,4.99,4.99,3.99,,442.0,2025-02-22
567939,9.99,8.99,7.49,,797.0,2025-02-22
567082,6.49,6.49,5.39,,575.0,2025-02-22
567019,12.99,12.99,10.74,,1151.0,2025-02-22
566982,4.99,4.99,4.99,,442.0,2025-02-22
418366,29.99,,16.24,,,2025-02-22
2550,,,,,,2025-02-22
577126,9.99,9.99,7.99,,886.0,2025-02-22
571754,4.99,4.99,3.99,,442.0,2025-02-22
565452,,,,,,2025-02-22
1589,,,,,,2025-02-22
1902,19.99,19.99,15.99,,24.0,2025-02-22
564175,,,,,,2025-02-22
560803,49.99,59.99,49.99,,4431.0,2025-02-22
576945,,,,,,2025-02-22
576348,17.99,17.99,12.99,,1595.0,2025-02-22
558123,,,,,,2025-02-22
571551,,,,,,2025-02-22
577366,3.99,3.99,3.29,,354.0,2025-02-22
765647,2.99,2.99,2.49,,265.0,2025-02-22
572760,4.99,4.99,4.99,,442.0,2025-02-22
571922,19.99,19.99,14.99,,1772.0,2025-02-22
572731,4.99,4.99,4.19,,442.0,2025-02-22
574314,,,,,,2025-02-22
572640,14.99,14.99,12.49,,1329.0,2025-02-22
571401,,,,,,2025-02-22
572600,,,,,,2025-02-22
571619,9.99,9.99,8.39,,886.0,2025-02-22
572641,6.99,6.99,5.79,,620.0,2025-02-22
571651,2.49,2.49,1.99,,221.0,2025-02-22
157706,24.99,24.99,19.99,,2215.0,2025-02-22
578121,14.99,14.99,12.49,,1329.0,2025-02-22
485765,4.99,4.99,4.19,,442.0,2025-02-22
574179,4.99,,,,,2025-02-22
1241,,,,,,2025-02-22
578026,9.99,9.99,8.39,,886.0,2025-02-22
477002,,,,,,2025-02-22
577353,6.99,6.99,5.79,,620.0,2025-02-22
571129,9.99,9.99,7.99,,886.0,2025-02-22
577367,9.99,9.99,8.39,,886.0,2025-02-22
576148,3.99,3.99,3.29,,354.0,2025-02-22
576013,19.99,19.99,16.74,,1772.0,2025-02-22
577101,19.99,19.99,16.74,,1772.0,2025-02-22
576474,59.99,59.99,54.99,,5318.0,2025-02-22
559604,39.99,39.99,33.49,,3545.0,2025-02-22
566495,19.99,19.99,16.74,,2126.0,2025-02-22
576280,9.99,9.99,9.99,,886.0,2025-02-22
564736,9.99,9.99,8.39,,886.0,2025-02-22
564735,5.99,5.99,5.99,,531.0,2025-02-22
565844,19.99,19.99,14.99,,1772.0,2025-02-22
558847,,,,,,2025-02-22
556451,19.99,19.99,14.99,,1772.0,2025-02-22
574856,4.99,4.99,4.99,,442.0,2025-02-22
3227,19.99,19.99,17.99,,1721.0,2025-02-22
566220,29.99,29.99,24.99,,2658.0,2025-02-22
558675,14.99,14.99,12.49,,1329.0,2025-02-22
13970,49.99,49.99,34.99,,,2025-02-22
555612,59.99,59.99,49.99,,5318.0,2025-02-22
523765,,,,,,2025-02-22
558385,1.49,1.49,1.24,,132.0,2025-02-22
432395,,,,,,2025-02-22
563543,,,,,,2025-02-22
558623,29.99,29.99,24.99,,2658.0,2025-02-22
559708,14.99,14.99,12.49,,1329.0,2025-02-22
421126,24.99,24.99,20.99,,2215.0,2025-02-22
563544,,,,,,2025-02-22
558812,14.99,14.99,12.49,,1329.0,2025-02-22
410837,19.99,19.99,16.99,,1816.0,2025-02-22
563246,29.99,29.99,24.99,,2658.0,2025-02-22
563321,4.99,4.99,4.99,,442.0,2025-02-22
558409,,,,,,2025-02-22
765646,5.99,5.99,4.99,,531.0,2025-02-22
563545,,,,,,2025-02-22
558553,14.99,14.99,12.49,,1329.0,2025-02-22
558764,19.99,19.99,17.99,,1772.0,2025-02-22
559710,24.99,24.99,20.99,,2215.0,2025-02-22
559328,3.99,3.99,3.29,,354.0,2025-02-22
563631,9.99,9.99,8.39,,886.0,2025-02-22
560351,4.99,4.99,4.19,,442.0,2025-02-22
559297,4.99,4.99,4.99,,442.0,2025-02-22
563096,9.99,9.99,8.39,,886.0,2025-02-22
559327,19.99,19.99,16.99,,1772.0,2025-02-22
6027,,,,,,2025-02-22
505348,,,,,,2025-02-22
557713,9.99,9.99,8.39,,886.0,2025-02-22
555499,19.99,19.99,16.74,,1772.0,2025-02-22
558582,24.99,24.99,22.24,,2215.0,2025-02-22
558828,14.99,14.99,12.49,,1329.0,2025-02-22
558449,39.99,39.99,32.99,,3545.0,2025-02-22
556961,14.99,14.99,12.49,,1329.0,2025-02-22
557961,10.99,10.99,9.99,,974.0,2025-02-22
555329,16.99,16.99,14.24,,1506.0,2025-02-22
558674,14.99,14.99,12.49,,1329.0,2025-02-22
557215,4.99,4.99,4.19,,442.0,2025-02-22
551759,4.99,4.99,4.99,,442.0,2025-02-22
557969,6.99,5.99,5.89,,620.0,2025-02-22
432396,,,,,,2025-02-22
556748,39.99,39.99,33.49,,3545.0,2025-02-22
548223,19.99,19.99,15.99,,1772.0,2025-02-22
554350,14.99,14.99,12.49,,1329.0,2025-02-22
555736,9.99,9.99,8.99,,886.0,2025-02-22
548651,4.99,4.99,4.19,,442.0,2025-02-22
551116,14.99,14.99,11.99,,1329.0,2025-02-22
190727,24.99,24.99,20.99,,2215.0,2025-02-22
3892,,,,,,2025-02-22
1223,9.99,9.99,8.39,,886.0,2025-02-22
555511,14.99,14.99,12.49,,1329.0,2025-02-22
5400,19.99,39.99,31.99,,1772.0,2025-02-22
31220,9.99,9.99,8.39,,1062.0,2025-02-22
555016,14.99,14.99,12.49,,1329.0,2025-02-22
555782,19.99,19.99,16.74,,1772.0,2025-02-22
553707,1.49,1.49,1.24,,132.0,2025-02-22
5738,19.99,39.99,31.99,,1772.0,2025-02-22
555510,9.99,9.99,8.39,,886.0,2025-02-22
6301,,,,,,2025-02-22
553634,29.99,29.99,24.99,,2658.0,2025-02-22
5727,,,,,,2025-02-22
555298,4.99,4.99,4.99,,442.0,2025-02-22
555378,39.99,,32.99,,3545.0,2025-02-22
554855,6.99,6.99,5.79,,620.0,2025-02-22
555768,11.99,11.99,9.99,,1063.0,2025-02-22
555685,59.99,59.99,49.99,,5318.0,2025-02-22
5343,,,,,,2025-02-22
550896,9.99,9.99,8.39,,886.0,2025-02-22
530288,39.99,39.99,33.49,,,2025-02-22
552815,19.99,19.99,14.99,,1772.0,2025-02-22
554481,49.99,49.99,41.74,,4431.0,2025-02-22
549226,39.99,39.99,33.49,,3545.0,2025-02-22
551668,19.99,19.99,16.74,,1772.0,2025-02-22
1230,,,,,,2025-02-22
551318,2.99,4.48,4.19,,530.0,2025-02-22
554246,4.99,4.99,4.19,,442.0,2025-02-22
553371,29.99,,24.99,,,2025-02-22
554956,24.99,24.99,20.99,,2215.0,2025-02-22
549724,19.99,19.99,16.74,,1772.0,2025-02-22
553019,4.99,4.99,4.19,,442.0,2025-02-22
554183,19.99,19.99,16.74,,1772.0,2025-02-22
546724,14.99,14.99,11.99,,,2025-02-22
548414,39.99,39.99,33.49,,1329.0,2025-02-22
553511,4.99,4.99,4.99,,442.0,2025-02-22
529013,19.99,19.99,16.74,,1772.0,2025-02-22
415999,39.99,29.99,34.99,,3545.0,2025-02-22
527735,,,,,,2025-02-22
527733,,,,,,2025-02-22
546945,4.99,4.99,4.19,,442.0,2025-02-22
1884,19.99,19.99,14.99,,877.0,2025-02-22
547465,24.99,24.99,19.99,,,2025-02-22
546040,14.99,12.49,12.49,,1329.0,2025-02-22
552745,24.99,24.99,20.99,,,2025-02-22
3601,,,,,,2025-02-22
1365,,,,,,2025-02-22
550056,,,,,,2025-02-22
530541,18.49,18.49,15.49,,1639.0,2025-02-22
548416,3.99,3.99,3.29,,354.0,2025-02-22
546236,9.99,9.99,8.39,,,2025-02-22
550243,5.99,5.99,4.99,,531.0,2025-02-22
548224,8.39,8.39,6.99,,744.0,2025-02-22
546065,17.49,17.49,14.49,,,2025-02-22
546073,14.99,14.99,12.49,,1329.0,2025-02-22
548609,24.99,24.99,19.99,,2215.0,2025-02-22
1733,39.99,29.99,34.99,,3545.0,2025-02-22
1571,,,,,,2025-02-22
548161,7.99,7.99,6.69,,708.0,2025-02-22
545566,14.99,14.99,12.49,,1329.0,2025-02-22
547364,39.99,,34.99,,,2025-02-22
546254,19.99,19.99,16.74,,1772.0,2025-02-22
2831,39.99,29.99,34.99,,3545.0,2025-02-22
547912,59.99,69.99,59.99,,,2025-02-22
544197,19.99,19.99,14.99,,1772.0,2025-02-22
547276,7.99,9.99,8.34,,886.0,2025-02-22
1242,,,,,,2025-02-22
547116,7.99,9.99,8.34,,886.0,2025-02-22
545615,19.99,19.99,14.99,,1772.0,2025-02-22
529100,,,,,,2025-02-22
544423,59.99,69.99,59.99,,5318.0,2025-02-22
546120,29.99,29.99,24.99,,2658.0,2025-02-22
546188,19.99,19.99,16.74,,1772.0,2025-02-22
542195,4.99,4.99,4.19,,442.0,2025-02-22
545773,19.99,19.99,16.74,,,2025-02-22
395143,,,,,,2025-02-22
445773,12.99,12.99,9.99,,1151.0,2025-02-22
530536,19.99,19.99,16.74,,1772.0,2025-02-22
