gameid,title,developers,publishers,genres,supported_languages,release_date
686280,How to Sing to Open Your Heart Remastered,['ROSEVERTE'],['ROSEVERTE'],['Visual Novel'],,2024-06-28
685961,Garten of Banban 4,['Euphoric Brothers'],['Feardemic'],['Adventure'],,2024-06-25
685644,Blacksad - Under the Skin (Xbox Series),['Pendulo Studios'],['Microids'],['Adventure'],,2024-06-27
688503,Deathchron,['Crescent Moon Games'],['Ratalaika Games'],['Platformer'],,2024-07-12
684966,Bouncy Chicken,"['YeTa Games', 'eastasiasoft']",['eastasiasoft'],['Puzzle'],,2024-07-05
688306,Last Escape: Dead Complex,['Mad Jackal Games'],['Mad Jackal Games'],['Survival Horror'],,2024-10-30
688281,Cosmic Mirage,['HugePixel'],['Desert Water Games'],"[""Shoot 'em up""]",,2024-07-12
688073,Cosmic Mirage,['HugePixel'],['Desert Water Games'],"[""Shoot 'em up""]",,2024-07-12
688305,Aery - Ancient Empires,['EpiXR Games'],['EpiXR Games'],['Adventure'],,2024-08-23
652436,ShapeNeon Chaos,['Beni Games'],['AFIL Games'],"[""Shoot 'em up""]",,2024-02-21
682463,Wild Seas,['DuDeeki Studio'],['AFIL Games'],"['Strategy', 'Tower Defence']",,2024-06-27
688088,Prune & Milo,['Flocons Studio'],['JanduSoft'],['Puzzle'],,2024-07-11
651978,Fossilfuel 2,['DangerousBob Studio'],['DangerousBob Studio'],"['First Person Shooter', 'Action Horror']",,2024-02-23
688072,Cosmic Mirage (Xbox One),['HugePixel'],['Desert Water Games'],"[""Shoot 'em up""]",,2024-07-12
688032,Journey To The Savage Planet: Employee Of The Month,['Raccoon Logic'],['505 Games'],"['First Person Shooter', 'Platformer', 'Metroidvania']",,2024-07-03
688064,FROGUE,['Wired Dreams Studio'],['QUByte Interactive'],"['Action-Adventure', 'Dungeon Crawler']",,2024-06-27
688033,Buried Alive: Breathless Rescue,['Midnight Works'],['Midnight Works'],['Adventure'],,2024-07-23
644631,SENSHI SOKOBAN QUEST,['Yume Game Studio'],['Yume Game Studio'],['Puzzle'],,2024-02-16
618601,FOXES NEED TO EAT,['Yume Game Studio'],['Yume Game Studio'],['Platformer'],,2023-09-08
625306,The Fast Journey,['Rafael Valim Fernandes'],['My Night Sun Games'],['Platformer'],,2023-11-10
612313,Gabriels Worlds The Adventure,['Rafael Valim Fernandes'],['My Night Sun Games'],['Platformer'],,2023-08-11
611063,Fruit Adventure,['Joffre Macedo Neto'],['JM Neto Game Dev'],['Platformer'],,2023-08-11
686886,Overdrive Blaster,['Xeneder Team'],['Xeneder Team'],"[""Shoot 'em up""]",,2024-07-05
686862,Fit My Cat,['RedDeerGames'],['RedDeerGames'],['Puzzle'],,2024-07-03
686772,Hairdresser Simulator,"['ConsoleWay', 'Petard Games']",['Frozen Way'],['Simulation'],,2024-07-25
668079,Electronics Puzzle Lab,"['Sagitta Studios', 'eastasiasoft']",['eastasiasoft'],['Puzzle'],,2024-05-15
501774,BROKEN MIND,['2BAD GAMES'],['2BAD GAMES'],['Survival Horror'],,2022-06-21
672196,Ultra Foodmess 2,"['Painful Smile', 'Riftpoint Entertainment']",['Silesia Games'],['Action'],,2024-05-22
672191,3XTINCTION,['2BAD GAMES'],['2BAD GAMES'],"[""Shoot 'em up""]",,2024-09-04
680572,Backpack Hero,,,,,2024-06-11
660976,The True,,,,,2024-03-27
677918,To The Sky,,,,,2024-05-31
660974,House,,,,,2024-03-29
677920,New Lands,,,,,2024-05-31
622720,The Talos Principle 2,,,,,2023-11-02
668580,Lesson Learned,,,,,2024-05-29
192028,Bloodstained: Ritual of the Night,['ArtPlay'],['505 Games Mobile'],['RPG'],['Portuguese (Brazil)'],2019-06-18
678838,Umbraclaw,,,,,2024-05-30
450890,The Ascent,,,,,2021-07-29
677919,Pool Party,,,,,2024-05-31
634111,1 Square (Windows 10),['Marcus Fernandes'],['Misc.261'],['Puzzle'],,2023-12-01
679907,Colorful Boi Series X|S,,,,,2024-06-07
472252,Winter Sports Games - 4K Edition,,,,,2021-12-21
427047,"Kick it, Bunny!",,,,,2021-02-17
677880,Delusion,,,,,2024-05-24
683516,Trust No One,,,,,2024-06-19
664787,Space Mercenary Defense Force,"['Tom Paradise', 'eastasiasoft']",['eastasiasoft'],"['Roguelite', ""Shoot 'em up""]",,2024-05-01
551317,Super Woden GP,"['ViJuDa', 'eastasiasoft']",['eastasiasoft'],"['Arcade Racing', 'Automobile']",,2022-11-09
670215,The Manga Works,['Kairosoft'],['Kairosoft'],['Management'],,2024-05-02
670182,WW2 Rebuilder,"['Madnetic Games', 'ConsoleWay']",['PlayWay'],['Simulation'],,2024-05-10
624937,Lords of the Fallen,['Hexworks'],['CI Games'],"['Action-RPG', 'Role Playing']",,2023-10-13
670014,Armed and Gelatinous: Couch Edition,['Three Flip Studios'],['Three Flip Studios'],"[""Shoot 'em up""]",,2024-05-02
669663,The Fall of Elena Temple,['GrimTalin'],['GrimTalin'],"['Puzzle', 'Platformer']",,2024-04-30
681611,Everafter Falls,['SquareHusky'],['Akupara Games'],['Management'],,2024-06-20
681306,Detective - Minerva Case,['k148 Game Studio'],['JanduSoft'],['Puzzle'],,2024-06-13
168948,Eternal Card Game,['Dire Wolf Digital'],['Dire Wolf Digital'],['strategy'],,2018-11-21
680258,CityDriver,['ViewApp'],['AeroSoft'],['Simulation'],,2024-06-11
680194,Go Go Jump!!!,"['Manning Media', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,2024-06-26
679706,Sunrise GP,['Garage 5'],['Gamedust'],"['Arcade Racing', 'Automobile']",,2024-06-11
655326,Opaloid Kingdom,['JohnPeppermint'],['Desert Water Games'],['Action-Adventure'],,2024-03-08
679574,"Rolling Hills: Make Sushi, Make Friends",['Catch & Release'],['Humble Games'],['Simulation'],,2024-06-04
679437,Pocket Stables,['Kairosoft'],['Kairosoft'],['Management'],,2024-06-06
679163,Humanity,"['tha', 'Enhance']","['Enhance', 'Limited Run Games']",['Puzzle'],,2024-05-30
678886,GRAVEN,['Slipgate Ironworks'],['Fulqrum Publishing'],['Action-Adventure'],,2024-06-25
677833,Alaskan Road Truckers: Highway Edition,['Road Studio'],"['Green Man Gaming', 'Movie Games']",['Simulation'],,2024-07-11
677654,PuzzMiX,['Inti CREATES'],['Inti CREATES'],['Puzzle'],,2024-05-24
672590,Farlands Journey,['Spell Pie'],['Desert Water Games'],['Platformer'],,2024-05-10
452812,Blind Postman,['DillyFrameGames'],['DillyFrameGames'],['Puzzle'],,2021-09-24
669496,TopSpin 2K25,['Hangar 13'],['2K Games'],"['Sports', 'Tennis']",,2024-04-26
684146,TEVI,"['CreSpirit', 'GemaYue']",['PM Studios'],"['Platformer', 'Metroidvania']",,2024-06-18
668831,Time Trap: Hidden Objects Remastered,['Two Cakes Studio'],['Two Cakes Studio'],['Puzzle'],,2024-05-15
683806,The Star Named EOS,['Silver Lining Studio'],['PLAYISM'],['Puzzle'],,2024-07-23
683517,Paper io 2,['Voodoo'],['QubicGames'],['Action'],,2024-07-05
668642,Paper Dash - City Hustle,['EpiXR Games'],['EpiXR Games'],['Adventure'],,2024-05-24
683515,Pogo Stick Champion,['Petite Games'],['Ratalaika Games'],['Platformer'],,2024-06-21
683285,Hole io,['Voodoo'],['QubicGames'],['Action'],,2024-06-21
668517,"Ready, Steady, Ship!",['Martynas Cibulis'],['Untold Tales'],['Party'],,2024-05-03
13422,Minecraft,['Mojang Studios'],['Xbox Game Studios'],"['Survival', 'Sandbox']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2017-09-20
617131,Train Sim World 4,"['Dovetail Games', 'Rivet Games', 'Skyhook Games', 'TSG', 'Just Trains', 'SimTrack Studios']",['Dovetail Games'],['Simulation'],,2023-09-26
661039,Withering Rooms,['Moonless Formless'],['Perp Games'],['Survival Horror'],,2024-04-05
575931,Atomic Heart,,,,,2023-02-21
19170,Minecraft,['Mojang'],['Microsoft Studios'],['Family'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2017-09-20
673864,Hand in Hand,,,,,2024-05-24
676010,Retaliate,,,,,2024-07-15
673411,Rocket Rumble,,,,,2024-05-23
676828,Senua’s Saga: Hellblade II,,,,,2024-05-21
682439,Flock,,,,,2024-07-16
668082,Farm Tycoon,,,,,2024-04-24
674493,Paper Trail,,,,,2024-05-21
666979,The World After,,,,,2024-04-12
683028,Soul Searching,,,,,2024-07-19
135220,Minecraft,['Mojang Studios'],['Xbox Game Studios'],"['Survival', 'Sandbox']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2017-09-20
668123,Tales of Kenzera: ZAU,['Surgent Studios'],['Electronic Arts'],"['Platformer', 'Metroidvania']",,2024-04-23
668006,Chronicles of Magic: Divided Kingdom (Xbox Version),['The House of Fables'],['Artifex Mundi'],"['Adventure', 'Point & Click']",,2024-05-10
571128,Debtor: Enhanced Edition,"['SharkGames', 'Drageus Games']",['Desert Water Games'],['Platformer'],,2023-02-03
683076,Grand Prix Story,['Kairosoft'],['Kairosoft'],['Management'],,2024-06-20
588120,Catacomb Master,['Alexandr Bondarenko'],['Desert Water Games'],['Platformer'],,2023-04-21
667787,Nine Noir Lives,['Silvernode Games'],['Silvernode Games'],"['Adventure', 'Point & Click']",,2024-04-16
667536,MIDNIGHT Remastered,['Mad Jackal Games'],['Mad Jackal Games'],['Adventure'],,2024-05-08
636711,Ballotron Coolbox,['Cool-Two Interactive'],['Desert Water Games'],['Action'],,2023-12-15
682740,VALORANT,['Riot Games'],['Riot Games'],['First Person Shooter'],,2024-08-02
667114,Argonauts Agency 6: Missing Daughter,['Workroom7'],['8Floor'],['Management'],,2024-04-17
682612,Local News with Cliff Rockslide,"['Horsefly Games', 'Dolores Entertainment']",['Dolores Entertainment'],['Action'],,2024-06-28
666890,Let's! Revolution!,['BUCK'],['BUCK'],"['Puzzle', 'Roguelite']",,2024-04-11
682347,I Am Your President,"['President Studio', '100 Games']",['Ultimate Games'],['Simulation'],,2024-05-08
666767,Pocket Clothier,['Kairosoft'],['Kairosoft'],['Management'],,2024-04-18
666597,Hauntii,['Moonloop Games'],['Firestoke'],"[""Shoot 'em up""]",,2024-05-23
681920,Panzer Paladin,['Tribute Games'],['Tribute Games'],['Platformer'],,2024-06-13
681705,The Hong Kong Massacre,['Vreski'],['Untold Tales'],['Action'],,2024-06-07
672416,Farlands Journey,['Spell Pie'],['Desert Water Games'],['Platformer'],,2024-05-10
681643,FROGUN Encore,['Molegato'],['Top Hat Studios'],['Platformer'],,2024-06-25
677055,The Mermaid of Zennor,['ebi-hime'],['Penguin Pop Games'],['Visual Novel'],,2024-05-22
601882,XDefiant,['Ubisoft - San Francisco'],['Ubisoft Entertainment'],"['Free to Play', 'shooter']",,2024-05-21
676908,Morkull Ragast's Rage,['Disaster Games'],['Selecta Play'],['Action-Adventure'],,2025-01-16
676177,Terminal 81,['David Pateti'],['Sometimes You'],['Adventure'],,2024-05-29
676114,The Glass Staircase,['Puppet Combo'],['Puppet Combo'],['Survival Horror'],,2024-05-24
675949,My Little Pony: A Zephyr Heights Mystery,['Drakhar Studio'],['Outright Games'],['Action-Adventure'],,2024-05-17
675339,Terminal 81,['David Pateti'],['Sometimes You'],['Adventure'],,2024-05-29
674877,F1 24,['Codemasters'],['Electronic Arts'],"['Simulation Racing', 'Automobile', 'Sports']",,2024-05-31
674404,FoxyRush,['BUG-Studio'],['Ratalaika Games'],['Platformer'],,2024-05-17
674145,Not Not - A Brain Buster,['Alt Shift'],['naptime.games'],['Puzzle'],,2024-05-17
674001,Anime Studio Story,['Kairosoft'],['Kairosoft'],['Management'],,2024-05-16
673897,Galacticare,['Brightrock Games'],['CULT Games'],"['Simulation', 'Management']",,2024-05-23
673645,Survive on Raft,['Megame Studio'],['Megame Studio'],['Survival'],,2024-05-22
661436,Deceit 2,['World Makers'],['World Makers'],"['Action Horror', 'Party']",,2024-04-09
661255,Reed 2,['PXLink'],['Ratalaika Games'],['Platformer'],,2024-04-09
636578,Cluedo: The Classic Mystery Game,,,,,2023-12-05
660346,One Last Breath,,,,,2024-03-28
712589,TRIALS of MANA,,,,,2024-09-26
655217,Cybertrash STATYX (Xbox Series X|S),['Uncle Frost Team'],['Sometimes You'],['Platformer'],,2024-03-13
554216,Ship of Fools,,,,,2022-11-22
658909,MotoGP24,,,,,2024-05-02
660581,Dragon's Dogma 2,,,,,2024-03-22
657294,Unicorn Overlord,,,,,2024-03-08
16294,iO,['Gamious'],['Gamious'],"['Action', 'Adventure', 'Racing', 'platformer', 'Flying']","['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Polish', 'Portuguese (Brazil)']",2017-02-14
372434,Bunny Parking,['DillyFrame'],['DillyFrame'],['strategy'],,2020-02-19
660702,Harold Halibut,['Slow Bros.'],['Slow Bros.'],['Adventure'],,2024-04-16
649355,Call of Heroes: Tower Defense,['Bakart Games'],['Bakart Games'],"['Strategy', 'Tower Defence']",,2024-02-16
628141,Call of Toys: Tower Defense!,['Bakart Games'],['Bakart Games'],"['Strategy', 'Tower Defence']",,2023-11-03
659103,Sherlock Purr 2,['COMMANDO PANDA'],['COMMANDO PANDA'],['Puzzle'],,2024-03-15
659056,PJ Masks Power Heroes: Mighty Alliance,['Petoons Studio'],['Outright Games'],"['Platformer', 'On Rails']",,2024-03-15
658610,MLB The Show 24,['San Diego Studio'],['MLB'],"['Sports', 'Baseball']",,2024-03-19
658548,Power of Ten,['Pew Times Three'],['Pew Times Three'],"['Roguelite', ""Shoot 'em up""]",,2024-03-20
657687,Hotel Renovator,['Two Horizons'],['Focus Entertainment'],['Simulation'],,2024-03-12
657406,Adam Wolfe,['Mad Head Games'],['Legacy Games'],"['Adventure', 'Point & Click']",,2024-03-08
657065,S.T.A.L.K.E.R.: Call of Prypiat,['GSC Game World'],['GSC Game World'],"['First Person Shooter', 'Survival', 'Open World']",,2024-03-06
657304,Valiant Hearts: Coming Home,['Ubisoft Montpellier'],['Ubisoft'],['Adventure'],,2024-03-07
656873,Llamasoft: The Jeff Minter Story,['Digital Eclipse'],['Digital Eclipse'],"['Action', 'Collection']",,2024-03-13
656442,WWE 2K24,['Visual Concepts'],['2K Games'],"['Sports', 'Wrestling']",,2024-03-08
655651,Metaball,['Bucketplay'],['Bucketplay'],"['Sports', 'Basketball']",,2024-03-08
655513,Jumbo Airport Story,['Kairosoft'],['Kairosoft'],['Management'],,2024-02-29
655388,Beautiful Sakura: Fitness Club,['Cropware'],['Cropware'],['Visual Novel'],,2024-03-13
655510,Mega Mall Story,['Kairosoft'],['Kairosoft'],['Management'],,2024-02-29
655045,ABRISS - build to destroy,['Randwerk Games'],['astragon Entertainment'],['Sandbox'],,2024-03-07
654173,Manic Mechanics,['4J Studios'],['4J Studios'],['Party'],,2024-03-07
654127,Colorful Boi,['Webnetic'],['Webnetic'],['Platformer'],,2024-03-01
653914,Rock 'N Racing Grand Prix,['Super PowerUp Games'],['Super PowerUp Games'],"['Arcade Racing', 'Automobile']",,2024-03-01
630037,SpellForce: Conquest of Eo,['Owned by Gravity'],['THQ Nordic'],"['Strategy', 'Turn Based']",,2023-11-07
572571,Inkulinati,['Yaza Games'],['Daedalic Entertainment'],"['Strategy', 'Turn Based']",,2024-02-22
653680,Astebros,['Neofid Studios'],['PixelHeart'],['Platformer'],,2024-03-14
635914,Born Of Bread,['WildArts'],['Plug In Digital'],"['Role Playing', 'Turn Based']",,2023-12-05
636019,Paperman: Adventure Delivered,['Secret Item Games'],['Mindscape'],['Platformer'],,2023-12-21
635482,Laika: Aged Through Blood,['Brainwash Gang'],['Headup Games'],"['Platformer', 'Metroidvania']",,2023-12-05
503811,Lab Crisis,['Lovixsama'],['TERNOX'],['Puzzle'],,2022-05-25
635252,Metal Mind,['Whirllaxy Studio'],['E-Home Entertainment'],"['Roguelite', ""Shoot 'em up""]",,2023-12-28
635251,Deleted - Cyber Invasion,['EpiXR Games'],['EpiXR Games'],"['Roguelite', ""Shoot 'em up""]",,2023-12-19
635241,Cave Digger 2,['VRKiwi'],['VRKiwi'],['Simulation'],,2023-12-20
634770,Happy Words,['LAN - GAMES EOOD'],['LAN - GAMES EOOD'],['Card & Board'],,2023-12-08
607723,IceLine,['Hyperbeam Games'],['Desert Water Games'],['Puzzle'],,2023-07-21
607307,IceLine,['Hyperbeam Games'],['Desert Water Games'],['Puzzle'],,2023-07-21
634458,Cards We're Dealt,['Cole Chittim'],['Cole Chittim'],['Survival Horror'],,2023-12-12
635016,Elderand,['Mantra'],['Graffiti Games'],"['Platformer', 'Metroidvania']",,2023-11-30
647509,Welcome to ParadiZe,,,,,2024-02-29
645815,Garden Life,,,,,2024-02-22
634018,Silent Scream,,,,,2023-11-29
645082,Howl,,,,,2024-01-23
649351,Edge of Reality (Xbox Series X|S),['Moon Eclipse'],['Sometimes You'],['Visual Novel'],,2024-02-16
652763,Unlife,,,,,2024-02-23
645271,Those Who Remain.,,,,,2024-01-16
644948,Alone in the Dark,,,,,2024-03-20
634019,Heavy Burden,,,,,2023-11-29
555676,Robolifter,['Flying Islands Team'],['Flying Islands Team'],['Puzzle'],,2022-11-25
633911,Stellar Interface,['ImaginationOverflow'],['ImaginationOverflow'],"[""Shoot 'em up""]",,2023-11-22
634016,Zomborg,"['GrabTheGames', 'GameDevLab']",['Ratalaika Games'],"[""Shoot 'em up""]",,2023-12-01
650453,A Time Traveller's Guide To Past Delicacies (Xbox Series X|S),['Outlands'],['Sometimes You'],['Action'],,2024-02-21
633737,Irem Collection Volume 1,"['Tozai Games', 'Irem']",['ININ Games'],"[""Shoot 'em up"", 'Collection']",,2023-12-07
650194,Classified: France '44,['Absolutely Games'],['Team17 Software'],"['Strategy', 'Turn Based']",,2024-03-05
649920,Aery - Stone Age,['EpiXR Games'],['EpiXR Games'],['Adventure'],,2024-02-23
649352,Edge of Reality,['Moon Eclipse'],['Sometimes You'],['Visual Novel'],,2024-02-16
649509,The Tales of Bayun,['FlyinDogs'],['Samustai'],['Visual Novel'],,2024-02-09
649350,Deathly Dangerous,['HugePixel'],['ChiliDog Interactive'],"[""Shoot 'em up""]",,2024-02-09
649121,High Sea Saga DX,['Kairosoft'],['Kairosoft'],['Management'],,2024-02-01
648424,PlateUp!,['It’s happening'],['Yogscast Games'],"['Roguelite', 'Party']",,2024-02-15
638957,Amazing Maze,['Lucky Raccoon Games'],['Lucky Raccoon Games'],['Puzzle'],,2023-12-15
647863,Adrian's Tale,['Badri Bebua'],['Badri Bebua'],['Action-Adventure'],,2024-02-02
647679,Dreamland Solitaire,['Alawar Entertainment'],['ChiliDog Interactive'],['Card & Board'],,2024-02-02
647791,while True: learn(),['Luden.io'],['Luden.io'],['Puzzle'],,2024-01-26
647441,The House of Da Vinci,['Blue Brain Games'],['Blue Brain Games'],['Puzzle'],,2024-01-25
647442,Mustache In Hell,['IdunaSoft'],['QUByte Interactive'],"[""Shoot 'em up""]",,2024-02-08
646768,REVEIL,['Pixelsplit'],['Daedalic Entertainment'],['Adventure'],,2024-03-06
646387,sCATch 2: The Painter Cat,['Colossus Game Studio'],['Colossus Game Studio'],['Puzzle'],,2024-01-26
646386,Croc's World 4,['Sprakelsoft'],['Sprakelsoft'],['Platformer'],,2024-01-26
645997,Mighty Aphid 2,['Cascadia Games'],['Cascadia Games'],['Run & Gun'],,2024-02-02
653403,House Flipper 2,['Frozen District'],"['Frozen District', 'Merge Games']",['Simulation'],,2024-04-10
645899,Lords of Exile,['Squidbit Works'],['PID Games'],['Platformer'],,2024-02-14
645724,Shalnor Legends 2: Trials of Thunder,['Johnny Ostad'],['Johnny Ostad'],['Action-Adventure'],,2024-01-24
645723,Rising Lords,['Argonwood'],['Deck13 Interactive'],"['Strategy', 'Turn Based']",,2024-01-18
645721,Turnip Boy Robs a Bank,['Snoozy Kazoo'],['Graffiti Games'],"[""Shoot 'em up""]",,2024-01-18
645425,Mage and Monsters,['Lasse Zacho Malver'],['Malvzach Games'],['Roguelite'],,2024-01-17
433250,RetroMania Wrestling,['Retrosoft Studios'],['Retrosoft Studios'],"['Sports', 'Wrestling']",,2021-03-23
645230,Manitas Kitchen,['Little Arrow Games'],['Entalto Studios'],['Party'],,2024-02-09
653132,Return to Grace,['Creative Bytes Studios'],['Creative Bytes Studios'],['Adventure'],,2024-02-20
653003,Xatrom Command,['9Ratones'],['Ratalaika Games'],"[""Shoot 'em up""]",,2024-03-08
652767,qomp2,['Graphite Lab'],['Atari'],['Action'],,2024-02-20
652431,Horror Gallery,['EpiXR Games'],['EpiXR Games'],['Adventure'],,2024-03-08
644499,Witch Rise,['lightUP'],['Ratalaika Games'],['First Person Shooter'],,2024-01-19
644289,Knights of Grayfang,['EXE-CREATE'],['KEMCO'],"['Role Playing', 'Turn Based']",,2024-01-19
652173,the World According to Girl,['yondray'],['Amata'],"['Roguelite', 'Collectable Card Game']",,2024-02-15
652067,GUNVOLT RECORDS: Cychronicle,['Inti CREATES'],['Inti CREATES'],['Music & Rhythm'],,2024-02-15
651963,Master Maker 3D Ultimate,"['DERIK DF', 'eastasiasoft']",['eastasiasoft'],"['Platformer', 'Sandbox']",,2024-03-20
417202,Comanche,"['Nukklear', 'Ashborne Games']",['THQ Nordic'],"['Aerial', 'Vehicular Combat']",,2021-08-26
548186,Coral Island (Game Preview),,,,,2022-10-11
629567,The Invincible,,,,,2023-11-06
