Employee_ID,MBTI,Dimension_EI,Dimension_SN,Dimension_TF,Dimension_JP,Department,Role,Seniority,Tenure_Years,AI_Tool_Usage_Daily_Hours,AI_Tool_Preference,Tool_Adoption_Score,Meeting_Hours_Weekly,Focus_Time_Hours_Weekly,Collaboration_Intensity,Context_Switching_Index,Project_Completion_Rate,Process_Adherence_Score,Innovation_Output_Score,Stakeholder_Satisfaction_Score,Weekly_Report_Submission_Offset,Overtime_Hours_Weekly,Learning_Hours_Monthly,Rework_Rate_Percent
EMP1492,ISFJ,Introvert,Sensing,Feeling,Judging,Marketing,Growth,Mid,2.9,3.1,Code Assistant,59.8,14.1,19.7,61.2,2.7,77.2,87.0,61.3,62.1,3.8,0.4,6.0,7.6
EMP1493,INTJ,Introvert,Intuitive,Thinking,Judging,Operations,Ops,Senior,6.1,3.2,Search/Research,65.8,12.2,25.2,43.6,2.9,77.8,82.8,78.5,74.2,5.9,3.0,12.4,4.1
EMP1494,ISFJ,Introvert,Sensing,Feeling,Judging,Sales,Account Manager,Senior,7.1,1.6,LLM Chatbot,53.5,13.7,23.7,67.5,4.4,73.4,79.1,43.0,75.6,1.2,3.2,9.4,1.0
EMP1495,ESFJ,Extravert,Sensing,Feeling,Judging,R&D,Data,Mid,2.3,4.3,Visualization,70.9,9.3,17.8,70.7,4.2,96.2,85.0,49.8,72.2,4.9,6.9,3.0,6.3
EMP1496,ISFP,Introvert,Sensing,Feeling,Perceiving,Marketing,Content,Senior,8.0,1.9,Automation Script,56.3,14.0,12.5,59.5,7.5,37.4,46.3,47.7,67.0,-7.5,0.4,8.6,11.8
EMP1497,ENFP,Extravert,Intuitive,Feeling,Perceiving,Operations,Ops,Senior,5.1,2.7,Search/Research,54.0,7.0,13.5,74.6,8.5,90.4,52.1,60.1,72.5,0.9,7.3,6.5,8.8
EMP1498,ENTP,Extravert,Intuitive,Thinking,Perceiving,HR,HRBP,Mid,4.1,1.2,Search/Research,50.5,18.7,12.8,72.8,6.6,71.4,36.6,65.2,69.4,-4.5,8.6,7.7,6.2
EMP1499,ESTP,Extravert,Sensing,Thinking,Perceiving,R&D,QA,Senior,5.5,2.8,Code Assistant,43.1,5.1,13.0,68.2,8.8,47.7,40.8,51.6,60.1,4.2,3.4,9.2,8.6
EMP1500,ESTP,Extravert,Sensing,Thinking,Perceiving,Sales,Account Manager,Junior,0.9,2.7,Search/Research,44.8,14.4,12.3,75.8,6.9,65.6,49.7,43.1,78.4,5.5,0.5,7.7,13.3
EMP1501,ISTP,Introvert,Sensing,Thinking,Perceiving,R&D,Backend,Senior,6.6,4.2,Visualization,64.3,8.9,17.2,51.2,4.8,59.9,45.7,57.0,51.6,2.2,3.2,7.4,9.2
EMP1502,ISTJ,Introvert,Sensing,Thinking,Judging,Marketing,Content,Mid,2.3,2.6,Automation Script,46.1,7.0,23.9,63.4,5.4,87.6,85.0,38.0,70.9,7.1,1.7,6.7,3.8
EMP1503,ENFP,Extravert,Intuitive,Feeling,Perceiving,Marketing,Brand,Mid,2.1,2.0,Visualization,69.7,14.2,12.3,89.0,7.6,75.5,25.5,76.6,61.7,1.3,0.2,9.9,15.3
EMP1504,INTP,Introvert,Intuitive,Thinking,Perceiving,R&D,Backend,Mid,4.5,4.4,LLM Chatbot,59.4,4.4,23.6,40.8,7.0,86.0,38.1,68.6,52.9,-2.3,3.8,9.5,9.8
EMP1505,INTP,Introvert,Intuitive,Thinking,Perceiving,Marketing,Content,Senior,5.2,3.0,LLM Chatbot,82.0,12.4,15.3,64.6,8.1,86.2,39.9,61.2,71.3,-3.1,5.8,10.2,11.8
EMP1506,ISTJ,Introvert,Sensing,Thinking,Judging,Sales,Account Manager,Senior,5.2,2.3,Search/Research,52.0,18.2,17.3,41.7,3.7,81.3,83.5,41.1,64.6,7.5,0.6,9.0,5.0
EMP1507,ISTP,Introvert,Sensing,Thinking,Perceiving,HR,HRBP,Mid,4.7,2.5,LLM Chatbot,46.9,17.4,9.1,67.5,4.5,66.7,71.1,42.0,63.3,-2.9,3.9,5.8,13.8
EMP1508,INTJ,Introvert,Intuitive,Thinking,Judging,HR,Recruiter,Mid,4.3,3.4,Search/Research,61.2,15.3,19.4,56.9,0.0,86.7,62.2,73.2,81.5,1.4,0.8,12.1,4.7
EMP1509,ENTP,Extravert,Intuitive,Thinking,Perceiving,Sales,Account Manager,Junior,0.3,2.2,Automation Script,62.5,17.5,13.0,70.9,9.9,78.9,35.0,83.4,70.8,-0.6,7.2,6.5,13.3
EMP1510,INFP,Introvert,Intuitive,Feeling,Perceiving,Sales,Account Manager,Senior,6.6,2.0,Automation Script,39.8,12.1,15.7,60.9,6.1,35.5,44.3,73.6,70.3,2.4,0.1,10.6,11.6
EMP1511,ENTP,Extravert,Intuitive,Thinking,Perceiving,Product,UX Research,Senior,5.8,2.8,Search/Research,80.9,9.1,20.9,57.7,7.5,38.0,46.5,72.6,54.6,1.1,0.8,9.3,10.9
EMP1512,ENTJ,Extravert,Intuitive,Thinking,Judging,Sales,Account Manager,Senior,6.3,3.5,LLM Chatbot,51.9,17.8,11.8,86.7,4.7,87.2,58.8,67.7,73.5,3.8,0.2,3.5,6.5
EMP1513,ISTP,Introvert,Sensing,Thinking,Perceiving,HR,HRBP,Senior,5.1,1.1,Visualization,76.2,18.6,13.8,79.5,3.8,77.6,83.6,53.6,59.5,1.5,1.3,4.3,11.1
EMP1514,ISFJ,Introvert,Sensing,Feeling,Judging,HR,Recruiter,Mid,4.2,1.5,Automation Script,50.1,14.0,24.1,79.7,3.1,92.8,95.0,34.0,79.9,3.6,0.7,9.3,2.5
EMP1515,ESTP,Extravert,Sensing,Thinking,Perceiving,R&D,Data,Mid,2.5,4.6,Search/Research,51.8,13.2,9.8,66.8,10.0,68.8,52.3,50.3,66.7,1.1,4.4,11.7,12.1
EMP1516,ISFJ,Introvert,Sensing,Feeling,Judging,Operations,Ops,Lead,13.8,2.3,Automation Script,38.4,13.2,28.8,61.4,0.0,78.6,78.5,21.6,73.1,3.4,3.4,4.2,5.3
EMP1517,ENFJ,Extravert,Intuitive,Feeling,Judging,Sales,Account Manager,Junior,1.1,2.3,LLM Chatbot,62.3,19.5,15.0,77.6,4.9,71.1,69.8,47.1,71.5,6.2,0.0,10.1,9.3
EMP1518,ESTP,Extravert,Sensing,Thinking,Perceiving,HR,HRBP,Mid,3.3,2.6,LLM Chatbot,50.2,17.0,10.6,65.8,6.7,85.2,58.2,33.1,71.9,2.5,2.6,6.5,9.2
EMP1519,INFP,Introvert,Intuitive,Feeling,Perceiving,Marketing,Content,Mid,4.1,2.6,Code Assistant,83.4,10.3,25.5,70.7,7.8,73.2,31.2,95.0,69.4,2.7,7.0,9.9,9.8
EMP1520,INFP,Introvert,Intuitive,Feeling,Perceiving,Sales,SDR,Senior,7.2,1.6,LLM Chatbot,54.5,14.7,17.0,47.7,6.0,51.7,44.7,67.8,85.1,2.6,3.0,4.5,6.8
EMP1521,ISFP,Introvert,Sensing,Feeling,Perceiving,R&D,Data,Mid,4.7,4.4,Code Assistant,64.8,7.5,14.6,45.1,5.3,51.4,59.9,52.3,62.1,-4.5,4.0,10.9,10.2
EMP1522,ESFP,Extravert,Sensing,Feeling,Perceiving,Sales,Account Manager,Lead,12.6,2.2,Visualization,46.1,23.4,10.1,83.4,8.1,78.7,63.3,53.0,68.6,0.3,2.1,4.9,8.5
EMP1523,INTP,Introvert,Intuitive,Thinking,Perceiving,Operations,Supply Ops,Lead,10.4,2.6,LLM Chatbot,32.1,13.9,25.5,46.3,5.6,65.2,42.9,84.0,69.8,3.4,2.7,7.7,4.2
EMP1524,INFJ,Introvert,Intuitive,Feeling,Judging,Marketing,Content,Senior,5.4,3.0,LLM Chatbot,48.5,14.2,27.6,81.7,3.8,92.0,72.2,75.8,90.2,8.6,1.6,9.1,6.1
EMP1525,ESTP,Extravert,Sensing,Thinking,Perceiving,R&D,Frontend,Lead,9.8,3.8,Code Assistant,49.9,9.6,11.7,63.8,8.7,61.2,53.4,62.2,62.8,-4.4,10.3,7.6,1.9
EMP1526,ENTJ,Extravert,Intuitive,Thinking,Judging,R&D,Backend,Senior,7.7,5.3,LLM Chatbot,73.5,10.4,18.8,75.1,3.3,97.8,78.7,77.5,83.3,6.2,4.6,10.1,7.5
EMP1527,ISFJ,Introvert,Sensing,Feeling,Judging,Product,PM,Mid,3.1,4.5,LLM Chatbot,54.8,13.5,23.9,47.9,0.2,85.8,84.6,42.8,78.6,7.1,0.3,7.1,2.9
EMP1528,ISFP,Introvert,Sensing,Feeling,Perceiving,HR,HRBP,Mid,2.8,1.4,Automation Script,40.4,19.9,13.7,59.7,2.8,89.8,74.2,27.5,60.4,-0.4,1.9,7.2,12.8
EMP1529,ENFJ,Extravert,Intuitive,Feeling,Judging,HR,Recruiter,Mid,4.1,2.7,LLM Chatbot,69.2,12.1,19.6,77.2,2.5,71.5,73.4,70.9,70.6,5.3,5.3,6.7,5.4
EMP1530,ESFP,Extravert,Sensing,Feeling,Perceiving,Operations,Supply Ops,Junior,1.4,1.3,Visualization,59.5,11.9,18.5,74.5,6.7,90.4,61.8,48.6,70.2,6.1,5.1,9.1,15.2
EMP1531,INFJ,Introvert,Intuitive,Feeling,Judging,Product,UX Research,Senior,5.3,3.9,LLM Chatbot,69.7,7.1,24.1,58.4,2.6,97.7,49.1,73.9,69.3,7.2,1.6,8.1,9.3
EMP1532,INTP,Introvert,Intuitive,Thinking,Perceiving,Sales,Account Manager,Lead,8.2,3.2,Search/Research,64.5,23.8,11.9,51.0,6.9,45.1,28.6,58.2,65.8,-2.7,2.7,10.8,4.7
EMP1533,ENTJ,Extravert,Intuitive,Thinking,Judging,Product,PM,Lead,10.9,3.6,Search/Research,48.5,14.3,18.6,70.0,3.4,64.1,62.7,63.7,64.0,1.5,4.9,11.2,10.1
EMP1534,ISTJ,Introvert,Sensing,Thinking,Judging,R&D,Frontend,Senior,6.1,3.0,Automation Script,84.6,6.4,27.6,53.9,3.2,80.9,74.7,45.2,65.5,6.6,7.3,7.3,11.4
EMP1535,ISTP,Introvert,Sensing,Thinking,Perceiving,Sales,Account Manager,Mid,2.9,2.0,Search/Research,46.9,13.8,14.3,55.1,7.9,75.5,51.2,41.9,70.4,3.7,3.4,9.0,6.6
EMP1536,INTJ,Introvert,Intuitive,Thinking,Judging,Product,Design,Mid,2.3,4.1,Automation Script,72.0,10.6,21.0,43.3,1.1,86.9,60.4,62.5,64.1,4.3,0.7,10.7,7.4
EMP1537,INTJ,Introvert,Intuitive,Thinking,Judging,Product,PM,Lead,14.9,4.2,Visualization,70.4,6.4,21.7,50.8,2.1,89.7,69.7,86.4,67.7,7.7,2.6,10.1,4.5
EMP1538,ESTJ,Extravert,Sensing,Thinking,Judging,Sales,SDR,Senior,7.9,2.4,Automation Script,59.4,21.4,7.7,74.6,7.2,100.0,92.5,22.5,72.0,3.3,3.9,8.4,4.0
EMP1539,ISTP,Introvert,Sensing,Thinking,Perceiving,Product,PM,Mid,2.4,3.2,Visualization,61.5,8.5,21.8,38.3,7.4,55.6,51.8,70.1,54.2,1.9,0.6,6.0,9.7
EMP1540,INTP,Introvert,Intuitive,Thinking,Perceiving,HR,HRBP,Lead,12.0,2.2,LLM Chatbot,57.7,15.0,21.5,61.9,5.2,56.0,46.4,72.4,61.1,-4.4,2.1,8.7,1.3
EMP1541,INFP,Introvert,Intuitive,Feeling,Perceiving,Product,PM,Mid,4.1,3.8,Visualization,73.9,10.3,15.8,65.9,4.9,65.1,48.2,74.3,62.2,4.1,4.6,14.9,7.4
EMP1542,ESTJ,Extravert,Sensing,Thinking,Judging,Sales,AE,Mid,2.5,1.8,LLM Chatbot,59.0,21.4,19.0,59.7,3.7,81.7,77.8,39.6,78.6,0.7,0.3,4.0,10.3
EMP1543,ESTP,Extravert,Sensing,Thinking,Perceiving,Product,PM,Mid,3.6,3.4,LLM Chatbot,62.8,13.9,8.8,68.8,4.4,81.0,75.2,50.4,46.9,3.1,2.3,10.4,9.3
EMP1544,INTJ,Introvert,Intuitive,Thinking,Judging,R&D,Backend,Lead,9.2,4.5,Search/Research,67.6,13.5,16.0,44.2,0.0,88.8,49.1,80.3,79.2,8.5,11.3,7.5,6.6
EMP1545,ISFJ,Introvert,Sensing,Feeling,Judging,Operations,Ops,Mid,3.2,0.9,Visualization,41.1,5.6,24.3,77.8,1.0,89.1,89.3,25.7,72.6,7.8,2.8,4.8,9.0
EMP1546,ESFP,Extravert,Sensing,Feeling,Perceiving,Product,Design,Lead,9.6,3.5,LLM Chatbot,61.4,13.2,13.0,72.0,10.0,49.8,51.8,70.6,56.0,-1.9,8.7,7.5,12.8
EMP1547,INFJ,Introvert,Intuitive,Feeling,Judging,R&D,QA,Mid,2.8,4.0,Code Assistant,77.1,8.2,16.3,54.8,0.3,96.2,65.6,55.3,84.0,4.7,5.4,8.0,6.0
EMP1548,ISFJ,Introvert,Sensing,Feeling,Judging,Marketing,Brand,Lead,10.1,1.9,Visualization,48.2,10.8,30.3,56.2,2.2,88.3,71.2,34.4,78.9,6.0,2.5,5.9,6.8
EMP1549,ESTP,Extravert,Sensing,Thinking,Perceiving,HR,Recruiter,Lead,11.1,2.3,Automation Script,29.0,23.7,6.0,60.0,9.0,95.7,57.4,47.5,66.0,0.9,10.2,3.7,6.4
EMP1550,ESTP,Extravert,Sensing,Thinking,Perceiving,HR,Recruiter,Senior,5.3,1.0,LLM Chatbot,44.0,19.3,8.9,76.0,8.0,33.8,66.3,48.4,64.9,-2.2,0.2,7.4,5.4
EMP1551,INFJ,Introvert,Intuitive,Feeling,Judging,Operations,Supply Ops,Junior,1.7,1.7,Automation Script,50.4,9.9,21.6,61.8,1.0,71.3,87.6,55.8,83.1,3.2,4.6,10.2,7.3
EMP1552,ESTP,Extravert,Sensing,Thinking,Perceiving,Product,PM,Mid,3.5,4.6,Code Assistant,61.3,12.0,12.3,39.0,9.1,35.1,63.4,40.7,54.4,-5.8,2.2,10.5,9.7
EMP1553,ISFJ,Introvert,Sensing,Feeling,Judging,R&D,Frontend,Lead,8.9,3.7,Code Assistant,36.8,7.4,32.9,43.3,0.0,79.3,93.1,50.7,83.5,5.4,5.1,6.6,2.8
EMP1554,ISFJ,Introvert,Sensing,Feeling,Judging,R&D,QA,Mid,4.8,3.7,LLM Chatbot,73.7,10.6,22.9,63.8,0.0,79.6,86.0,38.5,75.6,7.5,3.4,9.5,10.8
EMP1555,INTP,Introvert,Intuitive,Thinking,Perceiving,Operations,Supply Ops,Mid,2.6,3.2,Code Assistant,54.1,8.5,14.3,53.7,2.9,82.5,53.8,55.5,70.8,2.8,2.2,8.9,15.6
EMP1556,ISFJ,Introvert,Sensing,Feeling,Judging,Marketing,Growth,Lead,10.0,2.9,Search/Research,47.7,16.6,18.1,69.3,3.4,98.1,87.6,55.5,83.8,2.3,3.4,0.0,3.3
EMP1557,ESFP,Extravert,Sensing,Feeling,Perceiving,HR,L&D,Junior,1.7,2.5,LLM Chatbot,52.0,20.7,7.5,87.5,7.0,46.5,64.8,41.2,68.6,0.8,4.2,3.4,11.1
EMP1558,INTP,Introvert,Intuitive,Thinking,Perceiving,HR,L&D,Lead,12.9,2.8,LLM Chatbot,44.0,16.4,19.0,50.6,7.2,71.0,49.8,61.5,72.7,-2.4,2.0,6.2,9.8
EMP1559,ISFJ,Introvert,Sensing,Feeling,Judging,HR,Recruiter,Senior,5.0,2.1,Automation Script,55.3,18.4,15.8,75.5,1.4,95.6,87.5,29.9,82.2,6.7,0.2,7.3,8.9
EMP1560,ESFJ,Extravert,Sensing,Feeling,Judging,Marketing,Content,Lead,9.9,3.6,Visualization,35.3,20.6,6.5,84.4,7.0,97.8,80.0,52.1,85.9,8.3,2.0,4.8,6.9
EMP1561,ESFJ,Extravert,Sensing,Feeling,Judging,Operations,Supply Ops,Senior,6.8,2.1,Visualization,55.9,12.1,20.9,65.4,6.9,81.2,85.5,51.3,74.4,7.6,1.6,4.1,1.0
EMP1562,ISFJ,Introvert,Sensing,Feeling,Judging,Sales,Account Manager,Senior,6.0,1.9,Search/Research,49.0,17.8,21.5,68.3,1.2,93.1,88.0,43.8,83.8,5.2,0.9,7.1,1.0
EMP1563,INFP,Introvert,Intuitive,Feeling,Perceiving,Operations,Finance Ops,Lead,13.3,3.4,Search/Research,61.8,13.4,16.2,71.7,4.1,76.0,41.0,47.9,62.8,1.1,2.7,6.1,3.5
EMP1564,ENTP,Extravert,Intuitive,Thinking,Perceiving,Sales,SDR,Senior,5.2,2.2,Visualization,75.4,18.5,11.4,92.8,8.9,34.4,46.7,75.4,58.6,0.4,1.9,5.4,5.4
EMP1565,ESTJ,Extravert,Sensing,Thinking,Judging,Sales,AE,Mid,3.7,2.2,Search/Research,47.7,19.7,16.3,82.8,5.2,86.2,84.5,43.1,66.7,5.4,2.8,8.9,4.9
EMP1566,ESTP,Extravert,Sensing,Thinking,Perceiving,Sales,Account Manager,Senior,8.0,1.4,Code Assistant,59.0,22.2,6.0,76.2,8.4,54.2,49.8,36.9,55.7,-2.5,2.6,7.1,10.7
EMP1567,ISFP,Introvert,Sensing,Feeling,Perceiving,Operations,Ops,Junior,1.4,1.8,LLM Chatbot,44.8,11.2,15.2,52.1,2.8,42.8,63.7,43.7,69.2,-0.8,0.6,10.8,7.9
EMP1568,ENFJ,Extravert,Intuitive,Feeling,Judging,HR,Recruiter,Mid,4.4,1.7,Search/Research,55.0,17.6,12.7,84.6,3.8,82.9,72.5,55.6,73.7,2.8,2.3,8.5,9.9
EMP1569,ESFP,Extravert,Sensing,Feeling,Perceiving,Marketing,Growth,Mid,2.3,1.9,Search/Research,39.7,18.9,10.1,88.9,8.7,26.1,64.8,77.3,61.7,-0.6,1.2,4.1,11.7
EMP1570,ENFJ,Extravert,Intuitive,Feeling,Judging,Product,Design,Mid,2.4,3.3,LLM Chatbot,61.9,13.9,8.9,77.3,4.0,75.4,47.3,57.3,74.4,5.2,2.1,10.9,1.0
EMP1571,ENFJ,Extravert,Intuitive,Feeling,Judging,Marketing,Growth,Senior,5.4,2.4,LLM Chatbot,65.5,17.9,13.0,84.2,8.1,96.7,60.8,77.5,78.5,6.4,1.1,8.8,4.9
EMP1572,INFP,Introvert,Intuitive,Feeling,Perceiving,HR,HRBP,Mid,4.3,2.6,Visualization,68.7,17.3,9.6,63.4,4.9,37.8,65.8,57.6,66.2,-6.2,0.8,5.7,13.3
EMP1573,ENFJ,Extravert,Intuitive,Feeling,Judging,Sales,AE,Senior,6.2,2.5,Visualization,62.4,15.4,20.9,80.7,4.9,97.0,73.2,78.1,98.0,6.2,1.9,6.8,8.2
EMP1574,INTP,Introvert,Intuitive,Thinking,Perceiving,Operations,Supply Ops,Lead,12.3,2.2,Search/Research,52.9,10.2,16.4,46.4,6.5,61.5,46.9,66.7,51.9,6.6,2.3,7.0,9.4
EMP1575,INFP,Introvert,Intuitive,Feeling,Perceiving,Operations,Finance Ops,Senior,5.4,2.3,Search/Research,67.3,14.7,15.9,57.7,5.7,40.6,51.5,71.0,68.1,8.3,0.8,8.3,11.1
EMP1576,ISFJ,Introvert,Sensing,Feeling,Judging,R&D,QA,Senior,6.4,2.6,Automation Script,39.2,12.6,20.6,45.6,4.7,90.1,86.5,38.6,78.8,3.8,4.0,8.4,5.0
EMP1577,ENTP,Extravert,Intuitive,Thinking,Perceiving,Marketing,Content,Lead,8.7,2.7,LLM Chatbot,66.7,19.8,17.6,64.9,8.8,68.2,39.4,95.0,62.1,1.3,3.9,9.0,10.0
EMP1578,ENFJ,Extravert,Intuitive,Feeling,Judging,Sales,Account Manager,Mid,3.3,1.8,Search/Research,70.0,17.4,17.7,87.8,5.6,82.9,63.4,56.4,83.7,2.3,2.1,8.0,2.5
EMP1579,ESTJ,Extravert,Sensing,Thinking,Judging,Marketing,Content,Mid,2.1,2.9,Visualization,34.2,15.8,11.8,83.5,7.5,38.0,78.4,39.7,58.5,1.4,2.8,3.1,4.8
EMP1580,ENTJ,Extravert,Intuitive,Thinking,Judging,R&D,QA,Senior,5.2,4.3,Code Assistant,82.1,13.7,14.7,54.1,5.6,89.6,74.7,73.2,71.9,2.0,3.0,13.2,7.4
EMP1581,ENFP,Extravert,Intuitive,Feeling,Perceiving,Sales,SDR,Mid,4.4,3.3,Code Assistant,51.8,22.8,15.8,84.3,8.0,84.1,44.9,67.3,75.0,0.3,0.7,10.8,8.3
EMP1582,ENFJ,Extravert,Intuitive,Feeling,Judging,Product,UX Research,Mid,3.2,3.6,Visualization,74.4,12.8,28.1,78.4,3.8,68.3,65.5,95.0,76.2,2.7,8.6,11.1,10.8
EMP1583,ENTJ,Extravert,Intuitive,Thinking,Judging,Marketing,Content,Mid,3.2,2.5,Visualization,64.0,11.4,16.8,85.1,4.0,69.4,62.9,53.2,66.4,3.9,0.0,9.6,2.5
EMP1584,ESTJ,Extravert,Sensing,Thinking,Judging,Product,Design,Junior,1.5,2.7,Automation Script,71.3,14.1,13.5,50.1,5.7,93.9,72.4,67.6,70.0,5.8,0.7,10.5,4.4
EMP1585,ISTP,Introvert,Sensing,Thinking,Perceiving,HR,L&D,Mid,3.1,2.6,Search/Research,47.9,17.8,14.6,57.4,5.3,47.9,68.3,50.6,52.7,5.8,1.6,3.3,12.6
EMP1586,ESTP,Extravert,Sensing,Thinking,Perceiving,Operations,Ops,Senior,6.4,1.4,Visualization,50.1,17.0,14.3,64.0,9.6,38.3,70.5,48.1,55.4,-1.2,1.7,4.0,11.4
EMP1587,ENFP,Extravert,Intuitive,Feeling,Perceiving,Marketing,Growth,Junior,1.7,3.2,Search/Research,59.3,16.8,17.7,74.1,10.0,54.3,40.9,69.3,63.2,3.5,13.7,8.4,10.4
EMP1588,ISTJ,Introvert,Sensing,Thinking,Judging,R&D,Backend,Lead,13.3,3.6,LLM Chatbot,61.5,15.8,15.4,46.6,0.1,94.6,85.9,35.1,70.7,1.0,6.6,9.1,7.1
EMP1589,ENFP,Extravert,Intuitive,Feeling,Perceiving,HR,Recruiter,Senior,6.8,2.4,Search/Research,62.6,21.1,10.1,80.8,9.9,47.7,45.8,66.0,69.0,3.0,1.8,8.3,16.1
EMP1590,ESFJ,Extravert,Sensing,Feeling,Judging,Product,PM,Lead,9.6,3.6,Visualization,47.3,16.1,8.2,68.6,5.5,86.4,76.0,58.0,75.4,9.2,1.7,7.4,5.0
EMP1591,ESFJ,Extravert,Sensing,Feeling,Judging,Product,PM,Mid,2.9,2.8,Automation Script,43.2,13.0,19.5,74.1,4.0,91.7,85.7,56.3,82.8,7.4,0.2,6.9,9.1
EMP1592,ENTP,Extravert,Intuitive,Thinking,Perceiving,Marketing,Content,Lead,8.9,3.2,LLM Chatbot,83.1,16.0,19.1,85.6,8.0,84.1,37.4,91.5,70.4,-1.1,3.8,7.0,6.9
EMP1593,ESTJ,Extravert,Sensing,Thinking,Judging,Sales,AE,Mid,2.5,1.5,LLM Chatbot,41.8,16.9,18.5,59.7,8.0,75.6,76.2,47.5,68.5,6.0,0.0,2.9,9.2
EMP1594,ESTJ,Extravert,Sensing,Thinking,Judging,Sales,Account Manager,Senior,5.8,1.4,Search/Research,51.9,19.3,15.9,65.5,4.4,82.1,73.0,28.9,80.7,6.7,0.2,3.0,1.0
EMP1595,ISFJ,Introvert,Sensing,Feeling,Judging,Marketing,Brand,Junior,1.6,2.7,LLM Chatbot,45.9,13.2,21.2,69.9,4.2,53.9,82.4,50.3,64.2,4.5,2.1,5.9,3.9
EMP1596,INTP,Introvert,Intuitive,Thinking,Perceiving,Operations,Ops,Senior,7.4,1.7,Code Assistant,53.1,9.3,19.9,49.6,4.0,56.4,49.3,56.6,52.3,3.1,0.6,11.9,12.0
EMP1597,ISFP,Introvert,Sensing,Feeling,Perceiving,Marketing,Content,Senior,6.5,2.1,Search/Research,51.4,14.3,19.9,68.6,8.4,84.3,52.5,44.8,78.2,1.0,1.2,8.4,9.3
EMP1598,ESTP,Extravert,Sensing,Thinking,Perceiving,Sales,SDR,Lead,11.5,1.2,Automation Script,20.0,21.4,6.0,76.3,9.0,62.6,56.9,51.4,70.1,0.9,3.8,5.0,8.7
EMP1599,ENTP,Extravert,Intuitive,Thinking,Perceiving,R&D,QA,Senior,5.8,4.1,Automation Script,67.3,9.8,13.9,77.0,10.0,54.3,54.8,81.1,49.2,-2.6,6.5,5.5,3.9
