company,industry,country,continent,layoff_date,layoff_count,workforce_percentage,funding_stage,total_funding_million_usd,stock_price_change_7d,hiring_status,reason,revenue_growth_percent,market_cap_billion_usd,company_size,layoff_severity_score,ai_automation_flag,economic_cycle_flag
Company_163,AI,Japan,Asia,2022-11-11,471,38.06,Seed,894.78,-2.04,Freeze,M&A Activity,20.97,92.65,Mid-size,17926.260000000002,0,Tech Correction
Company_164,FinTech,UK,Europe,2020-10-29,232,30.6,Series C,1449.59,5.23,Slowdown,Market Downturn,25.32,318.65,Mid-size,7099.200000000001,0,Pandemic Impact
Company_165,Energy,Canada,North America,2025-02-14,203,37.82,Series B,83.66,-1.93,Freeze,Overexpansion,17.28,352.82,Startup,7677.46,0,AI Restructuring
Company_166,Finance,Germany,Europe,2024-04-11,105,5.7,IPO,1463.39,-10.71,Slowdown,Market Downturn,2.06,96.38,Mid-size,598.5,0,AI Restructuring
Company_167,AI,USA,North America,2024-06-09,302,19.49,Series B,1724.78,-7.13,Slowdown,M&A Activity,19.07,422.29,Startup,5885.98,0,AI Restructuring
Company_168,Tech,Japan,Asia,2023-03-18,394,26.36,Series A,732.57,-3.4,Freeze,AI Automation,20.28,280.38,Enterprise,10385.84,1,Tech Correction
Company_169,Retail,Canada,North America,2021-07-14,184,14.26,Seed,1450.91,-18.44,Slowdown,Cost Cutting,11.19,32.77,Enterprise,2623.84,0,Pandemic Impact
Company_170,AI,Japan,Asia,2020-05-16,394,26.8,IPO,1477.02,-4.57,Slowdown,AI Automation,20.15,260.13,Mid-size,10559.2,1,Pandemic Impact
Company_171,Finance,Canada,North America,2023-08-31,97,19.02,Series C,1980.73,-12.49,Hiring,AI Automation,-1.56,0.22,Startup,1844.94,1,Tech Correction
Company_172,FinTech,Brazil,South America,2025-12-14,540,32.15,IPO,1995.88,8.27,Hiring,Market Downturn,-2.76,175.42,Mid-size,17361.0,0,AI Restructuring
Company_173,EdTech,Canada,North America,2023-10-19,87,19.71,Seed,1163.61,-4.61,Hiring,AI Automation,-7.09,135.92,Mid-size,1714.77,1,Tech Correction
Company_174,Retail,Australia,Oceania,2026-04-01,306,21.38,Series B,1465.88,-5.4,Freeze,Cost Cutting,-22.92,1.77,Startup,6542.28,0,AI Restructuring
Company_175,AI,Singapore,Asia,2021-05-21,122,28.91,Series C,1180.27,-10.07,Slowdown,M&A Activity,1.32,138.71,Mid-size,3527.02,0,Pandemic Impact
Company_176,AI,Australia,Oceania,2024-03-01,96,9.51,Seed,1900.17,-9.6,Hiring,Overexpansion,2.51,393.19,Enterprise,912.96,0,AI Restructuring
Company_177,Tech,Singapore,Asia,2023-09-05,590,35.48,IPO,1203.59,-8.28,Slowdown,Cost Cutting,2.76,451.87,Startup,20933.199999999997,0,Tech Correction
Company_178,EdTech,Canada,North America,2024-07-30,509,26.34,Seed,1217.43,-7.25,Hiring,Cost Cutting,-4.57,256.39,Startup,13407.06,0,AI Restructuring
Company_179,AI,Japan,Asia,2021-04-20,7,2.43,Seed,1914.75,6.55,Slowdown,AI Automation,12.73,413.12,Startup,17.01,1,Pandemic Impact
Company_180,Energy,Japan,Asia,2024-02-28,275,35.47,IPO,1855.87,-12.39,Slowdown,M&A Activity,-0.6,497.45,Mid-size,9754.25,0,AI Restructuring
Company_181,Healthcare,Australia,Oceania,2021-02-09,159,20.16,Series C,1992.69,-8.33,Freeze,Market Downturn,38.54,448.73,Enterprise,3205.44,0,Pandemic Impact
Company_182,Tech,Brazil,South America,2022-06-08,239,21.94,Series C,1187.92,-6.1,Hiring,Market Downturn,-4.19,290.09,Mid-size,5243.66,0,Tech Correction
Company_183,Finance,Brazil,South America,2026-02-08,47,2.73,Series B,1705.13,-4.61,Freeze,Market Downturn,12.6,17.81,Startup,128.31,0,AI Restructuring
Company_184,Retail,India,Asia,2025-02-05,64,4.39,Seed,819.86,-10.61,Hiring,M&A Activity,18.26,186.41,Enterprise,280.96,0,AI Restructuring
Company_185,Tech,USA,North America,2023-09-28,397,21.77,Series A,1924.43,-2.71,Slowdown,AI Automation,18.61,54.82,Startup,8642.69,1,Tech Correction
Company_186,Finance,Singapore,Asia,2022-04-28,225,14.56,IPO,1357.64,-5.87,Hiring,Market Downturn,13.76,282.91,Startup,3276.0,0,Tech Correction
Company_187,Healthcare,USA,North America,2023-02-09,689,26.68,Series A,1701.91,1.06,Slowdown,Market Downturn,17.31,433.66,Startup,18382.52,0,Tech Correction
Company_188,Healthcare,India,Asia,2020-04-15,547,37.27,Series A,216.14,-4.27,Freeze,AI Automation,7.92,349.53,Startup,20386.690000000002,1,Pandemic Impact
Company_189,Manufacturing,USA,North America,2021-12-14,229,35.0,Series B,63.35,-9.67,Hiring,M&A Activity,-0.55,412.93,Startup,8015.0,0,Pandemic Impact
Company_190,Energy,Singapore,Asia,2021-04-10,59,32.9,Seed,1665.11,-2.63,Freeze,Market Downturn,7.87,253.78,Mid-size,1941.1,0,Pandemic Impact
Company_191,FinTech,India,Asia,2025-01-25,3,5.52,IPO,756.51,-1.48,Slowdown,Cost Cutting,1.68,4.64,Startup,16.56,0,AI Restructuring
Company_192,FinTech,Canada,North America,2025-02-19,158,30.68,Seed,1084.83,-14.53,Freeze,Overexpansion,23.13,481.5,Startup,4847.44,0,AI Restructuring
Company_193,Energy,India,Asia,2025-07-01,393,30.39,Series C,1578.67,-7.83,Hiring,Market Downturn,12.36,86.96,Startup,11943.27,0,AI Restructuring
Company_194,Healthcare,India,Asia,2021-05-31,118,23.7,Series B,695.04,0.02,Slowdown,Restructuring,-3.38,310.5,Enterprise,2796.6,0,Pandemic Impact
Company_195,FinTech,Brazil,South America,2024-04-09,68,15.96,IPO,135.92,-6.66,Freeze,Overexpansion,22.05,410.77,Enterprise,1085.28,0,AI Restructuring
Company_196,FinTech,Australia,Oceania,2021-02-10,154,27.65,Seed,894.58,-4.42,Slowdown,Restructuring,-13.45,136.89,Enterprise,4258.099999999999,0,Pandemic Impact
Company_197,Retail,Australia,Oceania,2025-01-23,310,33.21,Series A,600.26,2.85,Freeze,Overexpansion,-5.85,419.99,Mid-size,10295.1,0,AI Restructuring
Company_198,Energy,Australia,Oceania,2021-01-24,365,38.57,Series B,67.45,-7.53,Freeze,M&A Activity,-22.7,365.66,Mid-size,14078.05,0,Pandemic Impact
Company_199,AI,Brazil,South America,2021-09-17,239,35.87,Series C,463.76,-4.84,Hiring,Cost Cutting,6.11,106.63,Startup,8572.93,0,Pandemic Impact
Company_200,Finance,Australia,Oceania,2021-01-30,270,19.39,Series B,1088.75,-12.49,Slowdown,Cost Cutting,2.62,79.71,Startup,5235.3,0,Pandemic Impact
Company_201,FinTech,Singapore,Asia,2023-09-12,37,1.7,Seed,1594.61,-13.73,Freeze,M&A Activity,2.58,147.15,Mid-size,62.9,0,Tech Correction
Company_202,Energy,USA,North America,2023-03-24,166,5.58,IPO,254.75,-5.53,Freeze,Cost Cutting,-15.37,342.81,Mid-size,926.28,0,Tech Correction
Company_203,FinTech,Germany,Europe,2021-09-25,81,7.27,Series C,1304.78,12.72,Hiring,Market Downturn,-16.8,163.03,Startup,588.87,0,Pandemic Impact
Company_204,FinTech,Brazil,South America,2021-04-15,222,18.75,Series B,28.18,-22.39,Hiring,Overexpansion,-1.78,36.32,Enterprise,4162.5,0,Pandemic Impact
Company_205,FinTech,Singapore,Asia,2020-04-17,205,29.15,IPO,1315.68,3.77,Slowdown,Market Downturn,19.1,378.55,Enterprise,5975.75,0,Pandemic Impact
Company_206,Tech,UK,Europe,2023-01-24,185,10.44,Series B,1973.39,-3.18,Freeze,Cost Cutting,41.03,71.33,Mid-size,1931.3999999999999,0,Tech Correction
Company_207,Healthcare,UK,Europe,2026-05-08,251,14.49,Series C,1552.73,-9.24,Hiring,M&A Activity,5.94,470.62,Startup,3636.9900000000002,0,AI Restructuring
Company_208,Tech,India,Asia,2025-12-12,266,14.67,Series A,71.24,-5.25,Freeze,Overexpansion,-10.02,39.38,Mid-size,3902.22,0,AI Restructuring
Company_209,Manufacturing,UK,Europe,2024-02-24,81,8.83,Series B,1387.92,-5.19,Freeze,Restructuring,6.53,410.74,Enterprise,715.23,0,AI Restructuring
Company_210,Finance,USA,North America,2021-09-29,118,28.55,Series A,68.01,-8.18,Hiring,M&A Activity,5.89,468.11,Enterprise,3368.9,0,Pandemic Impact
Company_211,Finance,Canada,North America,2024-12-19,540,37.47,Series C,1894.96,7.46,Slowdown,Overexpansion,12.77,312.69,Mid-size,20233.8,0,AI Restructuring
Company_212,Energy,Canada,North America,2022-06-01,108,4.12,IPO,1790.16,7.54,Freeze,Overexpansion,2.03,273.84,Startup,444.96000000000004,0,Tech Correction
Company_213,Finance,Canada,North America,2026-08-26,14,2.59,Series C,332.18,9.54,Slowdown,Market Downturn,14.75,219.36,Enterprise,36.26,0,AI Restructuring
Company_214,Tech,Germany,Europe,2024-06-06,115,7.22,IPO,1744.21,-7.59,Hiring,AI Automation,12.84,109.69,Startup,830.3,1,AI Restructuring
Company_215,AI,Germany,Europe,2021-07-16,21,2.7,Series B,327.54,6.59,Freeze,Cost Cutting,-14.67,10.53,Mid-size,56.7,0,Pandemic Impact
Company_216,Tech,Japan,Asia,2024-10-29,140,39.02,Series A,1302.4,-1.31,Freeze,Restructuring,-2.53,99.85,Startup,5462.8,0,AI Restructuring
Company_217,Retail,Singapore,Asia,2026-04-07,141,11.05,Series B,927.93,3.99,Freeze,M&A Activity,18.99,434.15,Startup,1558.0500000000002,0,AI Restructuring
Company_218,Tech,Australia,Oceania,2020-03-17,128,25.52,Series C,1472.02,-0.22,Freeze,Restructuring,51.57,383.89,Startup,3266.56,0,Pandemic Impact
Company_219,Energy,Australia,Oceania,2024-09-06,234,23.57,Series B,880.04,-3.31,Freeze,Cost Cutting,21.18,362.66,Startup,5515.38,0,AI Restructuring
Company_220,Manufacturing,UK,Europe,2026-12-06,476,31.93,Series C,1311.74,-13.9,Freeze,Cost Cutting,-8.32,496.07,Enterprise,15198.68,0,AI Restructuring
Company_221,Energy,India,Asia,2022-09-23,186,25.63,Series C,1467.56,-0.91,Freeze,Restructuring,12.41,65.87,Enterprise,4767.179999999999,0,Tech Correction
Company_222,Finance,Australia,Oceania,2023-06-24,467,25.67,Series B,748.83,-4.14,Freeze,AI Automation,-5.56,256.36,Startup,11987.890000000001,1,Tech Correction
Company_223,Finance,Singapore,Asia,2021-04-12,69,10.64,IPO,1742.15,-1.12,Hiring,Market Downturn,-28.52,222.71,Enterprise,734.1600000000001,0,Pandemic Impact
Company_224,Manufacturing,UK,Europe,2022-08-25,15,4.72,Seed,1305.99,-5.36,Freeze,AI Automation,20.71,156.14,Startup,70.8,1,Tech Correction
Company_225,Healthcare,UK,Europe,2020-11-04,49,13.68,Series A,1548.08,0.82,Freeze,Overexpansion,4.3,65.52,Enterprise,670.3199999999999,0,Pandemic Impact
Company_226,EdTech,Brazil,South America,2023-07-18,63,7.62,Series A,1041.95,6.87,Hiring,Overexpansion,1.11,168.57,Mid-size,480.06,0,Tech Correction
Company_227,EdTech,Canada,North America,2023-01-30,501,25.07,IPO,1415.02,6.78,Freeze,Restructuring,17.71,83.6,Startup,12560.07,0,Tech Correction
Company_228,Finance,Canada,North America,2025-03-06,67,31.49,Series C,1412.24,5.72,Hiring,Market Downturn,7.61,223.24,Startup,2109.83,0,AI Restructuring
Company_229,AI,India,Asia,2021-01-04,73,5.36,IPO,543.15,-2.58,Slowdown,Overexpansion,15.91,28.64,Enterprise,391.28000000000003,0,Pandemic Impact
Company_230,EdTech,Singapore,Asia,2020-06-17,232,25.96,Series C,453.28,3.18,Slowdown,AI Automation,30.74,90.09,Enterprise,6022.72,1,Pandemic Impact
Company_231,Manufacturing,Japan,Asia,2025-08-15,128,39.48,Series A,1930.41,0.62,Freeze,Cost Cutting,7.09,2.57,Startup,5053.44,0,AI Restructuring
Company_232,Manufacturing,India,Asia,2025-08-28,297,23.62,Series A,512.18,-19.7,Hiring,M&A Activity,11.42,260.91,Startup,7015.14,0,AI Restructuring
Company_233,EdTech,Japan,Asia,2025-11-16,4,2.17,IPO,619.32,-11.43,Hiring,Market Downturn,14.19,352.37,Enterprise,8.68,0,AI Restructuring
Company_234,Manufacturing,Canada,North America,2024-05-05,65,4.66,Series C,1346.84,-1.26,Slowdown,Restructuring,2.14,221.93,Mid-size,302.90000000000003,0,AI Restructuring
Company_235,Tech,Brazil,South America,2020-09-26,443,33.69,Series B,1889.51,-3.46,Slowdown,M&A Activity,41.05,341.66,Startup,14924.669999999998,0,Pandemic Impact
Company_236,Energy,Canada,North America,2022-10-29,116,23.25,IPO,65.62,6.5,Freeze,Cost Cutting,21.58,465.48,Startup,2697.0,0,Tech Correction
Company_237,Healthcare,Brazil,South America,2023-06-24,403,26.7,Series C,790.76,-9.03,Slowdown,M&A Activity,9.54,325.65,Startup,10760.1,0,Tech Correction
Company_238,Finance,Canada,North America,2026-04-08,260,24.59,Series C,639.63,-7.06,Freeze,AI Automation,1.07,433.23,Enterprise,6393.4,1,AI Restructuring
Company_239,FinTech,India,Asia,2024-09-30,359,35.26,IPO,811.26,1.56,Hiring,Market Downturn,20.7,163.58,Mid-size,12658.34,0,AI Restructuring
Company_240,AI,UK,Europe,2022-05-27,848,32.11,Series B,873.99,-11.23,Hiring,AI Automation,6.81,408.94,Mid-size,27229.28,1,Tech Correction
Company_241,Healthcare,UK,Europe,2020-11-12,112,13.66,Series B,736.09,9.42,Slowdown,Restructuring,-8.28,198.15,Startup,1529.92,0,Pandemic Impact
Company_242,FinTech,USA,North America,2023-10-11,411,24.26,IPO,1093.65,-4.86,Slowdown,Overexpansion,5.63,222.27,Startup,9970.86,0,Tech Correction
Company_243,Healthcare,UK,Europe,2022-01-10,221,19.08,IPO,762.67,15.33,Slowdown,Overexpansion,-32.49,431.68,Startup,4216.679999999999,0,Tech Correction
Company_244,Tech,Australia,Oceania,2024-02-01,221,32.74,Series A,222.29,-1.63,Slowdown,Market Downturn,-19.46,74.58,Mid-size,7235.540000000001,0,AI Restructuring
Company_245,EdTech,Germany,Europe,2025-12-27,447,24.71,Series A,1530.94,0.14,Freeze,AI Automation,1.21,406.51,Mid-size,11045.37,1,AI Restructuring
Company_246,Manufacturing,Japan,Asia,2025-03-06,120,15.82,Series B,398.32,-6.42,Slowdown,Restructuring,-2.0,239.64,Mid-size,1898.4,0,AI Restructuring
Company_247,Energy,UK,Europe,2022-03-28,128,11.01,IPO,573.32,8.14,Freeze,Cost Cutting,7.7,153.71,Startup,1409.28,0,Tech Correction
Company_248,EdTech,Brazil,South America,2026-03-21,54,4.5,Seed,1436.68,-2.49,Slowdown,Cost Cutting,-10.88,200.01,Enterprise,243.0,0,AI Restructuring
Company_249,AI,India,Asia,2021-10-18,99,8.08,Series B,1052.7,-10.5,Slowdown,AI Automation,7.41,354.55,Mid-size,799.92,1,Pandemic Impact
Company_250,Energy,India,Asia,2022-06-28,936,36.79,Series C,851.93,6.22,Hiring,Overexpansion,-1.92,43.61,Mid-size,34435.44,0,Tech Correction
Company_251,Tech,Australia,Oceania,2025-08-18,451,25.69,Series B,1903.05,-2.68,Freeze,Cost Cutting,5.73,300.85,Startup,11586.19,0,AI Restructuring
Company_252,Manufacturing,Germany,Europe,2020-04-25,106,9.27,Series B,1223.91,-8.54,Slowdown,M&A Activity,-13.66,205.57,Startup,982.62,0,Pandemic Impact
Company_253,Manufacturing,UK,Europe,2021-07-17,180,12.78,Seed,1465.26,1.56,Freeze,M&A Activity,20.43,425.6,Mid-size,2300.4,0,Pandemic Impact
Company_254,Healthcare,Japan,Asia,2025-01-11,244,25.33,IPO,906.28,-8.88,Hiring,Cost Cutting,12.87,293.35,Startup,6180.5199999999995,0,AI Restructuring
Company_255,AI,Germany,Europe,2021-09-04,262,19.44,IPO,1073.04,-8.92,Slowdown,Restructuring,-10.95,89.31,Enterprise,5093.280000000001,0,Pandemic Impact
Company_256,Energy,India,Asia,2023-03-26,175,10.05,Series A,784.86,-3.02,Hiring,Cost Cutting,9.72,297.28,Mid-size,1758.7500000000002,0,Tech Correction
Company_257,Retail,Australia,Oceania,2026-12-26,455,24.28,Series C,1353.3,-6.3,Hiring,Overexpansion,30.63,221.41,Startup,11047.4,0,AI Restructuring
Company_258,FinTech,USA,North America,2025-10-11,201,39.66,IPO,261.15,10.03,Slowdown,AI Automation,13.53,52.14,Startup,7971.659999999999,1,AI Restructuring
Company_259,AI,Australia,Oceania,2020-01-07,401,31.13,IPO,533.47,9.65,Hiring,Restructuring,-19.47,322.68,Mid-size,12483.13,0,Pandemic Impact
Company_260,Energy,UK,Europe,2020-12-16,145,9.84,IPO,713.22,-2.73,Hiring,Restructuring,-6.39,34.8,Mid-size,1426.8,0,Pandemic Impact
Company_261,FinTech,Singapore,Asia,2025-09-10,21,3.73,IPO,1282.14,3.96,Freeze,Overexpansion,30.34,135.65,Startup,78.33,0,AI Restructuring
Company_262,Tech,Australia,Oceania,2024-03-09,257,13.65,Series B,669.34,0.35,Hiring,Market Downturn,30.09,334.78,Enterprise,3508.05,0,AI Restructuring
Company_263,Finance,Brazil,South America,2022-09-14,283,14.01,Seed,1163.05,0.02,Slowdown,Market Downturn,6.66,44.47,Enterprise,3964.83,0,Tech Correction
Company_264,Healthcare,USA,North America,2023-12-14,93,7.65,IPO,821.91,-6.99,Slowdown,AI Automation,-30.03,211.4,Mid-size,711.45,1,Tech Correction
Company_265,EdTech,Japan,Asia,2022-01-16,213,38.99,Series A,44.95,3.31,Slowdown,Overexpansion,-6.3,368.62,Startup,8304.87,0,Tech Correction
Company_266,Tech,Canada,North America,2022-04-05,103,21.32,Seed,1249.05,-0.11,Hiring,Market Downturn,-2.91,44.65,Startup,2195.96,0,Tech Correction
Company_267,AI,Singapore,Asia,2024-06-19,173,20.77,IPO,322.81,-6.26,Freeze,Cost Cutting,0.64,31.65,Mid-size,3593.21,0,AI Restructuring
Company_268,Retail,Canada,North America,2024-01-02,120,15.05,Seed,179.85,1.06,Freeze,Market Downturn,-22.54,468.49,Enterprise,1806.0,0,AI Restructuring
Company_269,Finance,Brazil,South America,2024-11-24,149,11.91,Series C,1885.06,-7.24,Freeze,Overexpansion,11.74,436.68,Enterprise,1774.59,0,AI Restructuring
Company_270,Manufacturing,UK,Europe,2025-07-25,76,39.69,Series C,1703.59,6.33,Slowdown,Market Downturn,-1.58,104.33,Mid-size,3016.4399999999996,0,AI Restructuring
Company_271,Finance,Australia,Oceania,2020-11-19,291,21.77,Series C,1444.24,-7.18,Hiring,Restructuring,13.67,70.72,Enterprise,6335.07,0,Pandemic Impact
Company_272,AI,Brazil,South America,2021-02-24,83,16.72,Seed,351.18,-3.07,Slowdown,Market Downturn,5.42,347.51,Mid-size,1387.76,0,Pandemic Impact
Company_273,AI,Japan,Asia,2026-10-04,688,37.38,Series C,1152.45,-15.78,Slowdown,Overexpansion,18.69,239.73,Startup,25717.440000000002,0,AI Restructuring
Company_274,Manufacturing,Japan,Asia,2020-06-22,229,24.64,Series B,1530.8,-2.49,Freeze,Market Downturn,-32.89,87.5,Enterprise,5642.56,0,Pandemic Impact
Company_275,Tech,India,Asia,2024-07-21,296,26.99,Series B,247.92,-2.71,Slowdown,M&A Activity,-18.72,239.17,Enterprise,7989.04,0,AI Restructuring
Company_276,Healthcare,USA,North America,2021-08-07,290,22.43,IPO,1931.82,-18.8,Freeze,Cost Cutting,5.97,216.31,Enterprise,6504.7,0,Pandemic Impact
Company_277,Healthcare,India,Asia,2022-08-24,222,11.83,Series B,1703.64,-4.85,Freeze,Restructuring,5.74,0.27,Mid-size,2626.26,0,Tech Correction
Company_278,Tech,UK,Europe,2025-01-16,49,6.93,Series B,127.39,-3.5,Freeze,Cost Cutting,-5.33,390.4,Mid-size,339.57,0,AI Restructuring
Company_279,Healthcare,Singapore,Asia,2024-02-12,563,30.42,Series C,1240.9,-5.08,Slowdown,Market Downturn,-13.46,148.75,Mid-size,17126.460000000003,0,AI Restructuring
Company_280,Retail,India,Asia,2020-04-16,14,5.73,Series A,610.03,-1.64,Slowdown,Overexpansion,-0.82,50.61,Mid-size,80.22,0,Pandemic Impact
Company_281,FinTech,India,Asia,2022-12-08,795,39.87,Series B,1628.87,-14.88,Freeze,AI Automation,19.24,307.65,Enterprise,31696.649999999998,1,Tech Correction
Company_282,AI,Japan,Asia,2022-03-30,110,34.07,Seed,1450.01,-11.48,Hiring,Overexpansion,30.72,396.07,Startup,3747.7,0,Tech Correction
Company_283,Healthcare,Japan,Asia,2020-12-25,89,15.34,Series B,831.19,3.1,Freeze,M&A Activity,18.18,413.79,Enterprise,1365.26,0,Pandemic Impact
Company_284,Finance,Singapore,Asia,2026-01-29,59,10.69,Series B,271.94,7.94,Hiring,M&A Activity,10.8,209.35,Mid-size,630.7099999999999,0,AI Restructuring
Company_285,Healthcare,Brazil,South America,2025-09-14,98,6.35,Series A,1072.94,1.63,Hiring,AI Automation,4.77,107.68,Startup,622.3,1,AI Restructuring
Company_286,Retail,Japan,Asia,2020-04-17,124,11.37,Series B,1293.95,-6.67,Slowdown,Market Downturn,-5.3,249.72,Enterprise,1409.8799999999999,0,Pandemic Impact
Company_287,EdTech,Singapore,Asia,2021-06-15,41,6.85,IPO,652.73,-6.56,Hiring,Market Downturn,-29.54,368.7,Startup,280.84999999999997,0,Pandemic Impact
Company_288,Energy,Japan,Asia,2025-11-23,520,34.52,Series C,787.83,-1.67,Slowdown,Cost Cutting,11.98,478.12,Mid-size,17950.4,0,AI Restructuring
Company_289,Healthcare,Brazil,South America,2020-10-30,226,18.07,Series C,513.07,-7.85,Slowdown,Restructuring,37.36,420.45,Mid-size,4083.82,0,Pandemic Impact
Company_290,Manufacturing,UK,Europe,2026-03-08,136,16.07,IPO,903.0,4.81,Hiring,Overexpansion,3.14,113.56,Startup,2185.52,0,AI Restructuring
Company_291,FinTech,USA,North America,2021-05-23,88,6.86,IPO,1476.18,-2.28,Freeze,AI Automation,1.57,256.16,Startup,603.6800000000001,1,Pandemic Impact
Company_292,Healthcare,Brazil,South America,2022-07-12,82,28.94,Series B,148.81,7.39,Freeze,Cost Cutting,-7.04,35.72,Enterprise,2373.08,0,Tech Correction
Company_293,AI,Germany,Europe,2026-03-06,164,39.67,Series B,1941.65,6.56,Slowdown,Market Downturn,-4.16,471.16,Startup,6505.88,0,AI Restructuring
Company_294,FinTech,India,Asia,2025-08-20,23,4.84,Series A,1322.3,-9.05,Slowdown,AI Automation,19.94,382.21,Enterprise,111.32,1,AI Restructuring
Company_295,Healthcare,Brazil,South America,2026-04-27,378,39.06,Seed,1336.36,-10.04,Hiring,Cost Cutting,-7.92,5.31,Startup,14764.68,0,AI Restructuring
Company_296,AI,Germany,Europe,2026-06-01,441,26.11,Series C,1062.95,11.39,Slowdown,Cost Cutting,26.83,21.07,Enterprise,11514.51,0,AI Restructuring
Company_297,EdTech,Singapore,Asia,2023-04-01,553,21.31,Series B,1234.92,-1.39,Hiring,M&A Activity,-7.44,78.4,Mid-size,11784.429999999998,0,Tech Correction
Company_298,Energy,Canada,North America,2025-01-31,95,17.85,Seed,881.61,-5.21,Hiring,AI Automation,1.68,306.51,Enterprise,1695.7500000000002,1,AI Restructuring
Company_299,EdTech,Australia,Oceania,2025-06-06,11,1.5,Series C,1984.87,-5.88,Freeze,Restructuring,16.19,335.76,Startup,16.5,0,AI Restructuring
Company_300,Healthcare,Brazil,South America,2023-07-31,360,36.84,Series B,508.22,-4.12,Hiring,Market Downturn,23.21,377.55,Mid-size,13262.400000000001,0,Tech Correction
Company_301,FinTech,Singapore,Asia,2021-03-10,337,22.75,Series B,365.29,-9.4,Freeze,Cost Cutting,21.87,27.02,Startup,7666.75,0,Pandemic Impact
Company_302,AI,Japan,Asia,2022-10-12,588,37.56,Series A,91.13,-8.21,Hiring,Market Downturn,11.0,82.49,Startup,22085.280000000002,0,Tech Correction
Company_303,Energy,Australia,Oceania,2022-10-13,186,38.64,Series A,979.35,-17.18,Slowdown,M&A Activity,-9.61,75.42,Mid-size,7187.04,0,Tech Correction
Company_304,Manufacturing,Germany,Europe,2021-10-14,124,24.02,Series C,1019.18,1.99,Freeze,Overexpansion,32.17,148.84,Enterprise,2978.48,0,Pandemic Impact
