产品名称,给药途径,剂型,年份,厂家,规格,终端类型,销售额
雷贝拉唑钠肠溶片,口服,肠溶片,2020,双鹤药业(海南),10mg,乡镇卫生,2672678
雷贝拉唑钠肠溶片,口服,肠溶片,2020,山东新华制药,10mg,乡镇卫生,8578294
雷贝拉唑钠肠溶片,口服,肠溶片,2020,江苏豪森药业集团,10mg,乡镇卫生,13412943
雷贝拉唑钠肠溶片,口服,肠溶片,2021,上药信谊药厂,10mg,乡镇卫生,7728521
雷贝拉唑钠肠溶片,口服,肠溶片,2021,卫材,10mg,乡镇卫生,2952060
雷贝拉唑钠肠溶片,口服,肠溶片,2021,双鹤药业(海南),10mg,乡镇卫生,3924249
雷贝拉唑钠肠溶片,口服,肠溶片,2021,山东新华制药,10mg,乡镇卫生,15161959
雷贝拉唑钠肠溶片,口服,肠溶片,2021,江苏豪森药业集团,10mg,乡镇卫生,13479618
雷贝拉唑钠肠溶片,口服,肠溶片,2022,上药信谊药厂,10mg,乡镇卫生,3970000
雷贝拉唑钠肠溶片,口服,肠溶片,2022,卫材,10mg,乡镇卫生,3010000
雷贝拉唑钠肠溶片,口服,肠溶片,2022,双鹤药业(海南),10mg,乡镇卫生,2950000
雷贝拉唑钠肠溶片,口服,肠溶片,2022,新华制药(高密),10mg,乡镇卫生,14290000
雷贝拉唑钠肠溶片,口服,肠溶片,2022,江苏豪森药业集团,10mg,乡镇卫生,12050000
雷贝拉唑钠肠溶片,口服,肠溶片,2023,上药信谊药厂,10mg,乡镇卫生,3060000
雷贝拉唑钠肠溶片,口服,肠溶片,2023,卫材,10mg,乡镇卫生,3610000
雷贝拉唑钠肠溶片,口服,肠溶片,2023,双鹤药业(海南),10mg,乡镇卫生,3380000
雷贝拉唑钠肠溶片,口服,肠溶片,2023,山东新华制药,10mg,乡镇卫生,15610000
雷贝拉唑钠肠溶片,口服,肠溶片,2023,江苏豪森药业集团,10mg,乡镇卫生,13630000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,上海安必生制药,10mg,乡镇卫生,1150000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,上药信谊药厂,10mg,乡镇卫生,2730000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,卫材,10mg,乡镇卫生,4220000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,双鹤药业(海南),10mg,乡镇卫生,3250000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,山东新华制药,10mg,乡镇卫生,14320000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,江苏豪森药业集团,10mg,乡镇卫生,19220000
雷贝拉唑钠肠溶片,口服,肠溶片,2024,湖南九典制药,10mg,乡镇卫生,470000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,上海安必生制药,10mg,乡镇卫生,1050000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,上药信谊药厂,10mg,乡镇卫生,1370000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,卫材,10mg,乡镇卫生,2360000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,双鹤药业(海南),10mg,乡镇卫生,2470000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,山东新华制药,10mg,乡镇卫生,10090000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,江苏豪森药业集团,10mg,乡镇卫生,10750000
雷贝拉唑钠肠溶片,口服,肠溶片,2025 H1,湖南九典制药,10mg,乡镇卫生,300000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2017,丽珠集团丽珠制药,10mg,乡镇卫生,6934521
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2017,济川药业集团,10mg,乡镇卫生,20687574
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2017,珠海润都制药,10mg,乡镇卫生,21678614
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2018,丽珠集团丽珠制药,10mg,乡镇卫生,16176698
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2018,济川药业集团,10mg,乡镇卫生,29378208
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2018,珠海润都制药,10mg,乡镇卫生,20393029
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2019,丽珠集团丽珠制药,10mg,乡镇卫生,18441490
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2019,济川药业集团,10mg,乡镇卫生,41962485
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2019,珠海润都制药,10mg,乡镇卫生,20865210
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2020,丽珠集团丽珠制药,10mg,乡镇卫生,10832673
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2020,济川药业集团,10mg,乡镇卫生,25860009
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2020,珠海润都制药,10mg,乡镇卫生,17768676
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2021,丽珠集团丽珠制药,10mg,乡镇卫生,9647609
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2021,济川药业集团,10mg,乡镇卫生,28210102
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2021,珠海润都制药,10mg,乡镇卫生,23331180
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2022,丽珠集团丽珠制药,10mg,乡镇卫生,4850000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2022,济川药业集团,10mg,乡镇卫生,22090000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2022,珠海润都制药,10mg,乡镇卫生,13830000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2023,丽珠集团丽珠制药,10mg,乡镇卫生,2660000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2023,济川药业集团,10mg,乡镇卫生,17120000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2023,珠海润都制药,10mg,乡镇卫生,14680000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2024,丽珠集团丽珠制药,10mg,乡镇卫生,8430000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2024,济川药业集团,10mg,乡镇卫生,1490000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2024,珠海润都制药,10mg,乡镇卫生,12780000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2025 H1,丽珠集团丽珠制药,10mg,乡镇卫生,4180000
雷贝拉唑钠肠溶胶囊,口服,肠溶胶囊,2025 H1,珠海润都制药,10mg,乡镇卫生,4240000
兰索拉唑片,口服,片,2017,重庆科瑞制药(集团),15mg,乡镇卫生,204945
兰索拉唑片,口服,片,2018,重庆科瑞制药(集团),15mg,乡镇卫生,195845
兰索拉唑片,口服,片,2019,重庆科瑞制药(集团),15mg,乡镇卫生,355735
兰索拉唑片,口服,片,2020,宜昌东阳光长江药业,15mg,乡镇卫生,851
兰索拉唑片,口服,片,2020,重庆科瑞制药(集团),15mg,乡镇卫生,329687
兰索拉唑片,口服,片,2021,重庆科瑞制药(集团),15mg,乡镇卫生,2547579
兰索拉唑片,口服,片,2022,重庆科瑞制药(集团),15mg,乡镇卫生,2530000
兰索拉唑片,口服,片,2023,重庆科瑞制药(集团),15mg,乡镇卫生,2130000
兰索拉唑片,口服,片,2024,重庆科瑞制药(集团),15mg,乡镇卫生,2030000
兰索拉唑片,口服,片,2025 H1,重庆科瑞制药(集团),15mg,乡镇卫生,960000
兰索拉唑肠溶片,口服,肠溶片,2017,上海新亚药业闵行,15mg,乡镇卫生,48738
兰索拉唑肠溶片,口服,肠溶片,2017,乐普药业,15mg,乡镇卫生,910600
兰索拉唑肠溶片,口服,肠溶片,2017,华润双鹤利民药业(济南),15mg,乡镇卫生,714639
兰索拉唑肠溶片,口服,肠溶片,2017,南京海辰药业,15mg,乡镇卫生,57368
兰索拉唑肠溶片,口服,肠溶片,2017,山东罗欣药业集团,15mg,乡镇卫生,14904685
兰索拉唑肠溶片,口服,肠溶片,2017,康普药业,15mg,乡镇卫生,330251
兰索拉唑肠溶片,口服,肠溶片,2017,成都倍特药业,15mg,乡镇卫生,6612316
兰索拉唑肠溶片,口服,肠溶片,2017,扬子江四川海蓉药业,15mg,乡镇卫生,7203138
兰索拉唑肠溶片,口服,肠溶片,2017,昆明源瑞制药,15mg,乡镇卫生,113329
兰索拉唑肠溶片,口服,肠溶片,2017,汕头鮀滨制药,15mg,乡镇卫生,1171507
兰索拉唑肠溶片,口服,肠溶片,2017,江苏亚邦爱普森药业,15mg,乡镇卫生,141865
兰索拉唑肠溶片,口服,肠溶片,2017,江苏康缘药业,15mg,乡镇卫生,163802
兰索拉唑肠溶片,口服,肠溶片,2017,浙江天一堂药业,15mg,乡镇卫生,1110702
兰索拉唑肠溶片,口服,肠溶片,2017,湖北潜龙药业,15mg,乡镇卫生,752894
兰索拉唑肠溶片,口服,肠溶片,2017,湖北科益药业,15mg,乡镇卫生,721929
兰索拉唑肠溶片,口服,肠溶片,2017,湖南华纳大药厂,15mg,乡镇卫生,6570
兰索拉唑肠溶片,口服,肠溶片,2017,苏州东瑞制药,15mg,乡镇卫生,224841
兰索拉唑肠溶片,口服,肠溶片,2018,上海新亚药业闵行,15mg,乡镇卫生,10290
兰索拉唑肠溶片,口服,肠溶片,2018,上海桓华制药,15mg,乡镇卫生,141001
兰索拉唑肠溶片,口服,肠溶片,2018,乐普药业,15mg,乡镇卫生,623043
兰索拉唑肠溶片,口服,肠溶片,2018,华润双鹤利民药业(济南),15mg,乡镇卫生,848202
兰索拉唑肠溶片,口服,肠溶片,2018,南京海辰药业,15mg,乡镇卫生,23295
兰索拉唑肠溶片,口服,肠溶片,2018,山东罗欣药业集团,15mg,乡镇卫生,11746474
兰索拉唑肠溶片,口服,肠溶片,2018,康普药业,15mg,乡镇卫生,249721
兰索拉唑肠溶片,口服,肠溶片,2018,成都倍特药业,15mg,乡镇卫生,5076156
兰索拉唑肠溶片,口服,肠溶片,2018,扬子江四川海蓉药业,15mg,乡镇卫生,11343789
兰索拉唑肠溶片,口服,肠溶片,2018,昆明源瑞制药,15mg,乡镇卫生,105078
兰索拉唑肠溶片,口服,肠溶片,2018,汕头鮀滨制药,15mg,乡镇卫生,1893212
兰索拉唑肠溶片,口服,肠溶片,2018,江苏亚邦爱普森药业,15mg,乡镇卫生,74542
兰索拉唑肠溶片,口服,肠溶片,2018,江苏康缘药业,15mg,乡镇卫生,75482
兰索拉唑肠溶片,口服,肠溶片,2018,浙江天一堂药业,15mg,乡镇卫生,966673
兰索拉唑肠溶片,口服,肠溶片,2018,湖北潜龙药业,15mg,乡镇卫生,561888
兰索拉唑肠溶片,口服,肠溶片,2018,湖北科益药业,15mg,乡镇卫生,480033
兰索拉唑肠溶片,口服,肠溶片,2018,湖南华纳大药厂,15mg,乡镇卫生,6643
兰索拉唑肠溶片,口服,肠溶片,2018,苏州东瑞制药,15mg,乡镇卫生,323743
兰索拉唑肠溶片,口服,肠溶片,2018,郑州瑞康制药,15mg,乡镇卫生,74342
兰索拉唑肠溶片,口服,肠溶片,2019,上海桓华制药,15mg,乡镇卫生,214614
兰索拉唑肠溶片,口服,肠溶片,2019,乐普药业,15mg,乡镇卫生,355801
兰索拉唑肠溶片,口服,肠溶片,2019,华润双鹤利民药业(济南),15mg,乡镇卫生,1062667
兰索拉唑肠溶片,口服,肠溶片,2019,南京海辰药业,15mg,乡镇卫生,78627
兰索拉唑肠溶片,口服,肠溶片,2019,山东罗欣药业集团,15mg,乡镇卫生,8923855
兰索拉唑肠溶片,口服,肠溶片,2019,康普药业,15mg,乡镇卫生,212812
兰索拉唑肠溶片,口服,肠溶片,2019,成都倍特药业,15mg,乡镇卫生,5575184
兰索拉唑肠溶片,口服,肠溶片,2019,扬子江四川海蓉药业,15mg,乡镇卫生,15254370
兰索拉唑肠溶片,口服,肠溶片,2019,昆明源瑞制药,15mg,乡镇卫生,130248
兰索拉唑肠溶片,口服,肠溶片,2019,汕头鮀滨制药,15mg,乡镇卫生,3048114
兰索拉唑肠溶片,口服,肠溶片,2019,江苏亚邦爱普森药业,15mg,乡镇卫生,79210
兰索拉唑肠溶片,口服,肠溶片,2019,江苏康缘药业,15mg,乡镇卫生,49470
兰索拉唑肠溶片,口服,肠溶片,2019,浙江天一堂药业,15mg,乡镇卫生,517045
兰索拉唑肠溶片,口服,肠溶片,2019,湖北潜龙药业,15mg,乡镇卫生,678524
兰索拉唑肠溶片,口服,肠溶片,2019,湖北科益药业,15mg,乡镇卫生,845648
兰索拉唑肠溶片,口服,肠溶片,2019,湖南华纳大药厂,15mg,乡镇卫生,13298
兰索拉唑肠溶片,口服,肠溶片,2019,苏州东瑞制药,15mg,乡镇卫生,702382
兰索拉唑肠溶片,口服,肠溶片,2019,郑州瑞康制药,15mg,乡镇卫生,162877
兰索拉唑肠溶片,口服,肠溶片,2020,上海桓华制药,15mg,乡镇卫生,79560
兰索拉唑肠溶片,口服,肠溶片,2020,乐普药业,15mg,乡镇卫生,108707
兰索拉唑肠溶片,口服,肠溶片,2020,华润双鹤利民药业(济南),15mg,乡镇卫生,11927
兰索拉唑肠溶片,口服,肠溶片,2020,南京海辰药业,15mg,乡镇卫生,323171
兰索拉唑肠溶片,口服,肠溶片,2020,山东罗欣药业集团,15mg,乡镇卫生,11637571
兰索拉唑肠溶片,口服,肠溶片,2020,康普药业,15mg,乡镇卫生,185709
兰索拉唑肠溶片,口服,肠溶片,2020,成都倍特药业,15mg,乡镇卫生,6642929
兰索拉唑肠溶片,口服,肠溶片,2020,扬子江四川海蓉药业,15mg,乡镇卫生,10324433
兰索拉唑肠溶片,口服,肠溶片,2020,昆明源瑞制药,15mg,乡镇卫生,2432
兰索拉唑肠溶片,口服,肠溶片,2020,汕头鮀滨制药,15mg,乡镇卫生,3976398
兰索拉唑肠溶片,口服,肠溶片,2020,江苏亚邦爱普森药业,15mg,乡镇卫生,109918
兰索拉唑肠溶片,口服,肠溶片,2020,江苏康缘药业,15mg,乡镇卫生,19087
兰索拉唑肠溶片,口服,肠溶片,2020,浙江天一堂药业,15mg,乡镇卫生,71125
兰索拉唑肠溶片,口服,肠溶片,2020,湖北潜龙药业,15mg,乡镇卫生,322307
兰索拉唑肠溶片,口服,肠溶片,2020,湖北科益药业,15mg,乡镇卫生,39803
兰索拉唑肠溶片,口服,肠溶片,2020,苏州东瑞制药,15mg,乡镇卫生,309506
兰索拉唑肠溶片,口服,肠溶片,2020,郑州瑞康制药,15mg,乡镇卫生,131447
兰索拉唑肠溶片,口服,肠溶片,2021,上海桓华制药,15mg,乡镇卫生,141364
兰索拉唑肠溶片,口服,肠溶片,2021,乐普药业,15mg,乡镇卫生,207690
兰索拉唑肠溶片,口服,肠溶片,2021,华润双鹤利民药业(济南),15mg,乡镇卫生,139938
兰索拉唑肠溶片,口服,肠溶片,2021,南京海辰药业,15mg,乡镇卫生,1374915
兰索拉唑肠溶片,口服,肠溶片,2021,山东罗欣药业集团,15mg,乡镇卫生,13850928
兰索拉唑肠溶片,口服,肠溶片,2021,康普药业,15mg,乡镇卫生,562478
兰索拉唑肠溶片,口服,肠溶片,2021,成都倍特药业,15mg,乡镇卫生,2321643
兰索拉唑肠溶片,口服,肠溶片,2021,扬子江四川海蓉药业,15mg,乡镇卫生,17261497
兰索拉唑肠溶片,口服,肠溶片,2021,昆明源瑞制药,15mg,乡镇卫生,2670
兰索拉唑肠溶片,口服,肠溶片,2021,汕头鮀滨制药,15mg,乡镇卫生,7055932
兰索拉唑肠溶片,口服,肠溶片,2021,江苏亚邦爱普森药业,15mg,乡镇卫生,58748
兰索拉唑肠溶片,口服,肠溶片,2021,江苏康缘药业,15mg,乡镇卫生,69542
兰索拉唑肠溶片,口服,肠溶片,2021,浙江天一堂药业,15mg,乡镇卫生,17637
兰索拉唑肠溶片,口服,肠溶片,2021,湖北潜龙药业,15mg,乡镇卫生,326517
兰索拉唑肠溶片,口服,肠溶片,2021,湖北科益药业,15mg,乡镇卫生,33835
兰索拉唑肠溶片,口服,肠溶片,2021,苏州东瑞制药,15mg,乡镇卫生,101940
兰索拉唑肠溶片,口服,肠溶片,2021,郑州瑞康制药,15mg,乡镇卫生,324527
兰索拉唑肠溶片,口服,肠溶片,2022,上海桓华制药,15mg,乡镇卫生,190000
兰索拉唑肠溶片,口服,肠溶片,2022,乐普药业,15mg,乡镇卫生,40000
兰索拉唑肠溶片,口服,肠溶片,2022,华润双鹤利民药业(济南),15mg,乡镇卫生,430000
兰索拉唑肠溶片,口服,肠溶片,2022,南京海辰药业,15mg,乡镇卫生,1700000
兰索拉唑肠溶片,口服,肠溶片,2022,山东罗欣药业集团,15mg,乡镇卫生,8490000
兰索拉唑肠溶片,口服,肠溶片,2022,康普药业,15mg,乡镇卫生,830000
兰索拉唑肠溶片,口服,肠溶片,2022,成都倍特药业,15mg,乡镇卫生,1130000
兰索拉唑肠溶片,口服,肠溶片,2022,扬子江四川海蓉药业,15mg,乡镇卫生,14880000
兰索拉唑肠溶片,口服,肠溶片,2022,汕头鮀滨制药,15mg,乡镇卫生,5920000
兰索拉唑肠溶片,口服,肠溶片,2022,江苏亚邦爱普森药业,15mg,乡镇卫生,40000
兰索拉唑肠溶片,口服,肠溶片,2022,江苏康缘药业,15mg,乡镇卫生,70000
兰索拉唑肠溶片,口服,肠溶片,2022,浙江天一堂药业,15mg,乡镇卫生,80000
兰索拉唑肠溶片,口服,肠溶片,2022,湖北潜龙药业,15mg,乡镇卫生,1190000
兰索拉唑肠溶片,口服,肠溶片,2022,苏州东瑞制药,15mg,乡镇卫生,110000
兰索拉唑肠溶片,口服,肠溶片,2022,郑州瑞康制药,15mg,乡镇卫生,200000
兰索拉唑肠溶片,口服,肠溶片,2023,上海桓华制药,15mg,乡镇卫生,460000
兰索拉唑肠溶片,口服,肠溶片,2023,乐普药业,15mg,乡镇卫生,180000
兰索拉唑肠溶片,口服,肠溶片,2023,华润双鹤利民药业(济南),15mg,乡镇卫生,910000
兰索拉唑肠溶片,口服,肠溶片,2023,南京海辰药业,15mg,乡镇卫生,6510000
兰索拉唑肠溶片,口服,肠溶片,2023,山东罗欣药业集团,15mg,乡镇卫生,7500000
兰索拉唑肠溶片,口服,肠溶片,2023,康普药业,15mg,乡镇卫生,1280000
兰索拉唑肠溶片,口服,肠溶片,2023,成都倍特药业,15mg,乡镇卫生,3020000
兰索拉唑肠溶片,口服,肠溶片,2023,扬子江四川海蓉药业,15mg,乡镇卫生,14300000
兰索拉唑肠溶片,口服,肠溶片,2023,汕头鮀滨制药,15mg,乡镇卫生,3600000
兰索拉唑肠溶片,口服,肠溶片,2023,江苏亚邦爱普森药业,15mg,乡镇卫生,40000
兰索拉唑肠溶片,口服,肠溶片,2023,江苏康缘药业,15mg,乡镇卫生,130000
兰索拉唑肠溶片,口服,肠溶片,2023,浙江天一堂药业,15mg,乡镇卫生,100000
兰索拉唑肠溶片,口服,肠溶片,2023,湖北潜龙药业,15mg,乡镇卫生,590000
兰索拉唑肠溶片,口服,肠溶片,2023,苏州东瑞制药,15mg,乡镇卫生,40000
兰索拉唑肠溶片,口服,肠溶片,2023,郑州瑞康制药,15mg,乡镇卫生,70000
兰索拉唑肠溶片,口服,肠溶片,2024,上海桓华制药,15mg,乡镇卫生,460000
兰索拉唑肠溶片,口服,肠溶片,2024,乐普药业,15mg,乡镇卫生,290000
兰索拉唑肠溶片,口服,肠溶片,2024,华润双鹤利民药业(济南),15mg,乡镇卫生,1070000
兰索拉唑肠溶片,口服,肠溶片,2024,南京海辰药业,15mg,乡镇卫生,9740000
兰索拉唑肠溶片,口服,肠溶片,2024,山东罗欣药业集团,15mg,乡镇卫生,7970000
兰索拉唑肠溶片,口服,肠溶片,2024,康普药业,15mg,乡镇卫生,1320000
兰索拉唑肠溶片,口服,肠溶片,2024,成都倍特药业,15mg,乡镇卫生,2330000
兰索拉唑肠溶片,口服,肠溶片,2024,扬子江四川海蓉药业,15mg,乡镇卫生,15280000
兰索拉唑肠溶片,口服,肠溶片,2024,汕头鮀滨制药,15mg,乡镇卫生,2510000
兰索拉唑肠溶片,口服,肠溶片,2024,江苏亚邦爱普森药业,15mg,乡镇卫生,40000
兰索拉唑肠溶片,口服,肠溶片,2024,江苏康缘药业,15mg,乡镇卫生,110000
兰索拉唑肠溶片,口服,肠溶片,2024,浙江天一堂药业,15mg,乡镇卫生,130000
兰索拉唑肠溶片,口服,肠溶片,2024,湖北潜龙药业,15mg,乡镇卫生,720000
兰索拉唑肠溶片,口服,肠溶片,2024,苏州东瑞制药,15mg,乡镇卫生,40000
兰索拉唑肠溶片,口服,肠溶片,2024,郑州瑞康制药,15mg,乡镇卫生,80000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,上海桓华制药,15mg,乡镇卫生,130000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,乐普药业,15mg,乡镇卫生,110000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,华润双鹤利民药业(济南),15mg,乡镇卫生,670000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,南京海辰药业,15mg,乡镇卫生,6040000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,山东罗欣药业集团,15mg,乡镇卫生,3160000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,康普药业,15mg,乡镇卫生,820000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,成都倍特药业,15mg,乡镇卫生,940000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,扬子江四川海蓉药业,15mg,乡镇卫生,9090000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,汕头鮀滨制药,15mg,乡镇卫生,1190000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,江苏亚邦爱普森药业,15mg,乡镇卫生,20000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,江苏康缘药业,15mg,乡镇卫生,60000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,浙江天一堂药业,15mg,乡镇卫生,60000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,湖北潜龙药业,15mg,乡镇卫生,400000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,苏州东瑞制药,15mg,乡镇卫生,20000
兰索拉唑肠溶片,口服,肠溶片,2025 H1,郑州瑞康制药,15mg,乡镇卫生,40000
兰索拉唑肠溶胶囊,口服,肠溶胶囊,2017,北京红林制药,15mg,乡镇卫生,4158527
兰索拉唑肠溶胶囊,口服,肠溶胶囊,2017,湖北欧立制药,15mg,乡镇卫生,65457
兰索拉唑肠溶胶囊,口服,肠溶胶囊,2018,北京红林制药,15mg,乡镇卫生,3966025
兰索拉唑肠溶胶囊,口服,肠溶胶囊,2018,湖北欧立制药,15mg,乡镇卫生,290644
兰索拉唑肠溶胶囊,口服,肠溶胶囊,2019,北京红林制药,15mg,乡镇卫生,4169895
兰索拉唑肠溶胶囊,口服,肠溶胶囊,2019,湖北欧立制药,15mg,乡镇卫生,256007
