,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
264,1900,Paris,Athletics,Athletics,Jacques Chastanie,FRA,Men,5000M Team,Silver,France
265,1900,Paris,Athletics,Athletics,Henri Deloge,FRA,Men,5000M Team,Silver,France
266,1900,Paris,Athletics,Athletics,Gaston Ragueneau,FRA,Men,5000M Team,Silver,France
267,1900,Paris,Athletics,Athletics,Stanley Rowley,AUS,Men,60M,Bronze,Australia
268,1900,Paris,Athletics,Athletics,Alvin Kraenzlein,USA,Men,60M,Gold,United States
269,1900,Paris,Athletics,Athletics,Walter B. John Tewksbury,USA,Men,60M,Silver,United States
270,1900,Paris,Athletics,Athletics,David Hall,USA,Men,800M,Bronze,United States
271,1900,Paris,Athletics,Athletics,Alfred Tysoe,GBR,Men,800M,Gold,United Kingdom
272,1900,Paris,Athletics,Athletics,John Cregan,USA,Men,800M,Silver,United States
273,1900,Paris,Athletics,Athletics,Richard Sheldon,USA,Men,Discus Throw,Bronze,United States
274,1900,Paris,Athletics,Athletics,Rudolf Bauer,HUN,Men,Discus Throw,Gold,Hungary
275,1900,Paris,Athletics,Athletics,Frantisek Janda,BOH,Men,Discus Throw,Silver,
276,1900,Paris,Athletics,Athletics,Josiah Mccracken,USA,Men,Hammer Throw,Bronze,United States
277,1900,Paris,Athletics,Athletics,John Jesus Flanagan,USA,Men,Hammer Throw,Gold,United States
278,1900,Paris,Athletics,Athletics,Thomas Truxton Hare,USA,Men,Hammer Throw,Silver,United States
279,1900,Paris,Athletics,Athletics,Lajos Gönczy,HUN,Men,High Jump,Bronze,Hungary
280,1900,Paris,Athletics,Athletics,Irving Baxter,USA,Men,High Jump,Gold,United States
281,1900,Paris,Athletics,Athletics,Patrick Joseph Leahy,GBR,Men,High Jump,Silver,United Kingdom
282,1900,Paris,Athletics,Athletics,Lewis Pendleton Sheldon,USA,Men,"High Jump, Standing",Bronze,United States
283,1900,Paris,Athletics,Athletics,Ray Ewry,USA,Men,"High Jump, Standing",Gold,United States
284,1900,Paris,Athletics,Athletics,Irving Baxter,USA,Men,"High Jump, Standing",Silver,United States
285,1900,Paris,Athletics,Athletics,Patrick Joseph Leahy,GBR,Men,Long Jump,Bronze,United Kingdom
286,1900,Paris,Athletics,Athletics,Alvin Kraenzlein,USA,Men,Long Jump,Gold,United States
287,1900,Paris,Athletics,Athletics,Meyer Prinstein,USA,Men,Long Jump,Silver,United States
288,1900,Paris,Athletics,Athletics,Emile Torcheboeuf,FRA,Men,"Long Jump, Standing",Bronze,France
289,1900,Paris,Athletics,Athletics,Ray Ewry,USA,Men,"Long Jump, Standing",Gold,United States
290,1900,Paris,Athletics,Athletics,Irving Baxter,USA,Men,"Long Jump, Standing",Silver,United States
291,1900,Paris,Athletics,Athletics,Ernst Fast,SWE,Men,Marathon,Bronze,Sweden
292,1900,Paris,Athletics,Athletics,Michel Theato,FRA,Men,Marathon,Gold,France
293,1900,Paris,Athletics,Athletics,Emile Champion,FRA,Men,Marathon,Silver,France
294,1900,Paris,Athletics,Athletics,Carl Albert Andersen,NOR,Men,Pole Vault,Bronze,Norway
295,1900,Paris,Athletics,Athletics,Irving Baxter,USA,Men,Pole Vault,Gold,United States
296,1900,Paris,Athletics,Athletics,Meredith Bright Colkett,USA,Men,Pole Vault,Silver,United States
297,1900,Paris,Athletics,Athletics,Robert Garrett,USA,Men,Shot Put,Bronze,United States
298,1900,Paris,Athletics,Athletics,Richard Sheldon,USA,Men,Shot Put,Gold,United States
299,1900,Paris,Athletics,Athletics,Josiah Mccracken,USA,Men,Shot Put,Silver,United States
300,1900,Paris,Athletics,Athletics,Lewis Pendleton Sheldon,USA,Men,Triple Jump,Bronze,United States
301,1900,Paris,Athletics,Athletics,Meyer Prinstein,USA,Men,Triple Jump,Gold,United States
302,1900,Paris,Athletics,Athletics,James Connolly,USA,Men,Triple Jump,Silver,United States
303,1900,Paris,Athletics,Athletics,Robert Garrett,USA,Men,"Triple Jump, Standing",Bronze,United States
304,1900,Paris,Athletics,Athletics,Ray Ewry,USA,Men,"Triple Jump, Standing",Gold,United States
305,1900,Paris,Athletics,Athletics,Irving Baxter,USA,Men,"Triple Jump, Standing",Silver,United States
306,1900,Paris,Basque Pelota,Basque Pelota,José De Amezola Y Aspizua,ESP,Men,Cesta Punta,Gold,Spain
307,1900,Paris,Basque Pelota,Basque Pelota,Francisco Villota Baquiola,ESP,Men,Cesta Punta,Gold,Spain
308,1900,Paris,Basque Pelota,Basque Pelota,Maurice Durquetty,FRA,Men,Cesta Punta,Silver,France
309,1900,Paris,Basque Pelota,Basque Pelota,Etchegaray,FRA,Men,Cesta Punta,Silver,France
310,1900,Paris,Cricket,Cricket,Charles Beachcroft,GBR,Men,Cricket,Gold,United Kingdom
311,1900,Paris,Cricket,Cricket,Arthur Ernest Birkett,GBR,Men,Cricket,Gold,United Kingdom
312,1900,Paris,Cricket,Cricket,Alfred James Bowerman,GBR,Men,Cricket,Gold,United Kingdom
313,1900,Paris,Cricket,Cricket,George John Buckley,GBR,Men,Cricket,Gold,United Kingdom
314,1900,Paris,Cricket,Cricket,Francis Romulus Burchell,GBR,Men,Cricket,Gold,United Kingdom
315,1900,Paris,Cricket,Cricket,Frederick William Christian,GBR,Men,Cricket,Gold,United Kingdom
316,1900,Paris,Cricket,Cricket,Harry Richard Corner,GBR,Men,Cricket,Gold,United Kingdom
317,1900,Paris,Cricket,Cricket,Frederick Wlliam Cuming,GBR,Men,Cricket,Gold,United Kingdom
318,1900,Paris,Cricket,Cricket,William Stephen Donne,GBR,Men,Cricket,Gold,United Kingdom
319,1900,Paris,Cricket,Cricket,Alfred James Powlesland,GBR,Men,Cricket,Gold,United Kingdom
320,1900,Paris,Cricket,Cricket,John Symes,GBR,Men,Cricket,Gold,United Kingdom
321,1900,Paris,Cricket,Cricket,Montagu Henry Toller,GBR,Men,Cricket,Gold,United Kingdom
322,1900,Paris,Cricket,Cricket,W. Anderson,FRA,Men,Cricket,Silver,France
323,1900,Paris,Cricket,Cricket,W.T. Attrill,FRA,Men,Cricket,Silver,France
324,1900,Paris,Cricket,Cricket,J. Braid,FRA,Men,Cricket,Silver,France
325,1900,Paris,Cricket,Cricket,W. Browning,FRA,Men,Cricket,Silver,France
326,1900,Paris,Cricket,Cricket,R. Horne,FRA,Men,Cricket,Silver,France
327,1900,Paris,Cricket,Cricket,T.H. Jordan,FRA,Men,Cricket,Silver,France
328,1900,Paris,Cricket,Cricket,A. Mcevoy,FRA,Men,Cricket,Silver,France
329,1900,Paris,Cricket,Cricket,D. Robinson,FRA,Men,Cricket,Silver,France
330,1900,Paris,Cricket,Cricket,F. Roques,FRA,Men,Cricket,Silver,France
331,1900,Paris,Cricket,Cricket,A.J. Schneidau,FRA,Men,Cricket,Silver,France
332,1900,Paris,Cricket,Cricket,Henry John Terry,FRA,Men,Cricket,Silver,France
333,1900,Paris,Cricket,Cricket,P.H. Tomalin,FRA,Men,Cricket,Silver,France
334,1900,Paris,Croquet,Croquet,Aumoitte,FRA,Men,Double,Gold,France
335,1900,Paris,Croquet,Croquet,Johin,FRA,Men,Double,Gold,France
336,1900,Paris,Croquet,Croquet,Waydelich,FRA,Men,Individual 1 Ball,Bronze,France
337,1900,Paris,Croquet,Croquet,Aumoitte,FRA,Men,Individual 1 Ball,Gold,France
338,1900,Paris,Croquet,Croquet,Johin,FRA,Men,Individual 1 Ball,Silver,France
339,1900,Paris,Croquet,Croquet,Sautreau,FRA,Men,Individual 2 Balls,Bronze,France
340,1900,Paris,Croquet,Croquet,Waydelich,FRA,Men,Individual 2 Balls,Gold,France
341,1900,Paris,Croquet,Croquet,Vignerot,FRA,Men,Individual 2 Balls,Silver,France
342,1900,Paris,Cycling,Cycling Track,..... Daumain,FRA,Men,25 Kilometres,Bronze,France
343,1900,Paris,Cycling,Cycling Track,Louis Bastien,FRA,Men,25 Kilometres,Gold,France
344,1900,Paris,Cycling,Cycling Track,Louis Hildebrand,FRA,Men,25 Kilometres,Silver,France
345,1900,Paris,Cycling,Cycling Track,John Henry Lake,USA,Men,Sprint Indivual,Bronze,United States
346,1900,Paris,Cycling,Cycling Track,Georges Taillandier,FRA,Men,Sprint Indivual,Gold,France
347,1900,Paris,Cycling,Cycling Track,Fernand Sanz,FRA,Men,Sprint Indivual,Silver,France
348,1900,Paris,Equestrian,Jumping,Georges Van De Poele,BEL,Men,High Jump,Bronze,Belgium
349,1900,Paris,Equestrian,Jumping,Dominique Maximien Garderes,FRA,Men,High Jump,Gold,France
350,1900,Paris,Equestrian,Jumping,Gian Giorgio Trissino,ITA,Men,High Jump,Gold,Italy
351,1900,Paris,Equestrian,Jumping,Louis De Champsavin,FRA,Men,Individual,Bronze,France
352,1900,Paris,Equestrian,Jumping,Aimé Haegeman,BEL,Men,Individual,Gold,Belgium
353,1900,Paris,Equestrian,Jumping,Georges Van De Poele,BEL,Men,Individual,Silver,Belgium
354,1900,Paris,Equestrian,Jumping,De Bellegarde,FRA,Men,Long Jump Individual,Bronze,France
355,1900,Paris,Equestrian,Jumping,Constant Van Langhendonck,BEL,Men,Long Jump Individual,Gold,Belgium
356,1900,Paris,Equestrian,Jumping,Gian Giorgio Trissino,ITA,Men,Long Jump Individual,Silver,Italy
357,1900,Paris,Fencing,Fencing,Léon See,FRA,Men,Épée Individual,Bronze,France
358,1900,Paris,Fencing,Fencing,Ramon Fonst,CUB,Men,Épée Individual,Gold,Cuba
359,1900,Paris,Fencing,Fencing,Louis Perree,FRA,Men,Épée Individual,Silver,France
360,1900,Paris,Fencing,Fencing,Léon See,FRA,Men,"Épée, Amateurs And Masters",Bronze,France
361,1900,Paris,Fencing,Fencing,Albert Ayat,FRA,Men,"Épée, Amateurs And Masters",Gold,France
362,1900,Paris,Fencing,Fencing,Ramon Fonst,CUB,Men,"Épée, Amateurs And Masters",Silver,Cuba
363,1900,Paris,Fencing,Fencing,Henri Laurent,FRA,Men,"Épée, Masters",Bronze,France
364,1900,Paris,Fencing,Fencing,Albert Ayat,FRA,Men,"Épée, Masters",Gold,France
365,1900,Paris,Fencing,Fencing,Emile Bougnol,FRA,Men,"Épée, Masters",Silver,France
366,1900,Paris,Fencing,Fencing,Marcel Jacques Boulenger,FRA,Men,Foil Individual,Bronze,France
367,1900,Paris,Fencing,Fencing,Emile Coste,FRA,Men,Foil Individual,Gold,France
368,1900,Paris,Fencing,Fencing,Henri Masson,FRA,Men,Foil Individual,Silver,France
369,1900,Paris,Fencing,Fencing,Jean-Baptiste Mimiague,FRA,Men,"Foil, Masters",Bronze,France
370,1900,Paris,Fencing,Fencing,Lucien Merignac,FRA,Men,"Foil, Masters",Gold,France
371,1900,Paris,Fencing,Fencing,Alphonse Kirchhoffer,FRA,Men,"Foil, Masters",Silver,France
372,1900,Paris,Fencing,Fencing,Siegfried Flesch,AUT,Men,Sabre Individual,Bronze,Austria
373,1900,Paris,Fencing,Fencing,Georges De La Falaise,FRA,Men,Sabre Individual,Gold,France
374,1900,Paris,Fencing,Fencing,Léon Thiebaut,FRA,Men,Sabre Individual,Silver,France
375,1900,Paris,Fencing,Fencing,Milan Neralic,AUT,Men,"Sabre, Masters",Bronze,Austria
376,1900,Paris,Fencing,Fencing,Antonio Conte,ITA,Men,"Sabre, Masters",Gold,Italy
377,1900,Paris,Fencing,Fencing,Italo Santelli,ITA,Men,"Sabre, Masters",Silver,Italy
378,1900,Paris,Football,Football,Albert Delbecque,BEL,Men,Football,Bronze,Belgium
379,1900,Paris,Football,Football,R. Kelecom,BEL,Men,Football,Bronze,Belgium
380,1900,Paris,Football,Football,Marcel Leboutte,BEL,Men,Football,Bronze,Belgium
381,1900,Paris,Football,Football,Londot,BEL,Men,Football,Bronze,Belgium
382,1900,Paris,Football,Football,Ernest Moreau,BEL,Men,Football,Bronze,Belgium
383,1900,Paris,Football,Football,E. Neefs,BEL,Men,Football,Bronze,Belgium
384,1900,Paris,Football,Football,Georges Pelgrims,BEL,Men,Football,Bronze,Belgium
385,1900,Paris,Football,Football,Alphonse Renier,BEL,Men,Football,Bronze,Belgium
386,1900,Paris,Football,Football,E. Spannoghe,BEL,Men,Football,Bronze,Belgium
387,1900,Paris,Football,Football,Erich Thornton,BEL,Men,Football,Bronze,Belgium
388,1900,Paris,Football,Football,Van Heuckelum,BEL,Men,Football,Bronze,Belgium
389,1900,Paris,Football,Football,Claude Percy Buckenham,GBR,Men,Football,Gold,United Kingdom
390,1900,Paris,Football,Football,T.E. Burridge,GBR,Men,Football,Gold,United Kingdom
391,1900,Paris,Football,Football,Alfred Ernest Chalk,GBR,Men,Football,Gold,United Kingdom
392,1900,Paris,Football,Football,William Sullivan Grosling,GBR,Men,Football,Gold,United Kingdom
393,1900,Paris,Football,Football,A. Haslam,GBR,Men,Football,Gold,United Kingdom
394,1900,Paris,Football,Football,J.H. Jones,GBR,Men,Football,Gold,United Kingdom
395,1900,Paris,Football,Football,J. Nicholas,GBR,Men,Football,Gold,United Kingdom
396,1900,Paris,Football,Football,William Francis Quash,GBR,Men,Football,Gold,United Kingdom
397,1900,Paris,Football,Football,F.G. Spackman,GBR,Men,Football,Gold,United Kingdom
398,1900,Paris,Football,Football,R.R. Turner,GBR,Men,Football,Gold,United Kingdom
399,1900,Paris,Football,Football,James Edward Zealley,GBR,Men,Football,Gold,United Kingdom
400,1900,Paris,Football,Football,Pierre Allemane,FRA,Men,Football,Silver,France
401,1900,Paris,Football,Football,Bach,FRA,Men,Football,Silver,France
402,1900,Paris,Football,Football,Jean Bloch,FRA,Men,Football,Silver,France
403,1900,Paris,Football,Football,Fernand Canelle,FRA,Men,Football,Silver,France
404,1900,Paris,Football,Football,Duparc,FRA,Men,Football,Silver,France
405,1900,Paris,Football,Football,Fraysse,FRA,Men,Football,Silver,France
406,1900,Paris,Football,Football,Gaillard,FRA,Men,Football,Silver,France
407,1900,Paris,Football,Football,René Garnier,FRA,Men,Football,Silver,France
408,1900,Paris,Football,Football,Grandjean,FRA,Men,Football,Silver,France
409,1900,Paris,Football,Football,Huteau,FRA,Men,Football,Silver,France
410,1900,Paris,Football,Football,Lambert,FRA,Men,Football,Silver,France
411,1900,Paris,Football,Football,Macaire,FRA,Men,Football,Silver,France
412,1900,Paris,Football,Football,Peltier,FRA,Men,Football,Silver,France
413,1900,Paris,Golf,Golf,David Donaldson Robertson,GBR,Men,Individual,Bronze,United Kingdom
414,1900,Paris,Golf,Golf,Charles Edward Sands,USA,Men,Individual,Gold,United States
415,1900,Paris,Golf,Golf,Walter Rutherford,GBR,Men,Individual,Silver,United Kingdom
416,1900,Paris,Golf,Golf,Daria Pratt,USA,Women,Individual,Bronze,United States
417,1900,Paris,Golf,Golf,Margaret Ives Abbott,USA,Women,Individual,Gold,United States
418,1900,Paris,Golf,Golf,Pauline Whittier,USA,Women,Individual,Silver,United States
419,1900,Paris,Gymnastics,Artistic G.,Lucien Demanet,FRA,Men,Individual All-Round,Bronze,France
420,1900,Paris,Gymnastics,Artistic G.,Gustave Sandras,FRA,Men,Individual All-Round,Gold,France
421,1900,Paris,Gymnastics,Artistic G.,Noël Bas,FRA,Men,Individual All-Round,Silver,France
422,1900,Paris,Polo,Polo,Jean Boussod,ZZX,Men,Polo,Bronze,
423,1900,Paris,Polo,Polo,Louis Duc De Bisaccia,ZZX,Men,Polo,Bronze,
424,1900,Paris,Polo,Polo,A. Fauquet Lemaitre,ZZX,Men,Polo,Bronze,
425,1900,Paris,Polo,Polo,Maurice Raoul-Duval,ZZX,Men,Polo,Bronze,
426,1900,Paris,Polo,Polo,Dennis Daly,ZZX,Men,Polo,Gold,
427,1900,Paris,Polo,Polo,Foxhall Parker Keene,ZZX,Men,Polo,Gold,
428,1900,Paris,Polo,Polo,Frank Jay Mackey,ZZX,Men,Polo,Gold,
429,1900,Paris,Polo,Polo,Alfred Rawlinson,ZZX,Men,Polo,Gold,
430,1900,Paris,Polo,Polo,Walter Selby Buckmaster,ZZX,Men,Polo,Silver,
431,1900,Paris,Polo,Polo,José Pierre M.J. Comte De Madre,ZZX,Men,Polo,Silver,
432,1900,Paris,Polo,Polo,Frederick Maitland Freake,ZZX,Men,Polo,Silver,
433,1900,Paris,Polo,Polo,Walter Adolph Mccreery,ZZX,Men,Polo,Silver,
434,1900,Paris,Rowing,Rowing,Francois Antoine Brandt,NED,Men,Eight With Coxswain (8+),Bronze,Netherlands
435,1900,Paris,Rowing,Rowing,Hermanus Gerardus Brockmann,NED,Men,Eight With Coxswain (8+),Bronze,Netherlands
436,1900,Paris,Rowing,Rowing,Roelof Klein,NED,Men,Eight With Coxswain (8+),Bronze,Netherlands
437,1900,Paris,Rowing,Rowing,Ruud Gerbens Leegstra,NED,Men,Eight With Coxswain (8+),Bronze,Netherlands
438,1900,Paris,Rowing,Rowing,Walter Middelberg,NED,Men,Eight With Coxswain (8+),Bronze,Netherlands
439,1900,Paris,Rowing,Rowing,Hendrik Karel Offerhaus,NED,Men,Eight With Coxswain (8+),Bronze,Netherlands
440,1900,Paris,Rowing,Rowing,Walter Thijssen,NED,Men,Eight With Coxswain (8+),Bronze,Netherlands
441,1900,Paris,Rowing,Rowing,Henricus Tromp,NED,Men,Eight With Coxswain (8+),Bronze,Netherlands
442,1900,Paris,Rowing,Rowing,Johannes Wilhelmus Maria Van Dijk,NED,Men,Eight With Coxswain (8+),Bronze,Netherlands
443,1900,Paris,Rowing,Rowing,Louis Abell,USA,Men,Eight With Coxswain (8+),Gold,United States
444,1900,Paris,Rowing,Rowing,William Carr,USA,Men,Eight With Coxswain (8+),Gold,United States
445,1900,Paris,Rowing,Rowing,Harry Debaecke,USA,Men,Eight With Coxswain (8+),Gold,United States
446,1900,Paris,Rowing,Rowing,John Exley,USA,Men,Eight With Coxswain (8+),Gold,United States
447,1900,Paris,Rowing,Rowing,John Geiger,USA,Men,Eight With Coxswain (8+),Gold,United States
448,1900,Paris,Rowing,Rowing,Edward Hedley,USA,Men,Eight With Coxswain (8+),Gold,United States
449,1900,Paris,Rowing,Rowing,James Juvenal,USA,Men,Eight With Coxswain (8+),Gold,United States
450,1900,Paris,Rowing,Rowing,Roscoe Lockwood,USA,Men,Eight With Coxswain (8+),Gold,United States
451,1900,Paris,Rowing,Rowing,Edward Marsh,USA,Men,Eight With Coxswain (8+),Gold,United States
452,1900,Paris,Rowing,Rowing,Prospère Bruggeman,BEL,Men,Eight With Coxswain (8+),Silver,Belgium
453,1900,Paris,Rowing,Rowing,Jules De Bisschop,BEL,Men,Eight With Coxswain (8+),Silver,Belgium
454,1900,Paris,Rowing,Rowing,Oscar De Cock,BEL,Men,Eight With Coxswain (8+),Silver,Belgium
455,1900,Paris,Rowing,Rowing,Oscar Charles De Somville,BEL,Men,Eight With Coxswain (8+),Silver,Belgium
456,1900,Paris,Rowing,Rowing,Maurice Hemelsoet,BEL,Men,Eight With Coxswain (8+),Silver,Belgium
457,1900,Paris,Rowing,Rowing,Frank Odberg,BEL,Men,Eight With Coxswain (8+),Silver,Belgium
458,1900,Paris,Rowing,Rowing,Marcel Lucien Van Crombrugghe,BEL,Men,Eight With Coxswain (8+),Silver,Belgium
459,1900,Paris,Rowing,Rowing,Alfred Van Landeghem,BEL,Men,Eight With Coxswain (8+),Silver,Belgium
460,1900,Paris,Rowing,Rowing,Maurice Verdonck,BEL,Men,Eight With Coxswain (8+),Silver,Belgium
461,1900,Paris,Rowing,Rowing,Wilhelm Carstens,GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
462,1900,Paris,Rowing,Rowing,Ernst Felle,GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
463,1900,Paris,Rowing,Rowing,Otto Fickeisen,GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
464,1900,Paris,Rowing,Rowing,Julius Körner,GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
465,1900,Paris,Rowing,Rowing,Franz Kröwerath,GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
466,1900,Paris,Rowing,Rowing,Carl Lehle,GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
467,1900,Paris,Rowing,Rowing,Adolf Möller,GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
468,1900,Paris,Rowing,Rowing,Gustav Adolf Moths,GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
469,1900,Paris,Rowing,Rowing,Hugo Rüster,GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
470,1900,Paris,Rowing,Rowing,Hermann Wilker,GER,Men,Four-Oared Shell With Coxswain (4-),Bronze,Germany
471,1900,Paris,Rowing,Rowing,Henri Bouckaert,FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,France
472,1900,Paris,Rowing,Rowing,Jean Cau,FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,France
473,1900,Paris,Rowing,Rowing,Charlot,FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,France
474,1900,Paris,Rowing,Rowing,Emile Delchambre,FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,France
475,1900,Paris,Rowing,Rowing,Carl Heinrich Gossler,GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Germany
476,1900,Paris,Rowing,Rowing,Gustav Ludwig Gossler,GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Germany
477,1900,Paris,Rowing,Rowing,Oscar Gossler,GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Germany
478,1900,Paris,Rowing,Rowing,Henri Hazebrouck,FRA,Men,Four-Oared Shell With Coxswain (4-),Gold,France
479,1900,Paris,Rowing,Rowing,Walther Katzenstein,GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Germany
480,1900,Paris,Rowing,Rowing,Waldemar Tietgens,GER,Men,Four-Oared Shell With Coxswain (4-),Gold,Germany
481,1900,Paris,Rowing,Rowing,Hermanus Gerardus Brockmann,NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands
482,1900,Paris,Rowing,Rowing,Coenraad Christiaan Hiebendaai,NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands
483,1900,Paris,Rowing,Rowing,Gerhard Oswald Lotsy,NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands
484,1900,Paris,Rowing,Rowing,Paulus Jan Lotsy,NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands
485,1900,Paris,Rowing,Rowing,Georges Lumpp,FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,France
486,1900,Paris,Rowing,Rowing,Charles Perrin,FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,France
487,1900,Paris,Rowing,Rowing,Daniel Soubeyran,FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,France
488,1900,Paris,Rowing,Rowing,Johannes Hester Lambertus Terwogt,NED,Men,Four-Oared Shell With Coxswain (4-),Silver,Netherlands
489,1900,Paris,Rowing,Rowing,Emile Wegelin,FRA,Men,Four-Oared Shell With Coxswain (4-),Silver,France
490,1900,Paris,Rowing,Rowing,Carlos Deltour,FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,France
491,1900,Paris,Rowing,Rowing,Raoul Paoli,FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,France
492,1900,Paris,Rowing,Rowing,Antoine Erneste Vedrenne,FRA,Men,Pair-Oared Shell With Coxswain (2+),Bronze,France
493,1900,Paris,Rowing,Rowing,Francois Antoine Brandt,ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,
494,1900,Paris,Rowing,Rowing,Hermanus Gerardus Brockmann,ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,
495,1900,Paris,Rowing,Rowing,Roelof Klein,ZZX,Men,Pair-Oared Shell With Coxswain (2+),Gold,
496,1900,Paris,Rowing,Rowing,Louis Martinet,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,France
497,1900,Paris,Rowing,Rowing,Unknown Cox / Barreur Inconnu,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,France
498,1900,Paris,Rowing,Rowing,Waleff,FRA,Men,Pair-Oared Shell With Coxswain (2+),Silver,France
499,1900,Paris,Rowing,Rowing,Saint-George Ashe,GBR,Men,Single Sculls (1X),Bronze,United Kingdom
