merchant_id,merchant_name,merchant_email,onboarding_date,industry,country,platform,acquisition_channel,requested_limit,expected_aov,kyb_tier,approval_method,uw_decision,uw_decision_date,uw_reason_code
m_00190,Apex Trading,nxwkpbpwvl@merchant.com,2025-08-22,fashion,GB,custom,outbound,22678,188.72,med,auto,approved,2025-08-22,
m_00191,Blue Goods,znmtpggtcq@merchant.com,2025-01-29,electronics,US,shopify,inbound,146720,347.16,low,auto,approved,2025-01-29,
m_00192,Cedar Trading,gwudeewv@gmail.com,2025-08-29,fashion,US,custom,inbound,71327,208.26,low,auto,approved,2025-09-01,
m_00193,Vertex Store,tneewciu@merchant.com,2025-01-26,home_goods,GB,bigcommerce,outbound,41842,296.15,low,auto,approved,2025-01-30,
m_00194,Cedar Labs,mjwbzv@merchant.com,2025-07-19,marketplace,US,custom,self_serve,90982,200.14,low,manual,declined,2025-07-26,LIMIT_TOO_HIGH
m_00195,Cedar Labs,,2025-10-15,electronics,US,salesforce_cc,self_serve,79501,355.87,med,manual,declined,2025-10-18,POLICY
m_00196,Apex Collective,wkpykr@example.net,2025-12-01,fashion,US,magento,inbound,87786,135.24,med,auto,approved,2025-12-02,
m_00197,Nimbus Collective,juwackf@outlook.com,2025-12-28,marketplace,US,shopify,inbound,127704,137.88,low,auto,declined,2026-01-01,HIGH_RISK
m_00198,Evergreen Outlet,minnbar@store.com,2025-03-27,health_beauty,US,shopify,inbound,78348,145.79,med,auto,declined,2025-03-29,MISSING_DOCS
m_00199,Acme Store,pcoyzxyjfa@merchant.com,2025-10-08,electronics,US,custom,inbound,184081,396.71,med,auto,approved,2025-10-14,
m_00200,Oak Trading,ysbgth@gmail.com,2025-08-07,jewelry,US,shopify,inbound,183680,736.83,high,manual,approved,2025-08-10,
m_00201,Orbit Goods,euzhsxm@store.com,2025-09-25,home_goods,US,bigcommerce,self_serve,31986,384.38,med,manual,approved,2025-09-30,
m_00202,Pioneer Boutique,hvihdh@company.com,2025-10-25,health_beauty,AU,shopify,self_serve,90764,99.72,low,auto,approved,2025-10-26,
m_00203,Lumen Collective,prizuwuly@outlook.com,2025-06-23,travel,US,shopify,inbound,49755,305.84,med,auto,approved,2025-06-24,
m_00204,River Collective,khyhkdqgzm@temp-mail.org,2025-02-19,home_goods,US,bigcommerce,inbound,44847,365.62,low,manual,approved,2025-02-26,
m_00205,Orbit Co,ppkwlaaxl@merchant.com,2025-10-15,fashion,US,woocommerce,partner,157275,129.18,low,manual,approved,2025-10-16,
m_00206,Acme Goods,hgfcut@company.com,2025-08-13,home_goods,GB,bigcommerce,outbound,24408,191.83,low,auto,approved,2025-08-16,
m_00207,River Co,kgigup@store.com,2025-02-18,electronics,US,salesforce_cc,partner,76973,396.08,low,auto,declined,2025-02-25,MISSING_DOCS
m_00208,Sunrise Boutique,soclwgne@company.com,2025-05-28,marketplace,US,woocommerce,outbound,28789,243.5,low,auto,approved,2025-05-31,
m_00209,Orbit Direct,oqntjhy@merchant.com,2025-02-22,electronics,US,custom,inbound,33436,353.58,med,auto,approved,2025-02-26,
m_00210,Lumen Boutique,evypybdbkd@store.com,2025-10-07,fashion,US,bigcommerce,partner,143969,138.72,low,manual,declined,2025-10-13,LIMIT_TOO_HIGH
m_00211,Evergreen Store,kngjdl@temp-mail.org,2025-05-03,marketplace,CA,magento,partner,53355,191.06,med,auto,approved,2025-05-08,
m_00212,Marlin Depot,vfrtoo@gmail.com,2025-01-25,electronics,US,shopify,outbound,71761,465.22,high,auto,declined,2025-01-27,LIMIT_TOO_HIGH
m_00213,Apex Boutique,bryoolygd@merchant.com,2025-04-14,auto_parts,CA,magento,inbound,67462,541.82,low,auto,approved,2025-04-21,
m_00214,Lumen Direct,bnepclxada@company.com,2025-08-10,electronics,US,custom,outbound,18786,411.9,high,auto,declined,2025-08-17,POLICY
m_00215,Summit Outlet,smogxmpsyv@company.com,2025-08-04,marketplace,US,shopify,inbound,65946,140.3,low,auto,approved,2025-08-05,
m_00216,Marlin Market,doorrrmqsi@gmail.com,2025-11-09,home_goods,US,bigcommerce,outbound,129246,381.71,low,auto,declined,2025-11-13,MISSING_DOCS
m_00217,Marlin Market,qyictafnt@gmail.com,2025-05-12,travel,US,shopify,outbound,52495,655.99,med,manual,approved,2025-05-12,
m_00218,Orbit Boutique,adasuperd@store.com,2025-08-18,services,US,shopify,inbound,385756,294.25,low,auto,approved,2025-08-23,
m_00219,Blue Store,yjlozakrb@store.com,2025-12-11,fashion,US,bigcommerce,self_serve,23284,145.08,low,manual,approved,2025-12-11,
m_00220,Lumen Market,pqphlkip@gmail.com,2025-04-28,electronics,US,custom,partner,45762,242.05,med,auto,approved,2025-04-29,
m_00221,Nimbus Supply,kcuzevzy@merchant.com,2025-01-12,health_beauty,US,shopify,inbound,25685,70.79,med,manual,approved,2025-01-15,
m_00222,Blue Store,acltdejm@company.com,2025-08-28,marketplace,US,shopify,inbound,51543,126.28,low,manual,declined,2025-08-30,KYC_FAIL
m_00223,Orbit Shop,brtroflxt@store.com,2025-08-08,health_beauty,US,shopify,self_serve,47553,87.68,med,auto,approved,2025-08-10,
m_00224,Lumen Goods,yutqlax@company.com,2025-05-04,electronics,AU,woocommerce,inbound,47744,666.65,low,manual,approved,2025-05-05,
m_00225,Summit Labs,xuatqag@yahoo.com,2025-07-25,home_goods,US,magento,outbound,67903,179.92,low,auto,declined,2025-07-29,POLICY
m_00226,Blue Works,ogupddov@gmail.com,2025-09-02,digital_goods,US,woocommerce,inbound,62353,52.58,low,auto,declined,2025-09-08,HIGH_RISK
m_00227,Orbit Store,yqntull@outlook.com,2025-10-26,digital_goods,US,custom,outbound,39648,42.48,low,auto,approved,2025-10-30,
m_00228,Cedar Goods,wkzmnrppu@gmail.com,2025-02-16,digital_goods,US,bigcommerce,inbound,33539,72.06,low,auto,declined,2025-02-18,HIGH_RISK
m_00229,Apex Direct,djajwpy@company.com,2025-06-22,fashion,US,salesforce_cc,outbound,112010,180.26,low,auto,approved,2025-06-25,
m_00230,River Store,mlngih@outlook.com,2025-04-13,digital_goods,US,magento,partner,89257,38.45,med,auto,declined,2025-04-14,MISSING_DOCS
m_00231,Apex Hub,cxhcolxgb@company.com,2025-05-02,marketplace,GB,custom,inbound,38729,93.75,med,auto,declined,2025-05-05,POLICY
m_00232,Sunrise Co,vcejjgmi@gmail.com,2025-01-12,services,US,woocommerce,partner,99903,190.62,high,manual,approved,2025-01-13,
m_00233,Apex Market,ekvgfco@company.com,2025-06-04,electronics,GB,shopify,inbound,55028,610.51,low,auto,declined,2025-06-10,KYC_FAIL
m_00234,Nimbus Shop,gkvmnm@merchant.com,2025-01-31,home_goods,US,magento,outbound,25511,204.04,med,manual,approved,2025-02-07,
m_00235,Pioneer Collective,tmafecnd@yahoo.com,2025-12-05,electronics,US,bigcommerce,inbound,52805,423.15,low,auto,declined,2025-12-05,HIGH_RISK
m_00236,Oak Hub,ybcbjxhm@outlook.com,2025-07-22,electronics,US,custom,partner,24438,502.69,med,auto,declined,2025-07-26,LIMIT_TOO_HIGH
m_00237,Lumen Market,oagbfvu@merchant.com,2025-06-03,marketplace,US,shopify,outbound,22931,202.23,med,manual,declined,2025-06-07,KYC_FAIL
m_00238,Pioneer Shop,raxjhbzccm@store.com,2025-03-26,marketplace,US,shopify,outbound,89911,155.83,med,auto,approved,2025-03-26,
m_00239,Acme Store,uixvkzcch@company.com,2025-12-09,fashion,US,woocommerce,partner,201488,155.4,low,manual,approved,2025-12-09,
m_00240,Evergreen Shop,yvarnbtv@merchant.com,2025-07-08,electronics,US,bigcommerce,inbound,81102,577.08,low,auto,declined,2025-07-12,POLICY
m_00241,Apex Store,cvhocjlrol@mailinator.com,2025-12-26,travel,US,shopify,partner,163108,848.94,med,auto,declined,2025-12-30,HIGH_RISK
m_00242,Nimbus Works,jprkckrlk@merchant.com,2025-08-29,home_goods,GB,salesforce_cc,self_serve,112432,171.37,low,auto,approved,2025-09-05,
m_00243,Cedar Direct,fsofxreuv@store.com,2025-12-29,home_goods,US,bigcommerce,outbound,36840,330.22,high,auto,declined,2026-01-02,POLICY
m_00244,Oak Collective,lhrlcp@sharklasers.com,2025-11-18,marketplace,US,shopify,partner,59299,156.46,low,manual,declined,2025-11-24,MISSING_DOCS
m_00245,Sunrise Goods,,2025-09-28,jewelry,CA,shopify,inbound,96342,723.93,low,manual,declined,2025-09-29,HIGH_RISK
m_00246,Lumen Trading,aezmynfhkh@sharklasers.com,2025-05-10,marketplace,US,salesforce_cc,inbound,30606,173.75,high,manual,approved,2025-05-16,
m_00247,Marlin Works,jyryezr@gmail.com,2025-10-11,health_beauty,US,woocommerce,outbound,68439,91.09,low,auto,approved,2025-10-12,
m_00248,Orbit Depot,,2025-04-27,fashion,GB,salesforce_cc,inbound,64994,122.8,med,auto,approved,2025-05-03,
m_00249,Marlin Shop,ijuaadk@company.com,2025-11-10,jewelry,US,woocommerce,self_serve,130925,634.62,high,auto,approved,2025-11-17,
m_00250,Oak Supply,pmbuhnfjzo@company.com,2025-04-25,marketplace,AU,shopify,outbound,22520,168.89,med,manual,approved,2025-04-27,
m_00251,Sunrise Direct,ncluhkeuog@gmail.com,2025-01-29,travel,US,shopify,self_serve,43227,510.99,low,auto,approved,2025-02-01,
m_00252,Evergreen Direct,kktsealrj@sharklasers.com,2025-02-13,marketplace,US,shopify,inbound,38848,187.27,med,manual,approved,2025-02-14,
m_00253,Vertex Supply,aiatwnrrqp@gmail.com,2025-06-15,travel,US,bigcommerce,partner,28185,779.11,low,auto,approved,2025-06-22,
m_00254,Orbit Hub,,2025-08-31,electronics,GB,woocommerce,inbound,36701,393.19,low,auto,declined,2025-09-04,KYC_FAIL
m_00255,Nimbus Works,gtpjgbdtau@store.com,2025-04-16,marketplace,US,bigcommerce,inbound,14910,232.51,med,auto,approved,2025-04-17,
m_00256,Sunrise Collective,boffrg@store.com,2025-10-27,health_beauty,GB,shopify,inbound,64691,114.25,med,auto,approved,2025-11-01,
m_00257,Cedar Works,hxpamiu@company.com,2025-04-04,services,US,salesforce_cc,self_serve,42354,244.86,low,manual,approved,2025-04-06,
m_00258,Oak Market,dkyeeb@merchant.com,2025-06-22,marketplace,US,custom,self_serve,50782,178.08,low,auto,declined,2025-06-29,LIMIT_TOO_HIGH
m_00259,Pioneer Market,ecckrfmj@store.com,2025-05-03,electronics,CA,bigcommerce,partner,48432,478.99,med,manual,approved,2025-05-07,
m_00260,River Goods,tqrvsbh@temp-mail.org,2025-07-23,fashion,US,woocommerce,inbound,24850,150.04,low,auto,declined,2025-07-23,HIGH_RISK
m_00261,Acme Depot,saaafhgbza@gmail.com,2025-03-11,electronics,AU,shopify,inbound,44463,556.11,low,auto,approved,2025-03-14,
m_00262,Summit Supply,ajwmjxr@merchant.com,2025-12-16,digital_goods,US,shopify,outbound,65483,73.86,high,auto,approved,2025-12-23,
m_00263,Oak Shop,lqhpmhy@company.com,2025-12-04,health_beauty,GB,magento,inbound,39740,87.9,high,auto,approved,2025-12-05,
m_00264,Apex Depot,gwgbjvorrc@temp-mail.org,2025-09-13,fashion,US,bigcommerce,inbound,43697,183.71,med,manual,approved,2025-09-13,
m_00265,Sunrise Market,rokuqrpyiq@company.com,2025-07-13,health_beauty,AU,shopify,outbound,61065,74.2,med,auto,approved,2025-07-20,
m_00266,Summit Labs,oulwcrc@gmail.com,2025-09-29,services,GB,bigcommerce,outbound,40103,208.49,low,auto,approved,2025-09-30,
m_00267,Lumen Hub,asooccnd@mailinator.com,2025-06-21,home_goods,US,shopify,outbound,41299,275.55,low,manual,approved,2025-06-26,
m_00268,Nimbus Market,fyabaica@mailinator.com,2025-11-21,health_beauty,CA,shopify,inbound,45587,106.82,med,manual,approved,2025-11-26,
m_00269,Lumen Supply,,2025-01-25,home_goods,US,shopify,inbound,73194,222.96,med,auto,approved,2025-01-28,
m_00270,Sunrise Direct,mlsdycje@outlook.com,2025-03-20,auto_parts,US,custom,partner,60200,565.25,med,auto,declined,2025-03-24,HIGH_RISK
m_00271,Oak Shop,jjaetde@gmail.com,2025-06-16,digital_goods,US,bigcommerce,self_serve,62536,71.01,low,manual,approved,2025-06-20,
m_00272,Cedar Goods,,2025-08-26,health_beauty,US,bigcommerce,outbound,34578,95.15,low,manual,approved,2025-08-31,
m_00273,Evergreen Boutique,hcharr@gmail.com,2025-09-16,travel,US,woocommerce,outbound,53865,513.05,med,manual,approved,2025-09-19,
m_00274,Acme Depot,exemswxkc@store.com,2025-09-19,home_goods,US,bigcommerce,self_serve,23587,367.85,low,auto,declined,2025-09-26,INCONCLUSIVE
m_00275,Nimbus Co,zhrwnl@company.com,2025-12-10,electronics,US,bigcommerce,self_serve,45275,359.41,med,manual,approved,2025-12-13,
m_00276,Marlin Store,iufulicfs@merchant.com,2025-11-04,jewelry,US,woocommerce,inbound,82366,588.63,low,auto,approved,2025-11-06,
m_00277,Nimbus Shop,zwozay@merchant.com,2025-12-01,electronics,US,bigcommerce,self_serve,134193,407.25,low,auto,approved,2025-12-02,
m_00278,Blue Boutique,proapplupg@mailinator.com,2025-05-06,digital_goods,US,magento,self_serve,117768,110.49,med,auto,declined,2025-05-08,HIGH_RISK
m_00279,Sunrise Direct,abqjqbmw@store.com,2025-09-11,marketplace,US,magento,inbound,154510,147.79,med,auto,approved,2025-09-17,
m_00280,Orbit Works,cfrpshcxt@store.com,2025-09-09,fashion,GB,salesforce_cc,inbound,233207,132.19,med,auto,approved,2025-09-11,
m_00281,Apex Shop,ebnlvbwdw@gmail.com,2025-08-09,travel,US,shopify,inbound,44863,320.85,low,auto,approved,2025-08-16,
m_00282,Pioneer Direct,amgjpfl@company.com,2025-08-09,electronics,US,shopify,partner,68678,397.29,low,manual,approved,2025-08-16,
m_00283,Blue Goods,ygujrwmzk@merchant.com,2025-07-11,health_beauty,US,magento,partner,104362,77.79,low,manual,approved,2025-07-13,
m_00284,Pioneer Supply,jrociazx@company.com,2025-05-30,fashion,US,custom,inbound,297270,109.76,high,manual,approved,2025-06-03,
m_00285,Pioneer Outlet,tneagmelgf@gmail.com,2025-02-19,fashion,GB,salesforce_cc,self_serve,32947,181.56,high,manual,declined,2025-02-23,LIMIT_TOO_HIGH
m_00286,Lumen Supply,yzhpyktbdm@outlook.com,2025-02-07,jewelry,AU,custom,inbound,91472,619.11,med,manual,approved,2025-02-14,
m_00287,Orbit Outlet,xkkluyvl@merchant.com,2025-01-01,auto_parts,CA,bigcommerce,inbound,77551,343.85,low,manual,approved,2025-01-05,
m_00288,Lumen Co,xubbswgg@gmail.com,2025-05-09,services,US,woocommerce,partner,46064,290.99,low,auto,approved,2025-05-10,
m_00289,Blue Boutique,ccqqnwbbcj@company.com,2025-05-16,auto_parts,AU,custom,inbound,55820,246.9,low,auto,declined,2025-05-16,HIGH_RISK
m_00290,Acme Works,,2025-12-18,services,US,salesforce_cc,inbound,81138,282.55,low,auto,declined,2025-12-19,KYC_FAIL
m_00291,Summit Hub,urusnpfi@gmail.com,2025-03-30,marketplace,US,magento,inbound,37666,191.92,low,manual,approved,2025-03-31,
m_00292,Cedar Works,nnklxqhrnr@store.com,2025-03-21,marketplace,US,bigcommerce,inbound,85123,191.0,low,auto,declined,2025-03-27,HIGH_RISK
m_00293,Cedar Supply,,2025-01-17,home_goods,US,shopify,self_serve,61565,426.0,med,auto,approved,2025-01-24,
m_00294,Oak Market,fnyvntfd@temp-mail.org,2025-02-11,marketplace,US,salesforce_cc,partner,31992,137.1,med,manual,declined,2025-02-15,KYC_FAIL
m_00295,Lumen Co,qgmvqbysy@merchant.com,2025-08-29,electronics,GB,salesforce_cc,outbound,89939,554.2,high,manual,approved,2025-09-01,
m_00296,Evergreen Shop,ijdmja@store.com,2025-05-15,marketplace,US,shopify,partner,45906,196.62,high,auto,approved,2025-05-16,
m_00297,Acme Market,tgyklwrwq@store.com,2025-08-15,fashion,US,custom,inbound,45558,136.88,med,auto,approved,2025-08-18,
m_00298,Cedar Trading,zwlpprrsi@yahoo.com,2025-02-06,digital_goods,CA,salesforce_cc,inbound,97097,62.51,med,auto,declined,2025-02-10,INCONCLUSIVE
m_00299,Pioneer Market,pphmvejcym@merchant.com,2025-10-06,auto_parts,US,bigcommerce,self_serve,141874,348.29,med,manual,approved,2025-10-08,
m_00300,Sunrise Co,jptopu@store.com,2025-04-08,fashion,US,shopify,outbound,45206,90.22,high,auto,approved,2025-04-15,
m_00301,Orbit Direct,eqtfau@merchant.com,2025-01-22,home_goods,US,shopify,inbound,47310,292.59,low,manual,approved,2025-01-24,
m_00302,Nimbus Collective,htmcuhhyw@gmail.com,2025-11-30,fashion,US,shopify,self_serve,45344,111.85,low,manual,approved,2025-11-30,
m_00303,Blue Boutique,jtmzugykjb@merchant.com,2025-05-12,home_goods,US,custom,outbound,66365,260.68,low,manual,declined,2025-05-18,LIMIT_TOO_HIGH
m_00304,Acme Works,akusjrvsnp@sharklasers.com,2025-04-27,jewelry,US,shopify,inbound,49344,1166.37,low,auto,approved,2025-04-29,
m_00305,River Collective,,2025-01-18,digital_goods,US,salesforce_cc,outbound,38874,85.18,high,manual,approved,2025-01-23,
m_00306,Cedar Collective,,2025-08-02,travel,US,custom,inbound,64663,386.13,high,manual,approved,2025-08-04,
m_00307,Apex Goods,fyvxoqtx@outlook.com,2025-04-12,auto_parts,US,shopify,partner,129996,285.03,low,manual,approved,2025-04-17,
m_00308,Orbit Boutique,,2025-03-29,marketplace,GB,custom,partner,87050,185.02,high,auto,approved,2025-03-31,
m_00309,Lumen Depot,wurbtddkh@store.com,2025-09-04,electronics,US,woocommerce,inbound,49535,604.71,med,manual,approved,2025-09-11,
m_00310,Sunrise Shop,wxvlcljhhu@outlook.com,2025-09-01,services,US,custom,self_serve,90443,190.86,high,manual,approved,2025-09-04,
m_00311,Orbit Collective,wlaijdgg@company.com,2025-02-23,electronics,US,magento,outbound,29071,505.12,low,auto,approved,2025-02-23,
m_00312,Acme Works,bcnqrzgrf@gmail.com,2025-02-16,travel,CA,salesforce_cc,inbound,116123,562.78,med,auto,declined,2025-02-16,KYC_FAIL
m_00313,Evergreen Trading,rmopbkhwc@merchant.com,2025-03-30,health_beauty,US,shopify,inbound,55204,130.36,high,manual,declined,2025-04-04,POLICY
m_00314,Acme Outlet,jfpboeo@company.com,2025-10-16,marketplace,GB,shopify,self_serve,48043,208.02,low,auto,approved,2025-10-20,
m_00315,Orbit Boutique,acehjb@merchant.com,2025-04-08,services,US,shopify,inbound,246704,269.7,low,auto,declined,2025-04-13,HIGH_RISK
m_00316,River Co,qlbtwydt@yahoo.com,2025-06-04,digital_goods,US,bigcommerce,inbound,42733,67.16,med,auto,approved,2025-06-05,
m_00317,Oak Depot,siezkx@company.com,2025-02-16,digital_goods,GB,woocommerce,self_serve,147888,99.41,low,manual,declined,2025-02-20,INCONCLUSIVE
m_00318,Oak Collective,xkijuikz@gmail.com,2025-03-09,marketplace,US,custom,inbound,48149,290.66,low,manual,declined,2025-03-15,MISSING_DOCS
m_00319,Pioneer Depot,djqbfon@store.com,2025-09-01,auto_parts,US,magento,partner,39312,258.38,med,auto,approved,2025-09-07,
m_00320,Sunrise Labs,dnyevs@company.com,2025-10-04,electronics,AU,shopify,inbound,33020,509.37,med,manual,declined,2025-10-04,POLICY
m_00321,Evergreen Boutique,srfdaipo@gmail.com,2025-11-13,electronics,US,woocommerce,inbound,95451,507.82,med,auto,approved,2025-11-20,
m_00322,River Market,xbcgix@merchant.com,2025-07-22,auto_parts,US,shopify,self_serve,189901,246.31,low,auto,approved,2025-07-29,
m_00323,Sunrise Collective,vtpuzm@store.com,2025-04-12,marketplace,US,shopify,outbound,65134,116.54,low,auto,approved,2025-04-16,
m_00324,Evergreen Goods,uxvlji@company.com,2025-06-09,travel,AU,custom,inbound,45139,558.05,low,manual,approved,2025-06-16,
m_00325,Sunrise Trading,afazbn@store.com,2025-02-26,fashion,US,salesforce_cc,self_serve,102327,108.22,med,auto,approved,2025-02-27,
m_00326,Orbit Trading,sfhqyjmp@gmail.com,2025-03-29,electronics,US,bigcommerce,outbound,62534,427.42,low,auto,approved,2025-03-29,
m_00327,Cedar Labs,ilgtbjqx@mailinator.com,2025-06-25,marketplace,GB,magento,outbound,67994,176.42,med,auto,approved,2025-06-29,
m_00328,Vertex Hub,bqmbwsaun@gmail.com,2025-10-13,fashion,US,bigcommerce,inbound,50129,131.45,low,auto,declined,2025-10-14,HIGH_RISK
m_00329,Lumen Works,pdvizpm@company.com,2025-04-05,auto_parts,US,custom,inbound,65240,358.42,high,auto,approved,2025-04-07,
m_00330,Marlin Market,avrgmt@merchant.com,2025-05-14,services,AU,woocommerce,partner,60294,191.91,low,auto,declined,2025-05-17,KYC_FAIL
m_00331,Evergreen Co,hmuaiejts@merchant.com,2025-01-14,marketplace,US,custom,inbound,89813,116.03,low,manual,approved,2025-01-14,
m_00332,Orbit Supply,fzawnttzgx@company.com,2025-01-16,home_goods,US,shopify,outbound,104038,339.1,med,auto,declined,2025-01-17,LIMIT_TOO_HIGH
m_00333,Blue Trading,,2025-07-19,electronics,AU,custom,self_serve,40906,370.93,low,manual,approved,2025-07-23,
m_00334,Oak Shop,rriocs@gmail.com,2025-12-19,fashion,US,woocommerce,inbound,22448,138.78,med,auto,declined,2025-12-22,LIMIT_TOO_HIGH
m_00335,Sunrise Collective,rsobwdnv@store.com,2025-07-29,travel,CA,magento,partner,63102,852.32,low,auto,approved,2025-07-31,
m_00336,River Boutique,wlovqq@gmail.com,2025-01-12,marketplace,US,woocommerce,outbound,13866,119.69,low,auto,approved,2025-01-18,
m_00337,Summit Supply,sdgyzvhlw@gmail.com,2025-07-29,auto_parts,US,magento,partner,57438,362.76,low,auto,declined,2025-07-29,LIMIT_TOO_HIGH
m_00338,Lumen Shop,myqxna@gmail.com,2025-02-13,marketplace,US,woocommerce,inbound,75161,101.79,low,auto,approved,2025-02-15,
m_00339,Orbit Co,dhgrfvo@merchant.com,2025-09-10,marketplace,US,salesforce_cc,self_serve,145136,211.39,low,auto,declined,2025-09-14,HIGH_RISK
m_00340,Nimbus Market,odgasiyh@gmail.com,2025-06-20,services,GB,shopify,self_serve,46253,176.19,low,auto,approved,2025-06-25,
m_00341,Sunrise Boutique,mxqqsnncb@merchant.com,2025-05-13,electronics,US,salesforce_cc,inbound,30610,471.1,low,auto,approved,2025-05-20,
m_00342,Summit Market,rlpdsh@merchant.com,2025-03-17,electronics,GB,custom,self_serve,115366,318.82,high,auto,declined,2025-03-18,LIMIT_TOO_HIGH
