date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS
2024-01-04,Meta Ads,Shopping,Healthcare,Canada,91284,2126,0.0233,0.92,1955.92,132,14.82,23916.94,12.23
2024-03-22,Meta Ads,Video,Fintech,Germany,84737,1415,0.0167,0.61,863.15,67,12.88,10044.57,11.64
2024-11-26,Meta Ads,Search,EdTech,Australia,31547,772,0.0245,1.99,1536.28,15,102.42,4188.5,2.73
2024-12-29,Meta Ads,Video,SaaS,Canada,162038,2722,0.0168,0.77,2095.94,71,29.52,16951.26,8.09
2024-08-28,Google Ads,Video,EdTech,UAE,145119,9998,0.0689,1.46,14597.08,233,62.65,60859.85,4.17
2024-05-10,TikTok Ads,Display,Healthcare,Canada,92601,4065,0.0439,0.52,2113.8,324,6.52,24076.73,11.39
2024-12-30,Google Ads,Shopping,Healthcare,Canada,148041,8053,0.0544,3.47,27943.91,98,285.14,4146.07,0.15
2024-09-25,Google Ads,Display,E-commerce,UK,25195,738,0.0293,2.61,1926.18,12,160.52,432.4,0.22
2024-01-21,Google Ads,Display,EdTech,Australia,186465,8689,0.0466,2.42,21027.38,367,57.3,57833.06,2.75
2024-09-06,Google Ads,Shopping,Fintech,Australia,136960,5382,0.0393,1.42,7642.44,230,33.23,39826.63,5.21
2024-04-21,Google Ads,Video,EdTech,USA,193405,7852,0.0406,0.96,7537.92,459,16.42,79715.61,10.58
2024-06-05,Meta Ads,Video,Healthcare,USA,118591,4043,0.0341,1.15,4649.45,303,15.34,36581.13,7.87
2024-02-07,Google Ads,Search,Fintech,Germany,163349,7906,0.0484,2.68,21188.08,360,58.86,44353.83,2.09
2024-08-31,Google Ads,Video,Healthcare,USA,166957,5476,0.0328,1.22,6680.72,137,48.76,35345.21,5.29
2024-06-28,Meta Ads,Display,SaaS,UK,169818,4992,0.0294,1.9,9484.8,146,64.96,26864.23,2.83
2024-11-04,Google Ads,Display,EdTech,India,158441,3976,0.0251,2.72,10814.72,300,36.05,51868.85,4.8
2024-12-25,Google Ads,Display,E-commerce,UK,10380,503,0.0485,2.0,1006.0,15,67.07,1306.45,1.3
2024-09-21,Google Ads,Shopping,SaaS,Australia,27791,930,0.0335,1.49,1385.7,73,18.98,10712.26,7.73
2024-03-28,Meta Ads,Shopping,E-commerce,Australia,124870,2622,0.021,1.68,4404.96,140,31.46,13095.31,2.97
2024-08-30,Meta Ads,Display,Healthcare,Australia,137053,5550,0.0405,1.52,8436.0,381,22.14,43644.89,5.17
2024-04-21,Meta Ads,Search,E-commerce,UAE,43062,1322,0.0307,0.7,925.4,23,40.23,2104.08,2.27
2024-09-03,Google Ads,Video,SaaS,USA,177472,9210,0.0519,2.03,18696.3,410,45.6,45066.38,2.41
2024-05-26,Google Ads,Display,Healthcare,Australia,25967,656,0.0253,2.69,1764.64,24,73.53,1078.62,0.61
2024-09-25,TikTok Ads,Shopping,SaaS,Canada,139162,7152,0.0514,1.39,9941.28,137,72.56,29124.09,2.93
2024-12-22,Google Ads,Display,Fintech,UK,45364,1628,0.0359,1.23,2002.44,113,17.72,10930.4,5.46
2024-01-15,Google Ads,Display,E-commerce,UK,62320,3857,0.0619,1.01,3895.57,158,24.66,17905.2,4.6
2024-11-15,Meta Ads,Shopping,SaaS,Canada,141436,3026,0.0214,1.84,5567.84,108,51.55,24540.41,4.41
2024-10-18,Meta Ads,Video,EdTech,Germany,152318,4554,0.0299,1.08,4918.32,296,16.62,64805.54,13.18
2024-09-01,Google Ads,Search,SaaS,USA,27778,1902,0.0685,1.55,2948.1,125,23.58,15444.21,5.24
2024-08-19,TikTok Ads,Video,E-commerce,UK,82400,3708,0.045,0.8,2966.4,139,21.34,31548.51,10.64
2024-11-29,Google Ads,Search,Healthcare,UK,195606,10817,0.0553,3.53,38184.01,122,312.98,7355.91,0.19
2024-11-20,TikTok Ads,Shopping,Fintech,Canada,18181,1179,0.0649,0.64,754.56,24,31.44,4581.7,6.07
2024-04-26,Google Ads,Video,SaaS,USA,86560,5323,0.0615,0.91,4843.93,94,51.53,8283.62,1.71
2024-03-11,Google Ads,Video,Fintech,USA,89845,2605,0.029,1.74,4532.7,155,29.24,14107.55,3.11
2024-06-08,Meta Ads,Shopping,Fintech,Germany,194121,6270,0.0323,0.69,4326.3,133,32.53,11409.44,2.64
2024-10-23,Meta Ads,Video,SaaS,Canada,81313,1089,0.0134,1.43,1557.27,77,20.22,3549.91,2.28
2024-08-15,Google Ads,Display,Healthcare,USA,95153,5404,0.0568,1.7,9186.8,74,124.15,20688.95,2.25
2024-02-17,Meta Ads,Display,Fintech,Germany,104926,3273,0.0312,1.48,4844.04,65,74.52,12449.27,2.57
2024-12-06,Meta Ads,Shopping,SaaS,Germany,16093,466,0.029,0.83,386.78,28,13.81,5468.73,14.14
2024-11-27,Google Ads,Shopping,EdTech,Canada,155338,10718,0.069,1.86,19935.48,411,48.5,112821.78,5.66
2024-11-13,Google Ads,Video,EdTech,Canada,179877,4317,0.024,2.54,10965.18,215,51.0,13004.03,1.19
2024-08-24,TikTok Ads,Video,E-commerce,Australia,185510,9739,0.0525,2.05,19964.95,461,43.31,116711.4,5.85
2024-08-20,TikTok Ads,Search,EdTech,Germany,135992,8023,0.059,0.4,3209.2,640,5.01,50560.98,15.76
2024-01-16,Google Ads,Search,EdTech,Germany,192593,4949,0.0257,1.83,9056.67,172,52.66,20836.16,2.3
2024-12-30,Meta Ads,Search,EdTech,UAE,18487,693,0.0375,0.49,339.57,36,9.43,7765.15,22.87
2024-11-24,Meta Ads,Video,EdTech,UK,88452,3361,0.038,1.63,5478.43,180,30.44,8119.45,1.48
2024-10-16,TikTok Ads,Display,Fintech,USA,178714,7559,0.0423,1.14,8617.26,312,27.62,39985.98,4.64
2024-07-05,TikTok Ads,Display,SaaS,UK,113190,3984,0.0352,1.41,5617.44,172,32.66,10269.39,1.83
2024-04-13,Meta Ads,Video,E-commerce,Australia,126103,4300,0.0341,1.09,4687.0,313,14.97,18027.88,3.85
2024-12-21,Google Ads,Search,Healthcare,India,101355,4459,0.044,2.55,11370.45,122,93.2,10455.25,0.92
2024-02-16,Google Ads,Display,EdTech,Canada,197974,4375,0.0221,2.43,10631.25,347,30.64,73971.79,6.96
2024-04-07,Meta Ads,Shopping,Fintech,UK,49261,724,0.0147,0.62,448.88,31,14.48,1397.37,3.11
2024-01-31,TikTok Ads,Shopping,SaaS,India,174668,10916,0.0625,0.63,6877.08,310,22.18,37599.64,5.47
2024-10-16,Google Ads,Shopping,Fintech,USA,163178,5172,0.0317,2.21,11430.12,325,35.17,14305.21,1.25
2024-11-17,TikTok Ads,Search,EdTech,USA,105726,8542,0.0808,1.4,11958.8,662,18.06,104498.78,8.74
2024-02-12,TikTok Ads,Display,Healthcare,UAE,74285,2094,0.0282,0.63,1319.22,92,14.34,18972.8,14.38
2024-01-29,Google Ads,Display,EdTech,USA,168471,6014,0.0357,0.97,5833.58,117,49.86,25231.33,4.33
2024-10-09,TikTok Ads,Search,E-commerce,UK,128295,4695,0.0366,0.84,3943.8,276,14.29,42279.01,10.72
2024-11-26,Meta Ads,Search,Healthcare,Australia,109777,2722,0.0248,1.44,3919.68,170,23.06,47040.47,12.0
2024-09-17,TikTok Ads,Video,Healthcare,UAE,153537,7277,0.0474,1.0,7277.0,175,41.58,48117.42,6.61
2024-08-30,Google Ads,Shopping,Fintech,Germany,20915,913,0.0437,1.03,940.39,37,25.42,3637.08,3.87
2024-07-26,Meta Ads,Search,EdTech,UK,29992,605,0.0202,0.61,369.05,35,10.54,5311.42,14.39
2024-03-05,Meta Ads,Search,Fintech,UK,187461,2511,0.0134,1.7,4268.7,189,22.59,16540.06,3.87
2024-05-17,Google Ads,Display,E-commerce,Australia,107885,3344,0.031,2.09,6988.96,262,26.68,51456.48,7.36
2024-05-23,Google Ads,Video,E-commerce,Germany,162242,5110,0.0315,2.67,13643.7,118,115.62,30643.55,2.25
2024-05-06,Meta Ads,Video,EdTech,USA,34404,1204,0.035,1.42,1709.68,94,18.19,17655.16,10.33
2024-11-02,Meta Ads,Display,EdTech,Australia,133773,3491,0.0261,1.83,6388.53,181,35.3,21663.32,3.39
2024-08-03,Google Ads,Video,SaaS,Canada,185948,5373,0.0289,0.73,3922.29,82,47.83,15594.76,3.98
2024-07-13,Google Ads,Shopping,Healthcare,Australia,98375,1898,0.0193,3.35,6358.3,45,141.3,2253.91,0.35
2024-07-22,Google Ads,Video,Healthcare,USA,190826,12174,0.0638,1.75,21304.5,933,22.83,139478.01,6.55
2024-07-07,Meta Ads,Display,Healthcare,UAE,105050,3077,0.0293,0.5,1538.5,206,7.47,55580.46,36.13
2024-07-19,Google Ads,Shopping,E-commerce,India,52547,2806,0.0534,2.15,6032.9,47,128.36,13262.4,2.2
2024-05-15,Google Ads,Search,Healthcare,India,139648,4398,0.0315,3.0,13194.0,347,38.02,82597.15,6.26
2024-06-21,TikTok Ads,Search,Fintech,Germany,186434,8743,0.0469,1.65,14425.95,87,165.82,21530.58,1.49
2024-07-29,Google Ads,Search,Fintech,Germany,63001,3181,0.0505,1.48,4707.88,94,50.08,3324.55,0.71
2024-04-12,Meta Ads,Shopping,E-commerce,UK,132343,3507,0.0265,1.14,3997.98,238,16.8,17184.94,4.3
2024-06-19,Google Ads,Shopping,Healthcare,UK,172570,3692,0.0214,2.16,7974.72,53,150.47,15699.11,1.97
2024-04-09,Google Ads,Video,Fintech,UAE,196510,10316,0.0525,2.0,20632.0,282,73.16,66245.27,3.21
2024-05-13,Google Ads,Display,EdTech,Canada,140875,6818,0.0484,2.25,15340.5,142,108.03,28774.25,1.88
2024-08-02,TikTok Ads,Shopping,SaaS,USA,50955,3892,0.0764,1.27,4942.84,224,22.07,60995.17,12.34
2024-10-19,Google Ads,Search,Fintech,USA,103991,3067,0.0295,2.59,7943.53,142,55.94,36045.3,4.54
2024-10-25,Google Ads,Video,EdTech,Germany,22637,876,0.0387,1.22,1068.72,16,66.8,2623.14,2.45
2024-12-20,Meta Ads,Display,Fintech,Canada,86099,2910,0.0338,2.19,6372.9,194,32.85,39485.52,6.2
2024-11-08,Meta Ads,Display,Fintech,UAE,181950,2401,0.0132,0.67,1608.67,168,9.58,30028.61,18.67
2024-06-11,Meta Ads,Video,E-commerce,Australia,102229,2146,0.021,0.61,1309.06,52,25.17,14121.79,10.79
2024-09-22,TikTok Ads,Video,SaaS,Germany,53167,2536,0.0477,0.44,1115.84,145,7.7,11216.46,10.05
2024-05-06,Meta Ads,Shopping,SaaS,Canada,10177,413,0.0406,1.85,764.05,16,47.75,4058.36,5.31
2024-12-08,Meta Ads,Shopping,E-commerce,Canada,67714,738,0.0109,1.11,819.18,17,48.19,1445.84,1.76
2024-10-23,Google Ads,Shopping,Fintech,UK,51032,3036,0.0595,2.23,6770.28,195,34.72,18761.36,2.77
2024-08-11,TikTok Ads,Display,SaaS,USA,68474,4923,0.0719,0.47,2313.81,198,11.69,32574.4,14.08
2024-08-12,TikTok Ads,Video,SaaS,Australia,12838,784,0.0611,0.42,329.28,56,5.88,2887.05,8.77
2024-06-05,Google Ads,Display,Healthcare,UK,151595,9262,0.0611,1.76,16301.12,572,28.5,85249.68,5.23
2024-04-11,TikTok Ads,Video,E-commerce,Germany,38799,1303,0.0336,0.33,429.99,51,8.43,4095.81,9.53
2024-06-23,Google Ads,Video,SaaS,Australia,121565,2601,0.0214,2.04,5306.04,176,30.15,34156.84,6.44
2024-09-11,Meta Ads,Display,E-commerce,Canada,38762,1007,0.026,0.68,684.76,16,42.8,3871.2,5.65
2024-02-18,Meta Ads,Search,E-commerce,India,32410,693,0.0214,1.79,1240.47,21,59.07,678.51,0.55
2024-03-29,TikTok Ads,Video,EdTech,Australia,134132,4694,0.035,0.82,3849.08,306,12.58,52932.5,13.75
2024-01-28,Google Ads,Display,E-commerce,Australia,38005,1489,0.0392,1.51,2248.39,79,28.46,23043.93,10.25
2024-01-15,Google Ads,Search,E-commerce,India,91348,2914,0.0319,1.73,5041.22,98,51.44,14981.67,2.97
2024-08-22,Google Ads,Display,E-commerce,UK,87607,3661,0.0418,3.15,11532.15,106,108.79,31383.75,2.72
2024-02-01,TikTok Ads,Shopping,Fintech,India,95288,7108,0.0746,0.51,3625.08,454,7.98,132401.61,36.52
2024-09-28,TikTok Ads,Video,Healthcare,UK,68620,3602,0.0525,0.48,1728.96,134,12.9,22980.94,13.29
2024-07-06,TikTok Ads,Video,Healthcare,Australia,95975,3848,0.0401,1.78,6849.44,66,103.78,6246.82,0.91
2024-12-12,Google Ads,Shopping,SaaS,Canada,162064,5607,0.0346,2.42,13568.94,77,176.22,8174.03,0.6
2024-05-18,Meta Ads,Search,Fintech,USA,57712,848,0.0147,0.9,763.2,64,11.93,2136.83,2.8
2024-06-29,Meta Ads,Shopping,Fintech,Germany,147412,3670,0.0249,1.17,4293.9,162,26.51,38717.46,9.02
2024-02-06,Google Ads,Display,E-commerce,UAE,79525,2298,0.0289,1.58,3630.84,119,30.51,21777.03,6.0
2024-04-18,Meta Ads,Shopping,E-commerce,UK,78480,1389,0.0177,1.69,2347.41,19,123.55,2972.32,1.27
2024-03-11,TikTok Ads,Display,SaaS,UK,165232,7617,0.0461,0.77,5865.09,601,9.76,102707.85,17.51
2024-05-18,Google Ads,Display,SaaS,UAE,13294,583,0.0439,1.38,804.54,46,17.49,11553.7,14.36
2024-11-16,Meta Ads,Video,EdTech,UK,55333,852,0.0154,1.05,894.6,66,13.55,12295.52,13.74
2024-09-24,Meta Ads,Display,Fintech,UK,177027,6160,0.0348,1.23,7576.8,220,34.44,59390.91,7.84
2024-11-10,Meta Ads,Search,E-commerce,USA,21679,448,0.0207,0.89,398.72,31,12.86,3556.66,8.92
2024-07-09,Google Ads,Search,Healthcare,UK,18601,706,0.038,2.0,1412.0,54,26.15,3302.39,2.34
2024-11-29,Google Ads,Shopping,Healthcare,UAE,146583,2990,0.0204,1.61,4813.9,114,42.23,8660.28,1.8
2024-11-17,Google Ads,Shopping,Fintech,Australia,46745,2140,0.0458,3.44,7361.6,38,193.73,5289.97,0.72
2024-12-09,Google Ads,Display,E-commerce,Canada,39505,2251,0.057,3.06,6888.06,149,46.23,30920.99,4.49
2024-03-11,Google Ads,Shopping,Healthcare,Germany,179342,4071,0.0227,2.26,9200.46,195,47.18,30682.52,3.33
2024-10-27,Google Ads,Video,Fintech,UAE,75410,3039,0.0403,0.95,2887.05,239,12.08,29467.42,10.21
2024-06-28,Google Ads,Search,Healthcare,UAE,83488,4049,0.0485,1.15,4656.35,45,103.47,2103.0,0.45
2024-12-26,TikTok Ads,Display,SaaS,USA,149143,5175,0.0347,0.53,2742.75,140,19.59,11705.28,4.27
2024-11-21,Meta Ads,Shopping,Fintech,Australia,52743,1207,0.0229,1.93,2329.51,90,25.88,11281.65,4.84
2024-04-19,Meta Ads,Shopping,Healthcare,UK,92091,3342,0.0363,1.48,4946.16,145,34.11,37976.42,7.68
2024-04-14,TikTok Ads,Video,Healthcare,USA,118687,10586,0.0892,0.75,7939.5,635,12.5,88046.75,11.09
2024-10-25,Google Ads,Video,EdTech,UAE,195664,6378,0.0326,2.6,16582.8,312,53.15,33814.66,2.04
2024-09-26,TikTok Ads,Search,EdTech,India,89946,5162,0.0574,0.63,3252.06,349,9.32,87393.19,26.87
2024-12-05,TikTok Ads,Search,EdTech,India,170529,11766,0.069,1.48,17413.68,695,25.06,102403.13,5.88
2024-01-03,Meta Ads,Display,Fintech,Canada,129750,2452,0.0189,1.09,2672.68,93,28.74,23770.39,8.89
2024-01-22,Meta Ads,Display,Healthcare,USA,197882,5144,0.026,0.81,4166.64,299,13.94,68061.76,16.33
2024-06-06,Google Ads,Display,E-commerce,Australia,58266,2651,0.0455,1.22,3234.22,103,31.4,3487.43,1.08
2024-09-01,Meta Ads,Search,E-commerce,USA,98699,2171,0.022,2.22,4819.62,92,52.39,5066.63,1.05
2024-01-18,TikTok Ads,Video,EdTech,UK,172820,5512,0.0319,1.5,8268.0,229,36.1,38190.22,4.62
2024-11-30,Google Ads,Shopping,EdTech,UK,61902,2599,0.042,2.92,7589.08,160,47.43,43994.91,5.8
2024-07-20,TikTok Ads,Shopping,EdTech,UAE,148573,8706,0.0586,1.77,15409.62,643,23.97,163989.09,10.64
2024-11-06,Meta Ads,Shopping,EdTech,Germany,149654,6689,0.0447,1.29,8628.81,262,32.93,10578.46,1.23
2024-01-24,Meta Ads,Search,Healthcare,India,191478,6414,0.0335,1.57,10069.98,236,42.67,56534.15,5.61
2024-05-01,Meta Ads,Search,E-commerce,Canada,7196,287,0.04,2.21,634.27,10,63.43,693.26,1.09
2024-11-14,Google Ads,Display,Healthcare,India,30757,1202,0.0391,3.26,3918.52,60,65.31,5647.0,1.44
2024-04-11,Google Ads,Display,Healthcare,Canada,17578,330,0.0188,3.07,1013.1,20,50.66,3553.78,3.51
2024-02-02,Google Ads,Display,E-commerce,USA,65530,2018,0.0308,2.81,5670.58,117,48.47,12114.63,2.14
2024-09-18,TikTok Ads,Search,SaaS,UK,89403,5578,0.0624,1.48,8255.44,414,19.94,80503.15,9.75
2024-06-09,TikTok Ads,Shopping,E-commerce,Australia,161904,4339,0.0268,1.05,4555.95,178,25.6,22405.85,4.92
2024-09-08,Meta Ads,Video,EdTech,Canada,27036,708,0.0262,1.67,1182.36,12,98.53,1538.26,1.3
2024-06-08,Meta Ads,Shopping,SaaS,UK,12712,212,0.0167,1.7,360.4,9,40.04,375.03,1.04
2024-02-10,Google Ads,Shopping,E-commerce,UAE,24198,1214,0.0502,1.35,1638.9,60,27.32,11611.94,7.09
2024-07-31,Google Ads,Display,SaaS,India,80324,2337,0.0291,2.99,6987.63,50,139.75,12463.37,1.78
2024-04-22,Google Ads,Search,SaaS,Germany,160525,6003,0.0374,1.67,10025.01,106,94.58,12306.27,1.23
2024-02-27,Google Ads,Display,Fintech,Germany,104821,4224,0.0403,1.36,5744.64,307,18.71,89314.07,15.55
2024-10-03,Google Ads,Video,Healthcare,India,48118,1616,0.0336,3.66,5914.56,129,45.85,28604.24,4.84
2024-02-06,TikTok Ads,Display,SaaS,Australia,53709,2868,0.0534,0.89,2552.52,222,11.5,47503.54,18.61
2024-02-14,Google Ads,Display,Healthcare,UK,25497,1142,0.0448,1.84,2101.28,75,28.02,18551.01,8.83
2024-08-26,TikTok Ads,Display,Fintech,UAE,178782,7705,0.0431,1.28,9862.4,352,28.02,30909.61,3.13
2024-05-03,Meta Ads,Video,Healthcare,India,189221,7587,0.0401,0.91,6904.17,80,86.3,2769.22,0.4
2024-12-26,Meta Ads,Search,Fintech,Germany,138704,1803,0.013,0.86,1550.58,119,13.03,10297.42,6.64
2024-10-08,Google Ads,Video,EdTech,UK,120475,7794,0.0647,0.78,6079.32,530,11.47,143639.1,23.63
2024-08-19,Google Ads,Shopping,Healthcare,Germany,125019,8251,0.066,3.77,31106.27,609,51.08,135443.82,4.35
2024-12-11,Meta Ads,Search,EdTech,USA,198775,3637,0.0183,1.99,7237.63,235,30.8,18520.23,2.56
2024-01-05,TikTok Ads,Video,EdTech,Australia,52059,2956,0.0568,0.57,1684.92,29,58.1,5633.14,3.34
2024-05-31,Google Ads,Display,SaaS,USA,183373,7169,0.0391,1.55,11111.95,342,32.49,18314.28,1.65
2024-09-13,Meta Ads,Search,E-commerce,USA,114844,3307,0.0288,2.1,6944.7,123,56.46,36552.89,5.26
2024-08-27,Meta Ads,Search,E-commerce,USA,53865,1098,0.0204,1.28,1405.44,67,20.98,2545.35,1.81
2024-01-07,Google Ads,Video,E-commerce,Germany,25080,1113,0.0444,2.62,2916.06,49,59.51,2232.61,0.77
2024-07-12,TikTok Ads,Search,E-commerce,India,95853,4658,0.0486,0.31,1443.98,92,15.7,27317.08,18.92
2024-05-26,Google Ads,Video,SaaS,Canada,27593,896,0.0325,2.39,2141.44,48,44.61,8087.57,3.78
2024-09-11,Meta Ads,Video,EdTech,USA,34949,1324,0.0379,1.79,2369.96,86,27.56,9084.22,3.83
2024-05-17,TikTok Ads,Shopping,E-commerce,USA,72986,3379,0.0463,1.77,5980.83,188,31.81,17387.72,2.91
2024-02-02,Google Ads,Shopping,Healthcare,UAE,149848,9290,0.062,1.97,18301.3,537,34.08,106414.01,5.81
2024-09-03,Google Ads,Video,SaaS,Australia,143235,3981,0.0278,1.83,7285.23,125,58.28,27104.75,3.72
2024-02-11,TikTok Ads,Video,EdTech,India,157625,9457,0.06,0.48,4539.36,534,8.5,147520.8,32.5
2024-11-28,Meta Ads,Search,Fintech,India,172816,3819,0.0221,2.14,8172.66,193,42.35,41926.28,5.13
2024-12-14,TikTok Ads,Video,E-commerce,UK,56529,4494,0.0795,1.51,6785.94,104,65.25,9525.68,1.4
2024-04-13,TikTok Ads,Shopping,EdTech,USA,176030,13079,0.0743,1.51,19749.29,200,98.75,41247.07,2.09
2024-11-03,Meta Ads,Search,SaaS,Canada,128355,1758,0.0137,1.86,3269.88,122,26.8,6205.33,1.9
2024-09-25,Google Ads,Video,Fintech,USA,14096,476,0.0338,1.29,614.04,34,18.06,3175.83,5.17
2024-04-02,Google Ads,Video,SaaS,USA,31855,1411,0.0443,1.7,2398.7,60,39.98,3201.45,1.33
2024-02-19,Google Ads,Search,EdTech,UAE,95218,2199,0.0231,2.39,5255.61,103,51.03,17399.72,3.31
2024-02-06,Google Ads,Shopping,E-commerce,Germany,102409,3389,0.0331,3.58,12132.62,149,81.43,31253.87,2.58
2024-09-12,Google Ads,Search,E-commerce,India,31049,1021,0.0329,3.31,3379.51,31,109.02,7117.65,2.11
2024-09-19,TikTok Ads,Search,Healthcare,Germany,129077,4065,0.0315,1.22,4959.3,295,16.81,44193.52,8.91
2024-09-20,Meta Ads,Shopping,E-commerce,Germany,166874,6641,0.0398,0.68,4515.88,200,22.58,17225.95,3.81
2024-02-13,Google Ads,Search,SaaS,Australia,153865,5785,0.0376,1.7,9834.5,139,70.75,16979.34,1.73
2024-11-07,TikTok Ads,Display,Healthcare,UK,187199,12036,0.0643,1.33,16007.88,946,16.92,165825.37,10.36
2024-06-27,Meta Ads,Video,SaaS,UK,117696,4531,0.0385,1.09,4938.79,325,15.2,19270.73,3.9
2024-10-19,Meta Ads,Search,Healthcare,Canada,147324,1325,0.009,1.72,2279.0,96,23.74,10356.84,4.54
2024-08-04,Google Ads,Video,Fintech,Australia,39001,1450,0.0372,2.62,3799.0,18,211.06,5256.07,1.38
2024-01-03,TikTok Ads,Search,Healthcare,USA,69277,5057,0.073,1.06,5360.42,268,20.0,57608.77,10.75
2024-04-10,Google Ads,Search,E-commerce,USA,166687,11384,0.0683,0.73,8310.32,899,9.24,139644.2,16.8
2024-12-02,Meta Ads,Video,E-commerce,Canada,173898,5321,0.0306,0.53,2820.13,239,11.8,52181.09,18.5
2024-05-31,Google Ads,Display,SaaS,Canada,117000,7979,0.0682,1.47,11729.13,366,32.05,14373.81,1.23
2024-10-25,Meta Ads,Shopping,SaaS,UK,55697,957,0.0172,0.91,870.87,12,72.57,1673.31,1.92
2024-07-03,Google Ads,Display,Fintech,UK,46585,1504,0.0323,2.2,3308.8,85,38.93,13372.82,4.04
2024-08-14,TikTok Ads,Search,E-commerce,Germany,97345,5178,0.0532,0.61,3158.58,289,10.93,44113.49,13.97
2024-06-18,TikTok Ads,Video,E-commerce,India,143519,10519,0.0733,0.86,9046.34,673,13.44,28878.71,3.19
2024-05-01,Meta Ads,Display,E-commerce,Canada,68843,633,0.0092,0.89,563.37,25,22.53,2441.19,4.33
2024-03-27,Google Ads,Display,Fintech,USA,129679,5848,0.0451,1.48,8655.04,158,54.78,32419.87,3.75
2024-01-31,Meta Ads,Search,Fintech,UK,153157,5498,0.0359,1.8,9896.4,401,24.68,90694.52,9.16
2024-08-21,Meta Ads,Display,E-commerce,Canada,138074,3313,0.024,1.91,6327.83,209,30.28,16533.53,2.61
2024-11-16,Google Ads,Shopping,SaaS,Germany,119132,3466,0.0291,2.19,7590.54,261,29.08,30598.06,4.03
2024-05-05,Google Ads,Video,E-commerce,Canada,43634,1937,0.0444,2.38,4610.06,58,79.48,15065.19,3.27
2024-06-27,Meta Ads,Shopping,Fintech,USA,198899,2923,0.0147,1.97,5758.31,95,60.61,3750.0,0.65
2024-05-15,Meta Ads,Video,SaaS,Germany,143383,3412,0.0238,1.02,3480.24,117,29.75,19100.2,5.49
2024-02-06,Meta Ads,Video,E-commerce,UAE,92469,2487,0.0269,0.6,1492.2,48,31.09,14164.35,9.49
2024-11-09,Google Ads,Shopping,SaaS,Germany,30852,684,0.0222,1.59,1087.56,11,98.87,2813.84,2.59
2024-11-16,Meta Ads,Search,Healthcare,Germany,87565,3213,0.0367,2.2,7068.6,106,66.68,13715.98,1.94
2024-12-11,Google Ads,Shopping,EdTech,UK,154058,3728,0.0242,2.46,9170.88,125,73.37,7520.81,0.82
2024-06-14,Google Ads,Display,SaaS,India,160579,7804,0.0486,1.36,10613.44,193,54.99,9996.49,0.94
2024-10-24,TikTok Ads,Search,SaaS,UAE,34076,1363,0.04,1.14,1553.82,16,97.11,2219.67,1.43
2024-05-29,TikTok Ads,Shopping,Healthcare,Germany,37261,1591,0.0427,1.08,1718.28,40,42.96,8930.04,5.2
2024-02-16,Meta Ads,Shopping,Fintech,USA,178553,7213,0.0404,2.28,16445.64,556,29.58,50559.85,3.07
2024-03-06,Meta Ads,Search,Healthcare,Australia,132390,2780,0.021,1.01,2807.8,133,21.11,39444.5,14.05
2024-08-17,TikTok Ads,Search,Healthcare,Australia,166446,7822,0.047,1.15,8995.3,218,41.26,21100.54,2.35
2024-10-30,TikTok Ads,Shopping,EdTech,Germany,158807,5859,0.0369,0.57,3339.63,73,45.75,7304.51,2.19
2024-10-18,Meta Ads,Video,EdTech,Australia,66265,1881,0.0284,2.04,3837.24,76,50.49,2782.02,0.73
2024-02-11,Google Ads,Search,SaaS,UK,137156,5253,0.0383,2.15,11293.95,280,40.34,75085.66,6.65
2024-12-28,Google Ads,Shopping,Fintech,India,123292,2527,0.0205,3.55,8970.85,179,50.12,36566.56,4.08
2024-08-07,TikTok Ads,Display,Fintech,UK,68642,3363,0.049,0.37,1244.31,37,33.63,8887.57,7.14
2024-02-20,Google Ads,Shopping,SaaS,Canada,147727,7534,0.051,2.33,17554.22,206,85.21,23788.98,1.36
2024-03-10,TikTok Ads,Search,E-commerce,Australia,179818,11724,0.0652,1.03,12075.72,880,13.72,242039.99,20.04
2024-10-25,Google Ads,Display,Fintech,Australia,158481,6053,0.0382,1.63,9866.39,116,85.06,30091.81,3.05
2024-06-10,TikTok Ads,Search,Fintech,India,12784,1055,0.0826,0.38,400.9,67,5.98,12031.35,30.01
2024-12-11,Meta Ads,Video,EdTech,Australia,117169,3304,0.0282,1.27,4196.08,83,50.56,20949.79,4.99
2024-01-17,Meta Ads,Video,EdTech,Germany,190928,5078,0.0266,1.45,7363.1,186,39.59,47430.11,6.44
2024-12-12,Google Ads,Search,E-commerce,India,38512,1840,0.0478,1.34,2465.6,53,46.52,3324.76,1.35
2024-02-11,Meta Ads,Video,SaaS,UAE,92986,2082,0.0224,1.73,3601.86,108,33.35,6838.55,1.9
2024-04-29,Meta Ads,Search,Healthcare,UAE,80589,1160,0.0144,0.95,1102.0,75,14.69,21781.43,19.77
2024-07-19,Meta Ads,Display,EdTech,India,140475,5043,0.0359,2.04,10287.72,327,31.46,96504.49,9.38
2024-09-09,Google Ads,Video,E-commerce,Canada,103348,1891,0.0183,1.54,2912.14,30,97.07,1064.02,0.37
2024-01-17,Meta Ads,Search,EdTech,Australia,100343,3461,0.0345,1.08,3737.88,259,14.43,51755.16,13.85
2024-07-21,TikTok Ads,Display,SaaS,UAE,179039,14663,0.0819,1.36,19941.68,1151,17.33,281693.26,14.13
