Sample,YZ3_AB_1,YZ3_AB_2,YZ3_AB_3,YZ1_AB_1,YZ1_AB_2,YZ1_AB_3,YZ4_AB_1,YZ4_AB_2,YZ4_AB_3,YZ6_AB_1,YZ6_AB_2,YZ6_AB_3,YZ8_A_1,YZ8_A_2,YZ8_A_3,YZ10_AB_1,YZ10_AB_2,YZ10_AB_3,YZ13_AB_1,YZ13_AB_2,YZ13_AB_3,YZ14_AB_1,YZ14_AB_2,YZ14_AB_3,YZ15_AB_1,YZ15_AB_2,YZ15_AB_3,YZ17_AB_1,YZ17_AB_2,YZ17_AB_3,YZ18_AB_1,YZ18_AB_2,YZ18_AB_3,YZ19_AB_1,YZ19_AB_2,YZ19_AB_3,YZ20_AB_1,YZ20_AB_2,YZ20_AB_3,YZ22_AB_1,YZ22_AB_2,YZ22_AB_3,YZ23_AB_1,YZ23_AB_2,YZ23_AB_3,YZ24_AB_1,YZ24_AB_2,YZ24_AB_3,YZ25_A_1,YZ25_A_2,YZ25_A_3
425.50,1.4866,1.4867,1.4868,1.5006,1.5004,1.5004,1.432,1.4323,1.4324,1.4654,1.4659,1.4662,1.4956,1.4955,1.4957,1.4319,1.4318,1.4322,1.3127,1.3132,1.3129,1.5024,1.5022,1.5022,1.3855,1.3858,1.3858,1.3595,1.3598,1.3601,1.4265,1.4266,1.4268,1.4228,1.4228,1.4232,1.4716,1.4716,1.472,1.4538,1.4538,1.4538,1.3911,1.3912,1.3912,1.4148,1.415,1.4153,1.4378,1.4381,1.438
426.00,1.4871,1.4873,1.4873,1.5012,1.501,1.501,1.4332,1.4335,1.4336,1.4657,1.4662,1.4665,1.4962,1.4961,1.4963,1.4323,1.4321,1.4325,1.3127,1.3132,1.313,1.5031,1.5028,1.5029,1.3866,1.387,1.387,1.3604,1.3607,1.361,1.4268,1.4269,1.4272,1.423,1.423,1.4234,1.4721,1.4721,1.4725,1.4543,1.4542,1.4542,1.3912,1.3913,1.3913,1.4153,1.4155,1.4157,1.438,1.4383,1.4382
426.50,1.4876,1.4878,1.4878,1.5018,1.5017,1.5016,1.4344,1.4347,1.4348,1.4661,1.4665,1.4668,1.4968,1.4967,1.497,1.4327,1.4325,1.4329,1.3127,1.3133,1.313,1.5037,1.5035,1.5035,1.3878,1.3882,1.3882,1.3614,1.3617,1.3619,1.4272,1.4273,1.4276,1.4232,1.4232,1.4236,1.4726,1.4726,1.473,1.4548,1.4547,1.4547,1.3913,1.3914,1.3914,1.4157,1.4159,1.4162,1.4382,1.4384,1.4384
427.00,1.4882,1.4884,1.4884,1.5025,1.5024,1.5022,1.4356,1.4359,1.4361,1.4664,1.4668,1.4672,1.4975,1.4974,1.4976,1.433,1.4329,1.4333,1.3128,1.3133,1.3131,1.5044,1.5042,1.5042,1.389,1.3895,1.3895,1.3623,1.3626,1.3628,1.4275,1.4277,1.428,1.4234,1.4234,1.4239,1.4731,1.4731,1.4735,1.4553,1.4552,1.4552,1.3915,1.3915,1.3916,1.4162,1.4164,1.4167,1.4385,1.4386,1.4386
427.50,1.4888,1.489,1.489,1.5031,1.503,1.5029,1.4368,1.4372,1.4374,1.4667,1.4671,1.4675,1.4981,1.4981,1.4983,1.4334,1.4334,1.4337,1.3128,1.3134,1.3132,1.5051,1.5048,1.5049,1.3903,1.3908,1.3908,1.3633,1.3636,1.3638,1.4279,1.428,1.4283,1.4236,1.4236,1.4241,1.4736,1.4737,1.474,1.4558,1.4557,1.4557,1.3916,1.3916,1.3917,1.4167,1.4169,1.4171,1.4387,1.4388,1.4388
428.00,1.4894,1.4895,1.4896,1.5038,1.5037,1.5036,1.4381,1.4385,1.4387,1.4671,1.4675,1.4678,1.4988,1.4988,1.499,1.4338,1.4338,1.4341,1.3129,1.3134,1.3132,1.5057,1.5055,1.5056,1.3916,1.3921,1.3922,1.3643,1.3646,1.3647,1.4283,1.4284,1.4288,1.4239,1.4238,1.4243,1.4741,1.4742,1.4746,1.4563,1.4562,1.4561,1.3917,1.3918,1.3919,1.4172,1.4174,1.4176,1.4389,1.4389,1.439
428.50,1.49,1.4901,1.4902,1.5045,1.5045,1.5042,1.4394,1.4398,1.44,1.4674,1.4678,1.4682,1.4995,1.4995,1.4997,1.4342,1.4342,1.4346,1.3129,1.3135,1.3133,1.5064,1.5063,1.5063,1.3929,1.3934,1.3935,1.3653,1.3656,1.3657,1.4288,1.4288,1.4292,1.4241,1.424,1.4245,1.4747,1.4747,1.4751,1.4568,1.4567,1.4566,1.3919,1.3919,1.392,1.4177,1.4179,1.4181,1.4391,1.4391,1.4392
429.00,1.4906,1.4907,1.4908,1.5052,1.5052,1.5049,1.4407,1.4411,1.4413,1.4678,1.4682,1.4685,1.5002,1.5002,1.5004,1.4346,1.4346,1.435,1.313,1.3135,1.3134,1.5071,1.507,1.507,1.3942,1.3947,1.3949,1.3664,1.3666,1.3668,1.4292,1.4292,1.4296,1.4243,1.4242,1.4248,1.4753,1.4753,1.4757,1.4574,1.4573,1.4572,1.392,1.3921,1.3922,1.4183,1.4184,1.4186,1.4393,1.4393,1.4394
429.50,1.4912,1.4914,1.4914,1.5059,1.5059,1.5056,1.442,1.4424,1.4427,1.4681,1.4685,1.4689,1.5009,1.5009,1.5011,1.4351,1.4351,1.4354,1.313,1.3136,1.3134,1.5078,1.5077,1.5077,1.3956,1.3961,1.3963,1.3674,1.3676,1.3678,1.4296,1.4296,1.43,1.4246,1.4244,1.425,1.4758,1.4758,1.4762,1.4579,1.4578,1.4577,1.3922,1.3922,1.3923,1.4188,1.4189,1.4191,1.4395,1.4395,1.4397
430.00,1.4918,1.492,1.492,1.5066,1.5066,1.5063,1.4434,1.4437,1.444,1.4685,1.4689,1.4692,1.5016,1.5016,1.5019,1.4355,1.4355,1.4359,1.3131,1.3137,1.3135,1.5085,1.5084,1.5084,1.3969,1.3975,1.3976,1.3685,1.3687,1.3689,1.4301,1.4301,1.4305,1.4248,1.4247,1.4252,1.4764,1.4764,1.4768,1.4584,1.4583,1.4582,1.3924,1.3924,1.3925,1.4193,1.4194,1.4196,1.4397,1.4397,1.4399
430.50,1.4924,1.4926,1.4926,1.5073,1.5074,1.5071,1.4447,1.445,1.4453,1.4688,1.4692,1.4696,1.5023,1.5023,1.5026,1.4359,1.436,1.4363,1.3132,1.3137,1.3136,1.5092,1.5092,1.5092,1.3983,1.3988,1.399,1.3695,1.3697,1.3699,1.4305,1.4305,1.4309,1.4251,1.4249,1.4254,1.477,1.477,1.4774,1.459,1.4588,1.4587,1.3925,1.3925,1.3926,1.4199,1.4199,1.4201,1.4399,1.44,1.4402
431.00,1.493,1.4932,1.4932,1.508,1.5081,1.5078,1.4461,1.4464,1.4467,1.4692,1.4696,1.4699,1.503,1.503,1.5033,1.4364,1.4364,1.4368,1.3132,1.3138,1.3137,1.5099,1.5099,1.5099,1.3996,1.4002,1.4004,1.3706,1.3707,1.371,1.431,1.431,1.4313,1.4253,1.4252,1.4257,1.4776,1.4775,1.478,1.4595,1.4594,1.4593,1.3927,1.3927,1.3928,1.4204,1.4204,1.4206,1.4401,1.4402,1.4404
431.50,1.4937,1.4938,1.4938,1.5087,1.5089,1.5085,1.4474,1.4477,1.448,1.4695,1.47,1.4703,1.5037,1.5037,1.504,1.4368,1.4369,1.4372,1.3133,1.3139,1.3138,1.5107,1.5107,1.5107,1.401,1.4015,1.4017,1.3717,1.3718,1.372,1.4315,1.4314,1.4318,1.4255,1.4255,1.4259,1.4782,1.4781,1.4785,1.46,1.4599,1.4598,1.3928,1.3929,1.393,1.4209,1.4209,1.4211,1.4403,1.4404,1.4407
432.00,1.4943,1.4944,1.4944,1.5094,1.5096,1.5093,1.4488,1.449,1.4493,1.4699,1.4704,1.4706,1.5044,1.5045,1.5048,1.4372,1.4373,1.4377,1.3134,1.314,1.3139,1.5114,1.5114,1.5115,1.4024,1.4029,1.4031,1.3727,1.3728,1.3731,1.4319,1.4319,1.4322,1.4258,1.4257,1.4261,1.4788,1.4787,1.4791,1.4606,1.4605,1.4604,1.393,1.3931,1.3931,1.4215,1.4214,1.4216,1.4406,1.4407,1.4409
432.50,1.4949,1.4951,1.4951,1.5101,1.5103,1.51,1.4501,1.4504,1.4506,1.4702,1.4707,1.471,1.5051,1.5052,1.5055,1.4377,1.4378,1.4381,1.3135,1.3141,1.314,1.5121,1.5121,1.5122,1.4038,1.4042,1.4044,1.3738,1.3739,1.3742,1.4324,1.4323,1.4326,1.426,1.426,1.4264,1.4794,1.4793,1.4797,1.4611,1.461,1.4609,1.3931,1.3933,1.3933,1.422,1.4219,1.4221,1.4408,1.4409,1.4412
433.00,1.4955,1.4957,1.4957,1.5108,1.5111,1.5108,1.4514,1.4517,1.4519,1.4706,1.4711,1.4713,1.5059,1.5059,1.5062,1.4381,1.4382,1.4386,1.3136,1.3142,1.3141,1.5129,1.5129,1.513,1.4051,1.4056,1.4058,1.3748,1.3749,1.3752,1.4328,1.4328,1.4331,1.4263,1.4263,1.4266,1.48,1.4799,1.4802,1.4616,1.4616,1.4615,1.3933,1.3934,1.3934,1.4225,1.4224,1.4226,1.441,1.4412,1.4414
433.50,1.4961,1.4963,1.4963,1.5115,1.5118,1.5115,1.4528,1.453,1.4532,1.4709,1.4715,1.4717,1.5066,1.5066,1.507,1.4386,1.4387,1.439,1.3137,1.3143,1.3142,1.5136,1.5136,1.5137,1.4065,1.4069,1.4071,1.3759,1.3759,1.3762,1.4333,1.4332,1.4335,1.4265,1.4266,1.4269,1.4806,1.4805,1.4808,1.4622,1.4621,1.4621,1.3935,1.3936,1.3936,1.423,1.423,1.4231,1.4413,1.4415,1.4417
434.00,1.4968,1.4969,1.4969,1.5123,1.5125,1.5123,1.4541,1.4543,1.4545,1.4713,1.4719,1.4721,1.5073,1.5073,1.5077,1.439,1.4391,1.4395,1.3139,1.3144,1.3143,1.5144,1.5144,1.5145,1.4078,1.4082,1.4084,1.3769,1.377,1.3773,1.4337,1.4337,1.4339,1.4268,1.4269,1.4271,1.4812,1.4812,1.4814,1.4627,1.4627,1.4626,1.3937,1.3938,1.3938,1.4235,1.4235,1.4237,1.4415,1.4417,1.442
434.50,1.4974,1.4976,1.4975,1.513,1.5132,1.513,1.4554,1.4556,1.4557,1.4716,1.4723,1.4724,1.5081,1.5081,1.5084,1.4395,1.4396,1.4399,1.314,1.3145,1.3145,1.5151,1.5151,1.5153,1.4091,1.4095,1.4097,1.378,1.378,1.3783,1.4342,1.4341,1.4343,1.427,1.4272,1.4274,1.4818,1.4818,1.4819,1.4633,1.4632,1.4632,1.3938,1.394,1.3939,1.424,1.424,1.4242,1.4418,1.442,1.4422
435.00,1.498,1.4982,1.4981,1.5137,1.514,1.5138,1.4567,1.4569,1.457,1.472,1.4727,1.4728,1.5088,1.5088,1.5092,1.4399,1.4401,1.4403,1.3141,1.3146,1.3146,1.5159,1.5159,1.516,1.4104,1.4108,1.411,1.379,1.379,1.3793,1.4346,1.4346,1.4348,1.4273,1.4274,1.4277,1.4824,1.4824,1.4825,1.4638,1.4638,1.4638,1.394,1.3942,1.3941,1.4246,1.4245,1.4247,1.442,1.4423,1.4425
435.50,1.4986,1.4988,1.4988,1.5144,1.5147,1.5145,1.4579,1.4581,1.4582,1.4724,1.4731,1.4732,1.5095,1.5095,1.5099,1.4404,1.4405,1.4408,1.3142,1.3147,1.3147,1.5166,1.5166,1.5168,1.4117,1.412,1.4122,1.38,1.38,1.3803,1.435,1.435,1.4352,1.4275,1.4277,1.428,1.483,1.483,1.4831,1.4643,1.4643,1.4643,1.3942,1.3944,1.3943,1.4251,1.425,1.4252,1.4423,1.4426,1.4427
436.00,1.4992,1.4994,1.4994,1.5152,1.5154,1.5152,1.4592,1.4594,1.4595,1.4727,1.4734,1.4736,1.5103,1.5102,1.5106,1.4408,1.441,1.4412,1.3144,1.3149,1.3149,1.5174,1.5173,1.5175,1.413,1.4133,1.4135,1.381,1.381,1.3813,1.4354,1.4355,1.4356,1.4278,1.428,1.4282,1.4835,1.4836,1.4836,1.4649,1.4649,1.4649,1.3944,1.3946,1.3945,1.4256,1.4256,1.4257,1.4426,1.4428,1.443
436.50,1.4998,1.5,1.5,1.5159,1.5161,1.5159,1.4605,1.4606,1.4607,1.4731,1.4738,1.4739,1.511,1.511,1.5113,1.4413,1.4414,1.4416,1.3145,1.315,1.315,1.5181,1.5181,1.5182,1.4143,1.4145,1.4147,1.3819,1.382,1.3822,1.4358,1.4359,1.436,1.4281,1.4283,1.4285,1.4841,1.4842,1.4842,1.4654,1.4654,1.4654,1.3946,1.3948,1.3947,1.4261,1.4261,1.4262,1.4428,1.4431,1.4433
437.00,1.5004,1.5006,1.5006,1.5166,1.5168,1.5166,1.4617,1.4617,1.462,1.4735,1.4742,1.4743,1.5117,1.5117,1.512,1.4417,1.4419,1.442,1.3146,1.3151,1.3151,1.5189,1.5188,1.519,1.4155,1.4158,1.416,1.3829,1.383,1.3832,1.4362,1.4363,1.4364,1.4283,1.4286,1.4288,1.4847,1.4847,1.4848,1.4659,1.4659,1.466,1.3948,1.395,1.3949,1.4266,1.4266,1.4267,1.4431,1.4434,1.4435
437.50,1.501,1.5012,1.5012,1.5173,1.5174,1.5173,1.4629,1.4629,1.4632,1.4738,1.4746,1.4747,1.5124,1.5124,1.5127,1.4421,1.4423,1.4424,1.3148,1.3153,1.3153,1.5196,1.5195,1.5197,1.4167,1.417,1.4172,1.3838,1.3839,1.3841,1.4366,1.4367,1.4368,1.4286,1.4289,1.4291,1.4853,1.4853,1.4853,1.4665,1.4664,1.4665,1.395,1.3952,1.3951,1.4271,1.4271,1.4272,1.4434,1.4436,1.4438
438.00,1.5015,1.5018,1.5018,1.518,1.5181,1.518,1.4641,1.4641,1.4644,1.4742,1.4749,1.4751,1.5131,1.5131,1.5134,1.4426,1.4427,1.4429,1.3149,1.3154,1.3154,1.5203,1.5202,1.5204,1.4179,1.4181,1.4184,1.3848,1.3848,1.385,1.437,1.4371,1.4372,1.4289,1.4291,1.4294,1.4858,1.4859,1.4859,1.467,1.4669,1.4671,1.3952,1.3954,1.3953,1.4276,1.4276,1.4277,1.4437,1.4439,1.4441
438.50,1.5021,1.5024,1.5024,1.5187,1.5188,1.5187,1.4652,1.4652,1.4656,1.4746,1.4753,1.4755,1.5138,1.5138,1.5141,1.443,1.4432,1.4433,1.3151,1.3155,1.3155,1.5211,1.5209,1.5211,1.4191,1.4193,1.4196,1.3857,1.3857,1.3859,1.4374,1.4375,1.4376,1.4292,1.4294,1.4297,1.4864,1.4864,1.4865,1.4675,1.4674,1.4676,1.3954,1.3956,1.3955,1.428,1.4281,1.4282,1.4439,1.4442,1.4443
439.00,1.5027,1.503,1.503,1.5194,1.5194,1.5194,1.4664,1.4663,1.4667,1.475,1.4756,1.4758,1.5145,1.5145,1.5148,1.4434,1.4436,1.4437,1.3152,1.3157,1.3157,1.5218,1.5216,1.5217,1.4202,1.4205,1.4207,1.3865,1.3866,1.3868,1.4378,1.4379,1.438,1.4295,1.4297,1.43,1.487,1.487,1.487,1.468,1.4679,1.4681,1.3956,1.3958,1.3957,1.4285,1.4286,1.4287,1.4442,1.4444,1.4446
439.50,1.5032,1.5035,1.5035,1.5201,1.5201,1.5201,1.4675,1.4674,1.4679,1.4753,1.476,1.4762,1.5151,1.5152,1.5154,1.4439,1.444,1.4441,1.3153,1.3158,1.3158,1.5224,1.5223,1.5224,1.4214,1.4216,1.4219,1.3874,1.3875,1.3876,1.4382,1.4383,1.4384,1.4297,1.43,1.4303,1.4875,1.4875,1.4876,1.4685,1.4684,1.4686,1.3958,1.396,1.3959,1.429,1.4291,1.4291,1.4445,1.4447,1.4449
440.00,1.5038,1.5041,1.5041,1.5207,1.5208,1.5207,1.4686,1.4685,1.469,1.4757,1.4763,1.4766,1.5158,1.5159,1.5161,1.4443,1.4444,1.4445,1.3154,1.3159,1.3159,1.5231,1.523,1.5231,1.4225,1.4227,1.423,1.3882,1.3884,1.3885,1.4386,1.4387,1.4388,1.43,1.4302,1.4306,1.4881,1.4881,1.4881,1.469,1.4689,1.4691,1.3961,1.3962,1.3961,1.4295,1.4295,1.4296,1.4447,1.4449,1.4451
440.50,1.5044,1.5047,1.5047,1.5214,1.5214,1.5214,1.4696,1.4695,1.4701,1.4761,1.4767,1.4769,1.5164,1.5165,1.5167,1.4447,1.4448,1.4449,1.3156,1.3161,1.3161,1.5238,1.5237,1.5237,1.4236,1.4238,1.4241,1.3891,1.3892,1.3893,1.439,1.439,1.4392,1.4303,1.4305,1.4308,1.4886,1.4886,1.4887,1.4695,1.4694,1.4696,1.3963,1.3964,1.3964,1.43,1.43,1.4301,1.445,1.4452,1.4454
441.00,1.5049,1.5052,1.5052,1.5221,1.522,1.522,1.4707,1.4706,1.4712,1.4764,1.477,1.4773,1.5171,1.5172,1.5174,1.4451,1.4452,1.4453,1.3157,1.3162,1.3162,1.5244,1.5243,1.5243,1.4246,1.4248,1.4251,1.3899,1.39,1.3901,1.4393,1.4394,1.4396,1.4306,1.4308,1.4311,1.4892,1.4891,1.4892,1.47,1.4699,1.47,1.3965,1.3966,1.3966,1.4304,1.4305,1.4305,1.4453,1.4455,1.4457
441.50,1.5055,1.5057,1.5058,1.5227,1.5227,1.5226,1.4717,1.4716,1.4722,1.4768,1.4773,1.4777,1.5177,1.5178,1.518,1.4455,1.4456,1.4457,1.3158,1.3163,1.3163,1.5251,1.5249,1.525,1.4257,1.4259,1.4262,1.3907,1.3908,1.3909,1.4397,1.4398,1.44,1.4308,1.431,1.4314,1.4897,1.4896,1.4897,1.4705,1.4703,1.4705,1.3967,1.3968,1.3968,1.4309,1.4309,1.431,1.4455,1.4457,1.4459
442.00,1.506,1.5063,1.5063,1.5233,1.5233,1.5233,1.4727,1.4726,1.4732,1.4772,1.4777,1.478,1.5183,1.5184,1.5186,1.4458,1.446,1.4461,1.3159,1.3164,1.3164,1.5257,1.5256,1.5256,1.4267,1.4269,1.4272,1.3915,1.3916,1.3916,1.4401,1.4401,1.4403,1.4311,1.4313,1.4316,1.4902,1.4901,1.4902,1.4709,1.4708,1.471,1.3969,1.397,1.397,1.4313,1.4314,1.4314,1.4458,1.446,1.4462
442.50,1.5065,1.5068,1.5068,1.5239,1.5239,1.5239,1.4736,1.4736,1.4742,1.4775,1.478,1.4783,1.5189,1.519,1.5192,1.4462,1.4464,1.4465,1.316,1.3166,1.3166,1.5263,1.5262,1.5262,1.4277,1.4279,1.4282,1.3922,1.3924,1.3924,1.4404,1.4405,1.4407,1.4314,1.4316,1.4319,1.4907,1.4906,1.4907,1.4714,1.4712,1.4714,1.397,1.3972,1.3971,1.4318,1.4318,1.4319,1.4461,1.4462,1.4464
443.00,1.5071,1.5073,1.5073,1.5245,1.5245,1.5245,1.4746,1.4746,1.4751,1.4779,1.4783,1.4787,1.5195,1.5196,1.5198,1.4466,1.4467,1.4469,1.3161,1.3167,1.3167,1.5269,1.5268,1.5267,1.4287,1.4289,1.4291,1.393,1.3931,1.3931,1.4407,1.4408,1.4411,1.4316,1.4318,1.4321,1.4912,1.4911,1.4912,1.4718,1.4716,1.4719,1.3972,1.3974,1.3973,1.4322,1.4322,1.4323,1.4463,1.4465,1.4467
443.50,1.5076,1.5078,1.5078,1.5251,1.525,1.5251,1.4755,1.4755,1.4761,1.4782,1.4786,1.479,1.52,1.5202,1.5203,1.4469,1.4471,1.4472,1.3162,1.3168,1.3168,1.5275,1.5274,1.5273,1.4297,1.4299,1.4301,1.3937,1.3939,1.3939,1.4411,1.4412,1.4414,1.4319,1.4321,1.4324,1.4917,1.4916,1.4917,1.4722,1.4721,1.4723,1.3974,1.3976,1.3975,1.4326,1.4326,1.4328,1.4466,1.4467,1.4469
444.00,1.5081,1.5083,1.5083,1.5257,1.5256,1.5256,1.4765,1.4765,1.477,1.4785,1.479,1.4793,1.5206,1.5208,1.5209,1.4472,1.4474,1.4476,1.3163,1.3169,1.3169,1.528,1.528,1.5279,1.4306,1.4308,1.431,1.3944,1.3946,1.3946,1.4414,1.4415,1.4418,1.4322,1.4323,1.4326,1.4922,1.4921,1.4921,1.4726,1.4725,1.4727,1.3976,1.3978,1.3977,1.4331,1.433,1.4332,1.4468,1.447,1.4472
444.50,1.5086,1.5087,1.5088,1.5262,1.5262,1.5262,1.4774,1.4774,1.4778,1.4789,1.4793,1.4796,1.5211,1.5214,1.5214,1.4476,1.4478,1.448,1.3164,1.317,1.317,1.5286,1.5285,1.5284,1.4316,1.4318,1.432,1.3952,1.3953,1.3953,1.4417,1.4418,1.4421,1.4324,1.4326,1.4328,1.4927,1.4926,1.4926,1.473,1.4729,1.4731,1.3977,1.3979,1.3978,1.4335,1.4334,1.4336,1.4471,1.4472,1.4474
445.00,1.5091,1.5092,1.5093,1.5268,1.5267,1.5268,1.4783,1.4783,1.4787,1.4792,1.4796,1.4799,1.5217,1.5219,1.522,1.4479,1.4481,1.4483,1.3165,1.3171,1.3171,1.5292,1.5291,1.529,1.4325,1.4327,1.4329,1.3959,1.396,1.396,1.4421,1.4421,1.4424,1.4327,1.4328,1.4331,1.4932,1.493,1.4931,1.4734,1.4733,1.4735,1.3979,1.3981,1.398,1.4339,1.4339,1.434,1.4473,1.4475,1.4476
445.50,1.5096,1.5097,1.5098,1.5273,1.5273,1.5273,1.4792,1.4792,1.4795,1.4795,1.4799,1.4802,1.5222,1.5225,1.5225,1.4482,1.4485,1.4486,1.3166,1.3172,1.3172,1.5297,1.5297,1.5295,1.4334,1.4336,1.4338,1.3966,1.3967,1.3967,1.4424,1.4425,1.4427,1.4329,1.4331,1.4333,1.4936,1.4935,1.4935,1.4738,1.4737,1.4739,1.398,1.3983,1.3982,1.4343,1.4343,1.4344,1.4476,1.4477,1.4479
446.00,1.5101,1.5102,1.5102,1.5279,1.5278,1.5278,1.48,1.48,1.4804,1.4798,1.4802,1.4805,1.5228,1.523,1.5231,1.4485,1.4488,1.449,1.3167,1.3173,1.3173,1.5303,1.5302,1.53,1.4343,1.4344,1.4347,1.3972,1.3974,1.3974,1.4427,1.4428,1.4431,1.4332,1.4333,1.4335,1.4941,1.4939,1.494,1.4742,1.4741,1.4744,1.3982,1.3984,1.3983,1.4347,1.4347,1.4349,1.4478,1.4479,1.4481
446.50,1.5106,1.5107,1.5107,1.5284,1.5284,1.5283,1.4809,1.4809,1.4812,1.4801,1.4806,1.4808,1.5233,1.5236,1.5236,1.4489,1.4491,1.4493,1.3168,1.3174,1.3174,1.5308,1.5308,1.5306,1.4351,1.4353,1.4355,1.3979,1.398,1.3981,1.443,1.4431,1.4434,1.4334,1.4336,1.4338,1.4945,1.4944,1.4944,1.4746,1.4746,1.4748,1.3984,1.3986,1.3985,1.4351,1.435,1.4353,1.448,1.4482,1.4483
447.00,1.5111,1.5111,1.5111,1.5289,1.5289,1.5288,1.4817,1.4817,1.482,1.4805,1.4809,1.4811,1.5238,1.5241,1.5241,1.4492,1.4494,1.4496,1.3169,1.3174,1.3175,1.5313,1.5314,1.5311,1.436,1.4361,1.4364,1.3985,1.3987,1.3987,1.4433,1.4434,1.4437,1.4336,1.4338,1.434,1.4949,1.4948,1.4949,1.475,1.475,1.4752,1.3985,1.3988,1.3987,1.4355,1.4354,1.4357,1.4482,1.4484,1.4486
447.50,1.5115,1.5116,1.5116,1.5294,1.5294,1.5293,1.4825,1.4825,1.4827,1.4808,1.4812,1.4814,1.5244,1.5246,1.5246,1.4495,1.4498,1.4499,1.317,1.3175,1.3176,1.5318,1.5319,1.5316,1.4368,1.4369,1.4372,1.3992,1.3993,1.3994,1.4436,1.4437,1.444,1.4339,1.4341,1.4342,1.4953,1.4953,1.4953,1.4754,1.4754,1.4756,1.3987,1.3989,1.3988,1.4359,1.4358,1.4361,1.4485,1.4487,1.4488
448.00,1.512,1.5121,1.512,1.5298,1.5299,1.5298,1.4833,1.4833,1.4835,1.4811,1.4815,1.4817,1.5249,1.5251,1.5251,1.4498,1.4501,1.4502,1.3171,1.3176,1.3177,1.5324,1.5324,1.5322,1.4376,1.4378,1.438,1.3998,1.3999,1.4,1.4439,1.444,1.4443,1.4341,1.4343,1.4344,1.4957,1.4957,1.4958,1.4757,1.4758,1.476,1.3989,1.3991,1.399,1.4362,1.4362,1.4364,1.4486,1.4489,1.449
448.50,1.5124,1.5125,1.5125,1.5303,1.5304,1.5303,1.4841,1.4841,1.4843,1.4813,1.4818,1.482,1.5253,1.5256,1.5256,1.4501,1.4504,1.4505,1.3172,1.3177,1.3178,1.5329,1.5329,1.5327,1.4384,1.4386,1.4388,1.4004,1.4005,1.4006,1.4442,1.4443,1.4446,1.4344,1.4345,1.4346,1.4961,1.4961,1.4962,1.4761,1.4761,1.4763,1.399,1.3992,1.3992,1.4366,1.4365,1.4368,1.4488,1.4491,1.4493
449.00,1.5128,1.513,1.5129,1.5308,1.5308,1.5308,1.4849,1.4849,1.485,1.4816,1.4821,1.4823,1.5258,1.5261,1.5261,1.4504,1.4506,1.4508,1.3173,1.3178,1.3179,1.5334,1.5334,1.5332,1.4392,1.4394,1.4396,1.4009,1.4011,1.4012,1.4445,1.4446,1.4449,1.4346,1.4347,1.4348,1.4965,1.4965,1.4966,1.4765,1.4765,1.4767,1.3992,1.3994,1.3993,1.4369,1.4369,1.4371,1.449,1.4494,1.4495
449.50,1.5132,1.5134,1.5133,1.5313,1.5313,1.5313,1.4856,1.4856,1.4857,1.4819,1.4824,1.4826,1.5263,1.5265,1.5266,1.4507,1.4509,1.4511,1.3174,1.3179,1.318,1.5339,1.5339,1.5338,1.4399,1.4401,1.4404,1.4015,1.4017,1.4018,1.4447,1.4448,1.4452,1.4348,1.4349,1.435,1.4969,1.4969,1.497,1.4768,1.4769,1.4771,1.3993,1.3995,1.3995,1.4372,1.4372,1.4375,1.4492,1.4496,1.4497
450.00,1.5136,1.5138,1.5138,1.5317,1.5318,1.5318,1.4864,1.4864,1.4865,1.4822,1.4826,1.4829,1.5268,1.527,1.5271,1.451,1.4512,1.4513,1.3175,1.318,1.3181,1.5344,1.5344,1.5343,1.4407,1.4409,1.4411,1.4021,1.4023,1.4024,1.445,1.4451,1.4454,1.435,1.4351,1.4352,1.4973,1.4973,1.4974,1.4772,1.4772,1.4774,1.3995,1.3997,1.3996,1.4375,1.4376,1.4378,1.4494,1.4498,1.45
450.50,1.514,1.5143,1.5142,1.5322,1.5323,1.5323,1.4871,1.4871,1.4872,1.4824,1.4829,1.4831,1.5272,1.5275,1.5275,1.4513,1.4515,1.4516,1.3176,1.3181,1.3182,1.5349,1.5349,1.5348,1.4414,1.4417,1.4419,1.4027,1.4028,1.4029,1.4453,1.4454,1.4457,1.4352,1.4353,1.4354,1.4977,1.4977,1.4978,1.4775,1.4776,1.4778,1.3997,1.3998,1.3998,1.4379,1.4379,1.4382,1.4497,1.45,1.4502
451.00,1.5144,1.5147,1.5146,1.5326,1.5327,1.5327,1.4878,1.4878,1.4879,1.4827,1.4831,1.4834,1.5277,1.5279,1.528,1.4516,1.4517,1.4518,1.3177,1.3181,1.3182,1.5353,1.5354,1.5353,1.4421,1.4424,1.4426,1.4032,1.4034,1.4035,1.4455,1.4456,1.446,1.4354,1.4355,1.4356,1.498,1.498,1.4982,1.4778,1.4779,1.4781,1.3998,1.4,1.4,1.4382,1.4382,1.4385,1.4499,1.4502,1.4504
451.50,1.5148,1.5151,1.515,1.5331,1.5331,1.5332,1.4885,1.4885,1.4886,1.483,1.4834,1.4837,1.5281,1.5284,1.5284,1.4518,1.452,1.4521,1.3178,1.3182,1.3183,1.5358,1.5358,1.5357,1.4429,1.4432,1.4433,1.4038,1.4039,1.404,1.4458,1.4458,1.4462,1.4356,1.4357,1.4358,1.4984,1.4984,1.4986,1.4781,1.4782,1.4784,1.3999,1.4001,1.4001,1.4385,1.4385,1.4388,1.4501,1.4504,1.4506
