Sample,Sample Type,Carbonate Type,Location,Latitude,Longitude,Altitude（m）,Age(Ma),Age1(Ma),Period,Stage,Soil depth(cm),Burial depth（m）,N,δ13C,δ18O mineral,Δ47 Ghosh,Δ47 ARF,Temperature,δ18O water,Δ47Diagenetic alteration,reference
LWJ-213,lake carbonate,calcite,"Jianghan Basin,China",21.25 ,111.37 ,low elevation,56.33,56.33,Paleogene,Thanetian,,4.26,3,-6.64 ,-8.09 ,/,0.666 ,34.73 ,,0,"Chen, Z.L., Ding, Z.L., Sun, J.M., Yang, S.L., Ni, X.J., Wang, X., Wang, Y.L., Zhang, J.Y., He, W., 2023. Freshwater ecosystem collapse and mass mortalities at the Paleocene-Eocene thermal maximum. Global and Planetary Change 227."
LWJ-214,lake carbonate,calcite,"Jianghan Basin,China",21.25 ,111.37 ,low elevation,56.36,56.36,Paleogene,Thanetian,,4.28,2,-6.57 ,-8.08 ,/,0.667 ,34.55 ,,0,"Chen, Z.L., Ding, Z.L., Sun, J.M., Yang, S.L., Ni, X.J., Wang, X., Wang, Y.L., Zhang, J.Y., He, W., 2023. Freshwater ecosystem collapse and mass mortalities at the Paleocene-Eocene thermal maximum. Global and Planetary Change 227."
LWJ-234,lake carbonate,calcite,"Jianghan Basin,China",21.25 ,111.37 ,low elevation,56.37,56.37,Paleogene,Thanetian,,4.68,2,-7.57 ,-4.46 ,/,0.674 ,32.99 ,,0,"Chen, Z.L., Ding, Z.L., Sun, J.M., Yang, S.L., Ni, X.J., Wang, X., Wang, Y.L., Zhang, J.Y., He, W., 2023. Freshwater ecosystem collapse and mass mortalities at the Paleocene-Eocene thermal maximum. Global and Planetary Change 227."
LWJ-235,lake carbonate,calcite,"Jianghan Basin,China",21.25 ,111.37 ,low elevation,56.39,56.39,Paleogene,Thanetian,,4.7,2,-6.78 ,-3.77 ,/,0.668 ,34.37 ,,0,"Chen, Z.L., Ding, Z.L., Sun, J.M., Yang, S.L., Ni, X.J., Wang, X., Wang, Y.L., Zhang, J.Y., He, W., 2023. Freshwater ecosystem collapse and mass mortalities at the Paleocene-Eocene thermal maximum. Global and Planetary Change 227."
LWJ-273,lake carbonate,calcite,"Jianghan Basin,China",21.25 ,111.37 ,low elevation,56.4,56.4,Paleogene,Thanetian,,5.7,3,-4.74 ,-7.67 ,/,0.699 ,27.47 ,,0,"Chen, Z.L., Ding, Z.L., Sun, J.M., Yang, S.L., Ni, X.J., Wang, X., Wang, Y.L., Zhang, J.Y., He, W., 2023. Freshwater ecosystem collapse and mass mortalities at the Paleocene-Eocene thermal maximum. Global and Planetary Change 227."
LWJ-276,lake carbonate,calcite,"Jianghan Basin,China",21.25 ,111.37 ,low elevation,56.42,56.42,Paleogene,Thanetian,,6,1,-4.55 ,-7.60 ,/,0.690 ,29.40 ,,0,"Chen, Z.L., Ding, Z.L., Sun, J.M., Yang, S.L., Ni, X.J., Wang, X., Wang, Y.L., Zhang, J.Y., He, W., 2023. Freshwater ecosystem collapse and mass mortalities at the Paleocene-Eocene thermal maximum. Global and Planetary Change 227."
LWJ-278,lake carbonate,calcite,"Jianghan Basin,China",21.25 ,111.37 ,low elevation,56.43,56.43,Paleogene,Thanetian,,6.2,3,-5.04 ,-7.80 ,/,0.695 ,28.42 ,,0,"Chen, Z.L., Ding, Z.L., Sun, J.M., Yang, S.L., Ni, X.J., Wang, X., Wang, Y.L., Zhang, J.Y., He, W., 2023. Freshwater ecosystem collapse and mass mortalities at the Paleocene-Eocene thermal maximum. Global and Planetary Change 227."
LWJ-281,lake carbonate,calcite,"Jianghan Basin,China",21.25 ,111.37 ,low elevation,56.45,56.45,Paleogene,Thanetian,,6.5,1,-4.44 ,-7.83 ,/,0.699 ,27.42 ,,0,"Chen, Z.L., Ding, Z.L., Sun, J.M., Yang, S.L., Ni, X.J., Wang, X., Wang, Y.L., Zhang, J.Y., He, W., 2023. Freshwater ecosystem collapse and mass mortalities at the Paleocene-Eocene thermal maximum. Global and Planetary Change 227."
LWJ-285,lake carbonate,calcite,"Jianghan Basin,China",21.25 ,111.37 ,low elevation,56.46,56.46,Paleogene,Thanetian,,6.9,2,-4.76 ,-7.93 ,/,0.699 ,27.51 ,,0,"Chen, Z.L., Ding, Z.L., Sun, J.M., Yang, S.L., Ni, X.J., Wang, X., Wang, Y.L., Zhang, J.Y., He, W., 2023. Freshwater ecosystem collapse and mass mortalities at the Paleocene-Eocene thermal maximum. Global and Planetary Change 227."
LWJ-289,lake carbonate,calcite,"Jianghan Basin,China",21.25 ,111.37 ,low elevation,56.47,56.47,Paleogene,Thanetian,,7.3,2,-4.61 ,-7.84 ,/,0.693 ,28.86 ,,0,"Chen, Z.L., Ding, Z.L., Sun, J.M., Yang, S.L., Ni, X.J., Wang, X., Wang, Y.L., Zhang, J.Y., He, W., 2023. Freshwater ecosystem collapse and mass mortalities at the Paleocene-Eocene thermal maximum. Global and Planetary Change 227."
LWJ-296,lake carbonate,calcite,"Jianghan Basin,China",21.25 ,111.37 ,low elevation,56.5,56.5,Paleogene,Thanetian,,8,1,-4.63 ,-7.82 ,/,0.688 ,29.83 ,,0,"Chen, Z.L., Ding, Z.L., Sun, J.M., Yang, S.L., Ni, X.J., Wang, X., Wang, Y.L., Zhang, J.Y., He, W., 2023. Freshwater ecosystem collapse and mass mortalities at the Paleocene-Eocene thermal maximum. Global and Planetary Change 227."
AF-NCF-TS-17-ElyLS,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 , -,113.7,113.7,Cretaceous,Aptian,,,4,2.26 ,-6.18 ,/,0.441 ,96.00 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS-17-ElyLSspar,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 , -,113.7,113.7,Cretaceous,Aptian,,,3,-0.36 ,-16.47 ,/,0.405 ,121.50 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS-17-ElyLSspar.gen2,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 , -,113.7,113.7,Cretaceous,Aptian,,,2,-0.57 ,-17.51 ,/,0.414 ,114.30 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-02,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,8.1,113.7,113.7,Cretaceous,Aptian,,,5,-4.98 ,-9.62 ,/,0.553 ,39.90 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-03,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,9.35,113.7,113.7,Cretaceous,Aptian,,,4,-3.44 ,-9.82 ,/,0.546 ,42.60 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-09,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,25.6,113.5,113.5,Cretaceous,Aptian,,,3,-3.98 ,-7.53 ,/,0.513 ,56.70 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-10,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,28.35,113.5,113.5,Cretaceous,Aptian,,,1,-4.38 ,-9.39 ,/,0.489 ,68.40 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-12,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,32.6,113.5,113.5,Cretaceous,Aptian,,,4,-3.78 ,-8.36 ,/,0.541 ,44.80 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-14,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,38.35,113.5,113.5,Cretaceous,Aptian,,,4,-3.45 ,-6.38 ,/,0.562 ,36.40 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-17,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,43.6,113.5,113.5,Cretaceous,Aptian,,,3,-3.07 ,-5.78 ,/,0.584 ,28.30 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-19,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,51.1,113.5,113.5,Cretaceous,Aptian,,,4,-4.02 ,-8.96 ,/,0.520 ,53.60 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-21,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,55.6,113.5,113.5,Cretaceous,Aptian,,,4,-3.41 ,-4.67 ,/,0.551 ,40.70 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-22,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,57.1,113.5,113.5,Cretaceous,Aptian,,,4,-4.33 ,-8.89 ,/,0.516 ,55.60 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-24,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,62.35,113.5,113.5,Cretaceous,Aptian,,,5,-3.51 ,-8.77 ,/,0.551 ,40.50 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-26,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,64.2,113.5,113.5,Cretaceous,Aptian,,,4,-3.67 ,-7.68 ,/,0.548 ,41.80 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-31.red,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,75.6,113.5,113.5,Cretaceous,Aptian,,,3,-3.87 ,-5.82 ,/,0.562 ,36.40 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-31.yellow,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,75.6,113.5,113.5,Cretaceous,Aptian,,,2,-4.05 ,-8.06 ,/,0.522 ,52.70 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-16-31_spar,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,75.6,113.5,113.5,Cretaceous,Aptian,,,1,-2.61 ,-9.36 ,/,0.394 ,130.20 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5A.dark,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,21.5,113.5,113.5,Cretaceous,Aptian,,,2,-3.98 ,-6.04 ,/,0.526 ,51.10 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5A.light,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,21.5,113.5,113.5,Cretaceous,Aptian,,,2,-4.45 ,-8.72 ,/,0.501 ,62.70 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5B,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,21.5,113.5,113.5,Cretaceous,Aptian,,,3,-5.29 ,-9.29 ,/,0.550 ,41.10 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5C,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,21.5,113.5,113.5,Cretaceous,Aptian,,,3,-4.92 ,-8.69 ,/,0.536 ,46.90 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5D,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,21.5,113.5,113.5,Cretaceous,Aptian,,,4,-4.42 ,-9.63 ,/,0.531 ,48.80 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5D_spar,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,21.5,113.4,113.4,Cretaceous,Aptian,,,1,-6.08 ,-14.53 ,/,0.485 ,70.40 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5E.dark,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,21.5,113.4,113.4,Cretaceous,Aptian,,,2,-4.76 ,-9.06 ,/,0.521 ,53.10 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-21.5E.light,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,21.5,113.4,113.4,Cretaceous,Aptian,,,2,-4.67 ,-9.92 ,/,0.511 ,57.90 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-30A.matrix,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,30,113.4,113.4,Cretaceous,Aptian,,,2,-3.68 ,-8.25 ,/,0.544 ,43.70 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS2-17-30C,"palustrine (i.e., wetland) carbonates ",calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,30,113.4,113.4,Cretaceous,Aptian,,,2,-6.23 ,-9.75 ,/,0.493 ,66.50 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-01,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,315,112.9,112.9,Cretaceous,Albian,,,2,-2.08 ,-9.51 ,/,0.489 ,68.40 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-02,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,315.25,112,112,Cretaceous,Albian,,,3,-2.20 ,-10.64 ,/,0.511 ,57.80 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-03,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,315.75,110,110,Cretaceous,Albian,,,3,-4.02 ,-4.95 ,/,0.508 ,59.20 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-05,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,317.5,110,110,Cretaceous,Albian,,,3,-2.66 ,-7.29 ,/,0.518 ,54.80 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-05.gen2,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,317.5,109,109,Cretaceous,Albian,,,2,-2.09 ,-8.10 ,/,0.543 ,43.90 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-06.gen2,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,320.25,106,106,Cretaceous,Albian,,,3,-3.06 ,-5.02 ,/,0.553 ,40.10 ,,1,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-08,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,322.25,106,106,Cretaceous,Albian,,,3,-3.67 ,-2.65 ,/,0.555 ,39.10 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-10,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,325,105,105,Cretaceous,Albian,,,4,-4.11 ,-2.44 ,/,0.571 ,33.20 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-13.gen2.dark,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,327.75,104.8,104.8,Cretaceous,Albian,,,2,-1.99 ,-2.13 ,/,0.562 ,36.50 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-13.gen2.light,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,327.75,104.8,104.8,Cretaceous,Albian,,,2,-2.05 ,-2.16 ,/,0.582 ,29.10 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-15,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,330.5,104.5,104.5,Cretaceous,Albian,,,3,-2.13 ,-2.56 ,/,0.575 ,31.50 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
AF-NCF-TS3-16-17,lake carbonates ,calcite,"Newark Canyon Formation，North American .Nevada, USA",39.50 ,-116.00 ,333.5,104.2,104.2,Cretaceous,Albian,,,3,-3.08 ,-2.58 ,/,0.544 ,43.50 ,,0,"Fetrow, A.C., Snell, K.E., Di Fiori, R.V., Long, S.P., Bonde, J.W., 2022. How Hot Is Too Hot? Disentangling Mid-Cretaceous Hothouse Paleoclimate From Diagenesis. Paleoceanography and Paleoclimatology 37."
