Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin
EK1696,2024-02-13,DXB,MCT,DXB-MCT,Boeing 737-800,189,168,0.893,1.2,Peak,Short Haul,High,44318.76,6316.72,50635.49,3150.42,1440.0,960.0,2160.0,360.0,2069.08,4972.18,2820.52,644.3,8121.86,3620.36,6052.38,1550.53,1940.89,39862.51,10772.98,21.28
EK1682,2024-02-19,DXB,DOH,DXB-DOH,Airbus A320,180,171,0.95,1.5,Peak,Short Haul,High,45875.99,4763.81,50639.8,3587.15,1725.0,1170.0,2550.0,420.0,2747.13,3575.27,4978.12,781.37,8063.49,3018.06,5969.96,1858.62,2404.08,42848.24,7791.56,15.39
EK2087,2024-02-04,DXB,JFK,DXB-JFK,Airbus A380,517,466,0.9027,14.0,Peak,Long Haul,High,585690.6,74517.68,660208.29,153856.21,70000.0,28000.0,84000.0,14000.0,10419.64,6614.89,5580.79,7797.44,97125.55,8886.03,122944.16,27050.29,5692.63,641967.62,18240.66,2.76
EK3603,2024-04-11,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,311,0.7858,16.0,Shoulder,Long Haul,Medium,487235.42,70615.12,557850.55,135757.29,56000.0,24000.0,72000.0,12800.0,3996.41,4584.68,2903.63,11979.03,68396.71,4913.5,106606.19,24044.82,3572.38,531554.63,26295.91,4.71
EK5614,2024-07-15,DXB,SFO,DXB-SFO,Airbus A350-900,325,197,0.6088,16.5,Low,Long Haul,Medium,213780.82,28624.36,242405.18,91190.57,39600.0,21450.0,57750.0,10725.0,3357.55,6076.1,3386.4,8343.74,33552.21,4417.3,81154.07,9009.15,2603.79,372615.87,-130210.69,-53.72
EK5764,2024-08-27,DXB,RUH,DXB-RUH,Airbus A320,180,122,0.6806,2.2,Low,Short Haul,Medium,18154.88,2603.04,20757.92,4908.62,2530.0,1716.0,3740.0,616.0,2479.04,3846.42,5393.0,1472.97,3548.2,3449.75,7470.51,891.98,1075.89,43138.38,-22380.46,-107.82
EK3892,2024-05-08,DXB,IST,DXB-IST,Airbus A350-900,325,286,0.883,5.0,Normal,Medium Haul,High,175593.86,19382.34,194976.2,28869.95,12000.0,6500.0,17500.0,3250.0,4394.57,7843.41,3868.39,3662.26,27713.51,6131.46,24303.6,9361.22,2660.03,158058.4,36917.8,18.93
EK1319,2024-01-09,DXB,HYD,DXB-HYD,Airbus A350-900,325,256,0.788,4.2,Peak,Medium Haul,Medium,229932.62,23737.21,253669.84,27595.05,10080.0,5460.0,14700.0,2730.0,3015.89,6575.13,5962.65,2147.91,32308.84,7058.34,24549.81,13039.85,3090.8,158314.27,95355.57,37.59
EK7837,2024-11-09,DXB,BOM,DXB-BOM,Boeing 787-9,296,272,0.9199,3.2,Shoulder,Medium Haul,High,231292.94,25115.22,256408.16,16012.93,7040.0,3840.0,10240.0,1920.0,7318.74,8673.15,4465.02,2039.22,31634.13,7981.41,15815.39,12543.61,3742.02,133265.61,123142.55,48.03
EK6958,2024-09-01,DXB,ORD,DXB-ORD,Airbus A350-900,325,224,0.6894,14.5,Normal,Long Haul,Medium,218472.45,30411.14,248883.59,93741.31,34800.0,18850.0,50750.0,9425.0,3156.33,3734.26,2209.34,8289.22,38942.14,4667.08,60481.12,8122.39,1977.07,339145.25,-90261.66,-36.27
EK8768,2024-12-16,DXB,MEL,DXB-MEL,Airbus A350-900,325,267,0.823,13.5,Peak,Long Haul,Medium,516608.18,55320.16,571928.33,86335.1,32400.0,17550.0,47250.0,8775.0,4653.08,5200.48,5522.24,10453.12,81398.13,6906.04,67119.33,21079.85,3415.34,398057.72,173870.61,30.4
EK8855,2024-12-08,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,289,0.7303,7.5,Peak,Long Haul,Medium,434496.6,60377.23,494873.84,63418.19,26250.0,11250.0,33750.0,6000.0,2835.79,8564.51,4401.33,3405.9,59650.37,6092.45,42027.09,25991.79,3470.16,297107.6,197766.23,39.96
EK7449,2024-10-02,DXB,SIN,DXB-SIN,Airbus A380,517,434,0.8409,7.5,Shoulder,Long Haul,High,574519.76,77113.29,651633.05,87049.92,37500.0,15000.0,45000.0,7500.0,6951.33,6468.86,2739.92,5682.48,84681.49,6719.5,52399.27,22178.22,4777.02,384648.02,266985.03,40.97
EK1315,2024-01-12,DXB,HYD,DXB-HYD,Boeing 787-9,296,245,0.8288,4.2,Peak,Medium Haul,Medium,121676.87,12754.8,134431.67,21361.93,9240.0,5040.0,13440.0,2520.0,3805.38,6251.14,2800.1,2933.61,21540.8,3782.53,17052.87,5151.59,2954.27,117874.22,16557.45,12.32
EK1318,2024-01-22,DXB,HYD,DXB-HYD,Airbus A350-900,325,270,0.8318,4.2,Peak,Medium Haul,Medium,171255.87,,192046.01,26998.14,10080.0,5460.0,14700.0,2730.0,4684.26,8223.13,5756.33,2809.12,27279.46,4101.78,24959.0,8045.02,3147.83,148974.08,43071.93,22.43
EK6006,2024-08-11,DXB,KHI,DXB-KHI,Airbus A320,180,111,0.622,2.5,Low,Medium Haul,Medium,64504.78,8794.98,73299.76,5764.71,2875.0,1950.0,4250.0,700.0,2728.45,1751.71,5309.93,1454.71,12287.44,1750.11,6505.91,3472.12,1180.82,51980.92,21318.84,29.08
EK1763,2024-02-11,DXB,BAH,DXB-BAH,Airbus A320,180,171,0.95,1.3,Peak,Short Haul,High,45266.49,5932.58,51199.07,3421.97,1495.0,1014.0,2210.0,364.0,4494.17,3194.15,5852.52,932.78,6499.71,3344.78,6733.96,3049.13,2301.95,44908.11,6290.96,12.29
EK7425,2024-10-15,DXB,MEL,DXB-MEL,Boeing 777-300ER,396,313,0.7913,13.5,Shoulder,Long Haul,Medium,401041.86,47333.03,448374.89,124736.18,47250.0,20250.0,60750.0,10800.0,4624.1,9359.74,4741.12,8116.92,75362.27,9155.02,97330.82,21660.64,3432.52,497569.34,-49194.44,-10.97
EK1927,2024-02-12,DXB,IST,DXB-IST,Airbus A350-900,325,305,0.9403,5.0,Peak,Medium Haul,High,235730.5,34567.69,270298.19,27064.24,12000.0,6500.0,17500.0,3250.0,4567.71,4656.09,3913.55,3797.29,42328.07,8010.38,22367.12,8568.44,3033.52,167556.41,102741.78,38.01
EK5959,2024-08-10,DXB,BLR,DXB-BLR,Airbus A350-900,325,196,0.6056,4.5,Low,Medium Haul,Medium,77097.94,9524.49,86622.44,29242.15,10800.0,5850.0,15750.0,2925.0,4398.82,5532.96,2736.37,3341.46,14330.73,5306.63,19554.47,3445.82,2928.68,126143.09,-39520.66,-45.62
EK7659,2024-11-11,DXB,DOH,DXB-DOH,Boeing 737-800,189,160,0.849,1.5,Shoulder,Short Haul,High,43653.74,6231.25,49884.99,3766.53,1800.0,1200.0,2700.0,450.0,2750.51,2691.89,2469.2,1056.66,8122.23,4754.9,6035.68,1570.37,1501.18,40869.15,9015.85,18.07
EK5224,2024-07-26,DXB,IST,DXB-IST,Boeing 787-9,296,228,0.7724,5.0,Low,Medium Haul,High,110385.35,12621.15,123006.5,28097.15,11000.0,6000.0,16000.0,3000.0,3778.26,7399.94,2622.59,3471.5,16772.28,6153.03,24656.15,4323.32,1990.36,135264.59,-12258.1,-9.97
EK8529,2024-12-01,DXB,DEL,DXB-DEL,Airbus A350-900,325,295,0.9079,3.5,Peak,Medium Haul,High,249656.77,26564.86,276221.64,20615.88,8400.0,4550.0,12250.0,2275.0,7424.95,7772.7,5429.21,2675.35,36498.45,4440.09,18492.3,10185.11,3786.58,144795.62,131426.02,47.58
EK1554,2024-01-13,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,320,0.809,7.5,Peak,Long Haul,Medium,665081.13,80987.37,746068.51,61814.3,26250.0,11250.0,33750.0,6000.0,2075.89,6531.46,3864.3,4679.38,119521.93,8296.76,41123.52,44717.11,4664.27,374538.92,371529.59,49.8
EK7584,2024-10-25,DXB,LAX,DXB-LAX,Airbus A350-900,325,224,0.6903,16.0,Shoulder,Long Haul,Medium,216783.95,22674.68,239458.63,92589.25,38400.0,20800.0,56000.0,10400.0,3555.53,3461.46,2778.74,11567.01,38274.8,3450.84,59163.35,11018.99,1803.74,353263.71,-113805.09,-47.53
EK7568,2024-10-30,DXB,FRA,DXB-FRA,Boeing 777-300ER,396,370,0.9357,6.5,Shoulder,Long Haul,High,695283.62,103448.74,798732.36,50505.67,22750.0,9750.0,29250.0,5200.0,8186.65,11066.37,2857.42,4941.06,135344.71,8582.05,42461.63,42819.02,3200.44,376915.01,421817.35,52.81
EK2297,2024-02-21,DXB,LAX,DXB-LAX,Airbus A350-900,325,246,0.7571,16.0,Peak,Long Haul,Medium,385302.49,,434553.81,104434.09,38400.0,20800.0,56000.0,10400.0,2434.24,4930.31,3180.97,10732.11,57003.02,6336.54,61220.2,19707.71,3561.72,399140.9,35412.91,8.15
EK7223,2024-10-10,DXB,IST,DXB-IST,Boeing 787-9,296,265,0.8964,5.0,Shoulder,Medium Haul,High,104772.37,14433.36,119205.73,29156.59,11000.0,6000.0,16000.0,3000.0,4904.5,3901.0,5665.1,2919.82,20089.09,6559.09,26451.19,6287.33,3551.19,145484.91,-26279.18,-22.05
EK8783,2024-12-14,DXB,SIN,DXB-SIN,Airbus A380,517,491,0.95,7.5,Peak,Long Haul,High,1060813.3,148182.72,1208996.03,92995.89,37500.0,15000.0,45000.0,7500.0,4041.27,11700.73,4242.74,3933.79,208542.23,12440.89,63045.89,62976.41,5436.15,574355.97,634640.06,52.49
EK1706,2024-02-05,DXB,MCT,DXB-MCT,Airbus A320,180,161,0.8972,1.2,Peak,Short Haul,High,41654.39,4271.48,45925.88,2889.79,1380.0,936.0,2040.0,336.0,2369.89,3555.39,3950.07,829.76,7615.35,2502.32,5724.73,2158.08,1363.83,37651.22,8274.66,18.02
EK8828,2024-12-20,DXB,BKK,DXB-BKK,Boeing 777-300ER,396,334,0.8447,6.5,Peak,Long Haul,Medium,573337.07,83737.74,657074.82,56474.8,22750.0,9750.0,29250.0,5200.0,2827.17,5145.32,4119.25,3731.15,87800.14,9504.83,38709.75,35258.92,4825.05,315346.39,341728.43,52.01
EK1858,2024-02-12,DXB,BOM,DXB-BOM,Boeing 787-9,296,255,0.8617,3.2,Peak,Medium Haul,High,234784.08,33448.16,268232.24,18061.33,7040.0,3840.0,10240.0,1920.0,6309.25,7934.03,2747.09,1287.48,32424.33,7565.0,17737.12,15640.15,3641.72,136387.5,131844.75,49.15
EK4412,2024-06-27,DXB,BAH,DXB-BAH,Boeing 737-800,189,149,0.7916,1.3,Low,Short Haul,High,35092.77,3801.21,38893.98,3256.62,1560.0,1040.0,2340.0,390.0,2542.9,1818.19,3596.32,779.55,6250.86,3645.21,5634.53,1733.57,1226.6,35814.36,3079.62,7.92
EK3439,2024-04-19,DXB,MEL,DXB-MEL,Airbus A350-900,325,214,0.6596,13.5,Shoulder,Long Haul,Medium,359657.48,44746.24,404403.72,79177.14,32400.0,17550.0,47250.0,8775.0,2650.19,6935.72,2487.01,6183.52,53757.97,5383.18,61759.15,13117.53,1854.44,339280.84,65122.88,16.1
EK8691,2024-12-18,DXB,CMB,DXB-CMB,Airbus A350-900,325,280,0.8631,4.5,Peak,Medium Haul,Medium,193789.09,,222553.79,25855.13,10800.0,5850.0,15750.0,2925.0,4070.86,6928.26,3671.02,3477.42,34004.86,4554.32,19936.14,12485.6,3309.82,153618.43,68935.36,30.97
EK5241,2024-07-02,DXB,LHR,DXB-LHR,Airbus A380,517,417,0.8081,7.0,Low,Medium Haul,High,230614.84,23559.42,254174.26,78683.51,35000.0,14000.0,42000.0,7000.0,10837.11,6541.63,3122.25,4805.01,35601.94,9523.14,50365.36,13075.9,4769.67,315325.53,-61151.27,-24.06
EK6789,2024-09-25,DXB,SIN,DXB-SIN,Airbus A380,517,447,0.8648,7.5,Normal,Long Haul,High,829234.07,,920361.3,94709.51,37500.0,15000.0,45000.0,7500.0,4786.6,6439.25,3527.05,5267.12,137130.57,13344.82,69762.85,38730.61,5391.56,484089.95,436271.36,47.4
EK6701,2024-09-11,DXB,CMB,DXB-CMB,Boeing 787-9,296,213,0.7198,4.5,Normal,Medium Haul,Medium,97127.15,12882.76,110009.92,26827.06,9900.0,5400.0,14400.0,2700.0,2060.56,6471.23,2529.69,2004.46,14099.44,5801.77,20081.63,5544.65,1707.42,119527.91,-9518.0,-8.65
EK6749,2024-09-20,DXB,SYD,DXB-SYD,Boeing 787-9,296,233,0.789,14.5,Normal,Long Haul,High,484037.66,53112.02,537149.68,75929.15,31900.0,17400.0,46400.0,8700.0,10705.76,4543.74,2850.15,7056.78,93168.66,6835.99,53600.58,31679.0,2010.82,392780.63,144369.05,26.88
EK1712,2024-02-16,DXB,MCT,DXB-MCT,Airbus A320,180,160,0.889,1.2,Peak,Short Haul,High,48472.32,5091.19,53563.52,2639.41,1380.0,936.0,2040.0,336.0,4212.29,2472.17,3714.17,814.74,9309.06,4642.5,5839.55,1850.97,1337.52,41524.39,12039.12,22.48
EK7378,2024-10-24,DXB,JFK,DXB-JFK,Boeing 787-9,296,276,0.9355,14.0,Shoulder,Long Haul,High,355594.66,47258.76,402853.43,71414.43,30800.0,16800.0,44800.0,8400.0,7544.36,5042.38,5770.29,7974.62,71567.81,7970.39,57965.84,12855.7,4100.23,353006.05,49847.37,12.37
EK3083,2024-04-20,DXB,BAH,DXB-BAH,Boeing 737-800,189,158,0.8369,1.3,Shoulder,Short Haul,High,44234.67,5928.05,50162.72,3194.67,1560.0,1040.0,2340.0,390.0,2716.58,3943.63,2889.19,1015.4,7174.95,3936.42,5453.81,2228.0,1485.88,39368.51,10794.21,21.52
EK3249,2024-04-13,DXB,IST,DXB-IST,Boeing 787-9,296,272,0.9212,5.0,Shoulder,Medium Haul,High,141330.36,18790.08,160120.44,28720.44,11000.0,6000.0,16000.0,3000.0,3878.02,3375.12,2930.25,3810.33,24731.51,5709.56,22673.43,8389.53,2893.83,143112.02,17008.42,10.62
EK2803,2024-03-16,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,340,0.8601,7.5,Shoulder,Long Haul,High,714749.0,,789077.35,61527.73,26250.0,11250.0,33750.0,6000.0,4889.85,10530.74,2421.76,4313.14,133166.65,7697.71,40039.61,34303.0,4724.47,380864.66,408212.68,51.73
EK7974,2024-11-29,DXB,MAA,DXB-MAA,Boeing 787-9,296,238,0.8067,4.5,Shoulder,Medium Haul,Medium,155897.17,15724.32,171621.49,23197.93,9900.0,5400.0,14400.0,2700.0,2413.77,4351.72,2973.83,3315.98,23880.23,3660.09,22122.52,6177.97,3230.74,127724.78,43896.71,25.58
EK6017,2024-08-02,DXB,LHE,DXB-LHE,Airbus A350-900,325,221,0.6803,3.5,Low,Medium Haul,Medium,149664.49,16562.89,166227.38,19383.31,8400.0,4550.0,12250.0,2275.0,4928.03,5343.59,3114.53,2000.1,25941.7,5401.46,16249.4,9536.67,3187.82,122561.61,43665.77,26.27
EK2740,2024-03-22,DXB,JFK,DXB-JFK,Boeing 777-300ER,396,329,0.8309,14.0,Shoulder,Long Haul,High,415565.86,58323.0,473888.86,129539.13,49000.0,21000.0,63000.0,11200.0,7252.29,10433.9,3131.65,9006.67,76022.46,6716.6,79453.4,18211.72,2803.02,486770.85,-12881.99,-2.72
EK2677,2024-03-11,DXB,KHI,DXB-KHI,Airbus A320,180,138,0.7696,2.5,Shoulder,Medium Haul,Medium,89757.39,13184.6,102941.99,5951.92,2875.0,1950.0,4250.0,700.0,3719.62,2148.9,5698.59,1910.33,14992.76,3697.76,8186.5,4848.29,1805.23,62734.89,40207.09,39.06
EK3404,2024-04-05,DXB,JFK,DXB-JFK,Airbus A380,517,459,0.8894,14.0,Shoulder,Long Haul,High,799719.6,91304.13,891023.72,167406.5,70000.0,28000.0,84000.0,14000.0,9874.24,12290.98,4467.64,10638.57,115172.09,9199.76,105948.8,27272.6,3699.13,661970.31,229053.42,25.71
EK6371,2024-09-24,DXB,KWI,DXB-KWI,Boeing 737-800,189,150,0.7957,2.0,Normal,Short Haul,High,25484.46,2574.04,28058.5,4974.03,2400.0,1600.0,3600.0,600.0,4834.8,4371.7,5690.21,1461.16,4609.7,3328.23,9002.86,864.15,1367.81,48704.63,-20646.14,-73.58
EK2420,2024-03-20,DXB,BAH,DXB-BAH,Boeing 737-800,189,157,0.8315,1.3,Shoulder,Short Haul,High,58437.65,7510.52,65948.18,3517.52,1560.0,1040.0,2340.0,390.0,2116.93,4615.77,5512.78,923.83,10522.55,4625.83,5656.16,2376.94,2035.54,47233.84,18714.34,28.38
EK8580,2024-12-18,DXB,LHR,DXB-LHR,Boeing 777-300ER,396,356,0.9004,7.0,Peak,Medium Haul,High,166880.27,18812.03,185692.3,57887.49,24500.0,10500.0,31500.0,5600.0,10681.48,7128.02,4795.17,5358.79,26217.99,9685.51,53077.67,8396.98,3455.51,258784.62,-73092.31,-39.36
EK7535,2024-10-14,DXB,CDG,DXB-CDG,Boeing 777-300ER,396,356,0.9006,7.5,Shoulder,Long Haul,High,579790.3,77167.02,656957.32,63034.68,26250.0,11250.0,33750.0,6000.0,6808.72,,3484.31,4273.32,101794.09,9525.75,50439.75,23998.25,4023.29,350695.94,306261.38,46.62
EK1453,2024-01-16,DXB,SYD,DXB-SYD,Boeing 777-300ER,396,376,0.95,14.5,Peak,Long Haul,High,553310.46,67564.32,620874.78,118918.08,50750.0,21750.0,65250.0,11600.0,7223.51,9958.52,5432.89,8316.64,89236.97,8155.76,93949.74,21389.15,4268.75,516200.0,104674.78,16.86
EK8227,2024-11-22,DXB,FRA,DXB-FRA,Boeing 787-9,296,272,0.9204,6.5,Shoulder,Long Haul,High,573945.46,75001.33,648946.8,38874.0,14300.0,7800.0,20800.0,3900.0,9325.27,4901.77,4561.98,4860.35,83299.09,5152.39,26550.66,27121.36,3293.61,254740.46,394206.33,60.75
EK4857,2024-06-12,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,264,0.6682,7.5,Low,Long Haul,Medium,431605.69,45413.45,477019.14,58229.7,26250.0,11250.0,33750.0,6000.0,4632.53,6122.79,5155.18,4422.45,82562.99,4503.81,38960.05,17821.26,2706.23,302367.01,174652.13,36.61
EK4534,2024-06-21,DXB,DEL,DXB-DEL,Boeing 777-300ER,396,288,0.7276,3.5,Low,Medium Haul,High,193842.32,22218.45,216060.76,27756.04,12250.0,5250.0,15750.0,2800.0,4138.2,9889.89,2373.1,2361.38,35457.45,4537.69,21406.16,10725.3,2961.22,157656.42,58404.34,27.03
EK4296,2024-05-26,DXB,SFO,DXB-SFO,Airbus A350-900,325,218,0.6728,16.5,Normal,Long Haul,Medium,216943.28,31701.09,248644.37,108258.71,39600.0,21450.0,57750.0,10725.0,3426.8,4669.81,4648.57,7912.88,36854.88,4965.03,64037.81,13903.66,1947.33,380150.49,-131506.12,-52.89
EK8438,2024-12-12,DXB,JED,DXB-JED,Airbus A320,180,145,0.8106,3.0,Peak,Short Haul,Medium,41172.93,5274.32,46447.25,6978.62,3450.0,2340.0,5100.0,840.0,2454.1,3163.0,4105.41,1211.02,7457.7,2274.57,8191.52,2754.2,1930.42,52250.54,-5803.29,-12.49
EK8756,2024-12-23,DXB,MEL,DXB-MEL,Airbus A350-900,325,238,0.7352,13.5,Peak,Long Haul,Medium,484789.02,67727.93,552516.94,72968.52,32400.0,17550.0,47250.0,8775.0,4638.23,4391.89,4793.0,8430.08,96952.69,4232.8,62969.02,26546.11,2554.01,394451.35,158065.59,28.61
EK2883,2024-03-10,DXB,CDG,DXB-CDG,Boeing 787-9,296,268,0.9085,7.5,Shoulder,Long Haul,High,355076.99,43298.58,398375.57,42177.85,16500.0,9000.0,24000.0,4500.0,6623.22,7692.29,2775.55,4453.27,66994.75,6426.48,32960.58,13823.42,3131.24,241058.65,157316.93,39.49
EK5316,2024-07-30,DXB,MAA,DXB-MAA,Boeing 787-9,296,209,0.7069,4.5,Low,Medium Haul,Medium,95033.47,10290.93,105324.4,25228.85,9900.0,5400.0,14400.0,2700.0,4341.75,4870.78,3144.54,3301.16,15480.72,4017.33,23642.38,4264.84,2570.1,123262.46,-17938.06,-17.03
EK8021,2024-11-15,DXB,CMB,DXB-CMB,Boeing 787-9,296,213,0.7223,4.5,Shoulder,Medium Haul,Medium,152473.41,18191.77,170665.18,24904.34,9900.0,5400.0,14400.0,2700.0,2848.21,5365.47,3250.9,2070.44,27351.61,5060.59,23685.93,6469.47,2064.86,135471.82,35193.37,20.62
EK5442,2024-07-22,DXB,MEL,DXB-MEL,Boeing 777-300ER,396,264,0.669,13.5,Low,Long Haul,Medium,460820.04,48427.74,509247.78,105861.22,47250.0,20250.0,60750.0,10800.0,4047.41,5028.34,4232.49,7892.98,68380.49,7797.94,86805.99,23045.95,3796.55,455939.36,53308.43,10.47
EK6014,2024-08-01,DXB,LHE,DXB-LHE,Airbus A350-900,325,217,0.6682,3.5,Low,Medium Haul,Medium,160512.99,20253.69,180766.68,20138.39,8400.0,4550.0,12250.0,2275.0,2580.73,4809.5,3537.2,2112.33,29894.29,4757.65,15484.6,6997.67,3111.07,120898.42,59868.26,33.12
EK1736,2024-02-09,DXB,KWI,DXB-KWI,Airbus A320,180,159,0.8858,2.0,Peak,Short Haul,High,58878.68,6681.67,65560.35,4781.14,2300.0,1560.0,3400.0,560.0,3314.39,2396.16,5124.03,1241.4,10405.29,3302.23,8170.85,3229.28,1433.04,51217.81,14342.54,21.88
EK1465,2024-01-19,DXB,MEL,DXB-MEL,Airbus A350-900,325,233,0.7187,13.5,Peak,Long Haul,Medium,420050.86,47932.15,467983.01,81673.4,32400.0,17550.0,47250.0,8775.0,2195.96,5995.92,,5574.78,64837.74,5423.16,63039.68,17818.47,3456.94,361017.13,106965.88,22.86
EK4855,2024-06-09,DXB,BKK,DXB-BKK,Boeing 777-300ER,396,282,0.7145,6.5,Low,Long Haul,Medium,335218.22,43224.43,378442.65,50254.36,22750.0,9750.0,29250.0,5200.0,2648.4,7130.27,2964.83,4353.88,58608.56,7742.71,42214.81,21833.22,2378.44,267079.48,111363.17,29.43
EK6962,2024-09-02,DXB,ORD,DXB-ORD,Boeing 777-300ER,396,316,0.7987,14.5,Normal,Long Haul,Medium,349494.05,52354.12,401848.16,134795.91,50750.0,21750.0,65250.0,11600.0,2849.15,6839.83,4345.38,10088.87,57725.92,7634.22,89150.39,14576.47,3202.78,480558.9,-78710.74,-19.59
EK5127,2024-07-05,DXB,JED,DXB-JED,Boeing 737-800,189,118,0.6294,3.0,Low,Short Haul,Medium,19218.94,2364.24,21583.18,6899.37,3600.0,2400.0,5400.0,900.0,2734.8,2753.82,4245.78,1255.05,3555.29,2993.66,7957.61,1096.72,970.23,46762.33,-25179.15,-116.66
EK1023,2024-01-23,DXB,DOH,DXB-DOH,Boeing 737-800,189,176,0.9317,1.5,Peak,Short Haul,High,39220.63,4944.35,44164.98,3845.06,1800.0,1200.0,2700.0,450.0,2823.79,2425.65,3142.91,683.02,6019.81,3484.03,5590.06,1631.36,2262.95,38058.65,6106.33,13.83
EK1349,2024-01-11,DXB,MAA,DXB-MAA,Airbus A350-900,325,269,0.8307,4.5,Peak,Medium Haul,Medium,112622.08,13868.73,126490.81,28545.36,10800.0,5850.0,15750.0,2925.0,4528.73,3508.02,3665.01,3163.24,20524.74,5301.77,24365.16,5502.15,3673.15,138102.33,-11611.52,-9.18
EK7433,2024-10-01,DXB,MEL,DXB-MEL,Airbus A350-900,325,249,0.7668,13.5,Shoulder,Long Haul,Medium,437213.86,51360.09,488573.96,74864.82,32400.0,17550.0,47250.0,8775.0,3476.9,7274.12,2127.58,7520.61,75543.81,4409.53,52876.4,16481.09,2375.24,352925.09,135648.87,27.76
EK5866,2024-08-12,DXB,DEL,DXB-DEL,Airbus A350-900,325,236,0.7272,3.5,Low,Medium Haul,High,148289.65,22140.92,170430.58,21066.77,8400.0,4550.0,12250.0,2275.0,7059.05,5816.02,4428.59,2479.18,29002.89,4340.23,19668.59,6043.18,3222.9,130602.39,39828.19,23.37
EK7783,2024-11-06,DXB,CAI,DXB-CAI,Airbus A350-900,325,235,0.7235,3.5,Shoulder,Short Haul,Medium,34689.93,4839.48,39529.41,21928.14,8400.0,4550.0,12250.0,2275.0,3507.62,6245.36,3955.22,2763.87,5601.98,6868.29,21928.16,2088.28,2420.49,104782.43,-65253.02,-165.07
EK7897,2024-11-22,DXB,LHR,DXB-LHR,Airbus A380,517,418,0.8092,7.0,Shoulder,Medium Haul,High,288601.65,31365.5,319967.15,77651.96,35000.0,14000.0,42000.0,7000.0,11366.36,9420.2,3419.72,4870.69,56670.41,9199.58,58782.16,18260.06,5341.63,352982.79,-33015.63,-10.32
EK7591,2024-10-22,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,315,0.7972,16.0,Shoulder,Long Haul,Medium,452303.91,59547.85,511851.76,137658.99,56000.0,24000.0,72000.0,12800.0,3611.91,7889.94,3123.17,8371.6,73980.78,6171.72,83210.64,16650.69,3057.69,508527.11,3324.66,0.65
EK6255,2024-08-14,DXB,FRA,DXB-FRA,Airbus A380,517,423,0.8191,6.5,Low,Long Haul,High,644371.74,90524.93,734896.67,80817.41,32500.0,13000.0,39000.0,6500.0,11971.1,8538.95,4211.57,3096.73,130860.79,7675.51,56528.9,42245.2,6118.26,443064.41,291832.25,39.71
EK5923,2024-08-30,DXB,LHR,DXB-LHR,Airbus A380,517,402,0.7782,7.0,Low,Medium Haul,High,157962.35,21127.67,179090.02,77861.22,35000.0,14000.0,42000.0,7000.0,11798.73,8430.33,2869.8,4237.66,24776.75,8497.98,66107.3,10451.09,4408.85,317439.72,-138349.7,-77.25
EK5511,2024-07-31,DXB,BKK,DXB-BKK,Boeing 777-300ER,396,251,0.6355,6.5,Low,Long Haul,Medium,291463.24,43291.28,334754.52,56717.74,22750.0,9750.0,29250.0,5200.0,3212.15,4477.05,3702.76,4369.4,56023.55,5012.59,46393.31,14748.66,2251.72,263858.93,70895.58,21.18
EK1065,2024-01-05,DXB,KWI,DXB-KWI,Airbus A320,180,168,0.9353,2.0,Peak,Short Haul,High,46647.86,6212.59,52860.45,5200.08,2300.0,1560.0,3400.0,560.0,2930.7,4551.0,4648.54,1247.14,6752.24,4306.26,6500.65,2606.27,1730.29,48293.16,4567.29,8.64
EK5112,2024-07-24,DXB,JED,DXB-JED,Boeing 737-800,189,129,0.6865,3.0,Low,Short Haul,Medium,20158.17,2842.97,23001.14,8119.03,3600.0,2400.0,5400.0,900.0,2005.53,2809.73,4973.11,1862.56,3035.22,3846.3,8079.53,854.31,1382.36,49267.69,-26266.55,-114.2
EK6438,2024-09-06,DXB,RUH,DXB-RUH,Boeing 737-800,189,131,0.697,2.2,Normal,Short Haul,Medium,38196.65,5012.16,43208.81,5837.79,2640.0,1760.0,3960.0,660.0,4481.33,2092.66,5804.42,1000.98,6627.03,3394.14,9045.33,2218.81,1783.83,51306.32,-8097.5,-18.74
EK6516,2024-09-06,DXB,BOM,DXB-BOM,Boeing 787-9,296,263,0.8918,3.2,Normal,Medium Haul,High,207565.02,30945.26,238510.28,18974.76,7040.0,3840.0,10240.0,1920.0,6984.08,7612.28,4723.29,2239.75,40102.63,7294.47,17533.82,11628.87,2303.85,142437.82,96072.47,40.28
